Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Roberto,/en/players/95cf42ac/Roberto,95cf42ac,Roberto,es ESP,GK,Granada
1,Abel Gómez Moreno,/en/players/b09801d8/Abel-Gomez-Moreno,b09801d8,Abel-Gomez-Moreno,es ESP,MF,Granada
2,Allan Nyom,/en/players/97572117/Allan-Nyom,97572117,Allan-Nyom,cm CMR,"DF,MF",Granada
3,Mikel Rico,/en/players/def69cd0/Mikel-Rico,def69cd0,Mikel-Rico,es ESP,MF,Granada
4,Íñigo López,/en/players/8c61ca86/Inigo-Lopez,8c61ca86,Inigo-Lopez,es ESP,DF,Granada
5,Dani Benítez,/en/players/51c34a32/Dani-Benitez,51c34a32,Dani-Benitez,es ESP,MF,Granada
6,Alexandre Geijo,/en/players/c0787e61/Alexandre-Geijo,c0787e61,Alexandre-Geijo,es ESP,FW,Granada
7,Fabián Orellana,/en/players/c90977db/Fabian-Orellana,c90977db,Fabian-O,cl CHI,"FW,MF",Granada
8,Guilherme Siqueira,/en/players/3770a135/Guilherme-Siqueira,3770a135,Guilherme-Siquei,br BRA,"DF,MF",Granada
9,Diego Mainz,/en/players/95db62b7/Diego-Mainz,95db62b7,Diego-Mainz,es ESP,DF,Granada
10,Manuel Lucena,/en/players/86ea2bff/Manuel-Lucena,86ea2bff,Manuel-Luc,es ESP,DF,Granada
11,Carlos Calvo,/en/players/a444d33f/Carlos-Calvo,444d33f,Carlos-Calvo,es ESP,MF,Granada
12,Óscar Pérez,/en/players/a4ae5f6a/Oscar-Perez,4ae5f6a,Oscar-Perez,es ESP,MF,Granada
13,Rubén Párraga,/en/players/c8a5798c/Ruben-Parraga,c8a5798c,Ruben-Parrag,es ESP,DF,Granada
14,Juan Collantes,/en/players/d8d9186b/Juan-Collantes,d8d9186b,Juan-Collant,es ESP,"FW,MF",Granada
15,Jonathan Mensah,/en/players/8087e6cb/Jonathan-Mensah,8087e6cb,Jonathan-Mensah,gh GHA,DF,Granada
16,Odion Ighalo,/en/players/03622183/Odion-Ighalo,03622183,Odion-Ighalo,ng NGA,FW,Granada
17,Juande,/en/players/4e8f9951/Juande,4e8f9951,Juand,es ESP,MF,Granada
18,José Juan Figueras,/en/players/c7f01276/Jose-Juan-Figueras,c7f01276,Jose-Juan-Figu,es ESP,GK,Granada
19,Granada,/en/players/41919c0f/Granada,41919c0f,Granad,es ESP,MF,Granada
20,Tariq Spezie,/en/players/79c7a874/Tariq-Spezie,79c7a874,Tariq-Spezi,es ESP,FW,Granada
21,Luis Muriel,/en/players/eb2fe5b6/Luis-Muriel,b2fe5b6,Luis-Muri,co COL,FW,Granada
22,Ritchie Kitoko,/en/players/d403d81a/Ritchie-Kitoko,d403d81a,Ritchie-Kitoko,be BEL,MF,Granada
23,Felipe Sanchón,/en/players/f62ff94e/Felipe-Sanchon,f62ff94e,Felipe-Sancho,es ESP,MF,Granada
24,Álex Cruz,/en/players/5e9d1e31/Alex-Cruz,5e9d1e31,Alex-Cruz,es ESP,MF,Granada
25,Goku,/en/players/3401fe76/Goku,3401fe76,Goku,es ESP,MF,Granada
27,Ikechukwu Uche,/en/players/ba7c6d25/Ikechukwu-Uche,ba7c6d25,Ikechukwu-Uch,ng NGA,FW,Granada
28,Carlos Martins,/en/players/23cfa96c/Carlos-Martins,23cfa96c,Carlos-Marti,pt POR,MF,Granada
29,Franco Jara,/en/players/413cce14/Franco-Jara,413cce14,Franco-J,ar ARG,FW,Granada
30,Borja Gómez Pérez,/en/players/95abfdfd/Borja-Gomez-Perez,95abfdfd,Borja-Gomez-Perez,es ESP,DF,Granada
31,Júlio César,/en/players/f4213f59/Julio-Cesar,f4213f59,Julio-C,br BRA,GK,Granada
32,Moisés Hurtado,/en/players/1ea7254b/Moises-Hurtado,1ea7254b,Moises-Hurtado,es ESP,MF,Granada
33,Fran Rico,/en/players/eda29127/Fran-Rico,da29127,Fran-Rico,es ESP,MF,Granada
34,Hassan Yebda,/en/players/4907d688/Hassan-Yebda,4907d688,Hassan-Yebd,dz ALG,MF,Granada
35,Pape Diakhaté,/en/players/84340e6d/Pape-Diakhate,84340e6d,Pape-Diakhat,sn SEN,DF,Granada
36,David Cortés,/en/players/99d15abd/David-Cortes,99d15abd,David-Cort,es ESP,DF,Granada
37,Jaime Romero,/en/players/e28205f4/Jaime-Romero,28205f4,Jaime-Romero,es ESP,"FW,MF",Granada
38,Yohan Mollo,/en/players/74950bcc/Yohan-Mollo,74950bcc,Yohan-Mollo,fr FRA,"FW,MF",Granada
39,Noé Pamarot,/en/players/6036afc6/Noe-Pamarot,6036afc6,Noe-Pamarot,fr FRA,DF,Granada
