Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Lars Müller,de GER,"DF,MF",34,34,4.0,2.0,2006-2007,/en/players/13cd78b6/Lars-Muller,13cd78b6,Augsburg,"3,000",33.3,4.0,0.0,28,13.0,17727,Augsburg
,Axel Lawarée,be BEL,FW,33,33,4.0,15.0,2006-2007,/en/players/27a618df/Axel-Lawaree,27a618df,Augsburg,"2,910",32.3,3.0,0.0,28,27.0,18832,Augsburg
,Ingo Hertzsch,de GER,DF,31,31,0.0,0.0,2006-2007,/en/players/8084a11e/Ingo-Hertzsch,8084a11e,Augsburg,"2,775",30.8,6.0,0.0,28,13.0,15823,Augsburg
,Sören Dreßler,de GER,DF,32,30,0.0,0.0,2006-2007,/en/players/7896bc52/Soren-Dressler,7896bc52,Augsburg,"2,711",30.1,3.0,0.0,28,13.0,18833,Augsburg
,Sven Neuhaus,de GER,GK,30,30,0.0,0.0,2006-2007,/en/players/761d6dcd/Sven-Neuhaus,761d6dcd,Augsburg,"2,700",30.0,0.0,0.0,28,13.0,15878,Augsburg
,Roland Benschneider,de GER,DF,30,27,1.0,2.0,2006-2007,/en/players/b9ddbb3c/Roland-Benschneider,b9ddbb3c,Augsburg,"2,463",27.4,8.0,0.0,28,13.0,17583,Augsburg
,Patrick Mölzl,de GER,MF,28,27,0.0,2.0,2006-2007,/en/players/536bb4f8/Patrick-Molzl,536bb4f8,Augsburg,"2,260",25.1,15.0,1.0,28,13.0,18834,Augsburg
,Mourad Hdiouad,ma MAR,MF,27,26,4.0,5.0,2006-2007,/en/players/905b2fe4/Mourad-Hdiouad,905b2fe4,Augsburg,"2,208",24.5,7.0,0.0,28,26.0,18835,Augsburg
,Robert Strauß,de GER,"DF,MF",26,22,0.0,2.0,2006-2007,/en/players/49ca07a8/Robert-Strauss,49ca07a8,Augsburg,"1,910",21.2,4.0,0.0,28,13.0,18836,Augsburg
,Elton da Costa,br BRA,MF,23,18,3.0,5.0,2006-2007,/en/players/c8093328/Elton-da-Costa,c8093328,Augsburg,"1,606",17.8,4.0,0.0,28,2.0,18837,Augsburg
,Timo Wenzel,de GER,DF,26,14,3.0,0.0,2006-2007,/en/players/bf1cbcda/Timo-Wenzel,bf1cbcda,Augsburg,"1,513",16.8,5.0,0.0,28,13.0,15543,Augsburg
,Felix Luz,de GER,FW,15,12,0.0,2.0,2006-2007,/en/players/86f90c80/Felix-Luz,86f90c80,Augsburg,971,10.8,1.0,0.0,28,13.0,18838,Augsburg
,Marco Löring,de GER,"DF,MF",21,10,0.0,0.0,2006-2007,/en/players/1f4d0663/Marco-Loring,1f4d0663,Augsburg,959,10.7,1.0,0.0,28,13.0,18839,Augsburg
,Mamadou Diabang,sn SEN,FW,13,10,0.0,1.0,2006-2007,/en/players/1f4c10fa/Mamadou-Diabang,1f4c10fa,Augsburg,779,8.7,1.0,0.0,28,34.0,16528,Augsburg
,Sebastian Becker,de GER,MF,16,10,0.0,0.0,2006-2007,/en/players/114bc99f/Sebastian-Becker,114bc99f,Augsburg,745,8.3,2.0,0.0,28,13.0,18840,Augsburg
,Florian Galuschka,de GER,FW,15,9,3.0,1.0,2006-2007,/en/players/017c3167/Florian-Galuschka,017c3167,Augsburg,848,9.4,0.0,0.0,28,13.0,18841,Augsburg
,Leonhard Haas,de GER,MF,13,9,2.0,5.0,2006-2007,/en/players/e2138b42/Leonhard-Haas,2138b42,Augsburg,845,9.4,1.0,0.0,28,13.0,17182,Augsburg
