Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Lars Müller,/en/players/13cd78b6/Lars-Muller,13cd78b6,Lars-Mu,de GER,"DF,MF",Augsburg
1,Axel Lawarée,/en/players/27a618df/Axel-Lawaree,27a618df,Axel-Law,be BEL,FW,Augsburg
2,Ingo Hertzsch,/en/players/8084a11e/Ingo-Hertzsch,8084a11e,Ingo-Hertzsch,de GER,DF,Augsburg
3,Sören Dreßler,/en/players/7896bc52/Soren-Dressler,7896bc52,Soren-D,de GER,DF,Augsburg
4,Sven Neuhaus,/en/players/761d6dcd/Sven-Neuhaus,761d6dcd,Sven-Neuhau,de GER,GK,Augsburg
5,Roland Benschneider,/en/players/b9ddbb3c/Roland-Benschneider,b9ddbb3c,Roland-Benschneid,de GER,DF,Augsburg
6,Patrick Mölzl,/en/players/536bb4f8/Patrick-Molzl,536bb4f8,Patrick-Molz,de GER,MF,Augsburg
7,Mourad Hdiouad,/en/players/905b2fe4/Mourad-Hdiouad,905b2fe4,Mourad-Hdiouad,ma MAR,MF,Augsburg
8,Robert Strauß,/en/players/49ca07a8/Robert-Strauss,49ca07a8,Robert-Strau,de GER,"DF,MF",Augsburg
9,Elton da Costa,/en/players/c8093328/Elton-da-Costa,c8093328,Elton-da-Cost,br BRA,MF,Augsburg
10,Timo Wenzel,/en/players/bf1cbcda/Timo-Wenzel,bf1cbcda,Timo-Wenz,de GER,DF,Augsburg
11,Felix Luz,/en/players/86f90c80/Felix-Luz,86f90c80,Felix-Luz,de GER,FW,Augsburg
12,Marco Löring,/en/players/1f4d0663/Marco-Loring,1f4d0663,Marco-Loring,de GER,"DF,MF",Augsburg
13,Mamadou Diabang,/en/players/1f4c10fa/Mamadou-Diabang,1f4c10fa,Mamadou-Diabang,sn SEN,FW,Augsburg
14,Sebastian Becker,/en/players/114bc99f/Sebastian-Becker,114bc99f,Sebastian-Beck,de GER,MF,Augsburg
15,Florian Galuschka,/en/players/017c3167/Florian-Galuschka,017c3167,Florian-Galuschk,de GER,FW,Augsburg
16,Leonhard Haas,/en/players/e2138b42/Leonhard-Haas,2138b42,Leonhard-H,de GER,MF,Augsburg
17,Patrick Pircher,/en/players/7cf47007/Patrick-Pircher,7cf47007,Patrick-Pirch,at AUT,DF,Augsburg
