,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Graeme Murty,/en/players/6b4b0d92/Graeme-Murty,6b4b0d92,Graeme-Murt,sct SCO,DF
1,Nicky Shorey,/en/players/9665e2ea/Nicky-Shorey,9665e2ea,Nicky-Sho,eng ENG,"DF,MF"
2,Marcus Hahnemann,/en/players/c6be3102/Marcus-Hahnemann,c6be3102,Marcus-Hahnem,us USA,GK
3,Andrew Hughes,/en/players/f63b342e/Andrew-Hughes,f63b342e,Andrew-Hugh,eng ENG,MF
4,Adrian Williams,/en/players/e0606e6e/Adrian-Williams,0606e6e,Adrian-William,wls WAL,DF
5,Nicky Forster,/en/players/8947bae8/Nicky-Forster,8947bae8,Nicky-Forst,eng ENG,FW
6,James Harper,/en/players/3bdf320f/James-Harper,3bdf320f,James-H,eng ENG,MF
7,John Salako,/en/players/2749f5b7/John-Salako,2749f5b7,John-Salako,eng ENG,MF
8,Kevin Watson,/en/players/997ba893/Kevin-Watson,997ba893,Kevin-Watso,eng ENG,MF
9,Steve Sidwell,/en/players/ed083afd/Steve-Sidwell,d083afd,Steve-Sidw,eng ENG,MF
10,Ricky Newman,/en/players/9e407813/Ricky-Newman,9e407813,Ricky-Newm,eng ENG,MF
11,Steve Brown,/en/players/a889aef3/Steve-Brown,889aef3,Steve-Brow,eng ENG,DF
12,John Mackie,/en/players/347652f8/John-Mackie,347652f8,John-Macki,eng ENG,DF
13,Tony Rougier,/en/players/b8ca3fa8/Tony-Rougier,b8ca3fa8,Tony-Rougi,tt TRI,MF
14,Luke Chadwick,/en/players/9c35f696/Luke-Chadwick,9c35f696,Luke-Chadwick,eng ENG,MF
15,Jamie Cureton,/en/players/42f6103b/Jamie-Cureton,42f6103b,Jamie-Cureto,eng ENG,FW
16,Matthew Upson,/en/players/1a6e6d03/Matthew-Upson,1a6e6d03,Matthew-Upso,eng ENG,DF
18,Nathan Tyson,/en/players/8cab3924/Nathan-Tyson,8cab3924,Nathan-Tyso,eng ENG,FW
19,Sammy Igoe,/en/players/b568c9a8/Sammy-Igoe,b568c9a8,Sammy-Igo,eng ENG,MF
20,Adrian Viveash,/en/players/2104364b/Adrian-Viveash,2104364b,Adrian-Viveash,eng ENG,DF
21,Phil Whitehead,/en/players/ac49ce6c/Phil-Whitehead,c49ce6c,Phil-Whitehead,eng ENG,GK
22,Darius Henderson,/en/players/ea503cef/Darius-Henderson,503cef,Darius-Henderso,eng ENG,FW
23,Jamie Ashdown,/en/players/0f056348/Jamie-Ashdown,0f056348,Jamie-Ashdow,eng ENG,GK
24,Phil Parkinson,/en/players/b7323f99/Phil-Parkinson,b7323f99,Phil-Parkinso,eng ENG,MF
25,Darren Campbell,/en/players/17095d84/Darren-Campbell,17095d84,Darren-Campb,eng ENG,MF
26,Peter Castle,/en/players/17b8c45b/Peter-Castle,17b8c45b,Peter-Cast,eng ENG,DF
27,Alex Smith,/en/players/e17de3bd/Alex-Smith,17de3bd,Alex-Smith,eng ENG,"DF,MF"
29,Shaun Goater,/en/players/1e14a14f/Shaun-Goater,1e14a14f,Shaun-Goat,bm BER,FW
30,Scott Murray,/en/players/c5858a6c/Scott-Murray,c5858a6c,Scott-Mu,sct SCO,MF
31,Ívar Ingimarsson,/en/players/f7fcdb88/Ivar-Ingimarsson,f7fcdb88,Ivar-Ingimarsso,is ISL,DF
32,Lloyd Owusu,/en/players/71f677d1/Lloyd-Owusu,71f677d1,Lloyd-Owusu,gh GHA,FW
33,Dave Kitson,/en/players/53c758b9/Dave-Kitson,53c758b9,Dave-Kitso,eng ENG,FW
34,Bas Savage,/en/players/f51845bb/Bas-Savage,f51845bb,Bas-Savag,eng ENG,FW
35,Paul Brooker,/en/players/e46d3790/Paul-Brooker,46d3790,Paul-Brook,eng ENG,MF
36,Dean Morgan,/en/players/38a6c299/Dean-Morgan,38a6c299,Dean-Morg,ms MSR,"FW,MF"
37,Omar Daley,/en/players/7ce4b59e/Omar-Daley,7ce4b59e,Omar-D,jm JAM,MF
38,Dean Gordon,/en/players/6405b4da/Dean-Gordon,6405b4da,Dean-Gordo,eng ENG,"DF,MF"
39,Ibrahima Sonko,/en/players/1e7c36d0/Ibrahima-Sonko,1e7c36d0,Ibrahima-Sonko,sn SEN,DF
40,Glen Little,/en/players/3c418660/Glen-Little,3c418660,Glen-Litt,eng ENG,MF
41,Martin Keown,/en/players/b844a204/Martin-Keown,b844a204,Martin-Keow,eng ENG,"DF,MF"
42,Bobby Convey,/en/players/7910a892/Bobby-Convey,7910a892,Bobby-Conv,us USA,"FW,MF"
43,Les Ferdinand,/en/players/aad47f5a/Les-Ferdinand,d47f5a,Les-Ferdinand,eng ENG,FW
44,Kevin Doyle,/en/players/c4689de2/Kevin-Doyle,c4689de2,Kevin-Do,ie IRL,FW
45,Leroy Lita,/en/players/238f467d/Leroy-Lita,238f467d,Leroy-Lit,eng ENG,FW
46,Brynjar Gunnarsson,/en/players/511aa791/Brynjar-Gunnarsson,511aa791,Brynjar-Gunnarsso,is ISL,MF
47,John Halls,/en/players/8146582b/John-Halls,8146582b,John-H,eng ENG,"DF,MF"
48,Chris Makin,/en/players/aecb9ffc/Chris-Makin,cb9ffc,Chris-Maki,eng ENG,DF
49,Stephen Hunt,/en/players/51ac7604/Stephen-Hunt,51ac7604,Stephen-Hunt,ie IRL,"FW,MF"
50,Shane Long,/en/players/9f472354/Shane-Long,9f472354,Shane-Long,ie IRL,FW
51,Graham Stack,/en/players/981bc560/Graham-Stack,981bc560,Graham-Stack,ie IRL,GK
52,Eric Obinna,/en/players/0ab7cb87/Eric-Obinna,0ab7cb87,Eric-Obi,ng NGA,FW
