,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Pierluigi Brivio,/en/players/e530af82/Pierluigi-Brivio,530af82,Pierluigi-Brivio,it ITA,GK
1,Stefano Rossini,/en/players/3c31df0e/Stefano-Rossini,3c31df0e,Stefano-Rossini,it ITA,"DF,MF"
2,Mario Cvitanović,/en/players/210801ab/Mario-Cvitanovic,210801ab,Mario-Cvitanovic,hr CRO,DF
3,Marco Malagò,/en/players/bbcfbfed/Marco-Malago,bbcfbfed,Marco-Malago,it ITA,DF
4,Mauro Bressan,/en/players/676878ec/Mauro-Bressan,676878ec,Mauro-B,it ITA,MF
5,Simone Giacchetta,/en/players/33eb00de/Simone-Giacchetta,33eb00de,Simone-Giacchett,it ITA,DF
6,Adrian Mihalcea,/en/players/b8cffdf9/Adrian-Mihalcea,b8cffdf9,Adrian-Mihalc,ro ROU,FW
7,Raouf Bouzaiene,/en/players/2c523bbe/Raouf-Bouzaiene,2c523bbe,Raouf-Bouzai,tn TUN,"DF,MF"
10,Marco Carparelli,/en/players/0dadca63/Marco-Carparelli,0dadca63,Marco-Carparelli,it ITA,FW
11,Paul Codrea,/en/players/771fa9b8/Paul-Codrea,771fa9b8,Paul-Cod,ro ROU,"DF,MF"
12,Rodrigue Boisfer,/en/players/f9144aee/Rodrigue-Boisfer,f9144aee,Rodrigue-Boisf,fr FRA,MF
13,Roberto Breda,/en/players/d7a54a90/Roberto-Breda,d7a54a90,Roberto-Bred,it ITA,MF
14,Francesco De Francesco,/en/players/f28d5f43/Francesco-De-Francesco,f28d5f43,Francesco-De-Francesco,it ITA,FW
15,Claudiu Niculescu,/en/players/c08d975c/Claudiu-Niculescu,c08d975c,Claudiu-Niculescu,ro ROU,FW
16,Imed Mhedhebi,/en/players/ae6054ab/Imed-Mhedhebi,6054ab,Imed-Mhedhebi,tn TUN,"FW,MF"
17,Vincenzo D'Isanto,/en/players/f9fa0836/Vincenzo-DIsanto,f9fa0836,Vincenzo-DIsanto,it ITA,MF
18,Hassen Gabsi,/en/players/2b490877/Hassen-Gabsi,2b490877,Hassen-Gabsi,tn TUN,"FW,MF"
19,Giuseppe Mascara,/en/players/d4fb7e8e/Giuseppe-Mascara,d4fb7e8e,Giuseppe-Masc,it ITA,FW
20,Nicola Barasso,/en/players/2c90b40f/Nicola-Barasso,2c90b40f,Nicola-Barasso,it ITA,GK
21,Sergio Floccari,/en/players/df301450/Sergio-Floccari,df301450,Sergio-Floccari,it ITA,FW
22,Antonio Ghomsi,/en/players/d53f96ae/Antonio-Ghomsi,d53f96ae,Antonio-Ghomsi,cm CMR,DF
