2005-2006,Bundesliga
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Bayern Munich,34,22,9,3,75,squads/054efa67/Bayern-Munich-Stats,054efa67,Bayern-Munich
2,Werder Bremen,34,21,7,6,70,squads/62add3bf/Werder-Bremen-Stats,62add3bf,Werder-Bremen
3,Hamburger SV,34,21,5,8,68,squads/26790c6a/Hamburger-SV-Stats,26790c6a,Hamburger-SV
4,Schalke 04,34,16,13,5,61,squads/c539e393/Schalke-04-Stats,c539e393,Schalke-04
5,Leverkusen,34,14,10,10,52,squads/c7a9f859/Bayer-Leverkusen-Stats,c7a9f859,Bayer-Leverkusen
6,Hertha BSC,34,12,12,10,48,squads/2818f8bc/Hertha-BSC-Stats,2818f8bc,Hertha-BSC
7,Dortmund,34,11,13,10,46,squads/add600ae/Dortmund-Stats,add600ae,Dortmund
8,Nürnberg,34,12,8,14,44,squads/6f2c108c/Nurnberg-Stats,6f2c108c,Nurnberg
9,Stuttgart,34,9,16,9,43,squads/598bc722/Stuttgart-Stats,598bc722,Stuttgart
10,M'Gladbach,34,10,12,12,42,squads/32f3ee20/Monchengladbach-Stats,32f3ee20,Monchengladbach
11,Mainz 05,34,9,11,14,38,squads/a224b06a/Mainz-05-Stats,a224b06a,Mainz-05
12,Hannover 96,34,7,17,10,38,squads/60b5e41f/Hannover-96-Stats,60b5e41f,Hannover-96
13,Arminia,34,10,7,17,37,squads/247c4b67/Arminia-Stats,247c4b67,Arminia
14,Eint Frankfurt,34,9,9,16,36,squads/f0ac8ee6/Eintracht-Frankfurt-Stats,f0ac8ee6,Eintracht-Frankfurt
15,Wolfsburg,34,7,13,14,34,squads/4eaa11d7/Wolfsburg-Stats,4eaa11d7,Wolfsburg
16,Kaiserslautern,34,8,9,17,33,squads/73a27a73/Kaiserslautern-Stats,73a27a73,Kaiserslautern
17,Köln,34,7,9,18,30,squads/bc357bf7/Koln-Stats,bc357bf7,Koln
18,MSV Duisburg,34,5,12,17,27,squads/bbfd364f/MSV-Duisburg-Stats,bbfd364f,MSV-Duisburg
