Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Brad Friedel,us USA,GK,37,37,0.0,0.0,2002-2003,/en/players/b8c0a975/Brad-Friedel,b8c0a975,Blackburn-Rovers,"3,330",37.0,0.0,0.0,124,75.0,6400,Blackburn-Rovers
,Lucas Neill,au AUS,DF,34,34,2.0,0.0,2002-2003,/en/players/b6cf046f/Lucas-Neill,b6cf046f,Blackburn-Rovers,"2,993",33.3,9.0,1.0,124,42.0,6401,Blackburn-Rovers
,Garry Flitcroft,eng ENG,MF,33,33,0.0,2.0,2002-2003,/en/players/dc6356ad/Garry-Flitcroft,dc6356ad,Blackburn-Rovers,"2,805",31.2,4.0,1.0,124,6.0,6402,Blackburn-Rovers
,Andy Cole,eng ENG,FW,34,32,6.0,7.0,2002-2003,/en/players/b6638a2c/Andy-Cole,b6638a2c,Blackburn-Rovers,"2,875",31.9,6.0,0.0,124,6.0,6403,Blackburn-Rovers
,Tugay Kerimoğlu,tr TUR,MF,37,32,1.0,1.0,2002-2003,/en/players/543e7bda/Tugay-Kerimoglu,543e7bda,Blackburn-Rovers,"2,820",31.3,6.0,1.0,124,15.0,6404,Blackburn-Rovers
,Martin Taylor,eng ENG,DF,33,29,0.0,3.0,2002-2003,/en/players/08840bbf/Martin-Taylor,08840bbf,Blackburn-Rovers,"2,691",29.9,1.0,0.0,124,6.0,6405,Blackburn-Rovers
,Craig Short,eng ENG,DF,27,26,1.0,1.0,2002-2003,/en/players/ff7178f7/Craig-Short,ff7178f7,Blackburn-Rovers,"2,287",25.4,2.0,0.0,124,6.0,6406,Blackburn-Rovers
,Damien Duff,ie IRL,"FW,MF",26,26,5.0,9.0,2002-2003,/en/players/057a6936/Damien-Duff,057a6936,Blackburn-Rovers,"2,247",25.0,3.0,0.0,124,99.0,6009,Blackburn-Rovers
,David Dunn,eng ENG,MF,28,26,4.0,8.0,2002-2003,/en/players/7ecdf483/David-Dunn,7ecdf483,Blackburn-Rovers,"2,195",24.4,1.0,0.0,124,6.0,6407,Blackburn-Rovers
,Dwight Yorke,tt TRI,"FW,MF",33,25,3.0,8.0,2002-2003,/en/players/2d0a99d3/Dwight-Yorke,2d0a99d3,Blackburn-Rovers,"2,324",25.8,1.0,0.0,124,123.0,6408,Blackburn-Rovers
,David Thompson,eng ENG,MF,23,23,3.0,4.0,2002-2003,/en/players/5696222a/David-Thompson,5696222a,Blackburn-Rovers,"2,002",22.2,6.0,0.0,124,6.0,6409,Blackburn-Rovers
,Nils-Eric Johansson,se SWE,DF,30,20,0.0,0.0,2002-2003,/en/players/c281ba3e/Nils-Eric-Johansson,c281ba3e,Blackburn-Rovers,"2,037",22.6,7.0,0.0,124,41.0,6410,Blackburn-Rovers
,Henning Berg,no NOR,DF,16,15,0.0,1.0,2002-2003,/en/players/ad77f84e/Henning-Berg,d77f84e,Blackburn-Rovers,"1,276",14.2,2.0,0.0,124,21.0,6411,Blackburn-Rovers
,Keith Gillespie,nir NIR,"FW,MF",25,10,3.0,0.0,2002-2003,/en/players/012f440e/Keith-Gillespie,012f440e,Blackburn-Rovers,"1,192",13.2,2.0,0.0,124,121.0,6412,Blackburn-Rovers
,Vratislav Greško,sk SVK,DF,10,10,0.0,0.0,2002-2003,/en/players/81bc6dbe/Vratislav-Gresko,81bc6dbe,Blackburn-Rovers,888,9.9,2.0,0.0,124,70.0,6413,Blackburn-Rovers
,Jay McEveley,sct SCO,DF,9,9,0.0,0.0,2002-2003,/en/players/c5c63c9a/Jay-McEveley,c5c63c9a,Blackburn-Rovers,619,6.9,2.0,0.0,124,67.0,6414,Blackburn-Rovers
,Egil Østenstad,no NOR,FW,17,8,3.0,1.0,2002-2003,/en/players/bc242ac0/Egil-Ostenstad,bc242ac0,Blackburn-Rovers,755,8.4,2.0,0.0,124,21.0,6415,Blackburn-Rovers
,Andy Todd,eng ENG,DF,12,7,0.0,1.0,2002-2003,/en/players/1b9ecd06/Andy-Todd,1b9ecd06,Blackburn-Rovers,692,7.7,3.0,1.0,124,6.0,6416,Blackburn-Rovers
,Hakan Şükür,tr TUR,FW,9,7,1.0,2.0,2002-2003,/en/players/7a6fce9a/Hakan-Sukur,7a6fce9a,Blackburn-Rovers,615,6.8,1.0,0.0,124,15.0,6417,Blackburn-Rovers
,John Curtis,eng ENG,DF,5,5,0.0,0.0,2002-2003,/en/players/3edb83bf/John-Curtis,3edb83bf,Blackburn-Rovers,305,3.4,0.0,0.0,124,6.0,6418,Blackburn-Rovers
,Corrado Grabbi,it ITA,FW,11,1,0.0,1.0,2002-2003,/en/players/c85faa9b/Corrado-Grabbi,c85faa9b,Blackburn-Rovers,200,2.2,2.0,0.0,124,9.0,6419,Blackburn-Rovers
,Craig Hignett,eng ENG,"FW,MF",3,1,0.0,1.0,2002-2003,/en/players/04f2da3e/Craig-Hignett,04f2da3e,Blackburn-Rovers,110,1.2,0.0,0.0,124,6.0,6420,Blackburn-Rovers
,Alan Kelly Jr.,ie IRL,GK,1,1,0.0,0.0,2002-2003,/en/players/fc4c6bb9/Alan-Kelly-Jr,fc4c6bb9,Blackburn-Rovers,90,1.0,0.0,0.0,124,99.0,6421,Blackburn-Rovers
,Neil Danns,gy GUY,MF,2,1,0.0,0.0,2002-2003,/en/players/8081f166/Neil-Danns,8081f166,Blackburn-Rovers,46,0.5,0.0,0.0,124,124.0,6422,Blackburn-Rovers
,Matt Jansen,eng ENG,FW,7,0,0.0,0.0,2002-2003,/en/players/fac73006/Matt-Jansen,fac73006,Blackburn-Rovers,84,0.9,0.0,0.0,124,6.0,6423,Blackburn-Rovers
,Alan Mahon,ie IRL,MF,2,0,0.0,0.0,2002-2003,/en/players/fbe1f1d0/Alan-Mahon,fbe1f1d0,Blackburn-Rovers,28,0.3,0.0,0.0,124,99.0,6424,Blackburn-Rovers
,Paul Gallagher,sct SCO,"FW,MF",1,0,0.0,0.0,2002-2003,/en/players/9f0fb63c/Paul-Gallagher,9f0fb63c,Blackburn-Rovers,12,0.1,0.0,0.0,124,67.0,6425,Blackburn-Rovers
,Jonathan Douglas,ie IRL,MF,1,0,,0.0,2002-2003,/en/players/7670e1c6/Jonathan-Douglas,7670e1c6,Blackburn-Rovers,2,0.0,0.0,0.0,124,99.0,6426,Blackburn-Rovers
,﻿Brad Friedel,us USA,GK,36,36,0.0,1.0,2003-2004,/en/players/b8c0a975/Brad-Friedel,b8c0a975,Blackburn-Rovers,"3,240",36.0,0.0,0.0,124,75.0,6400,Blackburn-Rovers
,Brett Emerton,au AUS,"DF,MF",37,31,11.0,2.0,2003-2004,/en/players/a1866af0/Brett-Emerton,1866af0,Blackburn-Rovers,"2,871",31.9,4.0,0.0,124,42.0,6435,Blackburn-Rovers
,Tugay Kerimoğlu,tr TUR,MF,36,30,7.0,2.0,2003-2004,/en/players/543e7bda/Tugay-Kerimoglu,543e7bda,Blackburn-Rovers,"2,787",31.0,4.0,0.0,124,15.0,6404,Blackburn-Rovers
,Lucas Neill,au AUS,DF,32,30,0.0,2.0,2003-2004,/en/players/b6cf046f/Lucas-Neill,b6cf046f,Blackburn-Rovers,"2,592",28.8,6.0,1.0,124,42.0,6401,Blackburn-Rovers
,Garry Flitcroft,eng ENG,MF,31,29,1.0,3.0,2003-2004,/en/players/dc6356ad/Garry-Flitcroft,dc6356ad,Blackburn-Rovers,"2,396",26.6,9.0,0.0,124,6.0,6402,Blackburn-Rovers
,Andy Cole,eng ENG,FW,34,27,6.0,11.0,2003-2004,/en/players/b6638a2c/Andy-Cole,b6638a2c,Blackburn-Rovers,"2,624",29.2,3.0,1.0,124,6.0,6403,Blackburn-Rovers
,Markus Babbel,de GER,DF,25,23,3.0,3.0,2003-2004,/en/players/b59f0646/Markus-Babbel,b59f0646,Blackburn-Rovers,"2,036",22.6,2.0,0.0,124,13.0,6277,Blackburn-Rovers
