2017-2018,Premier-League
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Manchester City,38,32,4,2,100,squads/b8fd03ef/Manchester-City-Stats,b8fd03ef,Manchester-City
2,Manchester Utd,38,25,6,7,81,squads/19538871/Manchester-United-Stats,19538871,Manchester-United
3,Tottenham,38,23,8,7,77,squads/361ca564/Tottenham-Hotspur-Stats,361ca564,Tottenham-Hotspur
4,Liverpool,38,21,12,5,75,squads/822bd0ba/Liverpool-Stats,822bd0ba,Liverpool
5,Chelsea,38,21,7,10,70,squads/cff3d9bb/Chelsea-Stats,cff3d9bb,Chelsea
6,Arsenal,38,19,6,13,63,squads/18bb7c10/Arsenal-Stats,18bb7c10,Arsenal
7,Burnley,38,14,12,12,54,squads/943e8050/Burnley-Stats,943e8050,Burnley
8,Everton,38,13,10,15,49,squads/d3fd31cc/Everton-Stats,d3fd31cc,Everton
9,Leicester City,38,12,11,15,47,squads/a2d435b3/Leicester-City-Stats,a2d435b3,Leicester-City
10,Newcastle Utd,38,12,8,18,44,squads/b2b47a98/Newcastle-United-Stats,b2b47a98,Newcastle-United
11,Crystal Palace,38,11,11,16,44,squads/47c64c55/Crystal-Palace-Stats,47c64c55,Crystal-Palace
12,Bournemouth,38,11,11,16,44,squads/4ba7cbea/Bournemouth-Stats,4ba7cbea,Bournemouth
13,West Ham,38,10,12,16,42,squads/7c21e445/West-Ham-United-Stats,7c21e445,West-Ham-United
14,Watford,38,11,8,19,41,squads/2abfe087/Watford-Stats,2abfe087,Watford
15,Brighton,38,9,13,16,40,squads/d07537b9/Brighton-and-Hove-Albion-Stats,d07537b9,Brighton-and-Hove-Albion
16,Huddersfield,38,9,10,19,37,squads/f5922ca5/Huddersfield-Town-Stats,f5922ca5,Huddersfield-Town
17,Southampton,38,7,15,16,36,squads/33c895d4/Southampton-Stats,33c895d4,Southampton
18,Swansea City,38,8,9,21,33,squads/fb10988f/Swansea-City-Stats,fb10988f,Swansea-City
19,Stoke City,38,7,12,19,33,squads/17892952/Stoke-City-Stats,17892952,Stoke-City
20,West Brom,38,6,13,19,31,squads/60c6b05f/West-Bromwich-Albion-Stats,60c6b05f,West-Bromwich-Albion
