2014-2015,Premier-League
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Chelsea,38,26,9,3,87,squads/cff3d9bb/Chelsea-Stats,cff3d9bb,Chelsea
2,Manchester City,38,24,7,7,79,squads/b8fd03ef/Manchester-City-Stats,b8fd03ef,Manchester-City
3,Arsenal,38,22,9,7,75,squads/18bb7c10/Arsenal-Stats,18bb7c10,Arsenal
4,Manchester Utd,38,20,10,8,70,squads/19538871/Manchester-United-Stats,19538871,Manchester-United
5,Tottenham,38,19,7,12,64,squads/361ca564/Tottenham-Hotspur-Stats,361ca564,Tottenham-Hotspur
6,Liverpool,38,18,8,12,62,squads/822bd0ba/Liverpool-Stats,822bd0ba,Liverpool
7,Southampton,38,18,6,14,60,squads/33c895d4/Southampton-Stats,33c895d4,Southampton
8,Swansea City,38,16,8,14,56,squads/fb10988f/Swansea-City-Stats,fb10988f,Swansea-City
9,Stoke City,38,15,9,14,54,squads/17892952/Stoke-City-Stats,17892952,Stoke-City
10,Crystal Palace,38,13,9,16,48,squads/47c64c55/Crystal-Palace-Stats,47c64c55,Crystal-Palace
11,Everton,38,12,11,15,47,squads/d3fd31cc/Everton-Stats,d3fd31cc,Everton
12,West Ham,38,12,11,15,47,squads/7c21e445/West-Ham-United-Stats,7c21e445,West-Ham-United
13,West Brom,38,11,11,16,44,squads/60c6b05f/West-Bromwich-Albion-Stats,60c6b05f,West-Bromwich-Albion
14,Leicester City,38,11,8,19,41,squads/a2d435b3/Leicester-City-Stats,a2d435b3,Leicester-City
15,Newcastle Utd,38,10,9,19,39,squads/b2b47a98/Newcastle-United-Stats,b2b47a98,Newcastle-United
16,Sunderland,38,7,17,14,38,squads/8ef52968/Sunderland-Stats,8ef52968,Sunderland
17,Aston Villa,38,10,8,20,38,squads/8602292d/Aston-Villa-Stats,8602292d,Aston-Villa
18,Hull City,38,8,11,19,35,squads/bd8769d1/Hull-City-Stats,bd8769d1,Hull-City
19,Burnley,38,7,12,19,33,squads/943e8050/Burnley-Stats,943e8050,Burnley
20,QPR,38,8,6,24,30,squads/a757999c/Queens-Park-Rangers-Stats,a757999c,Queens-Park-Rangers
