2021-2022,Premier-League
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Manchester City,38,29,6,3,93,squads/b8fd03ef/Manchester-City-Stats,b8fd03ef,Manchester-City
2,Liverpool,38,28,8,2,92,squads/822bd0ba/Liverpool-Stats,822bd0ba,Liverpool
3,Chelsea,38,21,11,6,74,squads/cff3d9bb/Chelsea-Stats,cff3d9bb,Chelsea
4,Tottenham,38,22,5,11,71,squads/361ca564/Tottenham-Hotspur-Stats,361ca564,Tottenham-Hotspur
5,Arsenal,38,22,3,13,69,squads/18bb7c10/Arsenal-Stats,18bb7c10,Arsenal
6,Manchester Utd,38,16,10,12,58,squads/19538871/Manchester-United-Stats,19538871,Manchester-United
7,West Ham,38,16,8,14,56,squads/7c21e445/West-Ham-United-Stats,7c21e445,West-Ham-United
8,Leicester City,38,14,10,14,52,squads/a2d435b3/Leicester-City-Stats,a2d435b3,Leicester-City
9,Brighton,38,12,15,11,51,squads/d07537b9/Brighton-and-Hove-Albion-Stats,d07537b9,Brighton-and-Hove-Albion
10,Wolves,38,15,6,17,51,squads/8cec06e1/Wolverhampton-Wanderers-Stats,8cec06e1,Wolverhampton-Wanderers
11,Newcastle Utd,38,13,10,15,49,squads/b2b47a98/Newcastle-United-Stats,b2b47a98,Newcastle-United
12,Crystal Palace,38,11,15,12,48,squads/47c64c55/Crystal-Palace-Stats,47c64c55,Crystal-Palace
13,Brentford,38,13,7,18,46,squads/cd051869/Brentford-Stats,cd051869,Brentford
14,Aston Villa,38,13,6,19,45,squads/8602292d/Aston-Villa-Stats,8602292d,Aston-Villa
15,Southampton,38,9,13,16,40,squads/33c895d4/Southampton-Stats,33c895d4,Southampton
16,Everton,38,11,6,21,39,squads/d3fd31cc/Everton-Stats,d3fd31cc,Everton
17,Leeds United,38,9,11,18,38,squads/5bfb9659/Leeds-United-Stats,5bfb9659,Leeds-United
18,Burnley,38,7,14,17,35,squads/943e8050/Burnley-Stats,943e8050,Burnley
19,Watford,38,6,5,27,23,squads/2abfe087/Watford-Stats,2abfe087,Watford
20,Norwich City,38,5,7,26,22,squads/1c781004/Norwich-City-Stats,1c781004,Norwich-City
