Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Patricio Graff,ar ARG,DF,34,34,1.0,0.0,2002-2003,/en/players/b4a2cf8b/Patricio-Graff,b4a2cf8b,Rayo-Vallecano,"2,932",32.6,13.0,1.0,56,5.0,3402,Rayo-Vallecano
,Roberto Peragón,es ESP,FW,36,31,1.0,4.0,2002-2003,/en/players/c1dbaa18/Roberto-Peragon,c1dbaa18,Rayo-Vallecano,"2,749",30.5,10.0,0.0,56,1.0,2346,Rayo-Vallecano
,Míchel,es ESP,MF,29,27,5.0,2.0,2002-2003,/en/players/19b3b837/Michel,19b3b837,Rayo-Vallecano,"2,411",26.8,0.0,0.0,56,1.0,2320,Rayo-Vallecano
,Imanol Etxeberria,es ESP,GK,27,27,0.0,0.0,2002-2003,/en/players/a4f6433c/Imanol-Etxeberria,4f6433c,Rayo-Vallecano,"2,364",26.3,1.0,0.0,56,1.0,3403,Rayo-Vallecano
,Viktor Onopko,ru RUS,DF,28,26,1.0,1.0,2002-2003,/en/players/bf6223cc/Viktor-Onopko,bf6223cc,Rayo-Vallecano,"2,347",26.1,5.0,0.0,56,23.0,3404,Rayo-Vallecano
,Mario Gómez Atanet,es ESP,DF,26,26,0.0,0.0,2002-2003,/en/players/f8f74950/Mario-Gomez-Atanet,f8f74950,Rayo-Vallecano,"2,224",24.7,4.0,0.0,56,1.0,3405,Rayo-Vallecano
,Ramón de Quintana,es ESP,DF,24,23,0.0,2.0,2002-2003,/en/players/657ad2f1/Ramon-de-Quintana,657ad2f1,Rayo-Vallecano,"2,056",22.8,10.0,0.0,56,1.0,3406,Rayo-Vallecano
,Jorge Azkoitia,es ESP,MF,25,23,0.0,2.0,2002-2003,/en/players/4ac3dade/Jorge-Azkoitia,4ac3dade,Rayo-Vallecano,"1,902",21.1,9.0,2.0,56,1.0,3407,Rayo-Vallecano
,Julio Álvarez,ve VEN,MF,26,23,3.0,8.0,2002-2003,/en/players/17b1a0ee/Julio-Alvarez,17b1a0ee,Rayo-Vallecano,"1,765",19.6,1.0,0.0,56,53.0,1612,Rayo-Vallecano
,Elvir Bolić,ba BIH,FW,32,21,1.0,3.0,2002-2003,/en/players/779df1aa/Elvir-Bolic,779df1aa,Rayo-Vallecano,"1,977",22.0,4.0,0.0,56,49.0,3408,Rayo-Vallecano
,Bolo,es ESP,FW,31,19,2.0,4.0,2002-2003,/en/players/ca7589a9/Bolo,ca7589a9,Rayo-Vallecano,"1,775",19.7,4.0,0.0,56,1.0,3409,Rayo-Vallecano
,Mami Quevedo,es ESP,MF,19,19,0.0,0.0,2002-2003,/en/players/2c1d71b5/Mami-Quevedo,2c1d71b5,Rayo-Vallecano,"1,623",18.0,3.0,1.0,56,1.0,3410,Rayo-Vallecano
,Sergio Corino,es ESP,DF,22,18,0.0,1.0,2002-2003,/en/players/bc624052/Sergio-Corino,bc624052,Rayo-Vallecano,"1,632",18.1,7.0,1.0,56,1.0,3411,Rayo-Vallecano
,Diego Mainz,es ESP,DF,18,18,0.0,0.0,2002-2003,/en/players/95db62b7/Diego-Mainz,95db62b7,Rayo-Vallecano,"1,563",17.4,4.0,0.0,56,1.0,3412,Rayo-Vallecano
