2016-2017,Serie-A
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Juventus,38,29,4,5,91,squads/e0652b02/Juventus-Stats,e0652b02,Juventus
2,Roma,38,28,3,7,87,squads/cf74a709/Roma-Stats,cf74a709,Roma
3,Napoli,38,26,8,4,86,squads/d48ad4ff/Napoli-Stats,d48ad4ff,Napoli
4,Atalanta,38,21,9,8,72,squads/922493f3/Atalanta-Stats,922493f3,Atalanta
5,Lazio,38,21,7,10,70,squads/7213da33/Lazio-Stats,7213da33,Lazio
6,Milan,38,18,9,11,63,squads/dc56fe14/Milan-Stats,dc56fe14,Milan
7,Inter,38,19,5,14,62,squads/d609edc0/Internazionale-Stats,d609edc0,Internazionale
8,Fiorentina,38,16,12,10,60,squads/421387cf/Fiorentina-Stats,421387cf,Fiorentina
9,Torino,38,13,14,11,53,squads/105360fe/Torino-Stats,105360fe,Torino
10,Sampdoria,38,12,12,14,48,squads/8ff9e3b3/Sampdoria-Stats,8ff9e3b3,Sampdoria
11,Cagliari,38,14,5,19,47,squads/c4260e09/Cagliari-Stats,c4260e09,Cagliari
12,Sassuolo,38,13,7,18,46,squads/e2befd26/Sassuolo-Stats,e2befd26,Sassuolo
13,Udinese,38,12,9,17,45,squads/04eea015/Udinese-Stats,04eea015,Udinese
14,Chievo,38,12,7,19,43,squads/cc919b35/Chievo-Stats,cc919b35,Chievo
15,Bologna,38,11,8,19,41,squads/1d8099f8/Bologna-Stats,1d8099f8,Bologna
16,Genoa,38,9,9,20,36,squads/658bf2de/Genoa-Stats,658bf2de,Genoa
17,Crotone,38,9,7,22,34,squads/3074d7b1/Crotone-Stats,3074d7b1,Crotone
18,Empoli,38,8,8,22,32,squads/a3d88bd8/Empoli-Stats,a3d88bd8,Empoli
19,Palermo,38,6,8,24,26,squads/ee058a17/Palermo-Stats,ee058a17,Palermo
20,Pescara,38,3,9,26,18,squads/b985784c/Pescara-Stats,b985784c,Pescara
