2019-2020,Serie-A
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Juventus,38,26,5,7,83,squads/e0652b02/Juventus-Stats,e0652b02,Juventus
2,Inter,38,24,10,4,82,squads/d609edc0/Internazionale-Stats,d609edc0,Internazionale
3,Atalanta,38,23,9,6,78,squads/922493f3/Atalanta-Stats,922493f3,Atalanta
4,Lazio,38,24,6,8,78,squads/7213da33/Lazio-Stats,7213da33,Lazio
5,Roma,38,21,7,10,70,squads/cf74a709/Roma-Stats,cf74a709,Roma
6,Milan,38,19,9,10,66,squads/dc56fe14/Milan-Stats,dc56fe14,Milan
7,Napoli,38,18,8,12,62,squads/d48ad4ff/Napoli-Stats,d48ad4ff,Napoli
8,Sassuolo,38,14,9,15,51,squads/e2befd26/Sassuolo-Stats,e2befd26,Sassuolo
9,Hellas Verona,38,12,13,13,49,squads/0e72edf2/Hellas-Verona-Stats,0e72edf2,Hellas-Verona
10,Fiorentina,38,12,13,13,49,squads/421387cf/Fiorentina-Stats,421387cf,Fiorentina
11,Parma,38,14,7,17,49,squads/eab4234c/Parma-Stats,eab4234c,Parma
12,Bologna,38,12,11,15,47,squads/1d8099f8/Bologna-Stats,1d8099f8,Bologna
13,Udinese,38,12,9,17,45,squads/04eea015/Udinese-Stats,04eea015,Udinese
14,Cagliari,38,11,12,15,45,squads/c4260e09/Cagliari-Stats,c4260e09,Cagliari
15,Sampdoria,38,12,6,20,42,squads/8ff9e3b3/Sampdoria-Stats,8ff9e3b3,Sampdoria
16,Torino,38,11,7,20,40,squads/105360fe/Torino-Stats,105360fe,Torino
17,Genoa,38,10,9,19,39,squads/658bf2de/Genoa-Stats,658bf2de,Genoa
18,Lecce,38,9,8,21,35,squads/ffcbe334/Lecce-Stats,ffcbe334,Lecce
19,Brescia,38,6,7,25,25,squads/4ef57aeb/Brescia-Stats,4ef57aeb,Brescia
20,SPAL,38,5,5,28,20,squads/1d2fe027/SPAL-Stats,1d2fe027,SPAL
