2006-2007,Serie-A
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Inter,38,30,7,1,97,squads/d609edc0/Internazionale-Stats,d609edc0,Internazionale
2,Roma,38,22,9,7,75,squads/cf74a709/Roma-Stats,cf74a709,Roma
3,Lazio,38,18,11,9,62,squads/7213da33/Lazio-Stats,7213da33,Lazio
4,Milan,38,19,12,7,61,squads/dc56fe14/Milan-Stats,dc56fe14,Milan
5,Palermo,38,16,10,12,58,squads/ee058a17/Palermo-Stats,ee058a17,Palermo
6,Fiorentina,38,21,10,7,58,squads/421387cf/Fiorentina-Stats,421387cf,Fiorentina
7,Empoli,38,14,12,12,54,squads/a3d88bd8/Empoli-Stats,a3d88bd8,Empoli
8,Atalanta,38,12,14,12,50,squads/922493f3/Atalanta-Stats,922493f3,Atalanta
9,Sampdoria,38,13,10,15,49,squads/8ff9e3b3/Sampdoria-Stats,8ff9e3b3,Sampdoria
10,Udinese,38,12,10,16,46,squads/04eea015/Udinese-Stats,04eea015,Udinese
11,Livorno,38,10,13,15,43,squads/939201df/Livorno-Stats,939201df,Livorno
12,Parma,38,10,12,16,42,squads/eab4234c/Parma-Stats,eab4234c,Parma
13,Catania,38,10,11,17,41,squads/7b046f08/Catania-Stats,7b046f08,Catania
14,Reggina,38,12,15,11,40,squads/46f8c29f/Reggina-Stats,46f8c29f,Reggina
15,Siena,38,9,14,15,40,squads/45a2f824/Siena-Stats,45a2f824,Siena
16,Torino,38,10,10,18,40,squads/105360fe/Torino-Stats,105360fe,Torino
17,Cagliari,38,9,13,16,40,squads/c4260e09/Cagliari-Stats,c4260e09,Cagliari
18,Chievo,38,9,12,17,39,squads/cc919b35/Chievo-Stats,cc919b35,Chievo
19,Ascoli,38,5,12,21,27,squads/72c031e3/Ascoli-Stats,72c031e3,Ascoli
20,Messina,38,5,11,22,26,squads/fe2dc36d/Messina-Stats,fe2dc36d,Messina
