2017-2018,Serie-A
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Juventus,38,30,5,3,95,squads/e0652b02/Juventus-Stats,e0652b02,Juventus
2,Napoli,38,28,7,3,91,squads/d48ad4ff/Napoli-Stats,d48ad4ff,Napoli
3,Roma,38,23,8,7,77,squads/cf74a709/Roma-Stats,cf74a709,Roma
4,Inter,38,20,12,6,72,squads/d609edc0/Internazionale-Stats,d609edc0,Internazionale
5,Lazio,38,21,9,8,72,squads/7213da33/Lazio-Stats,7213da33,Lazio
6,Milan,38,18,10,10,64,squads/dc56fe14/Milan-Stats,dc56fe14,Milan
7,Atalanta,38,16,12,10,60,squads/922493f3/Atalanta-Stats,922493f3,Atalanta
8,Fiorentina,38,16,9,13,57,squads/421387cf/Fiorentina-Stats,421387cf,Fiorentina
9,Torino,38,13,15,10,54,squads/105360fe/Torino-Stats,105360fe,Torino
10,Sampdoria,38,16,6,16,54,squads/8ff9e3b3/Sampdoria-Stats,8ff9e3b3,Sampdoria
11,Sassuolo,38,11,10,17,43,squads/e2befd26/Sassuolo-Stats,e2befd26,Sassuolo
12,Genoa,38,11,8,19,41,squads/658bf2de/Genoa-Stats,658bf2de,Genoa
13,Chievo,38,10,10,18,40,squads/cc919b35/Chievo-Stats,cc919b35,Chievo
14,Udinese,38,12,4,22,40,squads/04eea015/Udinese-Stats,04eea015,Udinese
15,Bologna,38,11,6,21,39,squads/1d8099f8/Bologna-Stats,1d8099f8,Bologna
16,Cagliari,38,11,6,21,39,squads/c4260e09/Cagliari-Stats,c4260e09,Cagliari
17,SPAL,38,8,14,16,38,squads/1d2fe027/SPAL-Stats,1d2fe027,SPAL
18,Crotone,38,9,8,21,35,squads/3074d7b1/Crotone-Stats,3074d7b1,Crotone
19,Hellas Verona,38,7,4,27,25,squads/0e72edf2/Hellas-Verona-Stats,0e72edf2,Hellas-Verona
20,Benevento,38,6,3,29,21,squads/4fcb34fd/Benevento-Stats,4fcb34fd,Benevento
