2021-2022,Serie-A
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Milan,38,26,8,4,86,squads/dc56fe14/Milan-Stats,dc56fe14,Milan
2,Inter,38,25,9,4,84,squads/d609edc0/Internazionale-Stats,d609edc0,Internazionale
3,Napoli,38,24,7,7,79,squads/d48ad4ff/Napoli-Stats,d48ad4ff,Napoli
4,Juventus,38,20,10,8,70,squads/e0652b02/Juventus-Stats,e0652b02,Juventus
5,Lazio,38,18,10,10,64,squads/7213da33/Lazio-Stats,7213da33,Lazio
6,Roma,38,18,9,11,63,squads/cf74a709/Roma-Stats,cf74a709,Roma
7,Fiorentina,38,19,5,14,62,squads/421387cf/Fiorentina-Stats,421387cf,Fiorentina
8,Atalanta,38,16,11,11,59,squads/922493f3/Atalanta-Stats,922493f3,Atalanta
9,Hellas Verona,38,14,11,13,53,squads/0e72edf2/Hellas-Verona-Stats,0e72edf2,Hellas-Verona
10,Torino,38,13,11,14,50,squads/105360fe/Torino-Stats,105360fe,Torino
11,Sassuolo,38,13,11,14,50,squads/e2befd26/Sassuolo-Stats,e2befd26,Sassuolo
12,Udinese,38,11,14,13,47,squads/04eea015/Udinese-Stats,04eea015,Udinese
13,Bologna,38,12,10,16,46,squads/1d8099f8/Bologna-Stats,1d8099f8,Bologna
14,Empoli,38,10,11,17,41,squads/a3d88bd8/Empoli-Stats,a3d88bd8,Empoli
15,Sampdoria,38,10,6,22,36,squads/8ff9e3b3/Sampdoria-Stats,8ff9e3b3,Sampdoria
16,Spezia,38,10,6,22,36,squads/68449f6d/Spezia-Stats,68449f6d,Spezia
17,Salernitana,38,7,10,21,31,squads/c5577084/Salernitana-Stats,c5577084,Salernitana
18,Cagliari,38,6,12,20,30,squads/c4260e09/Cagliari-Stats,c4260e09,Cagliari
19,Genoa,38,4,16,18,28,squads/658bf2de/Genoa-Stats,658bf2de,Genoa
20,Venezia,38,6,9,23,27,squads/af5d5982/Venezia-Stats,af5d5982,Venezia
