Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Fabien Audard,/en/players/9bb204e5/Fabien-Audard,9bb204e5,Fabien-Audard,fr FRA,GK,Lorient
1,Pascal Bedrossian,/en/players/5c1b5ddd/Pascal-Bedrossian,5c1b5ddd,Pascal-Bedrossi,fr FRA,"FW,MF",Lorient
2,Christophe Ferron,/en/players/bfb201a0/Christophe-Ferron,bfb201a0,Christophe-Ferro,fr FRA,DF,Lorient
3,Tchiressoua Guel,/en/players/7068ac7d/Tchiressoua-Guel,7068ac7d,Tchiressoua-Gu,ci CIV,MF,Lorient
4,Loïc Druon,/en/players/0c7a8d17/Loic-Druon,0c7a8d17,Loic-Druo,fr FRA,DF,Lorient
5,Yohan Bouzin,/en/players/09a46547/Yohan-Bouzin,09a46547,Yohan-Bouzi,fr FRA,DF,Lorient
6,Patrice Loko,/en/players/a5a06ca8/Patrice-Loko,5a06ca8,Patrice-Loko,fr FRA,FW,Lorient
7,Élie Kroupi,/en/players/56d229af/Elie-Kroupi,56d229af,Elie-Kroupi,ci CIV,FW,Lorient
8,Anthony Gauvin,/en/players/8daa60a6/Anthony-Gauvin,8daa60a6,Anthony-Gauvi,fr FRA,"DF,MF",Lorient
9,David Bouard,/en/players/d3967c83/David-Bouard,d3967c83,David-Bouard,fr FRA,MF,Lorient
10,Johan Cavalli,/en/players/efa4038e/Johan-Cavalli,fa4038e,Johan-Cavalli,fr FRA,MF,Lorient
11,Cédric Chabert,/en/players/102062b5/Cedric-Chabert,102062b5,Cedric-Chabert,fr FRA,MF,Lorient
12,Richard Martini,/en/players/5c6b3c71/Richard-Martini,5c6b3c71,Richard-Martini,fr FRA,DF,Lorient
13,Pape Malick Diop,/en/players/419b6ed0/Pape-Malick-Diop,419b6ed0,Pape-Malick-Dio,sn SEN,"DF,MF",Lorient
14,Luis Robson,/en/players/977b47ef/Luis-Robson,977b47ef,Luis-Robso,br BRA,FW,Lorient
15,Xavier Dudoit,/en/players/8b977cb3/Xavier-Dudoit,8b977cb3,Xavier-Dudoit,fr FRA,MF,Lorient
16,Steve Haguy,/en/players/d6c010e5/Steve-Haguy,d6c010e5,Steve-Hagu,gp GLP,MF,Lorient
17,Ludovic Viltard,/en/players/14c3751b/Ludovic-Viltard,14c3751b,Ludovic-Viltard,gf GUF,FW,Lorient
19,﻿Fabrice Abriel,/en/players/94ae30a8/Fabrice-Abriel,94ae30a8,Fabrice-Abri,fr FRA,MF,Lorient
20,Rafik Saïfi,/en/players/684177cc/Rafik-Saifi,684177cc,Rafik-Saifi,dz ALG,"FW,MF",Lorient
21,Sylvain Marchal,/en/players/149a5e41/Sylvain-Marchal,149a5e41,Sylvain-March,fr FRA,DF,Lorient
22,Christophe Jallet,/en/players/46d50339/Christophe-Jallet,46d50339,Christophe-Jallet,fr FRA,DF,Lorient
23,Ulrich Le Pen,/en/players/db85a332/Ulrich-Le-Pen,db85a332,Ulrich-Le-P,fr FRA,MF,Lorient
24,Jérémy Morel,/en/players/e97150c0/Jeremy-Morel,97150c0,Jeremy-Mo,mg MAD,DF,Lorient
25,Yazid Mansouri,/en/players/8f8a41fc/Yazid-Mansouri,8f8a41fc,Yazid-Mansouri,dz ALG,MF,Lorient
26,André-Pierre Gignac,/en/players/585e1b85/Andre-Pierre-Gignac,585e1b85,Andre-Pierre-Gignac,fr FRA,"FW,MF",Lorient
27,Oscar Ewolo,/en/players/ea696591/Oscar-Ewolo,696591,Oscar-Ewolo,cg CGO,"DF,MF",Lorient
28,Rémy Riou,/en/players/7f41ee30/Remy-Riou,7f41ee30,Remy-Riou,fr FRA,GK,Lorient
29,Guillaume Moullec,/en/players/d3bca664/Guillaume-Moullec,d3bca664,Guillaume-Moullec,fr FRA,"DF,MF",Lorient
30,Hamed Namouchi,/en/players/7270c416/Hamed-Namouchi,7270c416,Hamed-Namouchi,tn TUN,MF,Lorient
31,Carl Medjani,/en/players/70c2f41a/Carl-Medjani,70c2f41a,Carl-Medjani,dz ALG,"DF,MF",Lorient
32,Marc Boutruche,/en/players/a9b9a062/Marc-Boutruche,9b9a062,Marc-Boutruch,fr FRA,DF,Lorient
33,Steve Marlet,/en/players/1d248a46/Steve-Marlet,1d248a46,Steve-Marlet,fr FRA,"FW,MF",Lorient
34,Nabil Taïder,/en/players/f5e349de/Nabil-Taider,f5e349de,Nabil-Taid,tn TUN,MF,Lorient
35,Lionel Cappone,/en/players/c6c0c0d4/Lionel-Cappone,c6c0c0d4,Lionel-Cappo,fr FRA,GK,Lorient
36,Fabrice Fiorèse,/en/players/41585f65/Fabrice-Fiorese,41585f65,Fabrice-Fio,fr FRA,"FW,MF",Lorient
37,Papis M’Bodji,/en/players/96658789/Papis-MBodji,96658789,Papis-MBodji,sn SEN,FW,Lorient
38,Rahmane Barry,/en/players/e3d6b180/Rahmane-Barry,3d6b180,Rahmane-B,sn SEN,"FW,MF",Lorient
39,Benjamin Genton,/en/players/b7805c43/Benjamin-Genton,b7805c43,Benjamin-Gento,fr FRA,DF,Lorient
40,Kemal Bourhani,/en/players/09853a3a/Kemal-Bourhani,09853a3a,Kemal-Bourhani,km COM,FW,Lorient
41,Anis Ayari,/en/players/2e02097e/Anis-Ayari,2e02097e,Anis-Ayari,tn TUN,DF,Lorient
42,Farid Talhaoui,/en/players/5e9e97e7/Farid-Talhaoui,5e9e97e7,Farid-Talhaoui,ma MAR,"FW,MF",Lorient
43,Stéphane Pédron,/en/players/2323b688/Stephane-Pedron,2323b688,Stephane-Pedro,fr FRA,MF,Lorient
44,Diego Yesso,/en/players/04e3c2ff/Diego-Yesso,04e3c2ff,Diego-Yesso,fr FRA,MF,Lorient
45,Michaël Ciani,/en/players/2ce3dc98/Michael-Ciani,2ce3dc98,Michael-Ciani,fr FRA,DF,Lorient
46,Yohan Hautcœur,/en/players/d7110aaf/Yohan-Hautcoeur,d7110aaf,Yohan-Hautcoeu,fr FRA,MF,Lorient
47,Marama Vahirua,/en/players/a7c98968/Marama-Vahirua,7c98968,Marama-Vahiru,pf TAH,"FW,MF",Lorient
48,Nicolas Marin,/en/players/2883825b/Nicolas-Marin,2883825b,Nicolas-Mari,fr FRA,"FW,MF",Lorient
49,Yann Jouffre,/en/players/5d66c10d/Yann-Jouffre,5d66c10d,Yann-Jouff,fr FRA,MF,Lorient
50,Alain Cantareil,/en/players/fb62ab99/Alain-Cantareil,fb62ab99,Alain-Cantarei,fr FRA,DF,Lorient
51,Fabien Robert,/en/players/34689a0c/Fabien-Robert,34689a0c,Fabien-Robert,fr FRA,"FW,MF",Lorient
52,Bertrand Robert,/en/players/229cd559/Bertrand-Robert,229cd559,Bertrand-Robert,re REU,"FW,MF",Lorient
53,Frédéric Nimani,/en/players/698e5cb8/Frederic-Nimani,698e5cb8,Frederic-Nimani,cf CTA,FW,Lorient
54,Rafael Moura,/en/players/66a75186/Rafael-Moura,66a75186,Rafael-Mou,br BRA,FW,Lorient
55,Morgan Amalfitano,/en/players/ab914649/Morgan-Amalfitano,b914649,Morgan-Amalfitano,fr FRA,MF,Lorient
56,Arnaud Le Lan,/en/players/d93d51c4/Arnaud-Le-Lan,d93d51c4,Arnaud-Le-L,fr FRA,DF,Lorient
57,André Ayew,/en/players/5dbefa9d/Andre-Ayew,5dbefa9d,Andre-Ayew,gh GHA,"FW,MF",Lorient
58,Jean Calvé,/en/players/8111297a/Jean-Calve,8111297a,Jean-Calv,fr FRA,DF,Lorient
59,Bakary Soro,/en/players/a01aa12f/Bakary-Soro,01aa12f,Bakary-Soro,bf BFA,DF,Lorient
60,Gabriel Obertan,/en/players/adc264a8/Gabriel-Obertan,dc264a8,Gabriel-Obert,fr FRA,"FW,MF",Lorient
62,Laurent Koscielny,/en/players/f5efb153/Laurent-Koscielny,f5efb153,Laurent-Kosci,fr FRA,DF,Lorient
63,Arnold Mvuemba,/en/players/50fd977e/Arnold-Mvuemba,50fd977e,Arnold-Mvuemb,cd COD,"FW,MF",Lorient
64,Kévin Gameiro,/en/players/42276181/Kevin-Gameiro,42276181,Kevin-Gameiro,fr FRA,FW,Lorient
65,Sigamary Diarra,/en/players/9c337a2f/Sigamary-Diarra,9c337a2f,Sigamary-Di,ml MLI,"FW,MF",Lorient
66,Franco Sosa,/en/players/c9e2ab00/Franco-Sosa,c9e2ab00,Franco-So,ar ARG,DF,Lorient
67,Pierre Ducasse,/en/players/e0e46890/Pierre-Ducasse,0e46890,Pierre-Duc,fr FRA,MF,Lorient
68,Maxime Baca,/en/players/3d82351b/Maxime-Baca,3d82351b,Maxime-Bac,fr FRA,DF,Lorient
69,Grégory Bourillon,/en/players/0e59a941/Gregory-Bourillon,0e59a941,Gregory-Bourillo,fr FRA,"DF,MF",Lorient
70,Olivier Monterrubio,/en/players/65918f95/Olivier-Monterrubio,65918f95,Olivier-Monterrubio,fr FRA,MF,Lorient
71,James Fanchone,/en/players/a1eeef54/James-Fanchone,1eeef54,James-Fancho,fr FRA,"FW,MF",Lorient
72,Sebastián Dubarbier,/en/players/83877c7c/Sebastian-Dubarbier,83877c7c,Sebastian-Dubarbi,ar ARG,"DF,FW",Lorient
73,Gabriel Peñalba,/en/players/e7375367/Gabriel-Penalba,7375367,Gabriel-Penalb,ar ARG,MF,Lorient
74,Jonas Sakuwaha,/en/players/9d60d849/Jonas-Sakuwaha,9d60d849,Jonas-Sakuwah,zm ZAM,"FW,MF",Lorient
75,Alaixys Romao,/en/players/0aa874f4/Alaixys-Romao,0aa874f4,Alaixys-Romao,tg TOG,"DF,MF",Lorient
76,Bruno Ecuele Manga,/en/players/72a0fb65/Bruno-Ecuele-Manga,72a0fb65,Bruno-Ecuele-Mang,ga GAB,DF,Lorient
77,Lynel Kitambala,/en/players/68fd876f/Lynel-Kitambala,68fd876f,Lynel-Kitamb,fr FRA,FW,Lorient
78,Kévin Monnet-Paquet,/en/players/4a57580c/Kevin-Monnet-Paquet,4a57580c,Kevin-Monnet-Paquet,fr FRA,"FW,MF",Lorient
79,Francis Coquelin,/en/players/a6951bf8/Francis-Coquelin,6951bf8,Francis-Coqueli,fr FRA,"DF,MF",Lorient
80,Lamine Koné,/en/players/a46472d0/Lamine-Kone,46472d0,Lamine-Ko,ci CIV,DF,Lorient
81,Cheick Doukouré,/en/players/e208bcc8/Cheick-Doukoure,208bcc8,Cheick-Doukou,ci CIV,MF,Lorient
82,Gilles Sunu,/en/players/beff5d14/Gilles-Sunu,beff5d14,Gilles-Sunu,tg TOG,"FW,MF",Lorient
83,Benjamin Lecomte,/en/players/2fa2a875/Benjamin-Lecomte,2fa2a875,Benjamin-Lecomt,fr FRA,GK,Lorient
84,Rémi Mulumba,/en/players/05099e0e/Remi-Mulumba,05099e0e,Remi-Mulumb,cd COD,MF,Lorient
85,Lucas Mareque,/en/players/942e2e68/Lucas-Mareque,942e2e68,Lucas-Marequ,ar ARG,DF,Lorient
86,Mathieu Coutadeur,/en/players/ef8ae23b/Mathieu-Coutadeur,f8ae23b,Mathieu-Coutadeu,fr FRA,MF,Lorient
87,Mathias Autret,/en/players/7dfbba27/Mathias-Autret,7dfbba27,Mathias-Autret,fr FRA,MF,Lorient
88,Jérémie Aliadière,/en/players/68ef3d96/Jeremie-Aliadiere,68ef3d96,Jeremie-Aliadi,fr FRA,"FW,MF",Lorient
89,Innocent Emeghara,/en/players/692a8d3b/Innocent-Emeghara,692a8d3b,Innocent-Emegh,ch SUI,FW,Lorient
90,Joel Campbell,/en/players/895ff3ca/Joel-Campbell,895ff3ca,Joel-Campb,cr CRC,"FW,MF",Lorient
91,Pedrinho,/en/players/fe11bf8f/Pedrinho,fe11bf8f,Pedrinho,pt POR,DF,Lorient
92,Lamine Gassama,/en/players/2361ce33/Lamine-Gassama,2361ce33,Lamine-Gassam,sn SEN,DF,Lorient
93,Wesley Lautoa,/en/players/6e5b5a45/Wesley-Lautoa,6e5b5a45,Wesley-Lauto,nc NCL,"DF,MF",Lorient
94,Maxime Barthelmé,/en/players/9b8b52d3/Maxime-Barthelme,9b8b52d3,Maxime-Barthelm,fr FRA,"FW,MF",Lorient
95,Ladislas Douniama,/en/players/41b3082c/Ladislas-Douniama,41b3082c,Ladislas-Douniam,cg CGO,FW,Lorient
96,Jérémie Janot,/en/players/20881853/Jeremie-Janot,20881853,Jeremie-Janot,fr FRA,GK,Lorient
97,Julien Quercia,/en/players/3ab6b24e/Julien-Quercia,3ab6b24e,Julien-Querci,fr FRA,"FW,MF",Lorient
98,Florent Chaigneau,/en/players/e3a4b82d/Florent-Chaigneau,3a4b82d,Florent-Chaigneau,fr FRA,GK,Lorient
99,Simon Falette,/en/players/b82880c6/Simon-Falette,b82880c6,Simon-Falett,gn GUI,DF,Lorient
100,Benjamin Corgnet,/en/players/cfd8dde3/Benjamin-Corgnet,cfd8dde3,Benjamin-Corgnet,fr FRA,MF,Lorient
101,Alain Traoré,/en/players/8c7ae73d/Alain-Traore,8c7ae73d,Alain-Trao,bf BFA,"FW,MF",Lorient
102,Enzo Reale,/en/players/03afb275/Enzo-Reale,03afb275,Enzo-R,fr FRA,MF,Lorient
103,Mohammed Abu,/en/players/c1f17b17/Mohammed-Abu,c1f17b17,Mohammed-Abu,gh GHA,"FW,MF",Lorient
104,Mario Lemina,/en/players/2b471f99/Mario-Lemina,2b471f99,Mario-Lemi,ga GAB,"DF,MF",Lorient
105,Ludovic Giuly,/en/players/028d362d/Ludovic-Giuly,028d362d,Ludovic-Giu,fr FRA,"FW,MF",Lorient
106,Raphaël Guerreiro,/en/players/048a1cbc/Raphael-Guerreiro,048a1cbc,Raphael-Guerreiro,pt POR,"DF,MF",Lorient
107,Vincent Aboubakar,/en/players/8637e09a/Vincent-Aboubakar,8637e09a,Vincent-Aboubak,cm CMR,FW,Lorient
108,Sadio Diallo,/en/players/abfe37a2/Sadio-Diallo,bfe37a2,Sadio-Diallo,gn GUI,"FW,MF",Lorient
109,Bryan Pelé,/en/players/88615858/Bryan-Pele,88615858,Bryan-P,fr FRA,MF,Lorient
110,Baptiste Reynet,/en/players/bcf1b2e9/Baptiste-Reynet,bcf1b2e9,Baptiste-Reynet,fr FRA,GK,Lorient
111,Rafidine Abdullah,/en/players/4d9ee090/Rafidine-Abdullah,4d9ee090,Rafidine-Abdullah,km COM,MF,Lorient
112,Larry Azouni,/en/players/fb8fa245/Larry-Azouni,fb8fa245,Larry-Azouni,tn TUN,MF,Lorient
113,Jordan Ayew,/en/players/da052c14/Jordan-Ayew,da052c14,Jordan-Ayew,gh GHA,"FW,MF",Lorient
114,Walid Mesloub,/en/players/6565c9ef/Walid-Mesloub,6565c9ef,Walid-Mesloub,dz ALG,"FW,MF",Lorient
