Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,Albert Celades,es ESP,MF,22,9,1.0,0.0,2004-2005,61796b1f,Real-Madrid,929,10.3,3.0,0.0,37.0,1,23.0,Real-Madrid
,Álvaro Mejía,es ESP,DF,5,2,0.0,0.0,2004-2005,dd3f6a54,Real-Madrid,243,2.7,1.0,0.0,37.0,1,25.0,Real-Madrid
,Borja Fernández,es ESP,MF,8,2,0.0,0.0,2004-2005,9127f9ce,Real-Madrid,178,2.0,1.0,0.0,37.0,1,26.0,Real-Madrid
,César Sánchez,es ESP,GK,2,1,0.0,0.0,2004-2005,c6e6e5d6,Real-Madrid,127,1.4,0.0,0.0,37.0,1,29.0,Real-Madrid
,Álvaro Arbeloa,es ESP,DF,2,1,0.0,0.0,2004-2005,6dc73abd,Real-Madrid,123,1.4,0.0,0.0,37.0,1,34.0,Real-Madrid
,Javi García,es ESP,"DF,MF",3,1,1.0,0.0,2004-2005,167c1bb0,Real-Madrid,117,1.3,0.0,0.0,37.0,1,35.0,Real-Madrid
,Javier Portillo,es ESP,FW,3,1,0.0,0.0,2004-2005,99058498,Real-Madrid,93,1.0,0.0,0.0,37.0,1,19.0,Real-Madrid
,Juanfran,es ESP,"DF,MF",1,1,0.0,0.0,2004-2005,cfd8d664,Real-Madrid,53,0.6,0.0,0.0,37.0,1,27.0,Real-Madrid
,Fernando Morientes,es ESP,FW,13,0,0.0,0.0,2004-2005,bceebb25,Real-Madrid,252,2.8,0.0,0.0,37.0,1,18.0,Real-Madrid
,Miguel Palencia,es ESP,DF,2,0,,0.0,2004-2005,933fc3bb,Real-Madrid,65,0.7,0.0,0.0,37.0,1,36.0,Real-Madrid
,Jotha,es ESP,MF,1,0,0.0,0.0,2004-2005,bed4387d,Real-Madrid,4,0.0,0.0,0.0,37.0,1,37.0,Real-Madrid
,﻿Iker Casillas,es ESP,GK,37,37,0.0,0.0,2005-2006,1ddbb0da,Real-Madrid,"3,320",36.9,3.0,1.0,37.0,1,1.0,Real-Madrid
,Roberto Carlos,br BRA,DF,35,35,6.0,5.0,2005-2006,6a3aaf62,Real-Madrid,"3,061",34.0,6.0,1.0,37.0,2,2.0,Real-Madrid
,Sergio Ramos,es ESP,DF,34,33,0.0,4.0,2005-2006,08511d65,Real-Madrid,"2,965",32.9,10.0,3.0,37.0,1,38.0,Real-Madrid
,Robinho,br BRA,"FW,MF",37,31,2.0,8.0,2005-2006,f034613c,Real-Madrid,"2,634",29.3,5.0,0.0,37.0,2,39.0,Real-Madrid
,David Beckham,eng ENG,MF,31,30,11.0,3.0,2005-2006,53539318,Real-Madrid,"2,520",28.0,7.0,2.0,37.0,6,24.0,Real-Madrid
,Guti,es ESP,"FW,MF",33,28,6.0,4.0,2005-2006,dd0a0fa1,Real-Madrid,"2,605",28.9,10.0,1.0,37.0,1,12.0,Real-Madrid
,Míchel Salgado,es ESP,DF,27,26,1.0,0.0,2005-2006,68f36bc6,Real-Madrid,"2,254",25.0,8.0,0.0,37.0,1,3.0,Real-Madrid
,Júlio Baptista,br BRA,"FW,MF",32,25,2.0,8.0,2005-2006,44557475,Real-Madrid,"2,234",24.8,1.0,1.0,37.0,2,40.0,Real-Madrid
,Zinédine Zidane,fr FRA,MF,29,24,9.0,9.0,2005-2006,654f4e63,Real-Madrid,"2,182",24.2,5.0,0.0,37.0,4,6.0,Real-Madrid
,Ronaldo,br BRA,FW,23,21,2.0,14.0,2005-2006,57feb553,Real-Madrid,"1,796",20.0,1.0,0.0,37.0,2,9.0,Real-Madrid
,Raúl,es ESP,FW,26,20,3.0,5.0,2005-2006,2b81295d,Real-Madrid,"1,768",19.6,0.0,0.0,37.0,1,7.0,Real-Madrid
,Iván Helguera,es ESP,"DF,MF",19,18,1.0,0.0,2005-2006,44151558,Real-Madrid,"1,571",17.5,5.0,0.0,37.0,1,4.0,Real-Madrid
,Pablo García,uy URU,"DF,MF",22,17,0.0,0.0,2005-2006,911299ca,Real-Madrid,"1,380",15.3,10.0,0.0,37.0,8,41.0,Real-Madrid
,Cicinho,br BRA,DF,19,15,3.0,2.0,2005-2006,9e4e6402,Real-Madrid,"1,434",15.9,3.0,0.0,37.0,2,42.0,Real-Madrid
,Álvaro Mejía,es ESP,DF,17,13,0.0,1.0,2005-2006,dd3f6a54,Real-Madrid,"1,350",15.0,8.0,0.0,37.0,1,25.0,Real-Madrid
,Thomas Gravesen,dk DEN,MF,17,10,0.0,0.0,2005-2006,b769b5bd,Real-Madrid,795,8.8,8.0,1.0,37.0,7,33.0,Real-Madrid
,Francisco Pavón,es ESP,DF,10,9,0.0,0.0,2005-2006,222a596,Real-Madrid,692,7.7,2.0,0.0,37.0,1,14.0,Real-Madrid
,Raúl Bravo,es ESP,DF,15,8,0.0,2.0,2005-2006,65b9e56b,Real-Madrid,751,8.3,1.0,0.0,37.0,1,20.0,Real-Madrid
,Carlos Diogo,uy URU,"DF,MF",13,7,0.0,0.0,2005-2006,8da138d9,Real-Madrid,673,7.5,3.0,0.0,37.0,8,43.0,Real-Madrid
,Jonathan Woodgate,eng ENG,DF,9,7,0.0,0.0,2005-2006,9482a3bd,Real-Madrid,607,6.7,4.0,1.0,37.0,6,44.0,Real-Madrid
,Antonio Cassano,it ITA,FW,12,3,2.0,1.0,2005-2006,d0ed4d32,Real-Madrid,380,4.2,1.0,0.0,37.0,9,45.0,Real-Madrid
,Roberto Soldado,es ESP,FW,11,1,0.0,2.0,2005-2006,9d66fbe3,Real-Madrid,318,3.5,0.0,0.0,37.0,1,46.0,Real-Madrid
,Diego López,es ESP,GK,2,1,0.0,0.0,2005-2006,73683fa9,Real-Madrid,100,1.1,0.0,0.0,37.0,1,47.0,Real-Madrid
,Javier Balboa,gq EQG,"FW,MF",2,0,0.0,0.0,2005-2006,cf0dbde3,Real-Madrid,84,0.9,0.0,0.0,37.0,10,48.0,Real-Madrid
,Rubén de la Red,es ESP,MF,3,0,0.0,0.0,2005-2006,75b08b25,Real-Madrid,31,0.3,0.0,0.0,37.0,1,49.0,Real-Madrid
,José Manuel Jurado,es ESP,MF,3,0,,0.0,2005-2006,71d4e271,Real-Madrid,26,0.3,0.0,0.0,37.0,1,50.0,Real-Madrid
,﻿Iker Casillas,es ESP,GK,38,38,0.0,0.0,2006-2007,1ddbb0da,Real-Madrid,"3,420",38.0,2.0,0.0,37.0,1,1.0,Real-Madrid
,Ruud van Nistelrooy,nl NED,FW,37,36,4.0,25.0,2006-2007,80a30989,Real-Madrid,"3,166",35.2,4.0,0.0,37.0,11,51.0,Real-Madrid
,Sergio Ramos,es ESP,DF,33,33,3.0,5.0,2006-2007,08511d65,Real-Madrid,"2,892",32.1,15.0,1.0,37.0,1,38.0,Real-Madrid
,Fabio Cannavaro,it ITA,DF,32,32,1.0,0.0,2006-2007,51152527,Real-Madrid,"2,769",30.8,14.0,2.0,37.0,9,52.0,Real-Madrid
,Raúl,es ESP,FW,35,32,5.0,8.0,2006-2007,2b81295d,Real-Madrid,"2,668",29.6,0.0,0.0,37.0,1,7.0,Real-Madrid
,Mahamadou Diarra,ml MLI,MF,33,30,0.0,3.0,2006-2007,4a6c3ade,Real-Madrid,"2,694",29.9,12.0,0.0,37.0,12,53.0,Real-Madrid
,Emerson,br BRA,MF,28,27,4.0,1.0,2006-2007,67d57df1,Real-Madrid,"2,211",24.6,3.0,0.0,37.0,2,54.0,Real-Madrid
,Roberto Carlos,br BRA,DF,23,22,2.0,3.0,2006-2007,6a3aaf62,Real-Madrid,"1,955",21.7,5.0,0.0,37.0,2,2.0,Real-Madrid
,Iván Helguera,es ESP,"DF,MF",23,21,1.0,1.0,2006-2007,44151558,Real-Madrid,"1,965",21.8,6.0,1.0,37.0,1,4.0,Real-Madrid
,Guti,es ESP,"FW,MF",30,21,5.0,1.0,2006-2007,dd0a0fa1,Real-Madrid,"1,898",21.1,9.0,2.0,37.0,1,12.0,Real-Madrid
,Robinho,br BRA,"FW,MF",32,20,3.0,6.0,2006-2007,f034613c,Real-Madrid,"1,997",22.2,4.0,1.0,37.0,2,39.0,Real-Madrid
,Miguel Torres,es ESP,DF,18,17,2.0,0.0,2006-2007,44b61913,Real-Madrid,"1,476",16.4,3.0,0.0,37.0,1,55.0,Real-Madrid
,Míchel Salgado,es ESP,DF,16,15,0.0,0.0,2006-2007,68f36bc6,Real-Madrid,"1,241",13.8,9.0,0.0,37.0,1,3.0,Real-Madrid
,David Beckham,eng ENG,MF,23,14,7.0,3.0,2006-2007,53539318,Real-Madrid,"1,420",15.8,13.0,1.0,37.0,6,24.0,Real-Madrid
,José Antonio Reyes,es ESP,MF,30,14,1.0,6.0,2006-2007,19058f02,Real-Madrid,"1,244",13.8,3.0,0.0,37.0,1,56.0,Real-Madrid
,Gonzalo Higuaín,ar ARG,"FW,MF",19,13,4.0,2.0,2006-2007,8a08491a,Real-Madrid,"1,266",14.1,2.0,0.0,37.0,5,57.0,Real-Madrid
,Fernando Gago,ar ARG,MF,13,13,0.0,0.0,2006-2007,86337bd,Real-Madrid,994,11.0,7.0,0.0,37.0,5,58.0,Real-Madrid
,Cicinho,br BRA,DF,7,5,0.0,0.0,2006-2007,9e4e6402,Real-Madrid,364,4.0,0.0,0.0,37.0,2,42.0,Real-Madrid
,Antonio Cassano,it ITA,FW,7,5,1.0,1.0,2006-2007,d0ed4d32,Real-Madrid,315,3.5,3.0,0.0,37.0,9,45.0,Real-Madrid
,Raúl Bravo,es ESP,DF,8,3,0.0,0.0,2006-2007,65b9e56b,Real-Madrid,441,4.9,1.0,0.0,37.0,1,20.0,Real-Madrid
,Álvaro Mejía,es ESP,DF,9,3,0.0,0.0,2006-2007,dd3f6a54,Real-Madrid,432,4.8,2.0,1.0,37.0,1,25.0,Real-Madrid
,Ronaldo,br BRA,FW,7,3,0.0,1.0,2006-2007,57feb553,Real-Madrid,322,3.6,1.0,1.0,37.0,2,9.0,Real-Madrid
,Marcelo,br BRA,"DF,MF",6,1,0.0,0.0,2006-2007,603116a7,Real-Madrid,174,1.9,0.0,0.0,37.0,2,59.0,Real-Madrid
,Rubén de la Red,es ESP,MF,7,0,0.0,0.0,2006-2007,75b08b25,Real-Madrid,164,1.8,1.0,0.0,37.0,1,49.0,Real-Madrid
,Miguel Ángel Nieto,es ESP,MF,2,0,0.0,0.0,2006-2007,3a935b70,Real-Madrid,31,0.3,0.0,0.0,37.0,1,60.0,Real-Madrid
,﻿Iker Casillas,es ESP,GK,36,36,0.0,0.0,2007-2008,1ddbb0da,Real-Madrid,"3,240",36.0,3.0,0.0,37.0,1,1.0,Real-Madrid
,Raúl,es ESP,FW,37,36,3.0,18.0,2007-2008,2b81295d,Real-Madrid,"3,111",34.6,3.0,0.0,37.0,1,7.0,Real-Madrid
,Sergio Ramos,es ESP,DF,33,33,3.0,5.0,2007-2008,08511d65,Real-Madrid,"2,815",31.3,14.0,3.0,37.0,1,38.0,Real-Madrid
,Fabio Cannavaro,it ITA,DF,33,33,0.0,0.0,2007-2008,51152527,Real-Madrid,"2,788",31.0,6.0,1.0,37.0,9,52.0,Real-Madrid
,Guti,es ESP,"FW,MF",32,27,14.0,3.0,2007-2008,dd0a0fa1,Real-Madrid,"2,498",27.8,9.0,1.0,37.0,1,12.0,Real-Madrid
,Wesley Sneijder,nl NED,MF,30,27,6.0,9.0,2007-2008,d625c12,Real-Madrid,"2,265",25.2,8.0,0.0,37.0,11,61.0,Real-Madrid
,Robinho,br BRA,"FW,MF",32,27,8.0,11.0,2007-2008,f034613c,Real-Madrid,"2,123",23.6,3.0,0.0,37.0,2,39.0,Real-Madrid
,Mahamadou Diarra,ml MLI,MF,30,25,1.0,0.0,2007-2008,4a6c3ade,Real-Madrid,"2,259",25.1,4.0,0.0,37.0,12,53.0,Real-Madrid
,Marcelo,br BRA,"DF,MF",24,24,0.0,0.0,2007-2008,603116a7,Real-Madrid,"2,091",23.2,8.0,0.0,37.0,2,59.0,Real-Madrid
,Ruud van Nistelrooy,nl NED,FW,24,22,5.0,16.0,2007-2008,80a30989,Real-Madrid,"1,872",20.8,2.0,0.0,37.0,11,51.0,Real-Madrid
,Fernando Gago,ar ARG,MF,31,21,2.0,0.0,2007-2008,86337bd,Real-Madrid,"1,975",21.9,7.0,0.0,37.0,5,58.0,Real-Madrid
,Pepe,pt POR,"DF,MF",19,17,1.0,0.0,2007-2008,c906ce0f,Real-Madrid,"1,533",17.0,5.0,0.0,37.0,3,62.0,Real-Madrid
,Gabriel Heinze,ar ARG,DF,20,17,0.0,1.0,2007-2008,54629cf9,Real-Madrid,"1,473",16.4,6.0,0.0,37.0,5,63.0,Real-Madrid
,Miguel Torres,es ESP,DF,20,13,0.0,0.0,2007-2008,44b61913,Real-Madrid,"1,301",14.5,3.0,1.0,37.0,1,55.0,Real-Madrid
,Júlio Baptista,br BRA,"FW,MF",26,13,1.0,3.0,2007-2008,44557475,Real-Madrid,"1,141",12.7,2.0,0.0,37.0,2,40.0,Real-Madrid
,Arjen Robben,nl NED,"FW,MF",21,12,3.0,4.0,2007-2008,09586899,Real-Madrid,"1,190",13.2,4.0,0.0,37.0,11,,Real-Madrid
,Gonzalo Higuaín,ar ARG,"FW,MF",25,7,2.0,8.0,2007-2008,8a08491a,Real-Madrid,865,9.6,3.0,0.0,37.0,5,57.0,Real-Madrid
,Royston Drenthe,nl NED,"DF,MF",18,7,1.0,2.0,2007-2008,3d512ff2,Real-Madrid,743,8.3,1.0,0.0,37.0,11,65.0,Real-Madrid
,Christoph Metzelder,de GER,DF,9,7,0.0,0.0,2007-2008,3f866377,Real-Madrid,704,7.8,1.0,0.0,37.0,13,66.0,Real-Madrid
,Míchel Salgado,es ESP,DF,8,6,0.0,0.0,2007-2008,68f36bc6,Real-Madrid,602,6.7,3.0,0.0,37.0,1,3.0,Real-Madrid
,Javier Saviola,ar ARG,FW,9,5,0.0,3.0,2007-2008,de544fdb,Real-Madrid,402,4.5,0.0,0.0,37.0,5,67.0,Real-Madrid
,Roberto Soldado,es ESP,FW,5,1,0.0,0.0,2007-2008,9d66fbe3,Real-Madrid,137,1.5,0.0,0.0,37.0,1,46.0,Real-Madrid
,Jordi Codina,es ESP,GK,1,1,0.0,0.0,2007-2008,812088cd,Real-Madrid,90,1.0,0.0,0.0,37.0,1,68.0,Real-Madrid
,Jerzy Dudek,pl POL,GK,1,1,0.0,0.0,2007-2008,1064659d,Real-Madrid,90,1.0,0.0,0.0,37.0,14,69.0,Real-Madrid
,Javier Balboa,gq EQG,"FW,MF",6,0,0.0,0.0,2007-2008,cf0dbde3,Real-Madrid,91,1.0,0.0,0.0,37.0,10,48.0,Real-Madrid
,﻿Iker Casillas,es ESP,GK,38,38,0.0,0.0,2008-2009,1ddbb0da,Real-Madrid,"3,420",38.0,3.0,0.0,37.0,1,1.0,Real-Madrid
,Raúl,es ESP,FW,37,35,5.0,18.0,2008-2009,2b81295d,Real-Madrid,"2,988",33.2,4.0,0.0,37.0,1,7.0,Real-Madrid
,Sergio Ramos,es ESP,DF,32,32,2.0,4.0,2008-2009,08511d65,Real-Madrid,"2,791",31.0,14.0,1.0,37.0,1,38.0,Real-Madrid
,Gonzalo Higuaín,ar ARG,"FW,MF",34,31,7.0,22.0,2008-2009,8a08491a,Real-Madrid,"2,642",29.4,5.0,0.0,37.0,5,57.0,Real-Madrid
,Fabio Cannavaro,it ITA,DF,29,29,0.0,0.0,2008-2009,51152527,Real-Madrid,"2,423",26.9,3.0,0.0,37.0,9,52.0,Real-Madrid
,Pepe,pt POR,"DF,MF",26,26,0.0,0.0,2008-2009,c906ce0f,Real-Madrid,"2,280",25.3,7.0,1.0,37.0,3,62.0,Real-Madrid
,Arjen Robben,nl NED,"FW,MF",29,25,5.0,7.0,2008-2009,09586899,Real-Madrid,"2,164",24.0,3.0,1.0,37.0,11,,Real-Madrid
,Fernando Gago,ar ARG,MF,26,24,5.0,1.0,2008-2009,86337bd,Real-Madrid,"2,182",24.2,11.0,1.0,37.0,5,58.0,Real-Madrid
,Gabriel Heinze,ar ARG,DF,24,24,0.0,2.0,2008-2009,54629cf9,Real-Madrid,"2,083",23.1,6.0,1.0,37.0,5,63.0,Real-Madrid
,Marcelo,br BRA,"DF,MF",27,24,1.0,4.0,2008-2009,603116a7,Real-Madrid,"2,057",22.9,10.0,1.0,37.0,2,59.0,Real-Madrid
,Lassana Diarra,fr FRA,MF,19,19,1.0,0.0,2008-2009,79584585,Real-Madrid,"1,673",18.6,7.0,0.0,37.0,4,70.0,Real-Madrid
,Wesley Sneijder,nl NED,MF,22,18,2.0,2.0,2008-2009,d625c12,Real-Madrid,"1,342",14.9,7.0,0.0,37.0,11,61.0,Real-Madrid
,Rafael van der Vaart,nl NED,MF,32,15,4.0,5.0,2008-2009,41473b67,Real-Madrid,"1,505",16.7,8.0,0.0,37.0,11,71.0,Real-Madrid
