,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Michael Gray,/en/players/fefae709/Michael-Gray,fefae709,Michael-G,eng ENG,"DF,MF"
1,Kevin Phillips,/en/players/23d97ca1/Kevin-Phillips,23d97ca1,Kevin-Philli,eng ENG,FW
2,Kevin Kilbane,/en/players/56cf4517/Kevin-Kilbane,56cf4517,Kevin-Kilb,ie IRL,"DF,MF"
3,Gavin McCann,/en/players/d1e78f75/Gavin-McCann,d1e78f75,Gavin-McC,eng ENG,MF
4,Phil Babb,/en/players/37af386a/Phil-Babb,37af386a,Phil-Babb,ie IRL,DF
5,Jody Craddock,/en/players/573e5dd2/Jody-Craddock,573e5dd2,Jody-Craddock,eng ENG,"DF,MF"
6,Stephen Wright,/en/players/4722b94a/Stephen-Wright,4722b94a,Stephen-Wright,eng ENG,DF
7,Tore André Flo,/en/players/83e490ef/Tore-Andre-Flo,83e490ef,Tore-Andre-Flo,no NOR,FW
8,Thomas Sørensen,/en/players/31d82fec/Thomas-Sorensen,31d82fec,Thomas-So,dk DEN,GK
9,Joachim Björklund,/en/players/bedacbef/Joachim-Bjorklund,bedacbef,Joachim-Bjorklund,se SWE,DF
10,George McCartney,/en/players/f6c4946d/George-McCartney,f6c4946d,George-McCart,nir NIR,DF
11,Darren Williams,/en/players/45364051/Darren-Williams,45364051,Darren-William,eng ENG,DF
12,Paul Thirlwell,/en/players/3f658e48/Paul-Thirlwell,3f658e48,Paul-Thirlw,eng ENG,MF
13,Jürgen Macho,/en/players/ce8143d7/Jurgen-Macho,ce8143d7,Jurgen-Macho,at AUT,GK
14,Michael Proctor,/en/players/6bb9597b/Michael-Proctor,6bb9597b,Michael-Procto,eng ENG,FW
15,Sean Thornton,/en/players/ea7bd692/Sean-Thornton,7bd692,Sean-Thornto,ie IRL,MF
16,Claudio Reyna,/en/players/75a3a799/Claudio-Reyna,75a3a799,Claudio-R,us USA,MF
17,Kevin Kyle,/en/players/b98c1020/Kevin-Kyle,b98c1020,Kevin-K,sct SCO,FW
18,Jason McAteer,/en/players/8a09067c/Jason-McAteer,8a09067c,Jason-McAt,ie IRL,MF
19,Matt Piper,/en/players/86973a1d/Matt-Piper,86973a1d,Matt-Pi,eng ENG,MF
20,Talal El Karkouri,/en/players/a6292419/Talal-El-Karkouri,6292419,Talal-El-Karkouri,ma MAR,"DF,MF"
21,Julio Arca,/en/players/7ac25aa9/Julio-Arca,7ac25aa9,Julio-Arc,ar ARG,"DF,MF"
22,Thomas Butler,/en/players/d033d76b/Thomas-Butler,d033d76b,Thomas-But,ie IRL,MF
23,David Bellion,/en/players/a901d685/David-Bellion,901d685,David-Bellio,fr FRA,FW
24,Marcus Stewart,/en/players/80463957/Marcus-Stewart,80463957,Marcus-Stewart,eng ENG,FW
25,Mart Poom,/en/players/f60f19b7/Mart-Poom,f60f19b7,Mart-Poom,ee EST,GK
26,Chris Black,/en/players/90259a8e/Chris-Black,90259a8e,Chris-Black,eng ENG,MF
27,John Oster,/en/players/bbf029eb/John-Oster,bbf029eb,John-Ost,wls WAL,MF
28,Thomas Myhre,/en/players/dc3fc546/Thomas-Myhre,dc3fc546,Thomas-Myh,no NOR,GK
29,Emerson Thome,/en/players/7dc1b3c9/Emerson-Thome,7dc1b3c9,Emerson-Thom,br BRA,DF
30,Niall Quinn,/en/players/050093a9/Niall-Quinn,050093a9,Niall-Qui,ie IRL,FW
31,Jonjo Dickman,/en/players/02a3cd5e/Jonjo-Dickman,02a3cd5e,Jonjo-Dickm,eng ENG,MF
32,Ben Clark,/en/players/3cd1c96c/Ben-Clark,3cd1c96c,Ben-Clark,eng ENG,DF
34,Jeff Whitley,/en/players/4e93bfac/Jeff-Whitley,4e93bfac,Jeff-Whit,nir NIR,MF
35,Gary Breen,/en/players/9922c8b8/Gary-Breen,9922c8b8,Gary-B,ie IRL,DF
36,Tommy Smith,/en/players/066be641/Tommy-Smith,066be641,Tommy-Smith,eng ENG,"FW,MF"
37,Colin Healy,/en/players/56924fe6/Colin-Healy,56924fe6,Colin-H,ie IRL,MF
38,Darren Byfield,/en/players/03d4e002/Darren-Byfield,03d4e002,Darren-Byfield,jm JAM,FW
39,Stewart Downing,/en/players/b13c4620/Stewart-Downing,b13c4620,Stewart-Downing,eng ENG,"FW,MF"
40,Carl Robinson,/en/players/9e083748/Carl-Robinson,9e083748,Carl-Robinso,wls WAL,MF
41,Alan Quinn,/en/players/6e0e47a6/Alan-Quinn,6e0e47a6,Alan-Qui,ie IRL,MF
42,Craig James,/en/players/b6e66718/Craig-James,b6e66718,Craig-Jam,eng ENG,DF
43,Colin Cooper,/en/players/42f93b8f/Colin-Cooper,42f93b8f,Colin-Coo,eng ENG,DF
44,﻿Steven Caldwell,/en/players/6839f68e/Steven-Caldwell,6839f68e,Steven-Caldw,sct SCO,DF
45,Dean Whitehead,/en/players/a32204c9/Dean-Whitehead,32204c9,Dean-Whitehead,eng ENG,"DF,MF"
46,Stephen Elliott,/en/players/605d320e/Stephen-Elliott,605d320e,Stephen-Elliott,ie IRL,FW
47,Liam Lawrence,/en/players/60727f47/Liam-Lawrence,60727f47,Liam-Lawrenc,ie IRL,MF
48,Chris Brown,/en/players/baf27774/Chris-Brown,baf27774,Chris-Brow,eng ENG,FW
49,Neill Collins,/en/players/91ff7e1e/Neill-Collins,91ff7e1e,Neill-Colli,sct SCO,DF
