Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Simon Grayson,eng ENG,DF,45,44,0.0,3.0,2002-2003,/en/players/c4c559e6/Simon-Grayson,c4c559e6,Blackpool,"3,988",44.3,1.0,0.0,152,6.0,10369,Blackpool
,Phil Barnes,eng ENG,GK,44,44,0.0,0.0,2002-2003,/en/players/2997e705/Phil-Barnes,2997e705,Blackpool,"3,960",44.0,1.0,0.0,152,6.0,9728,Blackpool
,Scott Taylor,eng ENG,FW,44,40,0.0,13.0,2002-2003,/en/players/9082c63e/Scott-Taylor,9082c63e,Blackpool,"2,841",31.6,3.0,0.0,152,6.0,10370,Blackpool
,Keith Southern,eng ENG,MF,38,38,0.0,1.0,2002-2003,/en/players/8db518ba/Keith-Southern,8db518ba,Blackpool,"3,274",36.4,4.0,0.0,152,6.0,10371,Blackpool
,Richie Wellens,eng ENG,MF,39,36,6.0,1.0,2002-2003,/en/players/1a6efe8d/Richie-Wellens,1a6efe8d,Blackpool,"3,253",36.1,13.0,1.0,152,6.0,9041,Blackpool
,Martin Bullock,eng ENG,MF,38,34,11.0,1.0,2002-2003,/en/players/c8d9b61d/Martin-Bullock,c8d9b61d,Blackpool,"2,990",33.2,3.0,1.0,152,6.0,10372,Blackpool
,John Murphy,eng ENG,FW,35,33,3.0,15.0,2002-2003,/en/players/a874a3de/John-Murphy,874a3de,Blackpool,"3,000",33.3,1.0,0.0,152,6.0,10373,Blackpool
,Danny Coid,eng ENG,DF,36,31,1.0,1.0,2002-2003,/en/players/d48abb1e/Danny-Coid,d48abb1e,Blackpool,"2,682",29.8,3.0,0.0,152,6.0,10374,Blackpool
,Richard Walker,eng ENG,FW,32,29,1.0,4.0,2002-2003,/en/players/8965ec2a/Richard-Walker,8965ec2a,Blackpool,"1,734",19.3,3.0,0.0,152,6.0,10375,Blackpool
,Mike Flynn,eng ENG,DF,21,21,1.0,0.0,2002-2003,/en/players/04e89aae/Mike-Flynn,04e89aae,Blackpool,"1,889",21.0,5.0,0.0,152,6.0,10376,Blackpool
,John Hills,eng ENG,DF,27,20,1.0,5.0,2002-2003,/en/players/0c06824b/John-Hills,0c06824b,Blackpool,"1,841",20.5,5.0,1.0,152,6.0,10377,Blackpool
,Leam Richardson,eng ENG,DF,20,20,0.0,0.0,2002-2003,/en/players/678b9096/Leam-Richardson,678b9096,Blackpool,"1,747",19.4,8.0,1.0,152,6.0,10378,Blackpool
,Paul Dalglish,sct SCO,FW,27,20,2.0,1.0,2002-2003,/en/players/d4a35da6/Paul-Dalglish,d4a35da6,Blackpool,"1,546",17.2,4.0,0.0,152,67.0,10379,Blackpool
,Chris Clarke,eng ENG,DF,21,16,1.0,1.0,2002-2003,/en/players/3a21874c/Chris-Clarke,3a21874c,Blackpool,"1,545",17.2,1.0,1.0,152,6.0,10380,Blackpool
,Tommy Jaszczun,eng ENG,DF,21,15,0.0,0.0,2002-2003,/en/players/4900f151/Tommy-Jaszczun,4900f151,Blackpool,"1,251",13.9,2.0,0.0,152,6.0,10381,Blackpool
,Colin Hendry,sct SCO,DF,14,14,0.0,0.0,2002-2003,/en/players/9acd6d0d/Colin-Hendry,9acd6d0d,Blackpool,"1,206",13.4,3.0,1.0,152,67.0,10382,Blackpool
,Ian Hughes,wls WAL,DF,17,12,0.0,0.0,2002-2003,/en/players/9fca6dfe/Ian-Hughes,9fca6dfe,Blackpool,"1,132",12.6,1.0,0.0,152,18.0,10383,Blackpool
,Paul Evans,wls WAL,MF,10,10,0.0,1.0,2002-2003,/en/players/d1c17a64/Paul-Evans,d1c17a64,Blackpool,865,9.6,1.0,0.0,152,18.0,10384,Blackpool
,John O'Kane,eng ENG,DF,14,8,0.0,0.0,2002-2003,/en/players/ea877e82/John-OKane,877e82,Blackpool,746,8.3,1.0,0.0,152,6.0,10385,Blackpool
,Ben Thornley,eng ENG,MF,12,7,1.0,0.0,2002-2003,/en/players/3b9091b7/Ben-Thornley,3b9091b7,Blackpool,592,6.6,1.0,0.0,152,6.0,10386,Blackpool
,Paul Robinson,eng ENG,FW,7,5,0.0,1.0,2002-2003,/en/players/a1a9da94/Paul-Robinson,1a9da94,Blackpool,469,5.2,1.0,0.0,152,6.0,10387,Blackpool
,Jamie Burns,eng ENG,MF,7,4,0.0,0.0,2002-2003,/en/players/dafc84fa/Jamie-Burns,dafc84fa,Blackpool,335,3.7,0.0,0.0,152,6.0,10388,Blackpool
,Steve McMahon,eng ENG,"DF,MF",6,3,0.0,0.0,2002-2003,/en/players/4f36a7fc/Steve-McMahon,4f36a7fc,Blackpool,279,3.1,2.0,0.0,152,6.0,10389,Blackpool
,Matthew Blinkhorn,eng ENG,FW,7,3,0.0,2.0,2002-2003,/en/players/03f0eaca/Matthew-Blinkhorn,03f0eaca,Blackpool,260,2.9,0.0,0.0,152,6.0,10390,Blackpool
,Michael Theo,au AUS,GK,2,2,0.0,0.0,2002-2003,/en/players/003b167b/Michael-Theo,003b167b,Blackpool,180,2.0,1.0,0.0,152,42.0,9395,Blackpool
