Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Generoso Rossi,/en/players/a113ca3e/Generoso-Rossi,113ca3e,Generoso-Rossi,it ITA,GK,Lecce
1,Max Tonetto,/en/players/2378ae69/Max-Tonetto,2378ae69,Max-Tonetto,it ITA,"DF,MF",Lecce
2,Cristian Silvestri,/en/players/f829f9b3/Cristian-Silvestri,f829f9b3,Cristian-Silvestri,it ITA,DF,Lecce
3,Luigi Piangerelli,/en/players/5a7ee48a/Luigi-Piangerelli,5a7ee48a,Luigi-Piangerelli,it ITA,MF,Lecce
4,Lorenzo Stovini,/en/players/20f1193c/Lorenzo-Stovini,20f1193c,Lorenzo-Stovini,it ITA,DF,Lecce
5,Guillermo Giacomazzi,/en/players/d882a752/Guillermo-Giacomazzi,d882a752,Guillermo-Giacomazzi,uy URU,MF,Lecce
6,Javier Chevantón,/en/players/5824ef34/Javier-Chevanton,5824ef34,Javier-Chevanto,uy URU,FW,Lecce
7,Marco Donadel,/en/players/3169af41/Marco-Donadel,3169af41,Marco-Donad,it ITA,MF,Lecce
8,Giuseppe Abruzzese,/en/players/bfec4559/Giuseppe-Abruzzese,bfec4559,Giuseppe-Abruzz,it ITA,DF,Lecce
9,Cristian Ledesma,/en/players/ebb9eaa9/Cristian-Ledesma,bb9eaa9,Cristian-Ledesm,it ITA,MF,Lecce
10,Mirko Vučinić,/en/players/b04b9530/Mirko-Vucinic,b04b9530,Mirko-Vucinic,me MNE,FW,Lecce
11,Alfonso Camorani,/en/players/18624c30/Alfonso-Camorani,18624c30,Alfonso-Camorani,it ITA,MF,Lecce
12,Bruno Cirillo,/en/players/94ffc023/Bruno-Cirillo,94ffc023,Bruno-Cirillo,it ITA,DF,Lecce
13,Cesare Bovo,/en/players/6d584b34/Cesare-Bovo,6d584b34,Cesare-Bovo,it ITA,DF,Lecce
14,Axel Cédric Konan,/en/players/7f8969ae/Axel-Cedric-Konan,7f8969ae,Axel-Cedric-Ko,ci CIV,FW,Lecce
15,Giorgio Di Vicino,/en/players/5c0c1f44/Giorgio-Di-Vicino,5c0c1f44,Giorgio-Di-Vicino,it ITA,MF,Lecce
16,Davor Vugrinec,/en/players/9c68e4d2/Davor-Vugrinec,9c68e4d2,Davor-Vugrinec,hr CRO,"FW,MF",Lecce
17,Rodolfo Giorgetti,/en/players/a1526b09/Rodolfo-Giorgetti,1526b09,Rodolfo-Giorgetti,it ITA,MF,Lecce
18,Alessandro Zoppetti,/en/players/58df0e57/Alessandro-Zoppetti,58df0e57,Alessandro-Zoppetti,it ITA,DF,Lecce
19,Sebastjan Cimirotič,/en/players/fc1fcc51/Sebastjan-Cimirotic,fc1fcc51,Sebastjan-Cimirotic,si SVN,FW,Lecce
20,Alberto Savino,/en/players/824a769d/Alberto-Savino,824a769d,Alberto-Savino,it ITA,DF,Lecce
