Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Leo Franco,/en/players/c39a5c6b/Leo-Franco,c39a5c6b,Leo-Franco,ar ARG,GK,Mallorca
1,Poli,/en/players/1e21189f/Poli,1e21189f,Poli,es ESP,DF,Mallorca
2,Albert Riera,/en/players/3a0a5056/Albert-Riera,3a0a5056,Albert-Ri,es ESP,"DF,FW",Mallorca
3,Walter Pandiani,/en/players/11899bb1/Walter-Pandiani,11899bb1,Walter-Pandiani,uy URU,FW,Mallorca
4,Álvaro Novo,/en/players/e2b88098/Alvaro-Novo,2b88098,Alvaro-Novo,es ESP,MF,Mallorca
5,Ariel Ibagaza,/en/players/bd513ca4/Ariel-Ibagaza,bd513ca4,Ariel-Ibagaz,ar ARG,MF,Mallorca
6,David Cortés,/en/players/99d15abd/David-Cortes,99d15abd,David-Cort,es ESP,DF,Mallorca
7,Samuel Eto'o,/en/players/06420c93/Samuel-Etoo,06420c93,Samuel-Etoo,cm CMR,FW,Mallorca
8,John Harold Lozano,/en/players/94ccf890/John-Harold-Lozano,94ccf890,John-Harold-Lozano,co COL,MF,Mallorca
9,Miguel Ángel Nadal,/en/players/36d58178/Miguel-Angel-Nadal,36d58178,Miguel-Angel-Nad,es ESP,"DF,MF",Mallorca
10,Federico Lussenhoff,/en/players/42658559/Federico-Lussenhoff,42658559,Federico-Lussenhoff,ar ARG,DF,Mallorca
11,Marcos,/en/players/7e5d2eb1/Marcos,7e5d2eb1,Marco,es ESP,MF,Mallorca
12,Fernando Niño,/en/players/13cdd971/Fernando-Nino,13cdd971,Fernando-Nino,es ESP,DF,Mallorca
13,Alejandro Campano,/en/players/42a8f3e1/Alejandro-Campano,42a8f3e1,Alejandro-Campano,es ESP,MF,Mallorca
14,Javier Olaizola,/en/players/023fc776/Javier-Olaizola,023fc776,Javier-Olaizo,es ESP,DF,Mallorca
15,Miquel Soler,/en/players/258ef5f1/Miquel-Soler,258ef5f1,Miquel-So,es ESP,"DF,MF",Mallorca
16,Vicente Fernández,/en/players/3d4ad6ca/Vicente-Fernandez,3d4ad6ca,Vicente-Fernandez,es ESP,MF,Mallorca
17,Julián Robles,/en/players/a9b429a7/Julian-Robles,9b429a7,Julian-Rob,es ESP,MF,Mallorca
18,Carlos Domínguez,/en/players/c008c1c3/Carlos-Dominguez,c008c1c3,Carlos-Dominguez,es ESP,FW,Mallorca
19,Miki Garro,/en/players/d95befde/Miki-Garro,d95befde,Miki-Garro,es ESP,GK,Mallorca
20,Paco Soler,/en/players/1d07ab0a/Paco-Soler,1d07ab0a,Paco-So,es ESP,MF,Mallorca
21,Leonardo Biagini,/en/players/44793331/Leonardo-Biagini,44793331,Leonardo-Biagini,ar ARG,FW,Mallorca
22,Ángel Pérez,/en/players/a706bad3/Angel-Perez,706bad3,Angel-Perez,es ESP,DF,Mallorca
23,José Oscar Flores,/en/players/5c5dc0eb/Jose-Oscar-Flores,5c5dc0eb,Jose-Oscar-Flo,ar ARG,FW,Mallorca
24,Tuni,/en/players/e77175c5/Tuni,77175c5,Tuni,es ESP,"DF,MF",Mallorca
25,Raúl Martín,/en/players/f81f6fc3/Raul-Martin,f81f6fc3,Raul-Marti,es ESP,MF,Mallorca
27,Gonzalo Colsa,/en/players/6fa12b44/Gonzalo-Colsa,6fa12b44,Gonzalo-Co,es ESP,MF,Mallorca
28,Nenê,/en/players/265ebd37/Nene,265ebd37,N,br BRA,"FW,MF",Mallorca
29,Fernando Correa,/en/players/9c2c5331/Fernando-Correa,9c2c5331,Fernando-Co,uy URU,FW,Mallorca
30,Guillermo Pereyra,/en/players/0757d5ba/Guillermo-Pereyra,0757d5ba,Guillermo-P,ar ARG,MF,Mallorca
31,Arnold Bruggink,/en/players/419725a2/Arnold-Bruggink,419725a2,Arnold-Bruggink,nl NED,"FW,MF",Mallorca
32,Andrija Delibašić,/en/players/4de03033/Andrija-Delibasic,4de03033,Andrija-Delibasic,me MNE,FW,Mallorca
33,Txomin Nagore,/en/players/41a60718/Txomin-Nagore,41a60718,Txomin-Nago,es ESP,MF,Mallorca
34,Finidi George,/en/players/87fcf713/Finidi-George,87fcf713,Finidi-Georg,ng NGA,"FW,MF",Mallorca
35,Toni González,/en/players/1683a16d/Toni-Gonzalez,1683a16d,Toni-Gonzalez,es ESP,MF,Mallorca
36,Iván Ramis,/en/players/d2be40f2/Ivan-Ramis,d2be40f2,Ivan-Rami,es ESP,DF,Mallorca
37,Edu Moya,/en/players/7da62f29/Edu-Moya,7da62f29,Edu-Mo,es ESP,"DF,MF",Mallorca
38,José Jesús Perera,/en/players/a39a1bc8/Jose-Jesus-Perera,39a1bc8,Jose-Jesus-P,es ESP,FW,Mallorca
39,Jovan Stanković,/en/players/6985b8f9/Jovan-Stankovic,6985b8f9,Jovan-Stankovic,rs SRB,MF,Mallorca
40,Martín Ligüera,/en/players/aa146d9b/Martin-Liguera,146d9b,Martin-Ligu,uy URU,MF,Mallorca
41,﻿Luis García,/en/players/70df8d7c/Luis-Garcia,70df8d7c,Luis-Garci,es ESP,"FW,MF",Mallorca
42,Miguel Ángel Moyá,/en/players/011d8c56/Miguel-Angel-Moya,011d8c56,Miguel-Angel-Mo,es ESP,GK,Mallorca
