,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Frédéric Thomas,/en/players/8b735a92/Frederic-Thomas,8b735a92,Frederic-Thom,fr FRA,MF
1,Daniel Cousin,/en/players/c666c11f/Daniel-Cousin,c666c11f,Daniel-Cousi,ga GAB,FW
2,Jean-François Bédénik,/en/players/b290fb9c/Jean-Francois-Bedenik,b290fb9c,Jean-Francois-Bedenik,fr FRA,GK
3,Olivier Thomas,/en/players/37abdce9/Olivier-Thomas,37abdce9,Olivier-Thom,fr FRA,DF
4,Yohan Hautcœur,/en/players/d7110aaf/Yohan-Hautcoeur,d7110aaf,Yohan-Hautcoeu,fr FRA,MF
5,Laurent Bonnart,/en/players/fbb6569e/Laurent-Bonnart,fbb6569e,Laurent-Bonnart,fr FRA,DF
6,Yannick Fischer,/en/players/336a8eaa/Yannick-Fischer,336a8eaa,Yannick-Fisch,fr FRA,DF
7,Laurent Peyrelade,/en/players/d702eb91/Laurent-Peyrelade,d702eb91,Laurent-Peyrelad,fr FRA,FW
8,Fabrice Pancrate,/en/players/70d29079/Fabrice-Pancrate,70d29079,Fabrice-Pancrat,fr FRA,"FW,MF"
9,Fernando D'Amico,/en/players/b09f32a1/Fernando-DAmico,b09f32a1,Fernando-DAmico,ar ARG,MF
10,James Fanchone,/en/players/a1eeef54/James-Fanchone,1eeef54,James-Fancho,fr FRA,"FW,MF"
11,Thabang Molefe,/en/players/978c1be0/Thabang-Molefe,978c1be0,Thabang-Molef,za RSA,DF
12,Philippe Celdran,/en/players/5f28360b/Philippe-Celdran,5f28360b,Philippe-Celd,fr FRA,MF
13,Jacques-Désiré Périatambée,/en/players/ec96ccd7/Jacques-Desire-Periatambee,c96ccd7,Jacques-Desire-Periatamb,mu MRI,MF
14,Dan Eggen,/en/players/176fab3d/Dan-Eggen,176fab3d,Dan-Egg,no NOR,DF
15,Yoann Poulard,/en/players/11b8a92d/Yoann-Poulard,11b8a92d,Yoann-Poulard,fr FRA,DF
16,Yohann Pelé,/en/players/76806215/Yohann-Pele,76806215,Yohann-P,fr FRA,GK
17,Jean-Jacques Domoraud,/en/players/148ccbc7/Jean-Jacques-Domoraud,148ccbc7,Jean-Jacques-Domoraud,ci CIV,DF
18,Jérôme Drouin,/en/players/3818fa34/Jerome-Drouin,3818fa34,Jerome-Droui,fr FRA,MF
19,Cédric Liabeuf,/en/players/6a2e153b/Cedric-Liabeuf,6a2e153b,Cedric-Liabeuf,fr FRA,MF
20,Sergiu Radu,/en/players/9d535200/Sergiu-Radu,9d535200,Sergiu-Radu,ro ROU,FW
22,Sekou Baradji,/en/players/5693aa98/Sekou-Baradji,5693aa98,Sekou-Baradji,fr FRA,"DF,MF"
23,Yannick Yenga,/en/players/ba23fe2b/Yannick-Yenga,ba23fe2b,Yannick-Yeng,cd COD,"FW,MF"
25,Marko Baša,/en/players/f170b78c/Marko-Basa,f170b78c,Marko-B,me MNE,DF
26,Túlio de Melo,/en/players/a2a9ab91/Tulio-de-Melo,2a9ab91,Tulio-de-Melo,br BRA,FW
27,Romaric,/en/players/9bb5c5e0/Romaric,9bb5c5e0,Romaric,ci CIV,MF
28,Ismaël Bangoura,/en/players/d255c356/Ismael-Bangoura,d255c356,Ismael-Bangou,gn GUI,FW
29,Grégory Cerdan,/en/players/7a545e43/Gregory-Cerdan,7a545e43,Gregory-Cerd,fr FRA,DF
