Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Claudio López,/en/players/ce8a4e4c/Claudio-Lopez,ce8a4e4c,Claudio-Lopez,ar ARG,FW,Lazio
1,Angelo Peruzzi,/en/players/bcd5e1ca/Angelo-Peruzzi,bcd5e1ca,Angelo-Peruzzi,it ITA,GK,Lazio
2,Bernardo Corradi,/en/players/d50232c1/Bernardo-Corradi,d50232c1,Bernardo-Corradi,it ITA,FW,Lazio
3,Dejan Stanković,/en/players/167d7dd3/Dejan-Stankovic,167d7dd3,Dejan-Stankovic,rs SRB,MF,Lazio
4,Jaap Stam,/en/players/7c48a3ec/Jaap-Stam,7c48a3ec,Jaap-Stam,nl NED,DF,Lazio
5,Stefano Fiore,/en/players/2eb707d3/Stefano-Fiore,2eb707d3,Stefano-Fio,it ITA,MF,Lazio
6,Giuseppe Favalli,/en/players/4e960f0f/Giuseppe-Favalli,4e960f0f,Giuseppe-Favalli,it ITA,DF,Lazio
7,César,/en/players/ee160833/Cesar,160833,C,br BRA,"DF,MF",Lazio
8,Siniša Mihajlović,/en/players/c14fb1a0/Sinisa-Mihajlovic,c14fb1a0,Sinisa-Mihajlovic,rs SRB,DF,Lazio
9,Giuliano Giannichedda,/en/players/1bfa94c1/Giuliano-Giannichedda,1bfa94c1,Giuliano-Giannichedd,it ITA,MF,Lazio
10,Diego Simeone,/en/players/4b58d1e3/Diego-Simeone,4b58d1e3,Diego-Simeo,ar ARG,MF,Lazio
11,Paolo Negro,/en/players/2538335b/Paolo-Negro,2538335b,Paolo-Negro,it ITA,DF,Lazio
12,Massimo Oddo,/en/players/552f6449/Massimo-Oddo,552f6449,Massimo-Oddo,it ITA,DF,Lazio
13,Fernando Couto,/en/players/fa2e0b8a/Fernando-Couto,fa2e0b8a,Fernando-Couto,pt POR,DF,Lazio
14,Giuseppe Pancaro,/en/players/804dd34f/Giuseppe-Pancaro,804dd34f,Giuseppe-Pancaro,it ITA,DF,Lazio
15,Nikola Lazetić,/en/players/f8a83e49/Nikola-Lazetic,f8a83e49,Nikola-Lazetic,rs SRB,MF,Lazio
16,Fabio Liverani,/en/players/3fe72775/Fabio-Liverani,3fe72775,Fabio-Liverani,it ITA,MF,Lazio
17,Simone Inzaghi,/en/players/5e479984/Simone-Inzaghi,5e479984,Simone-Inzaghi,it ITA,FW,Lazio
18,Lucas Castromán,/en/players/a055c12e/Lucas-Castroman,055c12e,Lucas-Castrom,ar ARG,"FW,MF",Lazio
19,Luca Marchegiani,/en/players/aa3ed24e/Luca-Marchegiani,3ed24e,Luca-Marchegiani,it ITA,GK,Lazio
20,Juan Pablo Sorín,/en/players/239e2070/Juan-Pablo-Sorin,239e2070,Juan-Pablo-Sori,ar ARG,"DF,MF",Lazio
21,Enrico Chiesa,/en/players/28dd2f5b/Enrico-Chiesa,28dd2f5b,Enrico-Chi,it ITA,FW,Lazio
22,Christian Manfredini,/en/players/339ae404/Christian-Manfredini,339ae404,Christian-Manfredini,ci CIV,MF,Lazio
23,Emanuele Concetti,/en/players/f102f52f/Emanuele-Concetti,f102f52f,Emanuele-Concetti,it ITA,GK,Lazio
24,Dino Baggio,/en/players/0e351891/Dino-Baggio,0e351891,Dino-Baggio,it ITA,MF,Lazio
25,Guerino Gottardi,/en/players/6a7b83b8/Guerino-Gottardi,6a7b83b8,Guerino-Gottardi,ch SUI,"DF,MF",Lazio
27,Ousmane Dabo,/en/players/9af295a5/Ousmane-Dabo,9af295a5,Ousmane-Dabo,fr FRA,MF,Lazio
28,Demetrio Albertini,/en/players/91a9535a/Demetrio-Albertini,91a9535a,Demetrio-Albertini,it ITA,"FW,MF",Lazio
29,Roberto Muzzi,/en/players/1dd51eaf/Roberto-Muzzi,1dd51eaf,Roberto-Muzzi,it ITA,FW,Lazio
30,Luciano Zauri,/en/players/96947b99/Luciano-Zauri,96947b99,Luciano-Zauri,it ITA,DF,Lazio
31,Matteo Sereni,/en/players/5a846fbb/Matteo-Sereni,5a846fbb,Matteo-Sereni,it ITA,GK,Lazio
32,Sérgio Conceição,/en/players/f396d247/Sergio-Conceicao,f396d247,Sergio-Conceicao,pt POR,MF,Lazio
33,Roberto Delgado,/en/players/4fa766ce/Roberto-Delgado,4fa766ce,Roberto-Delgado,es ESP,FW,Lazio
34,Tommaso Rocchi,/en/players/928198e6/Tommaso-Rocchi,928198e6,Tommaso-Rocchi,it ITA,"FW,MF",Lazio
35,Antonio Filippini,/en/players/7f621318/Antonio-Filippini,7f621318,Antonio-Filippini,it ITA,"DF,MF",Lazio
36,Sebastiano Siviglia,/en/players/d8c086d3/Sebastiano-Siviglia,d8c086d3,Sebastiano-Sivigli,it ITA,DF,Lazio
37,Emanuele Filippini,/en/players/b6c4ff9c/Emanuele-Filippini,b6c4ff9c,Emanuele-Filippini,it ITA,MF,Lazio
38,Paolo Di Canio,/en/players/9bbe0ecf/Paolo-Di-Canio,9bbe0ecf,Paolo-Di-Canio,it ITA,FW,Lazio
39,Goran Pandev,/en/players/d711d04f/Goran-Pandev,d711d04f,Goran-Pandev,mk MKD,"FW,MF",Lazio
40,Leonardo Talamonti,/en/players/19b20d5e/Leonardo-Talamonti,19b20d5e,Leonardo-Talamonti,ar ARG,DF,Lazio
41,Óscar López,/en/players/14ae8df8/Oscar-Lopez,14ae8df8,Oscar-Lopez,es ESP,DF,Lazio
42,Fabio Bazzani,/en/players/a53270ab/Fabio-Bazzani,53270ab,Fabio-Bazzani,it ITA,FW,Lazio
43,Anthony Šerić,/en/players/e1dc1b88/Anthony-Seric,1dc1b88,Anthony-Seric,hr CRO,DF,Lazio
44,Matías Lequi,/en/players/dd0c806c/Matias-Lequi,dd0c806c,Matias-Lequi,ar ARG,DF,Lazio
45,Esteban González,/en/players/3b3381db/Esteban-Gonzalez,3b3381db,Esteban-Gonzalez,ar ARG,MF,Lazio
46,Fabrizio Casazza,/en/players/1660b0d6/Fabrizio-Casazza,1660b0d6,Fabrizio-Casazz,it ITA,GK,Lazio
47,Claudio De Sousa,/en/players/9dfc0b63/Claudio-De-Sousa,9dfc0b63,Claudio-De-Sou,it ITA,FW,Lazio
48,Emílson Cribari,/en/players/0913c971/Emilson-Cribari,0913c971,Emilson-Cribari,br BRA,DF,Lazio
49,Valon Behrami,/en/players/d3d758d8/Valon-Behrami,d3d758d8,Valon-Behrami,ch SUI,"DF,MF",Lazio
50,Guglielmo Stendardo,/en/players/333a9ae7/Guglielmo-Stendardo,333a9ae7,Guglielmo-Stendardo,it ITA,DF,Lazio
51,Stefano Mauri,/en/players/e3bb6738/Stefano-Mauri,3bb6738,Stefano-Mauri,it ITA,"FW,MF",Lazio
52,Gaby Mudingayi,/en/players/d4a01bb2/Gaby-Mudingayi,d4a01bb2,Gaby-Mudingayi,be BEL,MF,Lazio
