Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Enzo Maresca,it ITA,MF,31,31,4.0,9.0,2002-2003,/en/players/1a899d99/Enzo-Maresca,1a899d99,Piacenza,"2,684",29.8,3.0,0.0,175,9.0,1817,Piacenza
,Eusebio Di Francesco,it ITA,MF,29,29,4.0,6.0,2002-2003,/en/players/9a729928/Eusebio-Di-Francesco,9a729928,Piacenza,"2,473",27.5,2.0,0.0,175,9.0,20871,Piacenza
,Vittorio Tosto,it ITA,DF,30,28,3.0,1.0,2002-2003,/en/players/7ac92ed1/Vittorio-Tosto,7ac92ed1,Piacenza,"2,527",28.1,6.0,0.0,175,9.0,21326,Piacenza
,Amedeo Mangone,it ITA,DF,28,28,1.0,0.0,2002-2003,/en/players/d2da2768/Amedeo-Mangone,d2da2768,Piacenza,"2,390",26.6,10.0,0.0,175,9.0,21723,Piacenza
,Dario Hübner,it ITA,FW,27,26,0.0,14.0,2002-2003,/en/players/f35487af/Dario-Hubner,f35487af,Piacenza,"2,256",25.1,3.0,1.0,175,9.0,21724,Piacenza
,Filippo Cristante,it ITA,DF,27,26,1.0,0.0,2002-2003,/en/players/45f14e16/Filippo-Cristante,45f14e16,Piacenza,"2,189",24.3,12.0,0.0,175,9.0,21725,Piacenza
,Matteo Guardalben,it ITA,GK,22,22,0.0,0.0,2002-2003,/en/players/18769775/Matteo-Guardalben,18769775,Piacenza,"1,935",21.5,0.0,0.0,175,9.0,20031,Piacenza
,Sergei Gurenko,by BLR,"DF,MF",23,20,1.0,1.0,2002-2003,/en/players/aae2139c/Sergei-Gurenko,2139c,Piacenza,"1,698",18.9,1.0,0.0,175,77.0,21726,Piacenza
,Gianluca Lamacchi,it ITA,"DF,MF",19,18,0.0,0.0,2002-2003,/en/players/f6677e65/Gianluca-Lamacchi,f6677e65,Piacenza,"1,597",17.7,5.0,1.0,175,9.0,21727,Piacenza
,Luigi Riccio,it ITA,MF,21,17,1.0,0.0,2002-2003,/en/players/0ca56b28/Luigi-Riccio,0ca56b28,Piacenza,"1,556",17.3,3.0,0.0,175,9.0,21728,Piacenza
,Marco Marchionni,it ITA,MF,21,17,2.0,1.0,2002-2003,/en/players/ebe475fc/Marco-Marchionni,be475fc,Piacenza,"1,477",16.4,1.0,0.0,175,9.0,19522,Piacenza
,Davide Baiocco,it ITA,MF,16,16,5.0,0.0,2002-2003,/en/players/98a44c3c/Davide-Baiocco,98a44c3c,Piacenza,"1,401",15.6,3.0,0.0,175,9.0,19505,Piacenza
,Giuseppe Cardone,it ITA,DF,14,14,0.0,1.0,2002-2003,/en/players/9af326f7/Giuseppe-Cardone,9af326f7,Piacenza,"1,260",14.0,4.0,0.0,175,9.0,20004,Piacenza
,Ciro De Cesare,it ITA,FW,21,12,0.0,3.0,2002-2003,/en/players/9bd1970a/Ciro-De-Cesare,9bd1970a,Piacenza,"1,183",13.1,1.0,0.0,175,9.0,21729,Piacenza
,Paolo Orlandoni,it ITA,GK,12,11,0.0,0.0,2002-2003,/en/players/01ca5694/Paolo-Orlandoni,01ca5694,Piacenza,"1,035",11.5,0.0,0.0,175,9.0,19649,Piacenza
,Johnnier Montaño,co COL,MF,11,11,1.0,1.0,2002-2003,/en/players/3b7077e1/Johnnier-Montano,3b7077e1,Piacenza,834,9.3,2.0,0.0,175,19.0,20008,Piacenza
,Hugo Campagnaro,ar ARG,DF,12,8,0.0,2.0,2002-2003,/en/players/2ac01901/Hugo-Campagnaro,2ac01901,Piacenza,735,8.2,0.0,0.0,175,5.0,19686,Piacenza
,Nicola Caccia,it ITA,FW,13,7,1.0,2.0,2002-2003,/en/players/079894e8/Nicola-Caccia,079894e8,Piacenza,842,9.4,3.0,0.0,175,9.0,21730,Piacenza
