,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Grégory Wimbée,/en/players/c6e3ff84/Gregory-Wimbee,c6e3ff84,Gregory-Wimb,fr FRA,GK
1,Alaixys Romao,/en/players/0aa874f4/Alaixys-Romao,0aa874f4,Alaixys-Romao,tg TOG,"DF,MF"
2,Laurent Batlles,/en/players/3cd2fd3b/Laurent-Batlles,3cd2fd3b,Laurent-Bat,fr FRA,MF
3,Martial Robin,/en/players/3e5cf6c4/Martial-Robin,3e5cf6c4,Martial-Robi,fr FRA,"DF,MF"
4,Daniel Moreira,/en/players/ac788626/Daniel-Moreira,c788626,Daniel-Morei,fr FRA,FW
5,Milivoje Vitakić,/en/players/d04392c7/Milivoje-Vitakic,d04392c7,Milivoje-Vitakic,rs SRB,"DF,MF"
6,Nassim Akrour,/en/players/60c2472e/Nassim-Akrour,60c2472e,Nassim-Akrou,dz ALG,FW
7,Sofiane Feghouli,/en/players/691f64f5/Sofiane-Feghouli,691f64f5,Sofiane-Feghouli,dz ALG,"FW,MF"
8,Laurent Courtois,/en/players/fdd8f774/Laurent-Courtois,fdd8f774,Laurent-Courtoi,fr FRA,MF
9,Maxence Flachez,/en/players/854d0707/Maxence-Flachez,854d0707,Maxence-Flachez,fr FRA,DF
10,David Jemmali,/en/players/e02e47b8/David-Jemmali,02e47b8,David-Jemmali,tn TUN,DF
11,Sandy Paillot,/en/players/68d34b58/Sandy-Paillot,68d34b58,Sandy-Paillot,fr FRA,DF
12,Boštjan Cesar,/en/players/c1d18f10/Bostjan-Cesar,c1d18f10,Bostjan-C,si SVN,DF
13,Pierre Boya,/en/players/da7cdb67/Pierre-Boya,da7cdb67,Pierre-Bo,cm CMR,FW
14,Franck Dja Djédjé,/en/players/59feef54/Franck-Dja-Djedje,59feef54,Franck-Dja-Djedj,ci CIV,"FW,MF"
15,Jimmy Mainfroi,/en/players/7532e202/Jimmy-Mainfroi,7532e202,Jimmy-Mainfroi,fr FRA,DF
16,Albert Baning,/en/players/b54fdacd/Albert-Baning,b54fdacd,Albert-Baning,cm CMR,MF
17,Elliot Grandin,/en/players/ddbf3019/Elliot-Grandin,ddbf3019,Elliot-Grandi,fr FRA,"FW,MF"
18,Miloš Dimitrijević,/en/players/df1ea4bb/Milos-Dimitrijevic,df1ea4bb,Milos-Dimitrijevic,rs SRB,MF
19,Bouchaib El Moubarki,/en/players/6d713e8d/Bouchaib-El-Moubarki,6d713e8d,Bouchaib-El-Moubarki,ma MAR,FW
20,Larsen Touré,/en/players/db30e7db/Larsen-Toure,db30e7db,Larsen-Tou,gn GUI,"FW,MF"
21,Francis N'Ganga,/en/players/1197bd10/Francis-NGanga,1197bd10,Francis-NGang,cg CGO,"DF,MF"
22,Yoric Ravet,/en/players/4d74201d/Yoric-Ravet,4d74201d,Yoric-Ravet,fr FRA,"FW,MF"
23,Zoran Rendulić,/en/players/eb24b349/Zoran-Rendulic,b24b349,Zoran-Rendulic,rs SRB,DF
24,Ronan Le Crom,/en/players/5d1b9f5b/Ronan-Le-Crom,5d1b9f5b,Ronan-Le-Crom,fr FRA,GK
25,Biagui Kamissoko,/en/players/033af879/Biagui-Kamissoko,033af879,Biagui-Kamissoko,fr FRA,"FW,MF"
26,Hristo Yanev,/en/players/74323643/Hristo-Yanev,74323643,Hristo-Yanev,bg BUL,"FW,MF"
27,Mustafa Kučuković,/en/players/9a9497e1/Mustafa-Kucukovic,9a9497e1,Mustafa-Kucukovic,de GER,FW
29,Danijel Ljuboja,/en/players/6352ab30/Danijel-Ljuboja,6352ab30,Danijel-Ljuboj,rs SRB,FW
30,Nicolas Dieuze,/en/players/57992d1e/Nicolas-Dieuze,57992d1e,Nicolas-Dieuz,fr FRA,MF
31,David Sauget,/en/players/139db2d0/David-Sauget,139db2d0,David-Sauget,fr FRA,DF
32,Daisuke Matsui,/en/players/c178b2e0/Daisuke-Matsui,c178b2e0,Daisuke-Matsui,jp JPN,"FW,MF"
33,Jody Viviani,/en/players/7d74fc84/Jody-Viviani,7d74fc84,Jody-Viviani,fr FRA,GK
34,Jean Calvé,/en/players/8111297a/Jean-Calve,8111297a,Jean-Calv,fr FRA,DF
35,Jimmy Juan,/en/players/d0447a50/Jimmy-Juan,d0447a50,Jimmy-Ju,fr FRA,MF
36,Laurent Macquet,/en/players/91e8a0cd/Laurent-Macquet,91e8a0cd,Laurent-Macquet,fr FRA,MF
37,Josip Tadić,/en/players/f0e9b3f2/Josip-Tadic,f0e9b3f2,Josip-Tadic,hr CRO,FW
38,François Marque,/en/players/47def789/Francois-Marque,47def789,Francois-Marqu,fr FRA,DF
39,Hugo Cianci,/en/players/cd8e0999/Hugo-Cianci,cd8e0999,Hugo-Cianci,fr FRA,"DF,MF"
40,Brice Maubleu,/en/players/5748ef07/Brice-Maubleu,5748ef07,Brice-Maubleu,fr FRA,GK
41,Saphir Taïder,/en/players/a12d0c05/Saphir-Taider,12d0c05,Saphir-Taid,dz ALG,MF
42,Jonathan Tinhan,/en/players/871fc5f8/Jonathan-Tinhan,871fc5f8,Jonathan-Tinh,bj BEN,"FW,MF"
43,Mehdi Bourabia,/en/players/0d077b88/Mehdi-Bourabia,0d077b88,Mehdi-Bourabi,ma MAR,MF
44,Sho Ito,/en/players/574a1298/Sho-Ito,574a1298,Sho-Ito,jp JPN,FW
45,Jacques Abardonado,/en/players/ecab07ee/Jacques-Abardonado,cab07ee,Jacques-Abardonado,fr FRA,DF
46,Jackson Mendy,/en/players/8394d48f/Jackson-Mendy,8394d48f,Jackson-Mend,sn SEN,DF
47,Atila Turan,/en/players/5c10ff85/Atila-Turan,5c10ff85,Atila-Tu,tr TUR,"DF,MF"
