Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Martin Pieckenhagen,de GER,GK,34,34,0.0,0.0,2002-2003,/en/players/ccfe52bd/Martin-Pieckenhagen,ccfe52bd,Hamburger-SV,"3,060",34.0,0.0,0.0,4,13.0,15813.0,Hamburger-SV
,Tomáš Ujfaluši,cz CZE,DF,31,31,0.0,2.0,2002-2003,/en/players/37d34e0a/Tomas-Ujfalusi,37d34e0a,Hamburger-SV,"2,752",30.6,5.0,1.0,4,84.0,2179.0,Hamburger-SV
,Milan Fukal,cz CZE,"DF,MF",28,27,1.0,2.0,2002-2003,/en/players/94c20a60/Milan-Fukal,94c20a60,Hamburger-SV,"2,445",27.2,4.0,0.0,4,84.0,15814.0,Hamburger-SV
,Nico-Jan Hoogma,nl NED,DF,27,27,0.0,1.0,2002-2003,/en/players/2d782ef7/Nico-Jan-Hoogma,2d782ef7,Hamburger-SV,"2,412",26.8,3.0,0.0,4,11.0,15815.0,Hamburger-SV
,Mehdi Mahdavikia,ir IRN,"DF,MF",26,26,14.0,2.0,2002-2003,/en/players/d048b174/Mehdi-Mahdavikia,d048b174,Hamburger-SV,"2,307",25.6,0.0,0.0,4,86.0,15816.0,Hamburger-SV
,Bernardo Romeo,ar ARG,FW,26,26,1.0,14.0,2002-2003,/en/players/d46625bb/Bernardo-Romeo,d46625bb,Hamburger-SV,"2,269",25.2,3.0,0.0,4,5.0,1580.0,Hamburger-SV
,Bernd Hollerbach,de GER,"DF,MF",25,25,3.0,0.0,2002-2003,/en/players/850d07eb/Bernd-Hollerbach,850d07eb,Hamburger-SV,"2,075",23.1,14.0,0.0,4,13.0,15817.0,Hamburger-SV
,Sergej Barbarez,ba BIH,"FW,MF",24,24,5.0,6.0,2002-2003,/en/players/ed3ba712/Sergej-Barbarez,d3ba712,Hamburger-SV,"2,054",22.8,7.0,2.0,4,49.0,15818.0,Hamburger-SV
,Marcel Maltritz,de GER,"DF,MF",23,23,0.0,1.0,2002-2003,/en/players/3580e8f6/Marcel-Maltritz,3580e8f6,Hamburger-SV,"1,972",21.9,5.0,0.0,4,13.0,15819.0,Hamburger-SV
,Rodolfo Cardoso,ar ARG,MF,22,21,3.0,3.0,2002-2003,/en/players/ab026a26/Rodolfo-Cardoso,b026a26,Hamburger-SV,"1,455",16.2,3.0,0.0,4,5.0,15820.0,Hamburger-SV
