Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,Ricardo Fuller,jm JAM,FW,33,24,1.0,11.0,2005-2006,c764fa54,Southampton,"2,247",25.0,7.0,1.0,126.0,127.0,6782.0,Southampton
,Nigel Quashie,sct SCO,MF,24,24,2.0,4.0,2005-2006,9b9a2d62,Southampton,"2,115",23.5,1.0,1.0,126.0,67.0,6772.0,Southampton
,Darren Powell,eng ENG,DF,25,24,0.0,1.0,2005-2006,86b61bb,Southampton,"2,028",22.5,6.0,0.0,126.0,6.0,6783.0,Southampton
,Djamel Belmadi,dz ALG,MF,22,21,2.0,3.0,2005-2006,fa0f8351,Southampton,"1,689",18.8,2.0,0.0,126.0,37.0,6784.0,Southampton
,Grzegorz Rasiak,pl POL,FW,19,18,2.0,6.0,2005-2006,b1808048,Southampton,"1,597",17.7,1.0,0.0,126.0,14.0,6785.0,Southampton
,Kenwyne Jones,tt TRI,FW,34,17,1.0,4.0,2005-2006,5f3b634e,Southampton,"1,609",17.9,0.0,0.0,126.0,123.0,6781.0,Southampton
,Chris Baird,nir NIR,"DF,MF",17,16,0.0,0.0,2005-2006,55fd8c81,Southampton,"1,459",16.2,3.0,0.0,126.0,121.0,6760.0,Southampton
,Nathan Dyer,eng ENG,"FW,MF",22,14,0.0,2.0,2005-2006,6dfd5af0,Southampton,"1,372",15.2,2.0,0.0,126.0,6.0,6786.0,Southampton
,David Prutton,eng ENG,MF,17,14,1.0,0.0,2005-2006,7123fdc0,Southampton,"1,291",14.3,2.0,0.0,126.0,6.0,6755.0,Southampton
,Theo Walcott,eng ENG,"FW,MF",21,13,1.0,4.0,2005-2006,1ecb65be,Southampton,"1,241",13.8,1.0,0.0,126.0,6.0,,Southampton
,Jim Brennan,ca CAN,"DF,MF",14,13,1.0,0.0,2005-2006,67b576b3,Southampton,"1,204",13.4,0.0,0.0,126.0,44.0,6787.0,Southampton
,Darren Kenton,eng ENG,DF,13,12,0.0,0.0,2005-2006,93040d46,Southampton,"1,079",12.0,3.0,0.0,126.0,6.0,6767.0,Southampton
,Rory Delap,ie IRL,MF,16,12,0.0,0.0,2005-2006,9b0dac73,Southampton,"1,068",11.9,1.0,1.0,126.0,99.0,6749.0,Southampton
,Kamil Kosowski,pl POL,MF,18,12,1.0,1.0,2005-2006,fdefe4c,Southampton,943,10.5,1.0,0.0,126.0,14.0,,Southampton
,Andrew Surman,eng ENG,MF,12,11,3.0,2.0,2005-2006,7d41b619,Southampton,"1,011",11.2,1.0,0.0,126.0,6.0,6788.0,Southampton
,Richard Chaplow,eng ENG,MF,11,11,0.0,1.0,2005-2006,66835431,Southampton,900,10.0,0.0,0.0,126.0,6.0,6789.0,Southampton
,Alexander Östlund,se SWE,DF,12,10,0.0,0.0,2005-2006,37075347,Southampton,860,9.6,3.0,0.0,126.0,41.0,6790.0,Southampton
,Paul Smith,eng ENG,GK,9,9,0.0,0.0,2005-2006,51551bec,Southampton,810,9.0,0.0,0.0,126.0,6.0,6776.0,Southampton
,Darren Potter,ie IRL,MF,10,8,1.0,0.0,2005-2006,fc561eff,Southampton,788,8.8,0.0,0.0,126.0,99.0,,Southampton
,Peter Madsen,dk DEN,FW,9,8,0.0,2.0,2005-2006,26c57f1,Southampton,608,6.8,1.0,0.0,126.0,7.0,6791.0,Southampton
,Dexter Blackstock,ag ATG,FW,19,7,0.0,3.0,2005-2006,803907c3,Southampton,820,9.1,1.0,0.0,126.0,135.0,6775.0,Southampton
,Neil McCann,sct SCO,MF,11,7,0.0,0.0,2005-2006,01ba4d73,Southampton,697,7.7,1.0,0.0,126.0,67.0,6765.0,Southampton
,Martin Cranie,eng ENG,DF,11,7,1.0,0.0,2005-2006,9e53837d,Southampton,655,7.3,1.0,0.0,126.0,6.0,6780.0,Southampton
,Kevin Miller,eng ENG,GK,7,7,0.0,0.0,2005-2006,0311ee41,Southampton,630,7.0,0.0,0.0,126.0,6.0,6792.0,Southampton
,Michael Svensson,se SWE,DF,7,7,1.0,0.0,2005-2006,123a0e8f,Southampton,630,7.0,1.0,0.0,126.0,41.0,6742.0,Southampton
,Bartosz Białkowski,pl POL,GK,5,5,0.0,0.0,2005-2006,4b5e809f,Southampton,450,5.0,0.0,0.0,126.0,14.0,6793.0,Southampton
,Marians Pahars,lv LVA,"FW,MF",8,5,0.0,1.0,2005-2006,bc95c25d,Southampton,410,4.6,1.0,0.0,126.0,66.0,6756.0,Southampton
,Matt Mills,eng ENG,DF,4,3,0.0,0.0,2005-2006,593f52b7,Southampton,294,3.3,1.0,0.0,126.0,6.0,6794.0,Southampton
,Gareth Bale,wls WAL,"FW,MF",2,2,0.0,0.0,2005-2006,58bb1e1,Southampton,180,2.0,0.0,0.0,126.0,18.0,117.0,Southampton
,David McGoldrick,ie IRL,"FW,MF",1,1,0.0,0.0,2005-2006,dbe56a33,Southampton,60,0.7,0.0,0.0,126.0,99.0,6803.0,Southampton
,﻿Chris Baird,nir NIR,"DF,MF",44,44,3.0,3.0,2006-2007,55fd8c81,Southampton,"3,915",43.5,5.0,0.0,126.0,121.0,6760.0,Southampton
,Jermaine Wright,eng ENG,"DF,MF",42,41,6.0,1.0,2006-2007,d9cb8eb,Southampton,"3,589",39.9,0.0,0.0,126.0,6.0,6795.0,Southampton
,Kelvin Davis,eng ENG,GK,38,38,0.0,0.0,2006-2007,33b6ee02,Southampton,"3,420",38.0,1.0,0.0,126.0,6.0,6796.0,Southampton
,Gareth Bale,wls WAL,"FW,MF",38,38,8.0,5.0,2006-2007,58bb1e1,Southampton,"3,374",37.5,4.0,0.0,126.0,18.0,117.0,Southampton
,Pelé,cv CPV,DF,37,34,1.0,1.0,2006-2007,c9c6b67c,Southampton,"3,103",34.5,5.0,0.0,126.0,85.0,6797.0,Southampton
,Claus Lundekvam,no NOR,DF,33,33,0.0,0.0,2006-2007,22de8419,Southampton,"2,795",31.1,6.0,0.0,126.0,21.0,6743.0,Southampton
,Grzegorz Rasiak,pl POL,FW,39,32,4.0,18.0,2006-2007,b1808048,Southampton,"2,797",31.1,1.0,0.0,126.0,14.0,6785.0,Southampton
,Rudi Skácel,cz CZE,MF,37,32,8.0,3.0,2006-2007,9c5ac02e,Southampton,"2,650",29.4,3.0,0.0,126.0,84.0,6798.0,Southampton
,Jhon Viáfara,co COL,MF,36,29,2.0,2.0,2006-2007,79344ebf,Southampton,"2,696",30.0,8.0,0.0,126.0,19.0,,Southampton
,Andrew Surman,eng ENG,MF,37,26,1.0,4.0,2006-2007,7d41b619,Southampton,"2,386",26.5,2.0,0.0,126.0,6.0,6788.0,Southampton
,Kenwyne Jones,tt TRI,FW,34,25,4.0,14.0,2006-2007,5f3b634e,Southampton,"2,081",23.1,1.0,1.0,126.0,123.0,6781.0,Southampton
,Iñigo Idiakez,es ESP,"FW,MF",24,20,0.0,2.0,2006-2007,caf38c72,Southampton,"1,613",17.9,5.0,0.0,126.0,1.0,,Southampton
,Chris Makin,eng ENG,DF,22,19,1.0,0.0,2006-2007,cb9ffc,Southampton,"1,796",20.0,1.0,0.0,126.0,6.0,6799.0,Southampton
,Alexander Östlund,se SWE,DF,20,17,1.0,0.0,2006-2007,37075347,Southampton,"1,700",18.9,3.0,0.0,126.0,41.0,6790.0,Southampton
,Bradley Wright-Phillips,eng ENG,FW,39,15,2.0,8.0,2006-2007,9bb42ab8,Southampton,"1,780",19.8,2.0,0.0,126.0,6.0,6800.0,Southampton
,Marek Saganowski,pl POL,FW,13,11,1.0,10.0,2006-2007,774cbfeb,Southampton,911,10.1,1.0,0.0,126.0,14.0,6801.0,Southampton
,Nathan Dyer,eng ENG,"FW,MF",18,10,3.0,0.0,2006-2007,6dfd5af0,Southampton,812,9.0,1.0,0.0,126.0,6.0,6786.0,Southampton
,Djamel Belmadi,dz ALG,MF,14,9,1.0,0.0,2006-2007,fa0f8351,Southampton,860,9.6,2.0,0.0,126.0,37.0,6784.0,Southampton
,Danny Guthrie,eng ENG,MF,10,8,2.0,0.0,2006-2007,fff10a46,Southampton,764,8.5,0.0,0.0,126.0,6.0,,Southampton
,Bartosz Białkowski,pl POL,GK,8,8,0.0,0.0,2006-2007,4b5e809f,Southampton,720,8.0,0.0,0.0,126.0,14.0,6793.0,Southampton
,Darren Powell,eng ENG,DF,8,8,0.0,0.0,2006-2007,86b61bb,Southampton,641,7.1,2.0,0.0,126.0,6.0,6783.0,Southampton
,Mario Lička,cz CZE,MF,15,7,1.0,1.0,2006-2007,32d77282,Southampton,748,8.3,3.0,0.0,126.0,84.0,6802.0,Southampton
,Leon Best,ie IRL,FW,9,6,1.0,4.0,2006-2007,0780ab75,Southampton,469,5.2,1.0,0.0,126.0,99.0,,Southampton
,David McGoldrick,ie IRL,"FW,MF",9,1,0.0,0.0,2006-2007,dbe56a33,Southampton,183,2.0,0.0,0.0,126.0,99.0,6803.0,Southampton
,David Prutton,eng ENG,MF,3,1,0.0,1.0,2006-2007,7123fdc0,Southampton,133,1.5,0.0,0.0,126.0,6.0,6755.0,Southampton
,Adam Lallana,eng ENG,"FW,MF",1,1,0.0,0.0,2006-2007,99813635,Southampton,45,0.5,0.0,0.0,126.0,6.0,,Southampton
,﻿Youssef Safri,ma MAR,MF,37,37,4.0,0.0,2007-2008,96c42690,Southampton,"3,275",36.4,5.0,2.0,126.0,26.0,6804.0,Southampton
,Kelvin Davis,eng ENG,GK,35,35,0.0,0.0,2007-2008,33b6ee02,Southampton,"3,105",34.5,0.0,0.0,126.0,6.0,6796.0,Southampton
,Andrew Surman,eng ENG,MF,40,35,5.0,2.0,2007-2008,7d41b619,Southampton,"3,044",33.8,2.0,0.0,126.0,6.0,6788.0,Southampton
,Stern John,tt TRI,FW,40,35,3.0,19.0,2007-2008,4e2ac24,Southampton,"2,962",32.9,2.0,1.0,126.0,123.0,6805.0,Southampton
,Jermaine Wright,eng ENG,"DF,MF",36,33,3.0,0.0,2007-2008,d9cb8eb,Southampton,"3,009",33.4,1.0,0.0,126.0,6.0,6795.0,Southampton
,Jason Euell,jm JAM,"FW,MF",38,31,3.0,3.0,2007-2008,d97fe8bd,Southampton,"2,919",32.4,2.0,0.0,126.0,127.0,6806.0,Southampton
,Jhon Viáfara,co COL,MF,40,30,3.0,3.0,2007-2008,79344ebf,Southampton,"2,880",32.0,7.0,0.0,126.0,19.0,,Southampton
,Wayne Thomas,eng ENG,"DF,MF",30,29,0.0,0.0,2007-2008,29144dc2,Southampton,"2,563",28.5,2.0,0.0,126.0,6.0,6807.0,Southampton
,Bradley Wright-Phillips,eng ENG,FW,39,27,4.0,8.0,2007-2008,9bb42ab8,Southampton,"2,307",25.6,1.0,0.0,126.0,6.0,6800.0,Southampton
,Andrew Davies,eng ENG,DF,23,22,1.0,0.0,2007-2008,8912dc31,Southampton,"1,891",21.0,2.0,0.0,126.0,6.0,6808.0,Southampton
,Grégory Vignal,fr FRA,DF,20,20,0.0,3.0,2007-2008,5027d998,Southampton,"1,673",18.6,5.0,1.0,126.0,4.0,,Southampton
,Nathan Dyer,eng ENG,"FW,MF",17,15,6.0,1.0,2007-2008,6dfd5af0,Southampton,"1,340",14.9,2.0,0.0,126.0,6.0,6786.0,Southampton
,Marek Saganowski,pl POL,FW,30,14,2.0,3.0,2007-2008,774cbfeb,Southampton,"1,340",14.9,1.0,0.0,126.0,14.0,6801.0,Southampton
,Iñigo Idiakez,es ESP,"FW,MF",21,14,4.0,1.0,2007-2008,caf38c72,Southampton,"1,229",13.7,4.0,0.0,126.0,1.0,,Southampton
,Grzegorz Rasiak,pl POL,FW,23,13,1.0,6.0,2007-2008,b1808048,Southampton,"1,237",13.7,3.0,0.0,126.0,14.0,6785.0,Southampton
,Rudi Skácel,cz CZE,MF,16,13,0.0,1.0,2007-2008,9c5ac02e,Southampton,"1,223",13.6,0.0,0.0,126.0,84.0,6798.0,Southampton
,Adam Hammill,eng ENG,"FW,MF",25,12,2.0,0.0,2007-2008,ffd4896e,Southampton,"1,164",12.9,1.0,0.0,126.0,6.0,6809.0,Southampton
,Philip Ifil,eng ENG,DF,12,11,1.0,0.0,2007-2008,37b04be1,Southampton,"1,035",11.5,1.0,0.0,126.0,6.0,6810.0,Southampton
,Christian Dailly,sct SCO,DF,11,11,0.0,0.0,2007-2008,0210c453,Southampton,990,11.0,0.0,0.0,126.0,67.0,6811.0,Southampton
,Alan Bennett,ie IRL,DF,10,10,0.0,0.0,2007-2008,46a58262,Southampton,900,10.0,0.0,0.0,126.0,99.0,6812.0,Southampton
,Mario Lička,cz CZE,MF,12,10,2.0,0.0,2007-2008,32d77282,Southampton,856,9.5,1.0,0.0,126.0,84.0,6802.0,Southampton
,Darren Powell,eng ENG,DF,10,10,0.0,1.0,2007-2008,86b61bb,Southampton,786,8.7,2.0,0.0,126.0,6.0,6783.0,Southampton
