Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿César Cruchaga,/en/players/a8ba9d44/Cesar-Cruchaga,8ba9d44,Cesar-Cruchag,es ESP,DF,Osasuna
1,Antonio López,/en/players/e55190d5/Antonio-Lopez,55190d5,Antonio-Lopez,es ESP,"DF,MF",Osasuna
2,Ricardo Sanzol,/en/players/1aa419de/Ricardo-Sanzol,1aa419de,Ricardo-Sanzo,es ESP,GK,Osasuna
3,Iván Rosado,/en/players/21bbfc0b/Ivan-Rosado,21bbfc0b,Ivan-Rosado,es ESP,FW,Osasuna
4,Francisco Puñal,/en/players/408ec22e/Francisco-Punal,408ec22e,Francisco-Pu,es ESP,MF,Osasuna
5,Gerardo Rivero,/en/players/fec0ded5/Gerardo-Rivero,fec0ded5,Gerardo-Rivero,ar ARG,MF,Osasuna
6,José Manuel Mateo,/en/players/d7458f0a/Jose-Manuel-Mateo,d7458f0a,Jose-Manuel-Mateo,es ESP,DF,Osasuna
7,John Aloisi,/en/players/747e3a0d/John-Aloisi,747e3a0d,John-Aloisi,au AUS,FW,Osasuna
8,Alfredo,/en/players/f150686a/Alfredo,f150686a,Alfredo,es ESP,MF,Osasuna
9,Josetxo,/en/players/c1a297b4/Josetxo,c1a297b4,Josetxo,es ESP,DF,Osasuna
10,Pablo García,/en/players/911299ca/Pablo-Garcia,911299ca,Pablo-Garci,uy URU,"DF,MF",Osasuna
11,Moha,/en/players/e3d09e03/Moha,3d09e03,Moh,ma MAR,"DF,FW",Osasuna
12,Leonel Gancedo,/en/players/cc525f3d/Leonel-Gancedo,cc525f3d,Leonel-Gancedo,ar ARG,MF,Osasuna
13,José Manuel Yanguas,/en/players/ae3a7b7e/Jose-Manuel-Yanguas,3a7b7e,Jose-Manuel-Yangu,es ESP,DF,Osasuna
14,José Izquierdo,/en/players/f6a5a723/Jose-Izquierdo,f6a5a723,Jose-Izquierdo,es ESP,DF,Osasuna
15,Valdo,/en/players/5d34e206/Valdo,5d34e206,Valdo,cv CPV,"FW,MF",Osasuna
16,Iñaki Muñoz,/en/players/47a19ca1/Inaki-Munoz,47a19ca1,Inaki-Munoz,es ESP,MF,Osasuna
17,Christian Manfredini,/en/players/339ae404/Christian-Manfredini,339ae404,Christian-Manfredini,ci CIV,MF,Osasuna
18,Richard Morales,/en/players/6ec5c12a/Richard-Morales,6ec5c12a,Richard-Mo,uy URU,FW,Osasuna
19,Manuel Vidrio,/en/players/902aa75f/Manuel-Vidrio,902aa75f,Manuel-Vidrio,mx MEX,DF,Osasuna
20,Juan Carlos Unzué,/en/players/d3cfa24a/Juan-Carlos-Unzue,d3cfa24a,Juan-Carlos-Unzu,es ESP,GK,Osasuna
21,Paqui,/en/players/cf8ddf0b/Paqui,cf8ddf0b,Paqui,es ESP,DF,Osasuna
22,César Palacios,/en/players/dc32054b/Cesar-Palacios,dc32054b,Cesar-Palacio,es ESP,MF,Osasuna
23,Gorka Brit,/en/players/18fea665/Gorka-Brit,18fea665,Gorka-Brit,es ESP,FW,Osasuna
24,Carlos Ochoa,/en/players/cfc2e8c9/Carlos-Ochoa,cfc2e8c9,Carlos-Ocho,mx MEX,FW,Osasuna
25,Gorka de Carlos,/en/players/d0ebf2ea/Gorka-de-Carlos,d0ebf2ea,Gorka-de-Carlo,es ESP,FW,Osasuna
26,Ángel Lekumberri,/en/players/a7f69653/Angel-Lekumberri,7f69653,Angel-Lekumberri,es ESP,MF,Osasuna
28,Ibrahima Bakayoko,/en/players/db4c20fe/Ibrahima-Bakayoko,db4c20fe,Ibrahima-Bakayoko,ci CIV,FW,Osasuna
29,Pierre Webó,/en/players/3d6f05ea/Pierre-Webo,3d6f05ea,Pierre-Webo,cm CMR,FW,Osasuna
30,Gorka García,/en/players/07adf7c8/Gorka-Garcia,07adf7c8,Gorka-Garci,es ESP,DF,Osasuna
31,Carlos Cuéllar,/en/players/1222ab35/Carlos-Cuellar,1222ab35,Carlos-Cu,es ESP,DF,Osasuna
32,Juan Elía,/en/players/50ce646b/Juan-Elia,50ce646b,Juan-Eli,es ESP,GK,Osasuna
33,Unai Expósito,/en/players/3aca2200/Unai-Exposito,3aca2200,Unai-Exposito,es ESP,DF,Osasuna
34,Julio César Pinheiro,/en/players/669d5615/Julio-Cesar-Pinheiro,669d5615,Julio-Cesar-Pinheiro,br BRA,MF,Osasuna
35,Juan Ángel Seguro,/en/players/241f0a81/Juan-Angel-Seguro,241f0a81,Juan-Angel-Seguro,mx MEX,MF,Osasuna
36,Savo Milošević,/en/players/bab73c39/Savo-Milosevic,bab73c39,Savo-Milosevic,rs SRB,FW,Osasuna
37,Ludovic Delporte,/en/players/7c2c4c3e/Ludovic-Delporte,7c2c4c3e,Ludovic-Delport,fr FRA,MF,Osasuna
38,Juan Manuel Ortiz,/en/players/77513881/Juan-Manuel-Ortiz,77513881,Juan-Manuel-Ortiz,es ESP,"DF,MF",Osasuna
39,Rafael Clavero,/en/players/1590d66a/Rafael-Clavero,1590d66a,Rafael-Clavero,es ESP,DF,Osasuna
40,David López,/en/players/a698164e/David-Lopez,698164e,David-Lopez,es ESP,MF,Osasuna
41,Miguel Flaño,/en/players/1662668d/Miguel-Flano,1662668d,Miguel-Flano,es ESP,DF,Osasuna
42,Raúl García,/en/players/b418dbd4/Raul-Garcia,b418dbd4,Raul-Garci,es ESP,"FW,MF",Osasuna
44,Ricardo,/en/players/2fe713ed/Ricardo,2fe713ed,Ricardo,es ESP,GK,Osasuna
45,Javier Flaño,/en/players/8e9ccfb8/Javier-Flano,8e9ccfb8,Javier-Flano,es ESP,DF,Osasuna
46,Bernardo Romeo,/en/players/d46625bb/Bernardo-Romeo,d46625bb,Bernardo-Romeo,ar ARG,FW,Osasuna
47,Enrique Corrales,/en/players/a8dbcf66/Enrique-Corrales,8dbcf66,Enrique-Co,es ESP,DF,Osasuna
48,Marcelo Sosa,/en/players/08ada3d0/Marcelo-Sosa,08ada3d0,Marcelo-So,uy URU,MF,Osasuna
49,Fran Moreno,/en/players/12096092/Fran-Moreno,12096092,Fran-Moreno,es ESP,MF,Osasuna
50,Roberto Soldado,/en/players/9d66fbe3/Roberto-Soldado,9d66fbe3,Roberto-Soldado,es ESP,FW,Osasuna
51,Javad Nekounam,/en/players/baccd726/Javad-Nekounam,baccd726,Javad-Nekounam,ir IRN,MF,Osasuna
52,Juanfran,/en/players/cfd8d664/Juanfran,cfd8d664,Juanf,es ESP,"DF,MF",Osasuna
53,Nacho Monreal,/en/players/d4cb83cc/Nacho-Monreal,d4cb83cc,Nacho-Mo,es ESP,DF,Osasuna
54,Juanlu,/en/players/94b88487/Juanlu,94b88487,Juanlu,es ESP,MF,Osasuna
55,Héctor Font,/en/players/9982593d/Hector-Font,9982593d,Hector-Font,es ESP,MF,Osasuna
56,Jon Erice,/en/players/39da8b1f/Jon-Erice,39da8b1f,Jon-Eric,es ESP,MF,Osasuna
57,Enrique Sola,/en/players/bef2e50e/Enrique-Sola,bef2e50e,Enrique-So,es ESP,FW,Osasuna
58,César Azpilicueta,/en/players/53cad200/Cesar-Azpilicueta,53cad200,Cesar-Azpilicuet,es ESP,"DF,MF",Osasuna
59,Jokin Esparza,/en/players/04db7b72/Jokin-Esparza,04db7b72,Jokin-Esparz,es ESP,"FW,MF",Osasuna
60,Jaroslav Plašil,/en/players/516dc25b/Jaroslav-Plasil,516dc25b,Jaroslav-Plasi,cz CZE,MF,Osasuna
61,Carlos Vela,/en/players/e0cd04e0/Carlos-Vela,0cd04e0,Carlos-V,mx MEX,"FW,MF",Osasuna
62,Javi García,/en/players/167c1bb0/Javi-Garcia,167c1bb0,Javi-Garci,es ESP,"DF,MF",Osasuna
63,Dady,/en/players/00d9c74d/Dady,00d9c74d,Dad,cv CPV,FW,Osasuna
64,Xavier Margairaz,/en/players/6335f692/Xavier-Margairaz,6335f692,Xavier-Margairaz,ch SUI,MF,Osasuna
65,Martín Astudillo,/en/players/fda30cfc/Martin-Astudillo,fda30cfc,Martin-Astudillo,ar ARG,MF,Osasuna
66,Javier Portillo,/en/players/99058498/Javier-Portillo,99058498,Javier-Portillo,es ESP,FW,Osasuna
67,Walter Pandiani,/en/players/11899bb1/Walter-Pandiani,11899bb1,Walter-Pandiani,uy URU,FW,Osasuna
68,Hugo Viana,/en/players/9a5542cc/Hugo-Viana,9a5542cc,Hugo-Vi,pt POR,MF,Osasuna
69,Andrés Fernández,/en/players/307fcd26/Andres-Fernandez,307fcd26,Andres-Fernandez,es ESP,GK,Osasuna
70,Ion Echaide,/en/players/2ad367bb/Ion-Echaide,2ad367bb,Ion-Echaid,es ESP,DF,Osasuna
71,Roberto,/en/players/95cf42ac/Roberto,95cf42ac,Roberto,es ESP,GK,Osasuna
72,Masoud Shojaei,/en/players/a898d91e/Masoud-Shojaei,898d91e,Masoud-Shojaei,ir IRN,MF,Osasuna
73,Sergio,/en/players/7688c579/Sergio,7688c579,Sergio,es ESP,DF,Osasuna
74,Krisztián Vadócz,/en/players/b4b0e333/Krisztian-Vadocz,b4b0e333,Krisztian-Vadocz,hu HUN,MF,Osasuna
75,Rovérsio,/en/players/ba50a22c/Roversio,ba50a22c,Roversio,br BRA,DF,Osasuna
76,Santiago Ezquerro,/en/players/c836203d/Santiago-Ezquerro,c836203d,Santiago-Ezquerro,es ESP,FW,Osasuna
77,Antonio Hidalgo,/en/players/b5b88d6c/Antonio-Hidalgo,b5b88d6c,Antonio-Hidalgo,es ESP,MF,Osasuna
78,Sunny,/en/players/1eb38665/Sunny,1eb38665,Su,ng NGA,MF,Osasuna
79,Rúper,/en/players/570c4db3/Ruper,570c4db3,Ru,es ESP,MF,Osasuna
80,Javier Camuñas,/en/players/bbc1db07/Javier-Camunas,bbc1db07,Javier-Camu,es ESP,"FW,MF",Osasuna
81,Carlos Aranda,/en/players/2b60c45d/Carlos-Aranda,2b60c45d,Carlos-Arand,es ESP,FW,Osasuna
82,Javier Calleja,/en/players/3c99e7de/Javier-Calleja,3c99e7de,Javier-Callej,es ESP,MF,Osasuna
83,Jorge Galán,/en/players/aeaee48a/Jorge-Galan,48a,Jorge-G,es ESP,FW,Osasuna
84,Alan Baró,/en/players/44bdd1f9/Alan-Baro,44bdd1f9,Alan-Baro,es ESP,"DF,MF",Osasuna
85,Nélson Marcos,/en/players/d0d41afb/Nelson-Marcos,d0d41afb,Nelson-Marco,pt POR,DF,Osasuna
86,Lolo,/en/players/31c71140/Lolo,31c71140,Lolo,es ESP,"DF,MF",Osasuna
87,Fernando Soriano,/en/players/1aa72854/Fernando-Soriano,1aa72854,Fernando-Soriano,es ESP,MF,Osasuna
88,Damià Abella,/en/players/e35b4a15/Damia-Abella,35b4a15,Damia-Ab,es ESP,"DF,MF",Osasuna
89,Álvaro Cejudo,/en/players/a39b23eb/Alvaro-Cejudo,39b23eb,Alvaro-Cejudo,es ESP,MF,Osasuna
90,Ferran Corominas,/en/players/46d0c528/Ferran-Corominas,46d0c528,Ferran-Coromi,es ESP,"FW,MF",Osasuna
91,Oier Sanjurjo,/en/players/466824fb/Oier-Sanjurjo,466824fb,Oier-Sanjurjo,es ESP,"DF,MF",Osasuna
92,David Timor,/en/players/174651c8/David-Timor,174651c8,David-Timo,es ESP,"DF,MF",Osasuna
93,Xavi Annunziata,/en/players/e146dbda/Xavi-Annunziata,146dbda,Xavi-Annunziat,es ESP,"FW,MF",Osasuna
94,Nino,/en/players/03dc5b1f/Nino,03dc5b1f,Nino,es ESP,"FW,MF",Osasuna
95,Marc Bertrán,/en/players/89a12cef/Marc-Bertran,89a12cef,Marc-Bert,es ESP,DF,Osasuna
96,Roland Lamah,/en/players/336a36fb/Roland-Lamah,336a36fb,Roland-Lamah,be BEL,"FW,MF",Osasuna
97,Ibrahima Baldé,/en/players/573b6680/Ibrahima-Balde,573b6680,Ibrahima-Bald,sn SEN,FW,Osasuna
98,Jukka Raitala,/en/players/67b054d1/Jukka-Raitala,67b054d1,Jukka-Rait,fi FIN,DF,Osasuna
99,Eneko Satrústegui,/en/players/b7ce700f/Eneko-Satrustegui,b7ce700f,Eneko-Satrustegui,es ESP,DF,Osasuna
100,Dejan Lekić,/en/players/f73b1a65/Dejan-Lekic,f73b1a65,Dejan-Lekic,rs SRB,FW,Osasuna
101,Rubén,/en/players/d0c06281/Ruben,d0c06281,Rub,es ESP,DF,Osasuna
102,Raoul Loé,/en/players/afcf961b/Raoul-Loe,fcf961b,Raoul-Lo,cm CMR,MF,Osasuna
103,Manuel Onwu,/en/players/344376b6/Manuel-Onwu,344376b6,Manuel-Onwu,es ESP,FW,Osasuna
104,Asier Riesgo,/en/players/581c5276/Asier-Riesgo,581c5276,Asier-Riesgo,es ESP,GK,Osasuna
105,Roberto Torres,/en/players/d733aa38/Roberto-Torres,d733aa38,Roberto-To,es ESP,MF,Osasuna
106,Marcos,/en/players/b2b79f32/Marcos,b2b79f32,Marco,es ESP,DF,Osasuna
107,Alejandro Arribas,/en/players/cc29324e/Alejandro-Arribas,cc29324e,Alejandro-Arrib,es ESP,DF,Osasuna
108,Emiliano Armenteros,/en/players/66475fb9/Emiliano-Armenteros,66475fb9,Emiliano-Armentero,ar ARG,MF,Osasuna
109,Nano,/en/players/51fbb7e2/Nano,51fbb7e2,Nano,es ESP,"DF,FW",Osasuna
110,Miguel de las Cuevas,/en/players/2e1cf3d2/Miguel-de-las-Cuevas,2e1cf3d2,Miguel-de-las-Cuev,es ESP,MF,Osasuna
111,Francisco Silva,/en/players/11d68e60/Francisco-Silva,11d68e60,Francisco-Silv,cl CHI,"DF,MF",Osasuna
112,Sisi,/en/players/add7ec92/Sisi,dd7ec92,Sisi,es ESP,"FW,MF",Osasuna
113,Joseba Llorente,/en/players/ddb98947/Joseba-Llorente,ddb98947,Joseba-Llorent,es ESP,FW,Osasuna
114,Anthony Annan,/en/players/1c524d4a/Anthony-Annan,1c524d4a,Anthony-A,gh GHA,MF,Osasuna
115,Unai García,/en/players/4a633cfe/Unai-Garcia,4a633cfe,Unai-Garci,es ESP,DF,Osasuna
116,Maikel Mesa,/en/players/2afb7b21/Maikel-Mesa,2afb7b21,Maikel-M,es ESP,MF,Osasuna
117,Oriol Riera,/en/players/ed742ed9/Oriol-Riera,d742ed9,Oriol-Ri,es ESP,FW,Osasuna
118,Jordan Lotiès,/en/players/64864d05/Jordan-Loties,64864d05,Jordan-Loti,fr FRA,DF,Osasuna
119,Joan Oriol,/en/players/7ccb2ef6/Joan-Oriol,7ccb2ef6,Joan-Orio,es ESP,DF,Osasuna
120,Javier Acuña,/en/players/993ff7aa/Javier-Acuna,993ff7aa,Javier-Acu,py PAR,FW,Osasuna
121,José Ariel Núñez,/en/players/c98a821e/Jose-Ariel-Nunez,c98a821e,Jose-Ariel-Nunez,py PAR,"FW,MF",Osasuna
122,Cristian Lobato,/en/players/a7ac9c6d/Cristian-Lobato,7ac9c6d,Cristian-Lobato,es ESP,"FW,MF",Osasuna
123,José García,/en/players/9463b38c/Jose-Garcia,9463b38c,Jose-Garci,es ESP,"FW,MF",Osasuna
124,David García,/en/players/3e42f707/David-Garcia,3e42f707,David-Garci,es ESP,"DF,MF",Osasuna
125,Nikola Vujadinović,/en/players/c6b17f4f/Nikola-Vujadinovic,c6b17f4f,Nikola-Vujadinovic,me MNE,DF,Osasuna
126,Mikel Merino,/en/players/d080ed5e/Mikel-Merino,d080ed5e,Mikel-Merino,es ESP,MF,Osasuna
127,Roberto Santamaría,/en/players/bca21ef3/Roberto-Santamaria,bca21ef3,Roberto-Santamari,es ESP,GK,Osasuna
128,Cedrick Mabwati,/en/players/6518bc18/Cedrick-Mabwati,6518bc18,Cedrick-Mabwati,cd COD,"FW,MF",Osasuna
129,Kenan Kodro,/en/players/e82d2807/Kenan-Kodro,82d2807,Kenan-Kodro,ba BIH,FW,Osasuna
130,Liassine Cadamuro,/en/players/e3a83cb9/Liassine-Cadamuro,3a83cb9,Liassine-Cadamuro,dz ALG,DF,Osasuna
131,Karim Ansarifard,/en/players/50cddd19/Karim-Ansarifard,50cddd19,Karim-Ansarifard,ir IRN,FW,Osasuna
132,Miguel Olavide,/en/players/4bed972b/Miguel-Olavide,4bed972b,Miguel-Olavid,es ESP,MF,Osasuna
133,Álex Berenguer,/en/players/dc1c2fce/Alex-Berenguer,dc1c2fce,Alex-Berengu,es ESP,"FW,MF",Osasuna
134,Pablo Hervías,/en/players/ba5a9545/Pablo-Hervias,ba5a9545,Pablo-Hervi,es ESP,MF,Osasuna
135,Yoel Sola,/en/players/ff9b498c/Yoel-Sola,ff9b498c,Yoel-So,es ESP,MF,Osasuna
136,Aitor Buñuel,/en/players/6555c592/Aitor-Bunuel,6555c592,Aitor-Bunu,es ESP,DF,Osasuna
137,Kike Barja,/en/players/aad53e64/Kike-Barja,d53e64,Kike-Barj,es ESP,MF,Osasuna
138,Jokin Ezkieta,/en/players/0f7dbaf6/Jokin-Ezkieta,0f7dbaf6,Jokin-Ezkiet,es ESP,GK,Osasuna
139,De Frutos,/en/players/18454316/De-Frutos,18454316,De-Fruto,es ESP,DF,Osasuna
140,Antonio Otegui,/en/players/b7d5bc5e/Antonio-Otegui,b7d5bc5e,Antonio-Otegui,es ESP,MF,Osasuna
141,Juan Pérez,/en/players/8f29e08b/Juan-Perez,8f29e08b,Juan-Perez,es ESP,GK,Osasuna
142,Alexander Satrústegui,/en/players/800ae875/Alexander-Satrustegui,800ae875,Alexander-Satrustegui,es ESP,FW,Osasuna
143,﻿Nauzet Pérez,/en/players/d7ffd345/Nauzet-Perez,d7ffd345,Nauzet-Perez,es ESP,GK,Osasuna
144,Tano Bonnín,/en/players/1a6f612d/Tano-Bonnin,1a6f612d,Tano-Bonni,do DOM,DF,Osasuna
145,Matej Pučko,/en/players/4078b9b1/Matej-Pucko,4078b9b1,Matej-Pucko,si SVN,"FW,MF",Osasuna
146,Urko Vera,/en/players/d8cf0115/Urko-Vera,d8cf0115,Urko-V,es ESP,FW,Osasuna
147,Manuel,/en/players/b43437c4/Manuel,b43437c4,Manu,es ESP,MF,Osasuna
148,Luís Martins,/en/players/56b7c09b/Luis-Martins,56b7c09b,Luis-Marti,pt POR,DF,Osasuna
149,Bogdan Milić,/en/players/cfd0299b/Bogdan-Milic,cfd0299b,Bogdan-Milic,me MNE,FW,Osasuna
150,Javi Martínez,/en/players/7a2ea84d/Javi-Martinez,7a2ea84d,Javi-Martinez,es ESP,FW,Osasuna
151,Adrián Cruz,/en/players/c39bc7cb/Adrian-Cruz,c39bc7cb,Adrian-Cruz,es ESP,MF,Osasuna
152,Álex Sánchez,/en/players/927c7264/Alex-Sanchez,927c7264,Alex-Sanchez,es ESP,FW,Osasuna
153,Miguel Díaz,/en/players/4fc0311a/Miguel-Diaz,4fc0311a,Miguel-Diaz,es ESP,MF,Osasuna
154,Mario Fernández,/en/players/02c89cb6/Mario-Fernandez,02c89cb6,Mario-Fernandez,es ESP,GK,Osasuna
155,Sergio León,/en/players/0a0cc13c/Sergio-Leon,0a0cc13c,Sergio-Leo,es ESP,FW,Osasuna
156,Goran Čaušić,/en/players/6938d79b/Goran-Causic,6938d79b,Goran-Causic,rs SRB,MF,Osasuna
157,Carlos Clerc,/en/players/33a61a52/Carlos-Clerc,33a61a52,Carlos-Clerc,es ESP,"DF,MF",Osasuna
158,Salvatore Sirigu,/en/players/10dc46f0/Salvatore-Sirigu,10dc46f0,Salvatore-Sirigu,it ITA,GK,Osasuna
159,Juan Rafael Fuentes,/en/players/5b54a75f/Juan-Rafael-Fuentes,5b54a75f,Juan-Rafael-Fuent,es ESP,DF,Osasuna
160,Fausto Tienza,/en/players/039783d3/Fausto-Tienza,039783d3,Fausto-Tienz,es ESP,MF,Osasuna
161,Jaime Romero,/en/players/e28205f4/Jaime-Romero,28205f4,Jaime-Romero,es ESP,"MF,FW",Osasuna
162,Emmanuel Rivière,/en/players/2bae5658/Emmanuel-Riviere,2bae5658,Emmanuel-Rivi,fr FRA,"FW,MF",Osasuna
163,Imanol García,/en/players/a90ed68c/Imanol-Garcia,90ed68c,Imanol-Garci,es ESP,"MF,DF",Osasuna
164,Jhon Steven,/en/players/c67b3538/Jhon-Steven,c67b3538,Jhon-Stev,co COL,DF,Osasuna
165,Iván Márquez,/en/players/691d6a54/Ivan-Marquez,691d6a54,Ivan-Marquez,es ESP,DF,Osasuna
166,Didier Digard,/en/players/557f1466/Didier-Digard,557f1466,Didier-Digard,fr FRA,MF,Osasuna
167,Álvaro Fernández,/en/players/f127d782/Alvaro-Fernandez,f127d782,Alvaro-Fernandez,es ESP,GK,Osasuna
168,Luis Perea,/en/players/8dc6dbb3/Luis-Perea,8dc6dbb3,Luis-P,es ESP,MF,Osasuna
169,Javi Álamo,/en/players/ffd69308/Javi-Alamo,ffd69308,Javi-Alamo,es ESP,"FW,MF",Osasuna
170,﻿Sergio Herrera,/en/players/a4995f48/Sergio-Herrera,4995f48,Sergio-H,es ESP,GK,Osasuna
171,Lillo,/en/players/476ca810/Lillo,476ca810,Lillo,es ESP,DF,Osasuna
172,Quique,/en/players/c966fce1/Quique,c966fce1,Quiqu,es ESP,"FW,MF",Osasuna
173,Lucas Torró,/en/players/0e4fef6e/Lucas-Torro,0e4fef6e,Lucas-Torro,es ESP,MF,Osasuna
174,Fran Mérida,/en/players/0e50f929/Fran-Merida,0e50f929,Fran-Merid,es ESP,MF,Osasuna
175,David Rodríguez,/en/players/bae862bf/David-Rodriguez,bae862bf,David-Rodriguez,es ESP,"FW,MF",Osasuna
176,Aridane Hernández,/en/players/132ac341/Aridane-Hernandez,132ac341,Aridane-Hernandez,gq EQG,DF,Osasuna
177,Borja Lasso,/en/players/d9faee7e/Borja-Lasso,d9faee7e,Borja-Lasso,es ESP,MF,Osasuna
178,Sebas Coris,/en/players/b18da471/Sebas-Coris,b18da471,Sebas-Cori,es ESP,MF,Osasuna
179,Joaquín Arzura,/en/players/0eeb0b2f/Joaquin-Arzura,0eeb0b2f,Joaquin-Arzu,ar ARG,MF,Osasuna
180,Robert Ibáñez,/en/players/c7429db3/Robert-Ibanez,c7429db3,Robert-Ibanez,es ESP,MF,Osasuna
181,Mateo García,/en/players/62db2015/Mateo-Garcia,62db2015,Mateo-Garci,ar ARG,MF,Osasuna
182,Manu Herrera,/en/players/ad2acc39/Manu-Herrera,d2acc39,Manu-H,es ESP,GK,Osasuna
183,Rubén García,/en/players/5c96b017/Ruben-Garcia,5c96b017,Ruben-Garci,es ESP,"MF,FW",Osasuna
184,Rubén,/en/players/24279b8b/Ruben,24279b8b,Rub,es ESP,GK,Osasuna
185,Nacho Vidal,/en/players/3a9c4b7b/Nacho-Vidal,3a9c4b7b,Nacho-Vid,es ESP,DF,Osasuna
186,Juan Villar,/en/players/c33ee247/Juan-Villar,c33ee247,Juan-Vi,es ESP,"FW,MF",Osasuna
187,Brandon,/en/players/3e016e5a/Brandon,3e016e5a,Brando,es ESP,"FW,MF",Osasuna
