Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Juan Luis Mora,es ESP,GK,41,41,0,0,2002-2003,/en/players/2e1a7599/Juan-Luis-Mora,2e1a7599,Xerez,"3,679",40.9,1,0,68,1.0,905,Xerez
,Gerard Autet,es ESP,DF,39,39,0,0,2002-2003,/en/players/1bee98e6/Gerard-Autet,1bee98e6,Xerez,"3,479",38.7,12,0,68,1.0,4717,Xerez
,Vicente Moreno,es ESP,MF,38,38,3,1,2002-2003,/en/players/f4b2f713/Vicente-Moreno,f4b2f713,Xerez,"3,396",37.7,11,2,68,1.0,4919,Xerez
,Jesule,es ESP,DF,36,36,3,1,2002-2003,/en/players/83c1aaf2/Jesule,83c1aaf2,Xerez,"3,217",35.7,10,1,68,1.0,2330,Xerez
,Luis Rubiales,es ESP,DF,37,35,3,0,2002-2003,/en/players/a543fb98/Luis-Rubiales,543fb98,Xerez,"3,132",34.8,6,1,68,1.0,4111,Xerez
,Ariel Zárate,ar ARG,"FW,MF",38,35,6,11,2002-2003,/en/players/9c670adf/Ariel-Zarate,9c670adf,Xerez,"2,891",32.1,5,1,68,5.0,4920,Xerez
,José María Mena,es ESP,FW,39,28,4,8,2002-2003,/en/players/bc2150cb/Jose-Maria-Mena,bc2150cb,Xerez,"2,690",29.9,6,0,68,1.0,3293,Xerez
,Antonio González,es ESP,DF,29,26,1,1,2002-2003,/en/players/89f9eead/Antonio-Gonzalez,89f9eead,Xerez,"2,254",25.0,7,0,68,1.0,4238,Xerez
,Antonio Calle,es ESP,FW,37,25,2,13,2002-2003,/en/players/3d3d63b9/Antonio-Calle,3d3d63b9,Xerez,"1,991",22.1,5,0,68,1.0,2577,Xerez
,Francisco Javier Cachorro,es ESP,,37,23,3,1,2002-2003,/en/players/aae2c18e/Francisco-Javier-Cachorro,2c18e,Xerez,"2,407",26.7,6,0,68,1.0,90188,Xerez
,Gustavo Cañizares,es ESP,MF,23,23,1,0,2002-2003,/en/players/33a286b4/Gustavo-Canizares,33a286b4,Xerez,"1,990",22.1,7,0,68,1.0,4921,Xerez
,Jose Selu,,,27,22,0,1,2002-2003,No detected,,Xerez,"2,037",22.6,7,1,68,,90189,Xerez
,Daniel Pendín,ar ARG,MF,25,21,0,5,2002-2003,/en/players/d58d3881/Daniel-Pendin,d58d3881,Xerez,"1,698",18.9,11,0,68,5.0,4922,Xerez
,Jerez Canito,,,27,17,1,2,2002-2003,No detected,,Xerez,"1,461",16.2,4,0,68,,90190,Xerez
,Julio Pineda,es ESP,FW,30,13,1,5,2002-2003,/en/players/09fc23e7/Julio-Pineda,09fc23e7,Xerez,"1,310",14.6,2,1,68,1.0,4237,Xerez
,Igor Musa,hr CRO,MF,16,10,2,0,2002-2003,/en/players/cda5f982/Igor-Musa,cda5f982,Xerez,859,9.5,3,0,68,16.0,4923,Xerez
,Jesús Mendoza,es ESP,"DF,MF",15,10,0,1,2002-2003,/en/players/e9b41cbc/Jesus-Mendoza,9b41cbc,Xerez,828,9.2,6,1,68,1.0,4924,Xerez
,Gonzalo Gaitan,,,11,9,0,0,2002-2003,No detected,,Xerez,654,7.3,3,0,68,,90191,Xerez
