Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Juan Luis Mora,/en/players/2e1a7599/Juan-Luis-Mora,2e1a7599,Juan-Luis-Mo,es ESP,GK,Xerez
1,Gerard Autet,/en/players/1bee98e6/Gerard-Autet,1bee98e6,Gerard-Autet,es ESP,DF,Xerez
2,Vicente Moreno,/en/players/f4b2f713/Vicente-Moreno,f4b2f713,Vicente-Moreno,es ESP,MF,Xerez
3,Jesule,/en/players/83c1aaf2/Jesule,83c1aaf2,Jesu,es ESP,DF,Xerez
4,Luis Rubiales,/en/players/a543fb98/Luis-Rubiales,543fb98,Luis-Rubi,es ESP,DF,Xerez
5,Ariel Zárate,/en/players/9c670adf/Ariel-Zarate,9c670adf,Ariel-Zarat,ar ARG,"FW,MF",Xerez
6,José María Mena,/en/players/bc2150cb/Jose-Maria-Mena,bc2150cb,Jose-Maria-M,es ESP,FW,Xerez
7,Antonio González,/en/players/89f9eead/Antonio-Gonzalez,89f9eead,Antonio-Gonzalez,es ESP,DF,Xerez
8,Antonio Calle,/en/players/3d3d63b9/Antonio-Calle,3d3d63b9,Antonio-C,es ESP,FW,Xerez
10,Gustavo Cañizares,/en/players/33a286b4/Gustavo-Canizares,33a286b4,Gustavo-Caniz,es ESP,MF,Xerez
12,Daniel Pendín,/en/players/d58d3881/Daniel-Pendin,d58d3881,Daniel-Pendi,ar ARG,MF,Xerez
13,Julio Pineda,/en/players/09fc23e7/Julio-Pineda,09fc23e7,Julio-Pined,es ESP,FW,Xerez
14,Igor Musa,/en/players/cda5f982/Igor-Musa,cda5f982,Igor-Mu,hr CRO,MF,Xerez
15,Jesús Mendoza,/en/players/e9b41cbc/Jesus-Mendoza,9b41cbc,Jesus-Mendoz,es ESP,"DF,MF",Xerez
16,José Luis Deus,/en/players/a9a9c577/Jose-Luis-Deus,9a9c577,Jose-Luis-Deu,es ESP,FW,Xerez
17,Javier del Pino,/en/players/e6279028/Javier-del-Pino,6279028,Javier-del-Pino,es ESP,FW,Xerez
18,José Moisela,/en/players/7fa243e7/Jose-Moisela,7fa243e7,Jose-Moi,pe PER,DF,Xerez
19,Jesús Unanua,/en/players/a592fec8/Jesus-Unanua,592fec8,Jesus-Unanu,es ESP,GK,Xerez
20,Paco Jurado,/en/players/a15f7459/Paco-Jurado,15f7459,Paco-Jurado,es ESP,FW,Xerez
21,Branislav Bajić,/en/players/4bae3291/Branislav-Bajic,4bae3291,Branislav-Bajic,rs SRB,DF,Xerez
22,Francis,/en/players/ee4c7c24/Francis,4c7c24,Franci,es ESP,"DF,MF",Xerez
23,Toni Doblas,/en/players/d5c35223/Toni-Doblas,d5c35223,Toni-Dob,es ESP,GK,Xerez
24,Jorge Herrero Arias,/en/players/de386753/Jorge-Herrero-Arias,de386753,Jorge-Herrero-Ari,es ESP,MF,Xerez
25,Shang Yi,/en/players/d22e50fa/Shang-Yi,d22e50fa,Shang-Yi,cn CHN,MF,Xerez
26,Javier Camuñas,/en/players/bbc1db07/Javier-Camunas,bbc1db07,Javier-Camu,es ESP,"FW,MF",Xerez
27,Mikel Roteta,/en/players/05ec1ccf/Mikel-Roteta,05ec1ccf,Mikel-Rotet,es ESP,DF,Xerez
28,Rajko Lekić,/en/players/6d2a54d9/Rajko-Lekic,6d2a54d9,Rajko-Lekic,dk DEN,FW,Xerez
29,José Serrano,/en/players/9bc30fb8/Jose-Serrano,9bc30fb8,Jose-Serrano,es ESP,DF,Xerez
30,Julio Iglesias,/en/players/7b1bc63c/Julio-Iglesias,7b1bc63c,Julio-Iglesi,es ESP,GK,Xerez
31,Raúl Molina,/en/players/91419d20/Raul-Molina,91419d20,Raul-Moli,es ESP,FW,Xerez
32,Pedro Ríos,/en/players/96ef8f9f/Pedro-Rios,96ef8f9f,Pedro-Rio,es ESP,MF,Xerez
33,Abass Lawal,/en/players/dd53d426/Abass-Lawal,dd53d426,Abass-Law,ng NGA,"FW,MF",Xerez
34,Basti,/en/players/ff5c374b/Basti,ff5c374b,Basti,es ESP,FW,Xerez
35,David Narváez,/en/players/87c7df09/David-Narvaez,87c7df09,David-Narvaez,es ESP,"FW,MF",Xerez
36,Rubén Pazos,/en/players/d130efab/Ruben-Pazos,d130efab,Ruben-Pazo,es ESP,MF,Xerez
37,Alexandre Geijo,/en/players/c0787e61/Alexandre-Geijo,c0787e61,Alexandre-Geijo,es ESP,FW,Xerez
38,Juan García Granero,/en/players/febf4db0/Juan-Garcia-Granero,febf4db0,Juan-Garcia-Granero,es ESP,MF,Xerez
39,Sergio Castaño,/en/players/7411a964/Sergio-Castano,7411a964,Sergio-Castano,es ESP,MF,Xerez
40,Ismael Santiago,/en/players/59c55e77/Ismael-Santiago,59c55e77,Ismael-Santiago,es ESP,MF,Xerez
41,Álex Colorado,/en/players/e969a75a/Alex-Colorado,969a75a,Alex-Colorado,es ESP,MF,Xerez
42,Iván Rosado,/en/players/21bbfc0b/Ivan-Rosado,21bbfc0b,Ivan-Rosado,es ESP,FW,Xerez
43,Alex Fernández,/en/players/79a22469/Alex-Fernandez,79a22469,Alex-Fernandez,es ESP,MF,Xerez
44,Guzmán Casaseca,/en/players/f05d4004/Guzman-Casaseca,f05d4004,Guzman-Casasec,es ESP,MF,Xerez
45,Sergio Narváez,/en/players/d51bf7e6/Sergio-Narvaez,d51bf7e6,Sergio-Narvaez,es ESP,MF,Xerez
46,David Prieto,/en/players/aee8f24e/David-Prieto,8f24e,David-Prieto,es ESP,"DF,MF",Xerez
47,Jorge Luque,/en/players/8ca3ef48/Jorge-Luque,8ca3ef48,Jorge-Luqu,es ESP,MF,Xerez
48,David de Coz,/en/players/bf33fc94/David-de-Coz,bf33fc94,David-de-Coz,es ESP,DF,Xerez
49,Abel Aguilar,/en/players/6936b41b/Abel-Aguilar,6936b41b,Abel-Agui,co COL,MF,Xerez
50,Marco Navas,/en/players/194ed492/Marco-Navas,194ed492,Marco-Nav,es ESP,MF,Xerez
51,Yordi,/en/players/8cbb78fb/Yordi,8cbb78fb,Yordi,es ESP,FW,Xerez
52,Chema,/en/players/4b628c9b/Chema,4b628c9b,Chem,es ESP,GK,Xerez
53,Raúl Medina Zamora,/en/players/003e7fcf/Raul-Medina-Zamora,003e7fcf,Raul-Medina-Zamo,es ESP,MF,Xerez
54,Mikel Arruabarrena,/en/players/ad0c4ebb/Mikel-Arruabarrena,d0c4ebb,Mikel-Arruab,es ESP,FW,Xerez
55,Walter López,/en/players/208d2bd9/Walter-Lopez,208d2bd9,Walter-Lopez,uy URU,"DF,MF",Xerez
56,Pedro Largo Carazo,/en/players/373dc94c/Pedro-Largo-Carazo,373dc94c,Pedro-Largo-Carazo,es ESP,DF,Xerez
57,Portela,/en/players/071d7f4b/Portela,071d7f4b,Port,es ESP,DF,Xerez
58,Stéphane Porato,/en/players/ead5f446/Stephane-Porato,d5f446,Stephane-Porato,fr FRA,GK,Xerez
59,Samuel Baños,/en/players/f3ce81bd/Samuel-Banos,f3ce81bd,Samuel-Bano,es ESP,MF,Xerez
60,Momo,/en/players/9857e65d/Momo,9857e65d,Momo,es ESP,MF,Xerez
61,Aythami Artiles,/en/players/01ae64cd/Aythami-Artiles,01ae64cd,Aythami-Arti,es ESP,DF,Xerez
62,Emilio Viqueira,/en/players/5c0b59d4/Emilio-Viqueira,5c0b59d4,Emilio-Viquei,es ESP,MF,Xerez
63,Héctor Verdés,/en/players/dad5a2ae/Hector-Verdes,dad5a2ae,Hector-Verd,es ESP,DF,Xerez
64,Carlos Calvo,/en/players/a444d33f/Carlos-Calvo,444d33f,Carlos-Calvo,es ESP,MF,Xerez
65,Juan Redondo,/en/players/c2bed898/Juan-Redondo,c2bed898,Juan-Redondo,es ESP,DF,Xerez
66,Míchel,/en/players/5f68b183/Michel,5f68b183,Mich,es ESP,FW,Xerez
67,Antoñito,/en/players/822723a6/Antonito,822723a6,Antonito,es ESP,FW,Xerez
68,Adrián Martín,/en/players/53eabc97/Adrian-Martin,53eabc97,Adrian-Marti,es ESP,MF,Xerez
69,Ramón,/en/players/6892efc4/Ramon,6892efc4,Ramo,es ESP,DF,Xerez
70,Aarón Ñíguez,/en/players/5d720396/Aaron-Niguez,5d720396,Aaron-Niguez,es ESP,"FW,MF",Xerez
71,Miki Roqué,/en/players/f27b5761/Miki-Roque,f27b5761,Miki-Roqu,es ESP,"DF,MF",Xerez
72,Martí Crespí,/en/players/bb2d18be/Marti-Crespi,bb2d18be,Marti-Crespi,es ESP,DF,Xerez
73,Mario Bermejo,/en/players/c8dcfee8/Mario-Bermejo,c8dcfee8,Mario-Bermejo,es ESP,FW,Xerez
74,Álvaro Silva,/en/players/40817456/Alvaro-Silva,40817456,Alvaro-Silv,ph PHI,DF,Xerez
75,Abel Gómez Moreno,/en/players/b09801d8/Abel-Gomez-Moreno,b09801d8,Abel-Gomez-Moreno,es ESP,MF,Xerez
76,Brian Sarmiento,/en/players/74337456/Brian-Sarmiento,74337456,Brian-Sarmiento,ar ARG,"FW,MF",Xerez
77,Asier,/en/players/c599392e/Asier,c599392e,Asi,es ESP,MF,Xerez
78,Mohammed Rabiu,/en/players/f4a9eb92/Mohammed-Rabiu,f4a9eb92,Mohammed-Rabiu,gh GHA,MF,Xerez
79,﻿Renan Brito Soares,/en/players/ca409f2e/Renan-Brito-Soares,ca409f2e,Renan-Brito-So,br BRA,GK,Xerez
80,Leandro Gioda,/en/players/0d5642e7/Leandro-Gioda,0d5642e7,Leandro-Giod,ar ARG,DF,Xerez
81,José Manuel Casado,/en/players/d0b6d20e/Jose-Manuel-Casado,d0b6d20e,Jose-Manuel-Casado,es ESP,DF,Xerez
82,Sidi Yaya Keita,/en/players/ac242b1f/Sidi-Yaya-Keita,c242b1f,Sidi-Yaya-Keit,ml MLI,MF,Xerez
83,Álex Bergantiños,/en/players/65ea8868/Alex-Bergantinos,65ea8868,Alex-Bergantino,es ESP,MF,Xerez
84,Víctor Sánchez,/en/players/ad4d0985/Victor-Sanchez,d4d0985,Victor-Sanchez,es ESP,"DF,MF",Xerez
85,Fabián Orellana,/en/players/c90977db/Fabian-Orellana,c90977db,Fabian-O,cl CHI,"FW,MF",Xerez
