Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿David García,/en/players/5641e4d5/David-Garcia,5641e4d5,David-Garci,es ESP,DF,Gimnastic
1,Abel Buades,/en/players/89efb84b/Abel-Buades,89efb84b,Abel-Buad,es ESP,MF,Gimnastic
2,Bolo,/en/players/ca7589a9/Bolo,ca7589a9,Bolo,es ESP,FW,Gimnastic
3,Manolo Martínez,/en/players/7b9876e4/Manolo-Martinez,7b9876e4,Manolo-Martinez,es ESP,"DF,MF",Gimnastic
4,Iván Ania,/en/players/12d37503/Ivan-Ania,12d37503,Ivan-Ani,es ESP,MF,Gimnastic
5,Juan José Valencia,/en/players/75a2676d/Juan-Jose-Valencia,75a2676d,Juan-Jose-Valenci,es ESP,GK,Gimnastic
6,Txus Serrano,/en/players/5f6334aa/Txus-Serrano,5f6334aa,Txus-Serrano,es ESP,MF,Gimnastic
7,Marco Ortega,/en/players/ee8e5ce0/Marco-Ortega,8e5ce0,Marco-Orteg,es ESP,DF,Gimnastic
8,David Cuéllar,/en/players/d386f165/David-Cuellar,d386f165,David-Cu,es ESP,MF,Gimnastic
9,Antonio Pinilla,/en/players/4c7c3632/Antonio-Pinilla,4c7c3632,Antonio-Pini,es ESP,FW,Gimnastic
10,Diego Torres,/en/players/cc7b386d/Diego-Torres,cc7b386d,Diego-To,es ESP,FW,Gimnastic
11,Dani Tortolero,/en/players/42481fd5/Dani-Tortolero,42481fd5,Dani-Tortolero,es ESP,DF,Gimnastic
12,Lluis Codina,/en/players/c83fd93a/Lluis-Codina,c83fd93a,Lluis-Codi,es ESP,MF,Gimnastic
13,Luis Carrión,/en/players/4bb31b93/Luis-Carrion,4bb31b93,Luis-Carrio,es ESP,DF,Gimnastic
14,Ibon Begoña,/en/players/301f6f65/Ibon-Begona,301f6f65,Ibon-Bego,es ESP,DF,Gimnastic
15,Felip Ortiz,/en/players/a2c845dc/Felip-Ortiz,2c845dc,Felip-Ortiz,es ESP,GK,Gimnastic
16,Alfonso Vera,/en/players/d0b31ce2/Alfonso-Vera,d0b31ce2,Alfonso-V,es ESP,MF,Gimnastic
17,David Medina,/en/players/b5fc02b6/David-Medina,b5fc02b6,David-Medi,es ESP,MF,Gimnastic
19,Igor Angulo,/en/players/5715f988/Igor-Angulo,5715f988,Igor-Angulo,es ESP,"FW,MF",Gimnastic
20,Diego Ribera,/en/players/b5d6d258/Diego-Ribera,b5d6d258,Diego-Rib,es ESP,FW,Gimnastic
21,Ñoño,/en/players/c845dfce/Nono,c845dfce,Nono,es ESP,"DF,FW",Gimnastic
22,Carlos Moreno,/en/players/a83ed06d/Carlos-Moreno,83ed06d,Carlos-Moreno,ar ARG,MF,Gimnastic
23,﻿Manuel Ruz,/en/players/0bd93f6a/Manuel-Ruz,0bd93f6a,Manuel-Ruz,es ESP,DF,Gimnastic
24,Irurzun,/en/players/08243062/Irurzun,08243062,Irurzu,es ESP,FW,Gimnastic
25,Egoitz Jaio Gabiola,/en/players/4e84787e/Egoitz-Jaio-Gabiola,4e84787e,Egoitz-Jaio-Gabio,es ESP,DF,Gimnastic
26,Diego Reyes Muñoz,/en/players/f52444a7/Diego-Reyes-Munoz,f52444a7,Diego-Reyes-Munoz,es ESP,DF,Gimnastic
27,Miguel Llera,/en/players/b58a6d72/Miguel-Llera,b58a6d72,Miguel-L,es ESP,DF,Gimnastic
28,Carlos Merino,/en/players/443c8c9a/Carlos-Merino,443c8c9a,Carlos-Merino,es ESP,MF,Gimnastic
29,Álvaro Iglesias,/en/players/d325c894/Alvaro-Iglesias,d325c894,Alvaro-Iglesi,es ESP,GK,Gimnastic
30,Ángel Morales,/en/players/ba7ae976/Angel-Morales,ba7ae976,Angel-Mo,es ESP,MF,Gimnastic
31,Rubén Falcón,/en/players/bf651b09/Ruben-Falcon,bf651b09,Ruben-Falco,es ESP,GK,Gimnastic
32,Abdulrazak Ekpoki,/en/players/fe61e391/Abdulrazak-Ekpoki,fe61e391,Abdulrazak-Ekpoki,my MAS,FW,Gimnastic
33,Cristian Lupidio,/en/players/2be82e13/Cristian-Lupidio,2be82e13,Cristian-Lupidio,ar ARG,MF,Gimnastic
34,Iván Romero,/en/players/4ecdc16d/Ivan-Romero,4ecdc16d,Ivan-Romero,es ESP,DF,Gimnastic
35,Miguel Pérez,/en/players/b3f9e645/Miguel-Perez,b3f9e645,Miguel-Perez,es ESP,MF,Gimnastic
36,Óscar Álvarez,/en/players/d6b5c64f/Oscar-Alvarez,d6b5c64f,Oscar-Alvarez,es ESP,DF,Gimnastic
37,Nano,/en/players/5578668a/Nano,5578668a,Nano,es ESP,"DF,MF",Gimnastic
38,﻿Javier Portillo,/en/players/99058498/Javier-Portillo,99058498,Javier-Portillo,es ESP,FW,Gimnastic
39,Aníbal Matellán,/en/players/82945b54/Anibal-Matellan,82945b54,Anibal-Mat,ar ARG,DF,Gimnastic
40,Juan Díaz Prendes,/en/players/6d573420/Juan-Diaz-Prendes,6d573420,Juan-Diaz-Prend,es ESP,MF,Gimnastic
41,Alejandro Campano,/en/players/42a8f3e1/Alejandro-Campano,42a8f3e1,Alejandro-Campano,es ESP,MF,Gimnastic
42,Albano Bizzarri,/en/players/32b9b5fa/Albano-Bizzarri,32b9b5fa,Albano-Bizzarri,ar ARG,GK,Gimnastic
43,David Generelo,/en/players/2ae48997/David-Generelo,2ae48997,David-Generelo,es ESP,MF,Gimnastic
44,César Navas,/en/players/9f7ceb30/Cesar-Navas,9f7ceb30,Cesar-Nav,es ESP,DF,Gimnastic
45,Rubén Pérez,/en/players/ab1bdfe5/Ruben-Perez,b1bdfe5,Ruben-Perez,es ESP,GK,Gimnastic
46,Mingo,/en/players/6fc287d5/Mingo,6fc287d5,Mingo,es ESP,DF,Gimnastic
47,Sébastien Chabaud,/en/players/315a826d/Sebastien-Chabaud,315a826d,Sebastien-Chabaud,fr FRA,MF,Gimnastic
48,Rubén Castro,/en/players/d109f62b/Ruben-Castro,d109f62b,Ruben-Castro,es ESP,"FW,MF",Gimnastic
49,Julio César Cáceres,/en/players/5875453b/Julio-Cesar-Caceres,5875453b,Julio-Cesar-Cac,py PAR,DF,Gimnastic
50,Gil,/en/players/aaf8e47e/Gil,f8e47e,Gi,br BRA,FW,Gimnastic
51,Ariza Makukula,/en/players/62ce8bd7/Ariza-Makukula,62ce8bd7,Ariza-Makuku,pt POR,FW,Gimnastic
52,Óscar López,/en/players/14ae8df8/Oscar-Lopez,14ae8df8,Oscar-Lopez,es ESP,DF,Gimnastic
53,Tobias Grahn,/en/players/538f2add/Tobias-Grahn,538f2add,Tobias-Grah,se SWE,"FW,MF",Gimnastic
54,Jandro,/en/players/453a1fcd/Jandro,453a1fcd,Jandro,es ESP,MF,Gimnastic
55,Roberto,/en/players/ba3ca78f/Roberto,ba3ca78f,Roberto,es ESP,GK,Gimnastic
56,Óscar Rubio Fauria,/en/players/d220bc16/Oscar-Rubio-Fauria,d220bc16,Oscar-Rubio-Fauri,es ESP,"DF,MF",Gimnastic
57,Antonio López,/en/players/1fdd5ff7/Antonio-Lopez,1fdd5ff7,Antonio-Lopez,es ESP,MF,Gimnastic
58,Tati Maldonado,/en/players/57dc3c00/Tati-Maldonado,57dc3c00,Tati-Maldonado,es ESP,FW,Gimnastic
59,Miku,/en/players/4eba9598/Miku,4eba9598,Miku,ve VEN,FW,Gimnastic
60,Óscar Arpón,/en/players/705d238d/Oscar-Arpon,705d238d,Oscar-Arpo,es ESP,MF,Gimnastic
