Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Tony Heurtebis,/en/players/9f450baa/Tony-Heurtebis,9f450baa,Tony-Heurtebi,fr FRA,GK,Troyes
1,Carl Tourenne,/en/players/0d38513e/Carl-Tourenne,0d38513e,Carl-Tou,fr FRA,MF,Troyes
2,David Hamed,/en/players/0079b6f0/David-Hamed,0079b6f0,David-Hamed,fr FRA,DF,Troyes
3,Mohamed Bradja,/en/players/6d34fa68/Mohamed-Bradja,6d34fa68,Mohamed-Bradj,dz ALG,DF,Troyes
4,Nicolas Goussé,/en/players/87e3288a/Nicolas-Gousse,87e3288a,Nicolas-Gou,fr FRA,FW,Troyes
5,Gharib Amzine,/en/players/faccb389/Gharib-Amzine,faccb389,Gharib-Amzi,ma MAR,MF,Troyes
6,Rafik Saïfi,/en/players/684177cc/Rafik-Saifi,684177cc,Rafik-Saifi,dz ALG,"FW,MF",Troyes
7,Karim Ziani,/en/players/f2f0c46a/Karim-Ziani,f2f0c46a,Karim-Ziani,dz ALG,MF,Troyes
8,David Linarès,/en/players/088df245/David-Linares,088df245,David-Li,fr FRA,MF,Troyes
9,Mehdi Méniri,/en/players/ff6d2d89/Mehdi-Meniri,ff6d2d89,Mehdi-Meniri,dz ALG,DF,Troyes
10,Frédéric Danjou,/en/players/de57e4ef/Frederic-Danjou,de57e4ef,Frederic-Danjou,fr FRA,DF,Troyes
11,Frédéric Adam,/en/players/907a0e29/Frederic-Adam,907a0e29,Frederic-Adam,fr FRA,MF,Troyes
12,Olivier Thomas,/en/players/37abdce9/Olivier-Thomas,37abdce9,Olivier-Thom,fr FRA,DF,Troyes
13,Gérald Baticle,/en/players/53ca78c8/Gerald-Baticle,53ca78c8,Gerald-Batic,fr FRA,FW,Troyes
14,David Regis,/en/players/df6c9232/David-Regis,df6c9232,David-Regi,us USA,DF,Troyes
15,Benjamin Nivet,/en/players/1ec4e202/Benjamin-Nivet,1ec4e202,Benjamin-Nivet,fr FRA,MF,Troyes
16,Mamadou Niang,/en/players/5eb504fb/Mamadou-Niang,5eb504fb,Mamadou-Niang,sn SEN,FW,Troyes
17,Laurent Leroy,/en/players/a6db43e0/Laurent-Leroy,6db43e0,Laurent-Lero,fr FRA,FW,Troyes
18,Selim Benachour,/en/players/6d9a4c2f/Selim-Benachour,6d9a4c2f,Selim-Benachou,tn TUN,MF,Troyes
19,Sékou Berthé,/en/players/44d51294/Sekou-Berthe,44d51294,Sekou-Berth,ml MLI,DF,Troyes
20,Nicolas Florentin,/en/players/e839a44f/Nicolas-Florentin,839a44f,Nicolas-Florenti,fr FRA,MF,Troyes
21,Nassim Akrour,/en/players/60c2472e/Nassim-Akrour,60c2472e,Nassim-Akrou,dz ALG,FW,Troyes
22,Mehdi Leroy,/en/players/0a6b5a44/Mehdi-Leroy,0a6b5a44,Mehdi-Lero,fr FRA,MF,Troyes
23,Gaël Sanz,/en/players/bf03a029/Gael-Sanz,bf03a029,Gael-Sanz,fr FRA,DF,Troyes
24,Christian Nadé,/en/players/2f8d9f6a/Christian-Nade,2f8d9f6a,Christian-Nad,fr FRA,FW,Troyes
25,Badile Lubamba,/en/players/357496ce/Badile-Lubamba,357496ce,Badile-Lubamb,ch SUI,DF,Troyes
26,Farid Ghazi,/en/players/ffd94918/Farid-Ghazi,ffd94918,Farid-Ghazi,dz ALG,FW,Troyes
27,Ibrahima Bangoura,/en/players/4f833752/Ibrahima-Bangoura,4f833752,Ibrahima-Bangou,gn GUI,"DF,FW",Troyes
28,Nabil Berkak,/en/players/dcdbcd2e/Nabil-Berkak,dcdbcd2e,Nabil-Berkak,fr FRA,DF,Troyes
29,Nordin Jbari,/en/players/b048d5ef/Nordin-Jbari,b048d5ef,Nordin-Jbari,be BEL,FW,Troyes
31,Éric Marester,/en/players/505c49d1/Eric-Marester,505c49d1,Eric-Marest,fr FRA,DF,Troyes
33,﻿Ronan Le Crom,/en/players/5d1b9f5b/Ronan-Le-Crom,5d1b9f5b,Ronan-Le-Crom,fr FRA,GK,Troyes
34,Ibrahima Faye,/en/players/6b85b96d/Ibrahima-Faye,6b85b96d,Ibrahima-F,sn SEN,DF,Troyes
35,Juan-Luis Montero,/en/players/054d74e0/Juan-Luis-Montero,054d74e0,Juan-Luis-Montero,fr FRA,DF,Troyes
36,Florian Boucansaud,/en/players/73bf6b89/Florian-Boucansaud,73bf6b89,Florian-Boucansaud,fr FRA,DF,Troyes
37,Blaise Matuidi,/en/players/c0cddebe/Blaise-Matuidi,c0cddebe,Blaise-Matuidi,fr FRA,MF,Troyes
38,Blaise Kouassi,/en/players/752f87e3/Blaise-Kouassi,752f87e3,Blaise-Kouassi,ci CIV,DF,Troyes
39,Sébastien Dallet,/en/players/215cdcc9/Sebastien-Dallet,215cdcc9,Sebastien-Dallet,fr FRA,"FW,MF",Troyes
40,Sébastien Grax,/en/players/0f412b88/Sebastien-Grax,0f412b88,Sebastien-Grax,fr FRA,FW,Troyes
41,Grégory Paisley,/en/players/9c787be7/Gregory-Paisley,9c787be7,Gregory-Pai,fr FRA,DF,Troyes
42,Ziad Jaziri,/en/players/7a96bc6a/Ziad-Jaziri,7a96bc6a,Ziad-Jaziri,tn TUN,FW,Troyes
43,Branko Bošković,/en/players/4682d68d/Branko-Boskovic,4682d68d,Branko-Boskovic,me MNE,MF,Troyes
44,Eloge Enza Yamissi,/en/players/65dfd8d6/Eloge-Enza-Yamissi,65dfd8d6,Eloge-Enza-Yamissi,cf CTA,"DF,MF",Troyes
45,Georges Ba,/en/players/595b5da2/Georges-Ba,595b5da2,Georges-B,ci CIV,FW,Troyes
46,Stéphen Drouin,/en/players/e5bfee62/Stephen-Drouin,5bfee62,Stephen-Droui,fr FRA,DF,Troyes
48,Gaël Danic,/en/players/5a529d5a/Gael-Danic,5a529d5a,Gael-Danic,fr FRA,MF,Troyes
49,Ali Zitouni,/en/players/936c0d9f/Ali-Zitouni,936c0d9f,Ali-Zitouni,tn TUN,"FW,MF",Troyes
50,Cédric Faivre,/en/players/3df367e4/Cedric-Faivre,3df367e4,Cedric-Faiv,fr FRA,MF,Troyes
51,Cédric Barbosa,/en/players/21378be8/Cedric-Barbosa,21378be8,Cedric-Barbo,fr FRA,MF,Troyes
