Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Jeff Kenna,ie IRL,DF,37,36,2.0,1.0,2002-2003,/en/players/cf4038bb/Jeff-Kenna,cf4038bb,Birmingham-City,"3,059",34.0,1.0,0.0,131,99.0,7582,Birmingham-City
,Robbie Savage,wls WAL,MF,33,33,5.0,4.0,2002-2003,/en/players/f60a24de/Robbie-Savage,f60a24de,Birmingham-City,"2,898",32.2,9.0,0.0,131,18.0,6441,Birmingham-City
,Kenny Cunningham,ie IRL,DF,31,31,0.0,0.0,2002-2003,/en/players/984a2038/Kenny-Cunningham,984a2038,Birmingham-City,"2,763",30.7,1.0,0.0,131,99.0,7583,Birmingham-City
,Damien Johnson,nir NIR,MF,30,28,1.0,1.0,2002-2003,/en/players/c1c0a75f/Damien-Johnson,c1c0a75f,Birmingham-City,"2,408",26.8,6.0,0.0,131,121.0,7584,Birmingham-City
,Nico Vaesen,be BEL,GK,27,27,0.0,0.0,2002-2003,/en/players/97cbc169/Nico-Vaesen,97cbc169,Birmingham-City,"2,423",26.9,0.0,0.0,131,27.0,7585,Birmingham-City
,Clinton Morrison,ie IRL,FW,28,24,1.0,6.0,2002-2003,/en/players/e80d5b3b/Clinton-Morrison,80d5b3b,Birmingham-City,"2,078",23.1,5.0,0.0,131,99.0,7586,Birmingham-City
,Aliou Cissé,sn SEN,"DF,MF",21,21,0.0,1.0,2002-2003,/en/players/0717f817/Aliou-Cisse,0717f817,Birmingham-City,"1,881",20.9,11.0,0.0,131,34.0,7587,Birmingham-City
,Paul Devlin,sct SCO,MF,32,20,1.0,3.0,2002-2003,/en/players/58be3ded/Paul-Devlin,58be3ded,Birmingham-City,"1,898",21.1,3.0,0.0,131,67.0,7588,Birmingham-City
,Stern John,tt TRI,FW,30,20,5.0,5.0,2002-2003,/en/players/e4e2ac24/Stern-John,4e2ac24,Birmingham-City,"1,782",19.8,2.0,0.0,131,123.0,6805,Birmingham-City
,Darren Purse,eng ENG,DF,20,19,0.0,1.0,2002-2003,/en/players/70137152/Darren-Purse,70137152,Birmingham-City,"1,680",18.7,7.0,1.0,131,6.0,7589,Birmingham-City
,Stan Lazaridis,au AUS,"DF,MF",30,17,6.0,2.0,2002-2003,/en/players/5350fc7f/Stan-Lazaridis,5350fc7f,Birmingham-City,"1,771",19.7,1.0,0.0,131,42.0,7590,Birmingham-City
,Jamie Clapham,eng ENG,DF,16,16,0.0,0.0,2002-2003,/en/players/1df59e7b/Jamie-Clapham,1df59e7b,Birmingham-City,"1,440",16.0,1.0,0.0,131,6.0,7591,Birmingham-City
,Christophe Dugarry,fr FRA,"FW,MF",16,16,1.0,5.0,2002-2003,/en/players/4c5db7e2/Christophe-Dugarry,4c5db7e2,Birmingham-City,"1,294",14.4,4.0,0.0,131,4.0,7592,Birmingham-City
,Geoff Horsfield,eng ENG,FW,31,15,2.0,5.0,2002-2003,/en/players/eb3a9b6d/Geoff-Horsfield,b3a9b6d,Birmingham-City,"1,582",17.6,1.0,1.0,131,6.0,7593,Birmingham-City
,Stephen Clemence,eng ENG,MF,15,15,2.0,2.0,2002-2003,/en/players/31f20410/Stephen-Clemence,31f20410,Birmingham-City,"1,266",14.1,3.0,0.0,131,6.0,7594,Birmingham-City
,Matthew Upson,eng ENG,DF,14,14,0.0,0.0,2002-2003,/en/players/1a6e6d03/Matthew-Upson,1a6e6d03,Birmingham-City,"1,211",13.5,1.0,1.0,131,6.0,7595,Birmingham-City
,Olivier Tébily,ci CIV,DF,12,12,0.0,0.0,2002-2003,/en/players/10b7ae2e/Olivier-Tebily,10b7ae2e,Birmingham-City,972,10.8,5.0,1.0,131,35.0,7596,Birmingham-City
,Bryan Hughes,eng ENG,MF,22,10,1.0,2.0,2002-2003,/en/players/2afff071/Bryan-Hughes,2afff071,Birmingham-City,941,10.5,3.0,0.0,131,6.0,7362,Birmingham-City
,Ian Bennett,eng ENG,GK,10,10,0.0,0.0,2002-2003,/en/players/28d29138/Ian-Bennett,28d29138,Birmingham-City,900,10.0,0.0,0.0,131,6.0,7597,Birmingham-City
,Martin Grainger,eng ENG,DF,9,8,1.0,0.0,2002-2003,/en/players/0e6df4ab/Martin-Grainger,0e6df4ab,Birmingham-City,669,7.4,3.0,0.0,131,6.0,7598,Birmingham-City
,Jovan Kirovski,us USA,FW,17,5,0.0,2.0,2002-2003,/en/players/393c5930/Jovan-Kirovski,393c5930,Birmingham-City,525,5.8,1.0,0.0,131,75.0,7599,Birmingham-City
,Michael Johnson,jm JAM,DF,6,5,0.0,0.0,2002-2003,/en/players/8c848d46/Michael-Johnson,8c848d46,Birmingham-City,443,4.9,0.0,0.0,131,127.0,7600,Birmingham-City
,Steve Vickers,eng ENG,DF,5,5,0.0,0.0,2002-2003,/en/players/4b0dbeef/Steve-Vickers,4b0dbeef,Birmingham-City,395,4.4,0.0,0.0,131,6.0,7601,Birmingham-City
,Darren Carter,eng ENG,"DF,MF",12,3,0.0,0.0,2002-2003,/en/players/52fefc5b/Darren-Carter,52fefc5b,Birmingham-City,382,4.2,0.0,0.0,131,6.0,7602,Birmingham-City
,Darryl Powell,jm JAM,MF,11,3,0.0,0.0,2002-2003,/en/players/4b351524/Darryl-Powell,4b351524,Birmingham-City,350,3.9,2.0,0.0,131,127.0,7603,Birmingham-City
,Mat Sadler,eng ENG,DF,2,2,0.0,0.0,2002-2003,/en/players/1108f3c0/Mat-Sadler,1108f3c0,Birmingham-City,158,1.8,0.0,0.0,131,6.0,7604,Birmingham-City
,Joey Hutchinson,eng ENG,DF,1,1,0.0,0.0,2002-2003,/en/players/0c71bffa/Joey-Hutchinson,0c71bffa,Birmingham-City,90,1.0,0.0,0.0,131,6.0,7605,Birmingham-City
,Andy Marriott,wls WAL,GK,1,1,0.0,0.0,2002-2003,/en/players/dff6c9f3/Andy-Marriott,dff6c9f3,Birmingham-City,90,1.0,0.0,0.0,131,18.0,7606,Birmingham-City
,Ferdinand Coly,sn SEN,DF,1,1,0.0,0.0,2002-2003,/en/players/da5d198d/Ferdinand-Coly,da5d198d,Birmingham-City,68,0.8,0.0,0.0,131,34.0,7607,Birmingham-City
,Curtis Woodhouse,eng ENG,MF,3,0,0.0,0.0,2002-2003,/en/players/e6bf398d/Curtis-Woodhouse,6bf398d,Birmingham-City,43,0.5,0.0,0.0,131,6.0,7608,Birmingham-City
,Piotr Świerczewski,pl POL,MF,1,0,0.0,0.0,2002-2003,/en/players/77946472/Piotr-Swierczewski,77946472,Birmingham-City,38,0.4,0.0,0.0,131,14.0,7609,Birmingham-City
,Craig Fagan,eng ENG,"FW,MF",1,0,0.0,0.0,2002-2003,/en/players/26d9e452/Craig-Fagan,26d9e452,Birmingham-City,9,0.1,0.0,0.0,131,6.0,9989,Birmingham-City
,Tommy Mooney,eng ENG,FW,1,0,0.0,0.0,2002-2003,/en/players/690373bc/Tommy-Mooney,690373bc,Birmingham-City,5,0.1,0.0,0.0,131,6.0,7610,Birmingham-City
,﻿Kenny Cunningham,ie IRL,DF,36,36,2.0,0.0,2003-2004,/en/players/984a2038/Kenny-Cunningham,984a2038,Birmingham-City,"3,211",35.7,2.0,1.0,131,99.0,7583,Birmingham-City
,Damien Johnson,nir NIR,MF,35,35,4.0,1.0,2003-2004,/en/players/c1c0a75f/Damien-Johnson,c1c0a75f,Birmingham-City,"3,072",34.1,6.0,0.0,131,121.0,7584,Birmingham-City
,Maik Taylor,nir NIR,GK,34,34,0.0,0.0,2003-2004,/en/players/755ea891/Maik-Taylor,755ea891,Birmingham-City,"2,959",32.9,0.0,2.0,131,121.0,7611,Birmingham-City
,Mikael Forssell,fi FIN,FW,32,32,1.0,17.0,2003-2004,/en/players/1454df8d/Mikael-Forssell,1454df8d,Birmingham-City,"2,807",31.2,1.0,0.0,131,83.0,6160,Birmingham-City
,Stephen Clemence,eng ENG,MF,35,32,1.0,2.0,2003-2004,/en/players/31f20410/Stephen-Clemence,31f20410,Birmingham-City,"2,728",30.3,4.0,0.0,131,6.0,7594,Birmingham-City
,Robbie Savage,wls WAL,MF,31,31,4.0,3.0,2003-2004,/en/players/f60a24de/Robbie-Savage,f60a24de,Birmingham-City,"2,675",29.7,12.0,0.0,131,18.0,6441,Birmingham-City
,Matthew Upson,eng ENG,DF,30,30,1.0,0.0,2003-2004,/en/players/1a6e6d03/Matthew-Upson,1a6e6d03,Birmingham-City,"2,686",29.8,2.0,0.0,131,6.0,7595,Birmingham-City
,Stan Lazaridis,au AUS,"DF,MF",30,25,5.0,2.0,2003-2004,/en/players/5350fc7f/Stan-Lazaridis,5350fc7f,Birmingham-City,"2,125",23.6,0.0,0.0,131,42.0,7590,Birmingham-City
,Jamie Clapham,eng ENG,DF,25,22,1.0,0.0,2003-2004,/en/players/1df59e7b/Jamie-Clapham,1df59e7b,Birmingham-City,"2,015",22.4,0.0,0.0,131,6.0,7591,Birmingham-City
,David Dunn,eng ENG,MF,21,20,1.0,2.0,2003-2004,/en/players/7ecdf483/David-Dunn,7ecdf483,Birmingham-City,"1,790",19.9,2.0,0.0,131,6.0,6407,Birmingham-City
,Clinton Morrison,ie IRL,FW,32,19,4.0,4.0,2003-2004,/en/players/e80d5b3b/Clinton-Morrison,80d5b3b,Birmingham-City,"1,793",19.9,1.0,0.0,131,99.0,7586,Birmingham-City
,Bryan Hughes,eng ENG,MF,26,17,1.0,3.0,2003-2004,/en/players/2afff071/Bryan-Hughes,2afff071,Birmingham-City,"1,679",18.7,0.0,0.0,131,6.0,7362,Birmingham-City
,Olivier Tébily,ci CIV,DF,27,17,0.0,0.0,2003-2004,/en/players/10b7ae2e/Olivier-Tebily,10b7ae2e,Birmingham-City,"1,553",17.3,4.0,0.0,131,35.0,7596,Birmingham-City
,Jeff Kenna,ie IRL,DF,17,14,0.0,2.0,2003-2004,/en/players/cf4038bb/Jeff-Kenna,cf4038bb,Birmingham-City,"1,200",13.3,1.0,0.0,131,99.0,7582,Birmingham-City
,Christophe Dugarry,fr FRA,"FW,MF",14,12,1.0,1.0,2003-2004,/en/players/4c5db7e2/Christophe-Dugarry,4c5db7e2,Birmingham-City,992,11.0,4.0,1.0,131,4.0,7592,Birmingham-City
,Martin Taylor,eng ENG,DF,12,11,0.0,1.0,2003-2004,/en/players/08840bbf/Martin-Taylor,08840bbf,Birmingham-City,993,11.0,0.0,0.0,131,6.0,6405,Birmingham-City
,Darren Purse,eng ENG,DF,9,9,0.0,0.0,2003-2004,/en/players/70137152/Darren-Purse,70137152,Birmingham-City,802,8.9,0.0,1.0,131,6.0,7589,Birmingham-City
,Stern John,tt TRI,FW,29,7,0.0,4.0,2003-2004,/en/players/e4e2ac24/Stern-John,4e2ac24,Birmingham-City,830,9.2,0.0,0.0,131,123.0,6805,Birmingham-City
,Aliou Cissé,sn SEN,"DF,MF",15,5,0.0,0.0,2003-2004,/en/players/0717f817/Aliou-Cisse,0717f817,Birmingham-City,535,5.9,5.0,0.0,131,34.0,7587,Birmingham-City
,Ian Bennett,eng ENG,GK,6,4,0.0,0.0,2003-2004,/en/players/28d29138/Ian-Bennett,28d29138,Birmingham-City,461,5.1,0.0,0.0,131,6.0,7597,Birmingham-City
,Martin Grainger,eng ENG,DF,4,3,1.0,1.0,2003-2004,/en/players/0e6df4ab/Martin-Grainger,0e6df4ab,Birmingham-City,250,2.8,0.0,0.0,131,6.0,7598,Birmingham-City
,Geoff Horsfield,eng ENG,FW,3,2,0.0,0.0,2003-2004,/en/players/eb3a9b6d/Geoff-Horsfield,b3a9b6d,Birmingham-City,147,1.6,0.0,0.0,131,6.0,7593,Birmingham-City
