Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Damien Marcq,fr FRA,"DF,MF",34,33,2.0,1.0,2009-2010,/en/players/b9a2792f/Damien-Marcq,b9a2792f,Boulogne,"2,865",31.8,10.0,0.0,108,4.0,13680,Boulogne
,Yohan Lachor,fr FRA,DF,29,29,0.0,0.0,2009-2010,/en/players/4bcc1868/Yohan-Lachor,4bcc1868,Boulogne,"2,575",28.6,6.0,1.0,108,4.0,12293,Boulogne
,Alexandre Cuvillier,fr FRA,"FW,MF",34,28,3.0,4.0,2009-2010,/en/players/4d70a1a0/Alexandre-Cuvillier,4d70a1a0,Boulogne,"2,448",27.2,6.0,0.0,108,4.0,12336,Boulogne
,Jean-François Bédénik,fr FRA,GK,25,25,0.0,0.0,2009-2010,/en/players/b290fb9c/Jean-Francois-Bedenik,b290fb9c,Boulogne,"2,250",25.0,1.0,0.0,108,4.0,14098,Boulogne
,Nicolas Rabuel,fr FRA,DF,23,23,0.0,0.0,2009-2010,/en/players/4d4a79ce/Nicolas-Rabuel,4d4a79ce,Boulogne,"1,933",21.5,2.0,0.0,108,4.0,14753,Boulogne
,Laurent Agouazi,dz ALG,MF,25,20,2.0,1.0,2009-2010,/en/players/114e5717/Laurent-Agouazi,114e5717,Boulogne,"1,696",18.8,10.0,0.0,108,37.0,13862,Boulogne
,Antony Lecointe,fr FRA,DF,22,19,2.0,0.0,2009-2010,/en/players/63ba1663/Antony-Lecointe,63ba1663,Boulogne,"1,770",19.7,3.0,0.0,108,4.0,14754,Boulogne
,Guillaume Ducatel,fr FRA,MF,27,19,1.0,1.0,2009-2010,/en/players/c7dfd075/Guillaume-Ducatel,c7dfd075,Boulogne,"1,579",17.5,4.0,1.0,108,4.0,14755,Boulogne
,Frédéric Da Rocha,fr FRA,MF,30,18,1.0,0.0,2009-2010,/en/players/be2110c6/Frederic-Da-Rocha,be2110c6,Boulogne,"1,731",19.2,3.0,0.0,108,4.0,12463,Boulogne
,Bakary Soumaré,ml MLI,DF,20,18,0.0,0.0,2009-2010,/en/players/20fec792/Bakary-Soumare,20fec792,Boulogne,"1,531",17.0,1.0,1.0,108,12.0,14756,Boulogne
,Guillaume Borne,fr FRA,DF,17,16,0.0,0.0,2009-2010,/en/players/b7beff63/Guillaume-Borne,b7beff63,Boulogne,"1,312",14.6,1.0,0.0,108,4.0,13199,Boulogne
,Bira Dembélé,fr FRA,DF,22,15,1.0,1.0,2009-2010,/en/players/35e73d23/Bira-Dembele,35e73d23,Boulogne,"1,467",16.3,5.0,0.0,108,4.0,13204,Boulogne
,Olivier Kapo,fr FRA,"FW,MF",16,15,0.0,2.0,2009-2010,/en/players/992c2db8/Olivier-Kapo,992c2db8,Boulogne,"1,185",13.2,4.0,0.0,108,4.0,4125,Boulogne
,Jérémy Blayac,fr FRA,FW,22,14,0.0,6.0,2009-2010,/en/players/d9afac11/Jeremy-Blayac,d9afac11,Boulogne,"1,385",15.4,2.0,0.0,108,4.0,13042,Boulogne
,Zargo Touré,sn SEN,"DF,MF",14,13,0.0,0.0,2009-2010,/en/players/a32d6732/Zargo-Toure,32d6732,Boulogne,"1,093",12.1,2.0,0.0,108,34.0,13569,Boulogne
,Grégory Thil,fr FRA,FW,15,12,2.0,4.0,2009-2010,/en/players/3cedf1c4/Gregory-Thil,3cedf1c4,Boulogne,"1,093",12.1,0.0,0.0,108,4.0,14757,Boulogne
,Olubayo Adefemi,ng NGA,"DF,MF",13,11,0.0,1.0,2009-2010,/en/players/e51ecd42/Olubayo-Adefemi,51ecd42,Boulogne,"1,038",11.5,3.0,1.0,108,52.0,14758,Boulogne
,Mustapha Yatabaré,ml MLI,"FW,MF",17,9,1.0,2.0,2009-2010,/en/players/398dc4f4/Mustapha-Yatabare,398dc4f4,Boulogne,931,10.3,0.0,0.0,108,12.0,12194,Boulogne
,Ovidy Karuru,zw ZIM,"FW,MF",14,9,1.0,1.0,2009-2010,/en/players/fe7444ee/Ovidy-Karuru,fe7444ee,Boulogne,874,9.7,1.0,0.0,108,131.0,14763,Boulogne
