Unnamed: 0,Player,Link,Player_name,Player_id,Nationality,Position,club
9712.0,﻿Rafael Ponzo,/en/players/e6777099/Rafael-Ponzo,Rafael-Ponzo,6777099,ve VEN,GK,Girona
9713.0,Serra,/en/players/df52ea5f/Serra,S,df52ea5f,es ESP,DF,Girona
9714.0,Migue,/en/players/13575a4c/Migue,Migu,13575a4c,es ESP,DF,Girona
9715.0,Jordi Matamala,/en/players/b064ff85/Jordi-Matamala,Jordi-Matam,b064ff85,es ESP,MF,Girona
9716.0,Albert Dorca,/en/players/01c3b68a/Albert-Dorca,Albert-Dorc,01c3b68a,es ESP,MF,Girona
9717.0,José,/en/players/bc392378/Jose,Jo,bc392378,es ESP,DF,Girona
9718.0,David Cañas,/en/players/01d8b210/David-Canas,David-C,01d8b210,es ESP,DF,Girona
9719.0,Diego Rangel,/en/players/2380c0fb/Diego-Rangel,Diego-Rang,2380c0fb,es ESP,DF,Girona
9720.0,Gabri,/en/players/b2605b0a/Gabri,Gabri,b2605b0a,es ESP,FW,Girona
9721.0,Chechu,/en/players/3333762c/Chechu,Chechu,3333762c,es ESP,MF,Girona
9722.0,Raúl Martín,/en/players/f81f6fc3/Raul-Martin,Raul-Marti,f81f6fc3,es ESP,MF,Girona
9723.0,Jordi Xumetra,/en/players/3b79dbdb/Jordi-Xumetra,Jordi-Xumet,3b79dbdb,es ESP,"FW,MF",Girona
9724.0,Paco Esteban,/en/players/7e4f04f0/Paco-Esteban,Paco-Esteb,7e4f04f0,es ESP,FW,Girona
9725.0,Alberto Manga,/en/players/a1d84af0/Alberto-Manga,Alberto-Mang,1d84af0,es ESP,MF,Girona
9726.0,Mikel Amantegui,/en/players/f92f842f/Mikel-Amantegui,Mikel-Amantegui,f92f842f,es ESP,DF,Girona
9727.0,Felipe Sanchón,/en/players/f62ff94e/Felipe-Sanchon,Felipe-Sancho,f62ff94e,es ESP,MF,Girona
9728.0,Arnal Llibert,/en/players/6e514348/Arnal-Llibert,Arnal-Llibert,6e514348,es ESP,FW,Girona
9729.0,Jito,/en/players/3adf70f2/Jito,Jito,3adf70f2,es ESP,FW,Girona
9730.0,Igor de Souza,/en/players/1c73ef45/Igor-de-Souza,Igor-de-Souz,1c73ef45,br BRA,FW,Girona
9731.0,Marc Bernaus,/en/players/761ecc1f/Marc-Bernaus,Marc-Bernau,761ecc1f,ad AND,DF,Girona
9732.0,David Sánchez,/en/players/60e0ee7a/David-Sanchez,David-Sanchez,60e0ee7a,es ESP,DF,Girona
9733.0,Iván Gómez,/en/players/12814065/Ivan-Gomez,Ivan-Gomez,12814065,es ESP,GK,Girona
9734.0,Gerard López,/en/players/403b0279/Gerard-Lopez,Gerard-Lopez,403b0279,es ESP,MF,Girona
9735.0,Hiroshi Ibusuki,/en/players/715bdbe9/Hiroshi-Ibusuki,Hiroshi-Ibusuki,715bdbe9,jp JPN,FW,Girona
9736.0,Óscar Álvarez,/en/players/d6b5c64f/Oscar-Alvarez,Oscar-Alvarez,d6b5c64f,es ESP,DF,Girona
9737.0,Héctor Simón,/en/players/6ad334dc/Hector-Simon,Hector-Simo,6ad334dc,es ESP,MF,Girona
9738.0,Ernesto Galán,/en/players/7e4af593/Ernesto-Galan,Ernesto-G,7e4af593,es ESP,DF,Girona
9739.0,Roberto Peragón,/en/players/c1dbaa18/Roberto-Peragon,Roberto-Perago,c1dbaa18,es ESP,FW,Girona
