Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
1,Gareth Taylor,/en/players/50cd59bd/Gareth-Taylor,50cd59bd,Gareth-Taylo,wls WAL,FW,Burnley
2,Ian Thomas-Moore,/en/players/9c89ccea/Ian-Thomas-Moore,9c89ccea,Ian-Thomas-Moo,eng ENG,"FW,MF",Burnley
3,Glen Little,/en/players/3c418660/Glen-Little,3c418660,Glen-Litt,eng ENG,MF,Burnley
4,Robbie Blake,/en/players/ddc0a1fd/Robbie-Blake,ddc0a1fd,Robbie-Blak,eng ENG,"FW,MF",Burnley
5,Marlon Beresford,/en/players/d68e864b/Marlon-Beresford,d68e864b,Marlon-Beresford,eng ENG,GK,Burnley
6,Lee Briscoe,/en/players/49c0435b/Lee-Briscoe,49c0435b,Lee-Brisco,eng ENG,"DF,MF",Burnley
7,Arthur Gnohéré,/en/players/e5265900/Arthur-Gnohere,5265900,Arthur-Gnoh,ci CIV,DF,Burnley
8,Graham Branch,/en/players/4039419c/Graham-Branch,4039419c,Graham-Branch,eng ENG,"DF,MF",Burnley
9,Paul Weller,/en/players/eebb8866/Paul-Weller,bb8866,Paul-W,eng ENG,MF,Burnley
10,Steve Davis,/en/players/293a9e37/Steve-Davis,293a9e37,Steve-Davi,eng ENG,DF,Burnley
11,Mark McGregor,/en/players/111b1d95/Mark-McGregor,111b1d95,Mark-McGrego,eng ENG,DF,Burnley
12,Tony Grant,/en/players/e982e153/Tony-Grant,982e153,Tony-Grant,eng ENG,MF,Burnley
13,Ian Cox,/en/players/cca4eccb/Ian-Cox,cca4eccb,Ian-Cox,tt TRI,DF,Burnley
14,Paul Cook,/en/players/b5980cb9/Paul-Cook,b5980cb9,Paul-Cook,eng ENG,MF,Burnley
15,Nikos Michopoulos,/en/players/e8a11678/Nikos-Michopoulos,8a11678,Nikos-Michopoulo,gr GRE,GK,Burnley
16,Alan Moore,/en/players/ee3b147f/Alan-Moore,3b147f,Alan-Moo,ie IRL,MF,Burnley
17,Drissa Diallo,/en/players/2013cfbf/Drissa-Diallo,2013cfbf,Drissa-Diallo,gn GUI,DF,Burnley
18,Dimitris Papadopoulos,/en/players/63c519e1/Dimitris-Papadopoulos,63c519e1,Dimitris-Papadopoulo,gr GRE,FW,Burnley
19,Lenny Johnrose,/en/players/e852f574/Lenny-Johnrose,852f574,Lenny-Johnro,eng ENG,MF,Burnley
20,Matthew O'Neill,/en/players/62d3ee3c/Matthew-ONeill,62d3ee3c,Matthew-ONei,eng ENG,MF,Burnley
21,Richard Chaplow,/en/players/66835431/Richard-Chaplow,66835431,Richard-Chaplow,eng ENG,MF,Burnley
22,Gordon Armstrong,/en/players/6d2f9bbc/Gordon-Armstrong,6d2f9bbc,Gordon-Armstrong,eng ENG,MF,Burnley
23,Brad Maylett,/en/players/7b911330/Brad-Maylett,7b911330,Brad-Maylett,eng ENG,MF,Burnley
24,Andy Waine,/en/players/417200f4/Andy-Waine,417200f4,Andy-Wai,eng ENG,MF,Burnley
25,Mark Rasmussen,/en/players/dd5c9eeb/Mark-Rasmussen,dd5c9eeb,Mark-Rasmu,eng ENG,MF,Burnley
27,﻿Brian Jensen,/en/players/d6a6a1f4/Brian-Jensen,d6a6a1f4,Brian-J,dk DEN,GK,Burnley
28,Mo Camara,/en/players/70e8a77f/Mo-Camara,70e8a77f,Mo-Cam,gn GUI,DF,Burnley
