Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Dean West,,DF,41,41,4.0,4.0,2002-2003,/en/players/fd39e802/Dean-West,fd39e802,Burnley,"3,622",40.2,4.0,1.0,151,,90380,Burnley
,Gareth Taylor,wls WAL,FW,40,38,4.0,16.0,2002-2003,/en/players/50cd59bd/Gareth-Taylor,50cd59bd,Burnley,"3,411",37.9,12.0,1.0,151,18.0,10284,Burnley
,Ian Thomas-Moore,eng ENG,"FW,MF",44,35,3.0,8.0,2002-2003,/en/players/9c89ccea/Ian-Thomas-Moore,9c89ccea,Burnley,"2,908",32.3,3.0,1.0,151,6.0,7937,Burnley
,Glen Little,eng ENG,MF,39,34,3.0,6.0,2002-2003,/en/players/3c418660/Glen-Little,3c418660,Burnley,"3,075",34.2,8.0,0.0,151,6.0,8243,Burnley
,Robbie Blake,eng ENG,"FW,MF",41,34,9.0,13.0,2002-2003,/en/players/ddc0a1fd/Robbie-Blake,ddc0a1fd,Burnley,"2,955",32.8,2.0,0.0,151,6.0,7615,Burnley
,Marlon Beresford,eng ENG,GK,34,33,0.0,0.0,2002-2003,/en/players/d68e864b/Marlon-Beresford,d68e864b,Burnley,"3,023",33.6,2.0,0.0,151,6.0,10285,Burnley
,Lee Briscoe,eng ENG,"DF,MF",33,32,0.0,2.0,2002-2003,/en/players/49c0435b/Lee-Briscoe,49c0435b,Burnley,"2,540",28.2,4.0,0.0,151,6.0,10286,Burnley
,Arthur Gnohéré,ci CIV,DF,33,31,1.0,2.0,2002-2003,/en/players/e5265900/Arthur-Gnohere,5265900,Burnley,"2,786",31.0,8.0,2.0,151,35.0,10287,Burnley
,Graham Branch,eng ENG,"DF,MF",32,31,1.0,0.0,2002-2003,/en/players/4039419c/Graham-Branch,4039419c,Burnley,"2,734",30.4,7.0,0.0,151,6.0,10288,Burnley
,Paul Weller,eng ENG,MF,34,26,1.0,0.0,2002-2003,/en/players/eebb8866/Paul-Weller,bb8866,Burnley,"2,431",27.0,4.0,0.0,151,6.0,10289,Burnley
,Steve Davis,eng ENG,DF,28,25,1.0,4.0,2002-2003,/en/players/293a9e37/Steve-Davis,293a9e37,Burnley,"2,303",25.6,6.0,0.0,151,6.0,10290,Burnley
,Mark McGregor,eng ENG,DF,30,25,0.0,1.0,2002-2003,/en/players/111b1d95/Mark-McGregor,111b1d95,Burnley,"2,028",22.5,4.0,1.0,151,6.0,10291,Burnley
,Tony Grant,eng ENG,MF,34,24,1.0,1.0,2002-2003,/en/players/e982e153/Tony-Grant,982e153,Burnley,"2,384",26.5,7.0,0.0,151,6.0,10292,Burnley
,Ian Cox,tt TRI,DF,26,23,0.0,1.0,2002-2003,/en/players/cca4eccb/Ian-Cox,cca4eccb,Burnley,"1,968",21.9,6.0,0.0,151,123.0,10293,Burnley
,Paul Cook,eng ENG,MF,23,21,0.0,0.0,2002-2003,/en/players/b5980cb9/Paul-Cook,b5980cb9,Burnley,"1,562",17.4,4.0,1.0,151,6.0,10294,Burnley
,Nikos Michopoulos,gr GRE,GK,18,18,0.0,0.0,2002-2003,/en/players/e8a11678/Nikos-Michopoulos,8a11678,Burnley,"1,567",17.4,0.0,0.0,151,55.0,10295,Burnley
,Alan Moore,ie IRL,MF,27,14,1.0,1.0,2002-2003,/en/players/ee3b147f/Alan-Moore,3b147f,Burnley,"1,355",15.1,0.0,0.0,151,99.0,10296,Burnley
,Drissa Diallo,gn GUI,DF,14,14,1.0,1.0,2002-2003,/en/players/2013cfbf/Drissa-Diallo,2013cfbf,Burnley,"1,129",12.5,2.0,0.0,151,74.0,10297,Burnley
,Dimitris Papadopoulos,gr GRE,FW,34,7,2.0,3.0,2002-2003,/en/players/63c519e1/Dimitris-Papadopoulos,63c519e1,Burnley,982,10.9,2.0,0.0,151,55.0,724,Burnley
,Lenny Johnrose,eng ENG,MF,6,5,0.0,0.0,2002-2003,/en/players/e852f574/Lenny-Johnrose,852f574,Burnley,395,4.4,1.0,0.0,151,6.0,10298,Burnley
,Matthew O'Neill,eng ENG,MF,6,2,0.0,0.0,2002-2003,/en/players/62d3ee3c/Matthew-ONeill,62d3ee3c,Burnley,352,3.9,0.0,0.0,151,6.0,10299,Burnley
,Richard Chaplow,eng ENG,MF,5,2,0.0,0.0,2002-2003,/en/players/66835431/Richard-Chaplow,66835431,Burnley,270,3.0,0.0,0.0,151,6.0,6789,Burnley
,Gordon Armstrong,eng ENG,MF,6,1,0.0,0.0,2002-2003,/en/players/6d2f9bbc/Gordon-Armstrong,6d2f9bbc,Burnley,240,2.7,2.0,0.0,151,6.0,10300,Burnley
,Brad Maylett,eng ENG,MF,6,1,1.0,0.0,2002-2003,/en/players/7b911330/Brad-Maylett,7b911330,Burnley,229,2.5,1.0,0.0,151,6.0,10301,Burnley
,Andy Waine,eng ENG,MF,2,0,0.0,0.0,2002-2003,/en/players/417200f4/Andy-Waine,417200f4,Burnley,41,0.5,0.0,0.0,151,6.0,10302,Burnley
,Mark Rasmussen,eng ENG,MF,2,0,0.0,0.0,2002-2003,/en/players/dd5c9eeb/Mark-Rasmussen,dd5c9eeb,Burnley,10,0.1,0.0,0.0,151,6.0,10303,Burnley
,﻿Brian Jensen,dk DEN,GK,46,46,0.0,0.0,2003-2004,/en/players/d6a6a1f4/Brian-Jensen,d6a6a1f4,Burnley,"4,140",46.0,2.0,0.0,151,7.0,10304,Burnley
,Mo Camara,gn GUI,DF,45,45,2.0,0.0,2003-2004,/en/players/70e8a77f/Mo-Camara,70e8a77f,Burnley,"3,978",44.2,6.0,0.0,151,74.0,9371,Burnley
,Robbie Blake,eng ENG,"FW,MF",45,44,9.0,19.0,2003-2004,/en/players/ddc0a1fd/Robbie-Blake,ddc0a1fd,Burnley,"3,861",42.9,6.0,0.0,151,6.0,7615,Burnley
,Ian Thomas-Moore,eng ENG,"FW,MF",40,38,2.0,9.0,2003-2004,/en/players/9c89ccea/Ian-Thomas-Moore,9c89ccea,Burnley,"3,319",36.9,3.0,0.0,151,6.0,7937,Burnley
,Tony Grant,eng ENG,MF,37,34,1.0,0.0,2003-2004,/en/players/e982e153/Tony-Grant,982e153,Burnley,"3,111",34.6,7.0,0.0,151,6.0,10292,Burnley
,David May,eng ENG,DF,35,34,0.0,4.0,2003-2004,/en/players/1c719a79/David-May,1c719a79,Burnley,"3,009",33.4,9.0,1.0,151,6.0,5726,Burnley
,Glen Little,eng ENG,MF,34,33,8.0,3.0,2003-2004,/en/players/3c418660/Glen-Little,3c418660,Burnley,"2,883",32.0,6.0,0.0,151,6.0,8243,Burnley
,Graham Branch,eng ENG,"DF,MF",38,30,0.0,3.0,2003-2004,/en/players/4039419c/Graham-Branch,4039419c,Burnley,"2,714",30.2,9.0,0.0,151,6.0,10288,Burnley
,Richard Chaplow,eng ENG,MF,39,30,4.0,5.0,2003-2004,/en/players/66835431/Richard-Chaplow,66835431,Burnley,"2,670",29.7,7.0,0.0,151,6.0,6789,Burnley
,Dean West,,DF,32,25,3.0,1.0,2003-2004,/en/players/fd39e802/Dean-West,fd39e802,Burnley,"2,296",25.5,6.0,0.0,151,,99520,Burnley
,Paul Weller,eng ENG,MF,33,25,1.0,0.0,2003-2004,/en/players/eebb8866/Paul-Weller,bb8866,Burnley,"2,101",23.3,3.0,0.0,151,6.0,10289,Burnley
,Luke Chadwick,eng ENG,MF,36,23,2.0,5.0,2003-2004,/en/players/9c35f696/Luke-Chadwick,9c35f696,Burnley,"2,134",23.7,2.0,0.0,151,6.0,5723,Burnley
,Lee Roche,eng ENG,DF,25,21,0.0,1.0,2003-2004,/en/players/d391aaf0/Lee-Roche,d391aaf0,Burnley,"1,802",20.0,4.0,0.0,151,6.0,5724,Burnley
,Mark McGregor,eng ENG,DF,23,20,1.0,1.0,2003-2004,/en/players/111b1d95/Mark-McGregor,111b1d95,Burnley,"1,831",20.3,3.0,0.0,151,6.0,10291,Burnley
,Arthur Gnohéré,ci CIV,DF,14,12,0.0,1.0,2003-2004,/en/players/e5265900/Arthur-Gnohere,5265900,Burnley,"1,101",12.2,5.0,2.0,151,35.0,10287,Burnley
,Delroy Facey,gd GRN,FW,14,12,2.0,5.0,2003-2004,/en/players/3966915f/Delroy-Facey,3966915f,Burnley,"1,083",12.0,0.0,0.0,151,130.0,8233,Burnley
,Gareth Farrelly,ie IRL,MF,12,9,2.0,0.0,2003-2004,/en/players/8a1a3cf0/Gareth-Farrelly,8a1a3cf0,Burnley,736,8.2,1.0,0.0,151,99.0,8229,Burnley
,Neil Wood,eng ENG,MF,10,8,1.0,1.0,2003-2004,/en/players/4411d09e/Neil-Wood,4411d09e,Burnley,669,7.4,0.0,0.0,151,6.0,10305,Burnley
,Andy Todd,eng ENG,DF,7,7,0.0,0.0,2003-2004,/en/players/1b9ecd06/Andy-Todd,1b9ecd06,Burnley,630,7.0,2.0,0.0,151,6.0,6416,Burnley
,Alan Moore,ie IRL,MF,13,5,0.0,0.0,2003-2004,/en/players/ee3b147f/Alan-Moore,3b147f,Burnley,520,5.8,0.0,0.0,151,99.0,10296,Burnley
,Lenny Johnrose,eng ENG,MF,7,4,0.0,0.0,2003-2004,/en/players/e852f574/Lenny-Johnrose,852f574,Burnley,470,5.2,0.0,0.0,151,6.0,10298,Burnley
,Bradley Orr,eng ENG,DF,4,1,0.0,0.0,2003-2004,/en/players/78142987/Bradley-Orr,78142987,Burnley,154,1.7,0.0,0.0,151,6.0,6476,Burnley
,Dele Adebola,ng NGA,FW,3,0,0.0,1.0,2003-2004,/en/players/498b401e/Dele-Adebola,498b401e,Burnley,117,1.3,0.0,0.0,151,52.0,9228,Burnley
,Jay McEveley,sct SCO,DF,4,0,0.0,0.0,2003-2004,/en/players/c5c63c9a/Jay-McEveley,c5c63c9a,Burnley,77,0.9,1.0,0.0,151,67.0,6414,Burnley
,Matthew O'Neill,eng ENG,MF,4,0,0.0,0.0,2003-2004,/en/players/62d3ee3c/Matthew-ONeill,62d3ee3c,Burnley,50,0.6,0.0,0.0,151,6.0,10299,Burnley
,Paul Scott,eng ENG,DF,2,0,0.0,0.0,2003-2004,/en/players/0bd9b0e7/Paul-Scott,0bd9b0e7,Burnley,26,0.3,0.0,0.0,151,6.0,10306,Burnley
,Joel Pilkington,eng ENG,MF,1,0,0.0,0.0,2003-2004,/en/players/21e92c83/Joel-Pilkington,21e92c83,Burnley,14,0.2,0.0,0.0,151,6.0,10307,Burnley
