Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Luís Oliveira,be BEL,FW,36,36,4.0,15.0,2002-2003,/en/players/194efff9/Luis-Oliveira,194efff9,Catania,"3,143",34.9,2.0,0.0,189,27.0,22987,Catania
,Vito Grieco,it ITA,MF,35,35,7.0,3.0,2002-2003,/en/players/2c57b00b/Vito-Grieco,2c57b00b,Catania,"3,065",34.1,8.0,1.0,189,9.0,22988,Catania
,Salvatore Monaco,it ITA,DF,34,34,0.0,2.0,2002-2003,/en/players/fe95801e/Salvatore-Monaco,fe95801e,Catania,"2,988",33.2,4.0,0.0,189,9.0,22989,Catania
,Michele Zeoli,it ITA,DF,33,33,1.0,2.0,2002-2003,/en/players/8228e14e/Michele-Zeoli,8228e14e,Catania,"2,801",31.1,8.0,2.0,189,9.0,22990,Catania
,Michele Fini,it ITA,MF,32,27,5.0,2.0,2002-2003,/en/players/d4894685/Michele-Fini,d4894685,Catania,"2,235",24.8,3.0,1.0,189,9.0,22280,Catania
,Massimo Demartis,it ITA,DF,29,26,0.0,0.0,2002-2003,/en/players/0864740e/Massimo-Demartis,0864740e,Catania,"2,381",26.5,8.0,0.0,189,9.0,22765,Catania
,Giovanni Martusciello,it ITA,MF,29,21,1.0,3.0,2002-2003,/en/players/b02ac452/Giovanni-Martusciello,b02ac452,Catania,"1,973",21.9,6.0,0.0,189,9.0,22991,Catania
,Davide Cordone,it ITA,MF,27,21,2.0,1.0,2002-2003,/en/players/33b4dc02/Davide-Cordone,33b4dc02,Catania,"1,850",20.6,1.0,0.0,189,9.0,22992,Catania
,Carlo Taldo,it ITA,FW,20,20,0.0,8.0,2002-2003,/en/players/b8f24525/Carlo-Taldo,b8f24525,Catania,"1,774",19.7,1.0,0.0,189,9.0,21185,Catania
,Fabio Gatti,it ITA,MF,24,20,2.0,0.0,2002-2003,/en/players/4424bcaf/Fabio-Gatti,4424bcaf,Catania,"1,581",17.6,7.0,0.0,189,9.0,20870,Catania
,Luca Castellazzi,it ITA,GK,18,18,0.0,0.0,2002-2003,/en/players/36281ecb/Luca-Castellazzi,36281ecb,Catania,"1,620",18.0,2.0,0.0,189,9.0,19664,Catania
,Davide Possanzini,it ITA,"FW,MF",31,17,1.0,4.0,2002-2003,/en/players/6078984b/Davide-Possanzini,6078984b,Catania,"1,573",17.5,4.0,1.0,189,9.0,20691,Catania
,Gennaro Iezzo,it ITA,GK,17,17,0.0,0.0,2002-2003,/en/players/a778fbda/Gennaro-Iezzo,778fbda,Catania,"1,530",17.0,1.0,0.0,189,9.0,22601,Catania
,Alessandro Del Grosso,it ITA,DF,23,13,1.0,0.0,2002-2003,/en/players/70747da7/Alessandro-Del-Grosso,70747da7,Catania,"1,264",14.0,1.0,0.0,189,9.0,22993,Catania
,Georgios Kyriazis,gr GRE,DF,13,13,0.0,1.0,2002-2003,/en/players/07622ca2/Georgios-Kyriazis,07622ca2,Catania,"1,170",13.0,2.0,0.0,189,55.0,22994,Catania
,Pietro Fusco,it ITA,DF,13,12,0.0,0.0,2002-2003,/en/players/87252a08/Pietro-Fusco,87252a08,Catania,"1,084",12.0,6.0,0.0,189,9.0,22995,Catania
,Alessandro Colasante,it ITA,,14,11,0.0,0.0,2002-2003,/en/players/3e19b120/Alessandro-Colasante,3e19b120,Catania,950,10.6,4.0,0.0,189,9.0,90748,Catania
,Cristian Bucchi,it ITA,FW,13,11,0.0,2.0,2002-2003,/en/players/8df7ea1e/Cristian-Bucchi,8df7ea1e,Catania,805,8.9,2.0,0.0,189,9.0,21059,Catania
,Alberto Malusci,it ITA,DF,12,10,1.0,0.0,2002-2003,/en/players/a8e4ab0b/Alberto-Malusci,8e4ab0b,Catania,864,9.6,5.0,0.0,189,9.0,22996,Catania
,Vincenzo Iacopino,it ITA,MF,6,5,0.0,0.0,2002-2003,/en/players/d637c767/Vincenzo-Iacopino,d637c767,Catania,281,3.1,0.0,0.0,189,9.0,22053,Catania
,Gennaro Monaco,it ITA,DF,4,3,0.0,0.0,2002-2003,/en/players/d3dbf670/Gennaro-Monaco,d3dbf670,Catania,309,3.4,1.0,0.0,189,9.0,22997,Catania
,Nazario Pignotti,,,7,2,0.0,0.0,2002-2003,No detected,,Catania,305,3.4,0.0,0.0,189,,90870,Catania
