Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Paul Robinson,eng ENG,GK,38,38,1.0,0.0,2002-2003,/en/players/3515ba56/Paul-Robinson,3515ba56,Leeds-United,"3,420",38.0,0.0,0.0,133,6.0,6455,Leeds-United
,Alan Smith,eng ENG,"FW,MF",33,33,5.0,3.0,2002-2003,/en/players/fdac06ea/Alan-Smith,fdac06ea,Leeds-United,"2,743",30.5,11.0,2.0,133,6.0,5733,Leeds-United
,Danny Mills,eng ENG,DF,33,32,1.0,1.0,2002-2003,/en/players/240e4301/Danny-Mills,240e4301,Leeds-United,"2,816",31.3,6.0,0.0,133,6.0,6963,Leeds-United
,Harry Kewell,au AUS,"FW,MF",31,31,7.0,14.0,2002-2003,/en/players/51ef13b9/Harry-Kewell,51ef13b9,Leeds-United,"2,703",30.0,3.0,0.0,133,42.0,6280,Leeds-United
,Eirik Bakke,no NOR,MF,34,31,3.0,1.0,2002-2003,/en/players/5a10a72e/Eirik-Bakke,5a10a72e,Leeds-United,"2,643",29.4,10.0,0.0,133,21.0,7917,Leeds-United
,Mark Viduka,au AUS,FW,33,29,3.0,20.0,2002-2003,/en/players/c4c545c7/Mark-Viduka,c4c545c7,Leeds-United,"2,588",28.8,6.0,0.0,133,42.0,6019,Leeds-United
,Ian Harte,ie IRL,DF,27,24,3.0,3.0,2002-2003,/en/players/fd4fa092/Ian-Harte,fd4fa092,Leeds-United,"2,204",24.5,3.0,0.0,133,99.0,4116,Leeds-United
,Gary Kelly,ie IRL,DF,25,24,5.0,0.0,2002-2003,/en/players/1832e33c/Gary-Kelly,1832e33c,Leeds-United,"2,186",24.3,1.0,0.0,133,99.0,7918,Leeds-United
,Jason Wilcox,eng ENG,"FW,MF",25,23,2.0,1.0,2002-2003,/en/players/6b9fa9ad/Jason-Wilcox,6b9fa9ad,Leeds-United,"2,024",22.5,3.0,0.0,133,6.0,7919,Leeds-United
,Dominic Matteo,sct SCO,"DF,MF",20,20,2.0,0.0,2002-2003,/en/players/f6ea8457/Dominic-Matteo,f6ea8457,Leeds-United,"1,732",19.2,3.0,0.0,133,67.0,6437,Leeds-United
,Jonathan Woodgate,eng ENG,DF,18,18,2.0,1.0,2002-2003,/en/players/9482a3bd/Jonathan-Woodgate,9482a3bd,Leeds-United,"1,601",17.8,2.0,0.0,133,6.0,44,Leeds-United
,Lucas Radebe,za RSA,DF,19,16,0.0,0.0,2002-2003,/en/players/84d2a0f0/Lucas-Radebe,84d2a0f0,Leeds-United,"1,515",16.8,1.0,0.0,133,60.0,7920,Leeds-United
,Teddy Lučić,se SWE,DF,17,16,0.0,1.0,2002-2003,/en/players/25a2a558/Teddy-Lucic,25a2a558,Leeds-United,"1,359",15.1,1.0,0.0,133,41.0,7921,Leeds-United
,Nick Barmby,eng ENG,"FW,MF",19,16,2.0,4.0,2002-2003,/en/players/4af0a400/Nick-Barmby,4af0a400,Leeds-United,"1,348",15.0,2.0,0.0,133,6.0,7922,Leeds-United
,Lee Bowyer,eng ENG,MF,15,15,4.0,3.0,2002-2003,/en/players/f4fd57ba/Lee-Bowyer,f4fd57ba,Leeds-United,"1,342",14.9,7.0,0.0,133,6.0,5991,Leeds-United
,Paul Okon,au AUS,MF,15,15,0.0,0.0,2002-2003,/en/players/61d7a6b1/Paul-Okon,61d7a6b1,Leeds-United,"1,281",14.2,4.0,0.0,133,42.0,7923,Leeds-United
,Michael Duberry,eng ENG,DF,14,11,1.0,0.0,2002-2003,/en/players/db61b520/Michael-Duberry,db61b520,Leeds-United,"1,032",11.5,1.0,0.0,133,6.0,7924,Leeds-United
