Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Olof Mellberg,/en/players/1c95e93d/Olof-Mellberg,1c95e93d,Olof-Mellberg,se SWE,"DF,MF",Aston-Villa
1,Gareth Barry,/en/players/7dbbe367/Gareth-Barry,7dbbe367,Gareth-B,eng ENG,MF,Aston-Villa
2,Jlloyd Samuel,/en/players/efc9ff16/Jlloyd-Samuel,fc9ff16,Jlloyd-Samu,tt TRI,"DF,MF",Aston-Villa
3,Peter Enckelman,/en/players/b50e147f/Peter-Enckelman,b50e147f,Peter-Enckelm,fi FIN,GK,Aston-Villa
4,Darius Vassell,/en/players/e342b5e7/Darius-Vassell,342b5e7,Darius-V,eng ENG,"FW,MF",Aston-Villa
5,Ronny Johnsen,/en/players/02f25c21/Ronny-Johnsen,02f25c21,Ronny-Joh,no NOR,DF,Aston-Villa
6,Thomas Hitzlsperger,/en/players/2757060a/Thomas-Hitzlsperger,2757060a,Thomas-Hitzlsperg,de GER,MF,Aston-Villa
7,Dion Dublin,/en/players/a0886d18/Dion-Dublin,0886d18,Dion-Dubli,eng ENG,"DF,FW",Aston-Villa
8,Steve Staunton,/en/players/cb617782/Steve-Staunton,cb617782,Steve-Staunto,ie IRL,"DF,MF",Aston-Villa
9,Lee Hendrie,/en/players/8716663c/Lee-Hendrie,8716663c,Lee-Hendri,eng ENG,MF,Aston-Villa
10,Mark Kinsella,/en/players/3564689a/Mark-Kinsella,3564689a,Mark-Ki,ie IRL,MF,Aston-Villa
11,Øyvind Leonhardsen,/en/players/490a8799/Oyvind-Leonhardsen,490a8799,Oyvind-Leonhard,no NOR,MF,Aston-Villa
12,Ulises de la Cruz,/en/players/36e01a2c/Ulises-de-la-Cruz,36e01a2c,Ulises-de-la-Cruz,ec ECU,DF,Aston-Villa
13,Mark Delaney,/en/players/882f42b8/Mark-Delaney,882f42b8,Mark-D,wls WAL,DF,Aston-Villa
14,Marcus Allbäck,/en/players/02c070c0/Marcus-Allback,02c070c0,Marcus-Allback,se SWE,FW,Aston-Villa
15,Ian Taylor,/en/players/daa71b88/Ian-Taylor,daa71b88,Ian-Taylo,eng ENG,MF,Aston-Villa
16,Joey Guðjónsson,/en/players/b79e0fde/Joey-Gudjonsson,b79e0fde,Joey-Gudjonsso,is ISL,MF,Aston-Villa
17,Alan Wright,/en/players/df6cf3fe/Alan-Wright,df6cf3fe,Alan-Wright,eng ENG,DF,Aston-Villa
18,Juan Pablo Ángel,/en/players/f0848ae1/Juan-Pablo-Angel,f0848ae1,Juan-Pablo-Ang,co COL,FW,Aston-Villa
19,Mustapha Hadji,/en/players/0b1d0491/Mustapha-Hadji,0b1d0491,Mustapha-Hadji,ma MAR,MF,Aston-Villa
20,Peter Crouch,/en/players/73d9bdc7/Peter-Crouch,73d9bdc7,Peter-Crouch,eng ENG,FW,Aston-Villa
21,Stefan Moore,/en/players/d88b261e/Stefan-Moore,d88b261e,Stefan-Moo,eng ENG,FW,Aston-Villa
22,Rob Edwards,/en/players/270efb21/Rob-Edwards,270efb21,Rob-Edward,wls WAL,DF,Aston-Villa
23,Stefan Postma,/en/players/4bdfdc32/Stefan-Postma,4bdfdc32,Stefan-Postm,nl NED,GK,Aston-Villa
24,Alpay Özalan,/en/players/e1a59314/Alpay-Ozalan,1a59314,Alpay-Oz,tr TUR,DF,Aston-Villa
25,Peter Whittingham,/en/players/f2286f20/Peter-Whittingham,f2286f20,Peter-Whittingham,eng ENG,MF,Aston-Villa
26,Stephen Cooke,/en/players/71015afb/Stephen-Cooke,71015afb,Stephen-Cook,eng ENG,MF,Aston-Villa
28,Thomas Sørensen,/en/players/31d82fec/Thomas-Sorensen,31d82fec,Thomas-So,dk DEN,GK,Aston-Villa
29,Gavin McCann,/en/players/d1e78f75/Gavin-McCann,d1e78f75,Gavin-McC,eng ENG,MF,Aston-Villa
30,Nolberto Solano,/en/players/37e7c753/Nolberto-Solano,37e7c753,Nolberto-Solano,pe PER,MF,Aston-Villa
31,Liam Ridgewell,/en/players/7c9e057e/Liam-Ridgewell,7c9e057e,Liam-Ridgew,eng ENG,DF,Aston-Villa
32,Steven Davis,/en/players/cf15bbb1/Steven-Davis,cf15bbb1,Steven-Davi,nir NIR,MF,Aston-Villa
33,Carlton Cole,/en/players/51b2effb/Carlton-Cole,51b2effb,Carlton-Co,eng ENG,FW,Aston-Villa
