Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Andreas Hinkel,de GER,DF,33,32,3.0,0.0,2002-2003,/en/players/9d56817e/Andreas-Hinkel,9d56817e,Stuttgart,"2,870",31.9,5.0,0.0,2,13.0,1825,Stuttgart
,Alexander Hleb,by BLR,MF,34,31,7.0,4.0,2002-2003,/en/players/35cf43aa/Alexander-Hleb,35cf43aa,Stuttgart,"2,681",29.8,2.0,0.0,2,77.0,1124,Stuttgart
,Fernando Meira,pt POR,"DF,MF",31,31,0.0,1.0,2002-2003,/en/players/415bd344/Fernando-Meira,415bd344,Stuttgart,"2,660",29.6,6.0,1.0,2,3.0,3584,Stuttgart
,Kevin Kurányi,de GER,FW,30,28,9.0,15.0,2002-2003,/en/players/ac2c067c/Kevin-Kuranyi,c2c067c,Stuttgart,"2,495",27.7,6.0,0.0,2,13.0,15533,Stuttgart
,Zvonimir Soldo,hr CRO,"DF,MF",28,28,0.0,1.0,2002-2003,/en/players/05af2722/Zvonimir-Soldo,05af2722,Stuttgart,"2,378",26.4,5.0,0.0,2,16.0,15534,Stuttgart
,Krasimir Balakov,bg BUL,MF,28,27,5.0,2.0,2002-2003,/en/players/7c067852/Krasimir-Balakov,7c067852,Stuttgart,"2,378",26.4,3.0,0.0,2,65.0,15535,Stuttgart
,Heiko Gerber,de GER,"DF,MF",27,27,2.0,0.0,2002-2003,/en/players/ed45b99a/Heiko-Gerber,d45b99a,Stuttgart,"2,239",24.9,7.0,0.0,2,13.0,15536,Stuttgart
,Marcelo Bordon,br BRA,DF,26,26,1.0,2.0,2002-2003,/en/players/6826394d/Marcelo-Bordon,6826394d,Stuttgart,"2,327",25.9,8.0,0.0,2,2.0,15537,Stuttgart
,Silvio Meißner,de GER,MF,27,24,1.0,4.0,2002-2003,/en/players/8fda9d61/Silvio-Meissner,8fda9d61,Stuttgart,"1,784",19.8,8.0,1.0,2,13.0,15538,Stuttgart
,Timo Hildebrand,de GER,GK,20,20,0.0,0.0,2002-2003,/en/players/672b5171/Timo-Hildebrand,672b5171,Stuttgart,"1,800",20.0,0.0,0.0,2,13.0,15539,Stuttgart
,Ioannis Amanatidis,gr GRE,"FW,MF",27,17,2.0,5.0,2002-2003,/en/players/ce639756/Ioannis-Amanatidis,ce639756,Stuttgart,642,7.1,0.0,0.0,2,55.0,15540,Stuttgart
