Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Link,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Caçapa,br BRA,"DF,MF",36,36,0.0,2.0,2002-2003,/en/players/887c3af5/Cacapa,887c3af5,Lyon,"3,151",35.0,2.0,0.0,78,2.0,6021,Lyon
,Vikash Dhorasoo,fr FRA,MF,37,35,5.0,2.0,2002-2003,/en/players/8c803b45/Vikash-Dhorasoo,8c803b45,Lyon,"3,170",35.2,6.0,0.0,78,4.0,11200,Lyon
,Grégory Coupet,fr FRA,GK,35,35,0.0,0.0,2002-2003,/en/players/80e389fb/Gregory-Coupet,80e389fb,Lyon,"3,108",34.5,1.0,0.0,78,4.0,2182,Lyon
,Patrick Müller,ch SUI,DF,35,34,1.0,0.0,2002-2003,/en/players/83430692/Patrick-Muller,83430692,Lyon,"3,030",33.7,5.0,0.0,78,39.0,1581,Lyon
,Éric Carrière,fr FRA,MF,36,34,10.0,6.0,2002-2003,/en/players/011f56f1/Eric-Carriere,011f56f1,Lyon,"2,810",31.2,1.0,0.0,78,4.0,11201,Lyon
,Jérémie Bréchet,fr FRA,"DF,MF",31,29,0.0,0.0,2002-2003,/en/players/2a13c80b/Jeremie-Brechet,2a13c80b,Lyon,"2,586",28.7,8.0,0.0,78,4.0,223,Lyon
,Sidney Govou,fr FRA,"FW,MF",29,28,5.0,7.0,2002-2003,/en/players/05428bc9/Sidney-Govou,05428bc9,Lyon,"2,369",26.3,5.0,0.0,78,4.0,11202,Lyon
,Philippe Violeau,fr FRA,MF,29,27,2.0,1.0,2002-2003,/en/players/fba5d09e/Philippe-Violeau,fba5d09e,Lyon,"2,392",26.6,4.0,0.0,78,4.0,11203,Lyon
,Juninho Pernambucano,br BRA,MF,31,26,6.0,13.0,2002-2003,/en/players/622922eb/Juninho-Pernambucano,622922eb,Lyon,"2,244",24.9,6.0,0.0,78,2.0,11204,Lyon
,Sonny Anderson,br BRA,FW,24,20,4.0,12.0,2002-2003,/en/players/27a82cca/Sonny-Anderson,27a82cca,Lyon,"1,658",18.4,1.0,0.0,78,2.0,2721,Lyon
,Péguy Luyindula,fr FRA,"FW,MF",33,19,2.0,11.0,2002-2003,/en/players/cedc0a16/Peguy-Luyindula,cedc0a16,Lyon,"1,874",20.8,0.0,0.0,78,4.0,4130,Lyon
,Edmílson,br BRA,"DF,MF",26,19,1.0,0.0,2002-2003,/en/players/13853c88/Edmilson,13853c88,Lyon,"1,800",20.0,6.0,1.0,78,2.0,1091,Lyon
,Mahamadou Diarra,ml MLI,MF,27,19,1.0,1.0,2002-2003,/en/players/4a6c3ade/Mahamadou-Diarra,4a6c3ade,Lyon,"1,735",19.3,2.0,1.0,78,12.0,53,Lyon
,Éric Deflandre,be BEL,DF,21,19,0.0,0.0,2002-2003,/en/players/771cda4f/Eric-Deflandre,771cda4f,Lyon,"1,619",18.0,5.0,0.0,78,27.0,11205,Lyon
,Jean-Marc Chanelet,fr FRA,DF,14,13,2.0,1.0,2002-2003,/en/players/70610acf/Jean-Marc-Chanelet,70610acf,Lyon,"1,200",13.3,4.0,0.0,78,4.0,11206,Lyon
,Christophe Delmotte,fr FRA,"DF,MF",18,11,1.0,1.0,2002-2003,/en/players/087ec3cb/Christophe-Delmotte,087ec3cb,Lyon,"1,013",11.3,2.0,0.0,78,4.0,11207,Lyon
,Tony Vairelles,fr FRA,"DF,FW",15,6,0.0,2.0,2002-2003,/en/players/18a2396a/Tony-Vairelles,18a2396a,Lyon,812,9.0,0.0,0.0,78,4.0,11208,Lyon
,Florent Balmont,fr FRA,MF,9,3,0.0,0.0,2002-2003,/en/players/4e7bfc23/Florent-Balmont,4e7bfc23,Lyon,252,2.8,0.0,0.0,78,4.0,11209,Lyon
,Florent Laville,fr FRA,DF,4,2,0.0,1.0,2002-2003,/en/players/49909716/Florent-Laville,49909716,Lyon,247,2.7,0.0,1.0,78,4.0,8228,Lyon
,Rémy Vercoutre,fr FRA,GK,2,2,0.0,0.0,2002-2003,/en/players/1d0900d4/Remy-Vercoutre,1d0900d4,Lyon,180,2.0,0.0,0.0,78,4.0,11210,Lyon
,Nicolas Puydebois,fr FRA,GK,2,1,0.0,0.0,2002-2003,/en/players/d7ee9f48/Nicolas-Puydebois,d7ee9f48,Lyon,132,1.5,0.0,0.0,78,4.0,11211,Lyon
,Frédéric Née,fr FRA,FW,7,0,0.0,1.0,2002-2003,/en/players/cbccacd4/Frederic-Nee,cbccacd4,Lyon,144,1.6,0.0,0.0,78,4.0,11212,Lyon
,Laurent Montoya,fr FRA,DF,1,0,0.0,0.0,2002-2003,/en/players/3dfbac03/Laurent-Montoya,3dfbac03,Lyon,45,0.5,0.0,0.0,78,4.0,11213,Lyon
,Demba Touré,sn SEN,"FW,MF",2,0,0.0,0.0,2002-2003,/en/players/61815fbf/Demba-Toure,61815fbf,Lyon,27,0.3,0.0,0.0,78,34.0,11214,Lyon
,Alexandre Hauw,fr FRA,MF,3,0,0.0,0.0,2002-2003,/en/players/70f853c9/Alexandre-Hauw,70f853c9,Lyon,18,0.2,1.0,0.0,78,4.0,11215,Lyon
,﻿Edmílson,br BRA,"DF,MF",36,36,3.0,2.0,2003-2004,/en/players/13853c88/Edmilson,13853c88,Lyon,"3,177",35.3,4.0,0.0,78,2.0,1091,Lyon
,Grégory Coupet,fr FRA,GK,35,35,0.0,0.0,2003-2004,/en/players/80e389fb/Gregory-Coupet,80e389fb,Lyon,"3,141",34.9,0.0,0.0,78,4.0,2182,Lyon
,Péguy Luyindula,fr FRA,"FW,MF",37,33,4.0,16.0,2003-2004,/en/players/cedc0a16/Peguy-Luyindula,cedc0a16,Lyon,"2,958",32.9,2.0,0.0,78,4.0,4130,Lyon
,Florent Malouda,fr FRA,"FW,MF",35,31,8.0,4.0,2003-2004,/en/players/6fe6d820/Florent-Malouda,6fe6d820,Lyon,"2,695",29.9,5.0,1.0,78,4.0,6174,Lyon
,Juninho Pernambucano,br BRA,MF,32,30,9.0,10.0,2003-2004,/en/players/622922eb/Juninho-Pernambucano,622922eb,Lyon,"2,534",28.2,3.0,0.0,78,2.0,11204,Lyon
,Patrick Müller,ch SUI,DF,36,29,0.0,1.0,2003-2004,/en/players/83430692/Patrick-Muller,83430692,Lyon,"2,747",30.5,2.0,1.0,78,39.0,1581,Lyon
