4452,Sérgio Pinto,"FW,MF",3
4453,Issam El Adoua,DF,26
4454,﻿José Luis Morales,"FW,MF",1
4455,Iván López,DF,1
4456,Rafael Martins,FW,2
4457,﻿Jefferson Lerma,"MF,DF",19
4458,Carl Medjani,DF,37
4459,Nabil Ghilas,FW,37
4460,Joan Verdú,"MF,FW",1
4461,Ángel Trujillo,DF,1
4462,Mauricio Cuero,"MF,FW",19
4463,Dani Calvo,DF,1
4464,Álvaro Traver,MF,1
4465,José Luis García Vayá,MF,1
4466,Sergio Postigo,DF,1
4467,Rober,"DF,MF",1
4468,Paco Montañés,MF,1
4469,Oier Olazábal,"GK,MF",1
4470,Juan Muñoz,FW,1
4471,Allyson,FW,2
4472,Kaiser,DF,1
4473,Son,DF,1
4474,Ivi,"MF,FW",1
4475,Enis Bardhi,MF,81
4476,Cheick Doukouré,MF,35
4477,Saša Lukić,MF,28
4478,Emmanuel Boateng,FW,17
4479,Giampaolo Pazzini,FW,9
4480,Shaquell Moore,DF,75
4481,Rubén Rochina,"MF,DF",1
4482,Aly Abeid,DF,94
4483,Fahad Al Muwallad,MF,95
4484,Mitchell Langerak,GK,42
4485,Nikola Vukčević,MF,33
4486,Moses Simon,"DF,MF",52
4487,Sanjin Prcić,MF,49
4488,Fran Manzanara,"DF,MF",1
4489,Jorge Miramón,DF,1
4490,Nemanja Radoja,MF,28
4491,Hernâni Fortes,"MF,FW",3
4492,Óscar Duarte,DF,22
4493,Eliseo Falcon,DF,1
4494,Pablo Martínez,MF,1
4495,Gonzalo,DF,1
4496,Joan Monterde,MF,1
4497,Alejandro Blesa,MF,1
4498,Giorgi Kochorashvili,MF,76
4499,Cárdenas,GK,1
4500,Rubén García,DF,1
4501,Gonzalo Melero,"MF,FW",1
4502,Dani Gómez,FW,1
4503,Álex Cantero,FW,1
4504,Edgar Sevikyan,MF,23
4505,Pablo Cuñat,GK,1
4506,Euse,DF,1
4507,Alfredo Pedraza,DF,1
4508,Enric Franquesa,"DF,FW",1
4509,Pubill,"DF,MF",1
4510,Marcelo Saracchi,DF,8
4511,Alejandro Primo,GK,1
4512,Omar Faraj,FW,41
4513,Carlos Benitez,MF,1
4514,Carlos Giménez,DF,1
4515,Joseda,DF,1
4516,Antonio Leal,DF,1
4517,José Manuel,DF,1
4518,Pablo Picón,GK,1
4519,﻿Carlos Cuéllar,DF,1
4520,Claudio Marini,MF,5
4521,Jaime Molina,DF,1
4522,Daniel Fagiani,DF,5
4523,Miguel Ángel Núñez Acosta,MF,1
4524,Pacheta,MF,1
4525,Jesús Velasco,DF,1
4526,Pedro Ojeda,MF,5
4527,Diego Jaume,DF,8
4528,Álvaro Núñez,GK,8
4529,Octavio Viñals,MF,1
4530,Patrick Suffo,FW,36
4531,Sergio Sestelo,FW,1
4532,André Schei Lindbæk,FW,21
4533,Gallego,MF,1
4534,Juan Carlos Moreno,MF,1
4535,Julio Pineda,FW,1
4536,Antonio González,DF,1
4537,Alberto Toril,MF,1
4538,﻿Juan Cruz Ochoa,DF,1
4539,Luis Tevenet,FW,1
4540,Patricio Graff,DF,5
4541,Juanpa,DF,1
4542,Miguel,FW,1
4543,Aldo Osorio,FW,5
4544,Silvio González,FW,5
4545,Kostas Kiassos,MF,55
4546,Mario,MF,1
4547,Javier del Pino,FW,1
4548,Ariel Montenegro,MF,5
4549,Rubén López,DF,1
4550,Hamilton Ricard,FW,19
4551,Alberto Monteagudo,MF,1
4552,Kenji Fukuda,FW,54
4553,Egoitz Jaio Gabiola,DF,1
4554,Dwight Pezzarossi,FW,110
4555,Manuel Pavón,DF,1
4556,Asier Goiria,FW,1
4557,Dimas Delgado,MF,1
4558,Marián Kelemen,GK,70
4559,Eduardo Navarro,GK,1
4560,Mikel Álvaro,MF,1
4561,Víctor Andrés,MF,1
4562,Nandi,DF,1
4563,Diego Antón,FW,1
4564,Dani López,DF,1
4565,Diego de Miguel,GK,1
4566,Javi Bonilla,MF,1
4567,Miguel Bedoya,MF,1
4568,Ignacio Zabal,GK,1
4569,Adrián Ripa,DF,1
4570,Edu Gil,DF,1
4571,Francisco Regalón,DF,1
4572,Airam,FW,1
4573,Baltasar Rigo,DF,1
4574,David Martín,FW,1
4575,Carlos Akapo,DF,10
4576,Vicente Pérez,MF,1
4577,David González,MF,1
4578,Luis Valcarce,"DF,MF",1
4579,César Vinuesa,MF,1
4580,Gerrit Stoeten,MF,1
4581,Álex Arias,MF,1
4582,Edipo Rodríguez,MF,25
4583,Ito,FW,1
4584,Pablo Valcarce,"FW,MF",1
4585,Vallejo,GK,1
4586,﻿Unai Medina,DF,1
4587,Alexander Callens,DF,57
4588,Nacho,MF,1
4589,Antonio Martínez,MF,1
4590,Adrián Dalmau,FW,1
4591,Diego Ciria,DF,1
4592,Dani Nieto,"MF,FW",1
4593,Mikel Saizar,GK,1
4594,Binke Diabaté,FW,12
4595,Pablo Sanz,FW,1
4596,Gorka Alegría,GK,1
4597,Sergio Madrigal,MF,1
4598,Jorge Pomareta Pablos,DF,1
4599,Moha Sanhaji,MF,26
4600,Juan Silva,FW,1
4601,Viti,GK,1
4602,Pere Milla,"MF,FW",1
4603,Carlos Gutiérrez,DF,1
4604,Guillermo,"FW,MF",1
4605,Unai Elgezabal,DF,1
4606,Higinio Marín,"FW,MF",1
4607,Grego Sierra,MF,1
4608,Ali Al Nemer,MF,95
4609,Fran Villalba,"MF,FW",1
4610,Yaw Yeboah,"FW,MF",17
4611,Luís Gustavo Ledes,MF,3
4612,Borja Viguera,"MF,FW",1
4613,Marcos Isla,DF,1
4614,Roberto Jara,GK,1
4615,Raúl Vallejo,MF,1
4616,﻿Dani Barrio,GK,1
4617,Iván Calero,DF,1
4618,Alex Sola,"MF,DF",1
4619,Adri Castellano,DF,1
4620,Igor Zlatanović,"FW,MF",28
4621,Admonio Vicente Gomes,DF,93
4622,Vidorreta,MF,1
4623,Néstor Albiach,FW,1
4624,Adri Herrera,FW,1
4625,Ali Radjel,MF,94
4626,Abel Conejo,MF,1
4627,Diego Cámara,DF,1
4628,Daniel Ceinos,DF,1
4629,De Frutos,MF,1
4630,Alfredo Sualdea López,FW,1
4631,﻿David Castro,DF,1
4632,Fran Manzanara,MF,1
4633,Borja López,DF,1
4634,Tony Gabarre,FW,1
4635,Federico Bikoro,MF,10
4636,José Fran,DF,1
4637,Jesús Tamayo,FW,1
4638,Roberto Corral,DF,1
4639,Ronald Gbizie,MF,35
4640,Ximo Miralles,GK,1
4641,﻿Jonathan Sesma,"FW,MF",1
4642,Suárez,MF,1
4643,Raúl López,DF,1
4644,Oli,FW,1
4645,Manolo Pérez,MF,1
4646,Jesús Velázquez,DF,1
4647,Abraham Paz,DF,1
4648,Raúl Navas,GK,1
4649,Matías Pavoni,MF,5
4650,Alejandro Varela,DF,1
4651,James Obiorah,"FW,MF",52
4652,Antonio Sambruno,DF,1
4653,Enrique,"FW,MF",1
4654,Haruna Babangida,"FW,MF",52
4655,Ezequiel Arana,DF,1
4656,Nenad Mirosavljević,FW,28
4657,Andrés Fleurquin,MF,8
4658,Lucas Lobos,"FW,MF",20
4659,Alexander Medina,FW,8
4660,Alejandro Limia,GK,5
4661,Luciano Vella,DF,5
4662,﻿César Caneda,DF,1
4663,Miguel García,MF,1
4664,Abel Buades,MF,1
4665,Cristian García Ramos,DF,1
4666,Kamil Kosowski,MF,14
4667,Sambégou Bangoura,"FW,MF",74
4668,Fran Cortés,MF,1
4669,Bienve,MF,1
4670,﻿Daniel Fragoso,"DF,MF",1
4671,José López Silva,MF,1
4672,Nano,"DF,MF",1
4673,Carlos Caballero,MF,1
4674,Dani Miguélez,GK,1
4675,Roberto Mansilla,DF,1
4676,Jonathan Ramis,"FW,MF",8
4677,Fernando Velasco,MF,1
4678,Zdeněk Zlámal,GK,84
4679,Miloš Bogunović,"FW,MF",28
4680,﻿Josete,DF,1
4681,Jon Ander Garrido,MF,1
4682,Fran Machado,MF,1
4683,Aitor Arregi,DF,1
4684,Tomás Sánchez Mesa,DF,1
4685,Miguel Alberto García Díaz,MF,1
4686,Gerardo Navarrete,MF,31
4687,Juanma,MF,1
4688,Andrés Sánchez Franco,MF,1
4689,Sergio Mantecón,MF,1
4690,Kike,"FW,MF",1
4691,Oinatz Aulestia,GK,1
4692,Servando Sánchez,DF,1
4693,Ale Galindo,MF,1
4694,José Mari,FW,1
4695,﻿Pol Ballesté,GK,1
4696,Cristian Márquez,DF,1
4697,Salvi,MF,1
4698,Alberto Quintana,MF,1
4699,Luis Pavez Muñoz,DF,31
4700,Hugo,MF,1
4701,Juanjo,DF,1
4702,Manuel Román,FW,1
4703,Manu Vallejo,"FW,MF",1
4704,Juan Romero,MF,1
4705,Juanpe Lele,MF,1
4706,Alfredo Ortuño,FW,1
4707,Khalifa Sankaré,DF,34
4708,Rafidine Abdullah,MF,111
4709,Rubén Cruz Gil,"MF,FW",1
4710,Aitor García,MF,1
4711,Gorka Santamaría,"MF,FW",1
4712,Jesús Imaz,"MF,FW",1
4713,Carlos Calvo,MF,1
4714,Gastón del Castillo,FW,5
4715,Álex Fernández,MF,1
4716,Marcos Mauro López Gutiérrez,DF,5
4717,Lucas Bijker,DF,11
4718,José Ángel Carrillo,"FW,MF",1
4719,David Barral,"FW,MF",1
4720,Alberto Perea,MF,1
4721,Dani Romera,"FW,MF",1
4722,Moha,FW,1
4723,Seth Airam Vega,FW,1
4724,David del Toro Jiménez,FW,1
4725,Jairo Izquierdo,MF,1
4726,Jose Matos,DF,1
4727,Edu Ramos,"MF,DF",1
4728,Darwin Machís,"MF,FW",53
4729,Mario Barco,FW,1
4730,Alfonso Espino,DF,8
4731,Fali,"DF,MF",1
4732,Salvador Agra,MF,3
4733,Đorđe Jovanović,FW,28
4734,Sergio González,DF,1
4735,Juan Hernández,MF,1
4736,Cristian Arco,GK,1
4737,Saturday Erimuya,DF,52
4738,Israel Peter,FW,52
4739,﻿Isaac Carcelen,DF,1
4740,Anthony Lozano,FW,107
4741,Yann Bodiger,MF,4
4742,Jean-Pierre Rhyner,DF,39
4743,Jorge Pombo,MF,1
4744,Filip Malbašić,"MF,FW",28
4745,Marc Baró,DF,1
4746,Juan Flere,GK,5
4747,Franco,DF,1
4748,Moisés Laínez,DF,1
4749,Javi Duarte,MF,1
4750,Mamady Diarra,FW,12
4751,Nieto,FW,1
4752,﻿Jens Jønsson,MF,7
4753,Jeremías Ledesma,GK,5
4754,Ivan Šaponjić,FW,28
4755,Álex Martín,DF,1
4756,Bobby Adekanye,"FW,MF",11
4757,Álvaro Bastida,MF,1
4758,Juanjo Garrancho,GK,1
4759,Kike,DF,1
4760,Javier Martín,DF,1
4761,Varazdat Haroyan,DF,105
4762,Tomás Alarcón,MF,31
4763,Santiago Arzamendia,MF,43
4764,Chapela,MF,1
4765,Milutin Osmajić,"FW,MF",33
4766,Álvaro Jiménez,"MF,FW",1
4767,Martín,MF,1
4768,Raúl Parra,DF,1
4769,Pedro Benito,FW,1
4770,Victor Wehbi,GK,2
4771,﻿David García,DF,1
4772,Txus Serrano,MF,1
4773,Marco Ortega,DF,1
4774,Antonio Pinilla,FW,1
4775,Diego Torres,FW,1
4776,Dani Tortolero,DF,1
4777,Lluis Codina,MF,1
4778,Luis Carrión,DF,1
4779,Felip Ortiz,GK,1
4780,David Medina,MF,1
4781,Diego Ribera,FW,1
4782,Ñoño,"DF,FW",1
4783,Carlos Moreno,MF,5
4784,﻿Manuel Ruz,DF,1
4785,Irurzun,FW,1
4786,Diego Reyes Muñoz,DF,1
4787,Miguel Llera,DF,1
4788,Álvaro Iglesias,GK,1
4789,Abdulrazak Ekpoki,FW,68
4790,Cristian Lupidio,MF,5
4791,Óscar Álvarez,DF,1
4792,﻿Javier Portillo,FW,1
4793,Juan Díaz Prendes,MF,1
4794,Albano Bizzarri,GK,5
4795,Rubén Pérez,GK,1
4796,Sébastien Chabaud,MF,4
4797,Julio César Cáceres,DF,43
4798,Gil,FW,2
4799,Tobias Grahn,"FW,MF",41
4800,Pedro Mairata,DF,1
4801,Federico Bessone,DF,5
4802,Mohammed Rabiu,MF,17
4803,﻿David Bauzá,MF,1
4804,Serge N'Gal,FW,36
4805,Mario Gibanel,MF,1
4806,Gabriel,"DF,MF",2
4807,Nebojša Marinković,MF,28
4808,Xabi Pascual,GK,1
4809,Maximiliano Caire,DF,5
4810,Aimar Sagastibelza,DF,1
4811,Álex Cruz,MF,1
4812,Sergio Juste,DF,1
4813,Ton Alcover,MF,1
4814,Juan Antonio Osado,FW,1
4815,Walter Fernández,MF,1
4816,Marc Fachan,DF,4
4817,Roberto,FW,1
4818,Pablo,"DF,FW",2
4819,Biel Medina,DF,1
4820,Fran Vélez,"DF,MF",1
4821,Mauricio Arroyo,MF,19
4822,Wellington Saci,DF,2
4823,Aitor Casas,DF,1
4824,César Diop,MF,34
4825,Fernando Seoane,MF,1
4826,Berry Powel,FW,11
4827,Sergio Díaz,DF,1
4828,Raúl Fuster,DF,1
4829,Felipe Sanchón,MF,1
4830,Gerardo Noriega,MF,1
4831,Álvaro Rey,MF,6
4832,José Moragón,GK,1
4833,Albert Virgili,FW,1
4834,Samuel Galindo,MF,64
4835,Juan Millán,FW,1
4836,Adrián Luna,"FW,MF",8
4837,Mikel Orbegozo,FW,1
4838,Hugo Bargas,FW,4
4839,José Ángel Bueno,MF,1
4840,Joan Sabaté,MF,1
4841,Sergi Gestí Cano,FW,1
4842,Julio Rico,"DF,MF",1
4843,﻿Pablo Marí,DF,1
4844,Javi Martínez,MF,1
4845,Marcos,FW,1
4846,Marc Martínez,MF,1
4847,Cristóbal Gil Martín,MF,1
4848,Xavi Molina,"DF,MF",1
4849,Jean Luc Gbayara,MF,35
4850,David Rocha,MF,1
4851,Giorgi Aburjania,MF,76
4852,Daisuke Suzuki,DF,54
4853,Aníbal Zurdo,FW,20
4854,Jordi Calavera,DF,1
4855,Juan Muñiz,MF,1
4856,Moussa Bandeh,DF,1
4857,Gal Arel,"DF,MF",45
4858,Stephane Emaná,FW,36
4859,Mousa Bandeh,DF,12
4860,Xisco Hernández,MF,1
4861,Fabrice Ondoa,GK,36
4862,Miguel Cordero,MF,1
4863,José Carlos,MF,1
4864,Otar Kakabadze,DF,76
4865,Moha Rharsalla,MF,26
4866,Elvir Maloku,FW,78
4867,Amadou Boiro,MF,34
4868,Luismi,"MF,DF",1
4869,Dani Ojeda,"FW,MF",1
4870,José Perales,GK,1
4871,Ruxi,DF,1
4872,Jon Gaztañaga,MF,1
4873,Juan Delgado,MF,31
4874,César Arzo,DF,1
4875,Omar Perdomo,MF,1
4876,Carlos Blanco,DF,1
4877,Nicolao Dumitru,"MF,FW",9
4878,Pol Valentín,DF,1
4879,Álvaro Bustos,MF,1
4880,Brugui,MF,1
4881,Roger Figueras,DF,1
4882,Pol Prats Moragrega,FW,1
4883,Rayco Rodríguez Medina,MF,1
4884,Ivan Ruiz,DF,1
4885,Alexandro Toscano,MF,9
4886,Ousseynou Thioune,MF,34
4887,Javi Márquez,"MF,FW",1
4888,Pipa,MF,1
4889,Fabián Noguera,DF,5
4890,Salvador Ferrer,DF,1
4891,Víctor Martínez,MF,1
4892,Manu del Moral,"MF,FW",1
4893,José Kanté,"FW,MF",74
4894,Iván López,"DF,MF",1
4895,Berat Sadik,FW,83
4896,Sergio Montero,MF,1
4897,Nacho Abeledo,MF,1
4898,Sergi Cardona,DF,1
4899,Sun Bernard,MF,101
4900,Bernat Guiu,MF,58
4901,﻿Aythami Artiles,DF,1
4902,Gonzi,GK,1
4903,Edgar Hernández,FW,1
4904,Pedro,MF,1
4905,Ribelles,MF,1
4906,Marc Trilles,DF,1
4907,Nil Jiménez,DF,1
4908,Fran Carbià,MF,1
4909,Pol Domingo,DF,1
4910,Robert Simón,MF,1
4911,Pol Ballesteros,FW,1
4912,Albarrán,DF,1
4913,Pablo Fernández,MF,1
4914,Fullana,MF,1
4915,Manuel García,GK,1
4916,Alex Quintanilla,DF,1
4917,Oscar Sanz,MF,1
4918,﻿Francisco,FW,1
4919,Olivares,DF,1
4920,Juan Cervián,DF,1
4921,Juan Carlos Ramos,MF,1
4922,Emmanuel Dorado,DF,4
4923,Esteban,MF,1
4924,Joaquín Sorribas,MF,1
4925,Mate Bilić,FW,16
4926,Ortega,DF,1
4927,José Ortiz Bernal,"FW,MF",1
4928,Luna,FW,1
4929,Juan Jesús Cabrera Rubio,MF,1
4930,Jorge Pérez Sáenz,MF,1
4931,Javi Peña,FW,1
4932,Javi Ruiz,GK,1
4933,Patri,MF,1
4934,Raúl Lozano Marcos,MF,1
4935,Joaquín Valerio,GK,1
4936,Nicolas Sahnoun,MF,4
4937,Miguel Ángel Benítez,FW,43
4938,Renato,DF,2
4939,Jean-Louis Valois,MF,4
4940,Marcelinho Paulista,MF,2
4941,Ferenc Horváth,FW,87
4942,Miguel Ángel Soria,DF,1
4943,Santiago Acasiete,DF,57
4944,Jon Ander Lambea,DF,1
4945,Roberto Nanni,FW,5
4946,Aldo Adorno,"FW,MF",43
4947,Leonel Ríos,"FW,MF",5
4948,Ricardo Molina,GK,1
4949,David Bermudo,DF,1
4950,Carlos Sánchez,GK,1
4951,Molo,DF,1
4952,Jorge Pelegrina,DF,1
4953,﻿Bruno,DF,1
4954,Alberto,MF,1
4955,Laurent de Palmas,DF,4
4956,López Rekarte,DF,1
4957,Guilherme Santos,"DF,MF",2
4958,Hernán Pellerano,DF,5
4959,Esteban Solari,FW,5
4960,Michel,DF,2
4961,Modeste M'bami,MF,36
4962,Fabián Vargas,MF,19
4963,Leonardo Borzani,MF,5
4964,Michael Jakobsen,DF,7
4965,Diego Valeri,"FW,MF",5
4966,Jonathan Zongo,"FW,MF",62
4967,Pablo Pallarès,FW,1
4968,Alberto Martín,MF,1
4969,Antonio García Márquez,MF,1
4970,Adrián Gunino,DF,8
4971,Ramon Azeez,MF,52
4972,Joselu,"FW,MF",1
4973,Marco Torsiglieri,"DF,MF",5
4974,Hélder Barbosa,"FW,MF",3
4975,Hans Martínez,DF,31
4976,Dani Romera,FW,1
4977,Kiu,MF,30
4978,Hicham Khaloua,FW,26
4979,Edgar Mendez,MF,1
4980,Antonio Marín,DF,1
4981,Teerasil Dangda,FW,112
4982,Carlos Selfa,MF,1
4983,Gaspar Panadero,MF,1
4984,Yeray Gómez Ferragut,GK,1
4985,José Jurado,MF,1
4986,Édgar Méndez,"FW,MF",1
4987,Iván Sánchez,MF,1
4988,José Ángel,MF,1
4989,Iago Díaz,MF,1
4990,José Pozo,"FW,MF",1
4991,Juan Ramírez,MF,5
4992,Antonio Puertas,"FW,MF",1
4993,Míchel Zabaco,DF,1
4994,Cristian Herrera,"FW,MF",1
4995,Ernesto Goñi,DF,8
4996,Nano,DF,1
4997,Marco Motta,DF,9
4998,Javi Álamo,MF,1
4999,Carlos Garrido,DF,1
5000,Francisco Callejón,MF,1
5001,Albert Batalla,GK,1
5002,Jesús Sillero,FW,1
5003,﻿René Román,GK,1
5004,Mandi,MF,1
5005,Pervis Estupiñán,"DF,MF",61
5006,Fran Rodríguez,"DF,MF",1
5007,Lucien Owona,DF,36
5008,Sulayman Marreh,MF,92
5009,Edoardo Soleri,FW,9
5010,Lass Bangoura,"MF,FW",74
5011,Nauzet Alemán,"MF,FW",1
5012,Álex Corredera,MF,1
5013,Óscar Lozano,FW,1
5014,Igor Engonga,"DF,MF",10
5015,Lin Liangming,MF,101
5016,﻿César de la Hoz,MF,1
5017,José Romera,DF,1
5018,José Corpas,MF,1
5019,Juan Carlos,"MF,FW",1
5020,Yan Brice Eteki,MF,36
5021,Juan Ibiza,DF,1
5022,Chema Núñez,"MF,FW",1
5023,Adri Montoro,DF,1
5024,Pablo Caballero,FW,5
5025,Sergio Pérez,MF,1
5026,Mario Abenza,MF,1
5027,Jeró,GK,1
5028,Guillermo Lara,GK,1
5029,﻿Nikola Maraš,DF,28
5030,Darwin Núñez,FW,8
5031,Radosav Petrović,"MF,DF",28
5032,Jonathan,DF,2
5033,Arvin Appiah,MF,6
5034,Ante Ćorić,MF,16
5035,Valentine Ozornwafor,DF,52
5036,Enzo Fernández,MF,1
5037,Yanis Rahmani,MF,4
5038,Daniel Albiar,MF,1
5039,Rubén Enri,FW,1
5040,Simón Moreno,FW,1
5041,Nacho,FW,1
5042,Giorgi Makaridze,GK,76
5043,Samu Costa,MF,3
5044,João Carvalho,MF,3
5045,Lucas Robertone,MF,5
5046,Ivanildo Fernandes,DF,3
5047,Largie Ramazani,"MF,FW",27
5048,Brian Rodríguez,"MF,FW",8
5049,Pedro Mendes,FW,3
5050,Guilherme Schettine,FW,2
5051,Cristian Olivera,FW,8
5052,Juan Gutierrez,MF,8
5053,Francisco Harillo,GK,1
5054,Lluis Tarrés Campos,GK,1
5055,Srđan Babić,DF,28
5056,Umar Sadiq,FW,52
5057,Francisco Portillo,"MF,FW",1
5058,Arnau Puigmal,MF,1
5059,Dyego Sousa,FW,3
5060,Daniel Carriço,DF,3
5061,Javi Robles,MF,1
5062,Raul Caballero,FW,1
5063,Gilbert,FW,1
5064,David Cuenca,DF,1
5065,Mamadou Dialla,MF,74
5066,Diego Fuoli,GK,1
5067,Nélson Monte,DF,3
5068,Aitor Puñal,DF,1
5069,Carlos Rojas,FW,1
5070,﻿Igor Taševski,DF,28
5071,Rafel Sastre,DF,1
5072,Dani Borreguero,MF,1
5073,Cristian Díaz,DF,5
5074,Miguel Cobas,MF,1
5075,Chus Bravo,DF,1
5076,Manel,FW,1
5077,Abel Segovia,MF,1
5078,Juanjo González,GK,1
5079,José Luis Soto,FW,1
5080,Jano,DF,1
5081,Jeffrey Hoogervorst,DF,11
5082,Carlos Casquero,MF,1
5083,Isma Piñera,DF,1
5084,Omar Sampedro,FW,1
5085,Ibon Díez,DF,1
5086,Antonio Rojas,FW,1
5087,Raúl Cámara,DF,1
5088,Marcos Landeira,MF,1
5089,Jony López,DF,1
5090,Gerard Autet,DF,1
5091,Kike Mateo,MF,1
5092,Luis Morán,MF,1
5093,Carlos Daniel Hidalgo,FW,19
5094,Alberto Lora,"DF,MF",1
5095,Jürgen Colin,DF,11
5096,﻿Juan Pablo Colinas,GK,1
5097,Grégory Arnolin,DF,104
5098,Sergio Álvarez,MF,1
5099,Borja Navarro,FW,1
5100,Nacho Cases,MF,1
5101,Nacho Novo,FW,1
5102,Gastón Sangoy,"FW,MF",5
5103,André Castro,MF,3
5104,Ayoze García,"DF,MF",1
5105,Raúl Domínguez,GK,1
5106,Javi Poves,DF,1
5107,Guillermo Méndez,FW,1
5108,Formose Mendy,MF,93
5109,Moisés García,DF,1
5110,Álex Menéndez,DF,1
5111,Ricardo León Brito,MF,1
5112,Armando Maita,FW,53
5113,Miguel Ángel Guerrero,"FW,MF",1
5114,Hugo Vieira,FW,3
5115,Adama Touré,MF,12
5116,Aritz López Garai,MF,1
5117,Pablo Pérez,"FW,MF",1
5118,Dani Ndi,MF,36
5119,Rachid Aït-Atmane,MF,37
5120,Jorge Meré,DF,1
5121,Dennis Díaz,GK,1
5122,Julio César Rodríguez López,DF,1
5123,Alen Halilović,MF,16
5124,Sergio Mendigutxia,FW,1
5125,Douglas,"DF,MF",2
5126,Jean-Sylvain Babin,DF,104
5127,Borja Viguera,"FW,MF",1
5128,Lacina Traoré,FW,35
5129,Akram Afif,MF,113
5130,Juan Rodríguez,DF,1
5131,Elderson Echiéjilé,DF,52
5132,Cristian Salvador,MF,1
5133,Álex Bergantiños,MF,1
5134,Michael Santos,FW,8
5135,Juan Quintero,DF,19
5136,Nacho Méndez,MF,1
5137,Hernán,MF,1
5138,Xandão,DF,2
5139,Carlos Cordero,DF,1
5140,Pedro Díaz,MF,1
5141,Víctor Ruiz,DF,1
5142,Uroš Đurđević,FW,33
5143,André Geraldes,DF,3
5144,Isaac Cofie,MF,17
5145,Álvaro Traver,"MF,FW",1
5146,André Sousa,MF,3
5147,Robin Lod,"MF,FW",83
5148,Nick Blackman,FW,114
5149,Neftali Manzambi,FW,48
5150,Ivi,MF,1
5151,Isma Cerro,MF,1
5152,Pelayo Morilla,FW,1
5153,Christian Sánchez,GK,115
5154,José Gragera,MF,1
5155,Javi Benitez,GK,1
5156,Alberto Espeso,DF,1
5157,Manu García,"MF,FW",1
5158,Bogdan Milovanov,DF,29
5159,Gaspar Campos,MF,1
5160,Berto,FW,1
5161,Guillermo Rosas,DF,1
5162,Nikola Čumić,MF,28
5163,Pablo García,DF,1
5164,Víctor Campuzano,"FW,MF",1
5165,Pelayo Suárez,DF,1
5166,Gonzalo Ardura,GK,1
5167,Mateo Arellano,MF,1
5168,David Argüelles,DF,1
5169,Pablo Díez,GK,1
5170,César García,FW,1
5171,Joel Jiménez,GK,1
5172,Javier Mecerreyes,MF,1
5173,Marcos Trabanco,FW,1
5174,Vasyl Kravets,DF,29
5175,José Luis Rodríguez,MF,89
5176,Cristian Rivera,MF,1
5177,Eric Ramírez,FW,53
5178,Jordi Pola,DF,1
5179,Diego Sánchez,DF,1
5180,Álvaro Santamaría,FW,1
5181,Alex Oyon,FW,1
5182,Enol Coto,DF,1
5183,David Fernández,DF,1
5184,Javier Izquierdo,GK,1
5185,Nacho Martin,MF,1
5186,Dani Queipo,FW,1
5187,Somolinos,DF,1
5188,﻿Sebastián Corona,DF,1
5189,Dani González,FW,1
5190,David Charcos,DF,1
5191,Kiko Torres,MF,1
5192,Barata,FW,2
5193,Kiko Ratón,FW,1
5194,Iker Garai,DF,1
5195,Federico Basavilbaso,MF,5
5196,Bino,MF,3
5197,Roberto Carlos,DF,1
5198,Bruno Marioni,FW,5
5199,Stefan Lexa,MF,24
5200,Jordi Ocaña Pérez,MF,1
5201,Hugo Morales,MF,5
5202,Keko,FW,1
5203,César,DF,2
5204,Luís Andrade,MF,3
5205,César La Paglia,MF,5
5206,Cristo,FW,1
5207,Aarón Darias,"DF,MF",1
5208,Kirian,DF,1
5209,Adolfo Baines,GK,1
5210,Julio Hormiga,MF,1
5211,Mariano Bombarda,FW,1
5212,Héctor,DF,1
5213,Toñito,MF,1
5214,Maikel Hermann,FW,1
5215,Cocito,MF,2
5216,Gal Alberman,MF,45
5217,William,MF,2
5218,Tomi Correa,FW,1
5219,João Paulo,FW,3
5220,﻿José Antonio Culebras,DF,1
5221,Iriome González,MF,1
5222,Tomasz Frankowski,FW,14
5223,Manuel Castiñeiras,DF,1
5224,Andrés San Martín,MF,5
5225,Suso Santana,"FW,MF",1
5226,Sergio Torres,MF,1
5227,Juan Ramón Ruano,MF,1
5228,﻿Nino,"FW,MF",1
5229,Andrés Santos,MF,1
5230,Mikel Arruabarrena,FW,1
5231,Rubén Rosquete,FW,1
5232,Ezequiel Luna,DF,5
5233,Cristo Martín,MF,1
5234,Jesús Álvaro,DF,1
5235,Abel Miguel Suárez,MF,1
5236,Alejandro Moreno,FW,53
5237,Ayoze Placeres,DF,1
5238,Juan Ramón García,MF,1
5239,﻿Carlos Ruiz,"DF,MF",1
5240,Aitor Sanz,MF,1
5241,Roberto,GK,1
5242,Ayoze Pérez,"FW,MF",1
5243,Iñigo Ros,MF,1
5244,Chechu,MF,1
5245,Borja Pérez,FW,1
5246,Aday,"DF,MF",1
5247,Alberto Jiménez,"DF,MF",1
5248,Salvador Ruiz,DF,1
5249,Nano,FW,1
5250,Óscar Rico,MF,1
5251,Guillem,FW,1
5252,Maximiliano Pérez,"FW,MF",8
5253,Iker Guarrotxena,"FW,MF",1
5254,Ulises Dávila,"FW,MF",20
5255,Cristo Díaz,MF,1
5256,Igor Arnáez,DF,1
5257,Victor García,MF,116
5258,Hugo Álvarez,DF,1
5259,Diop,MF,34
5260,Víctor García Marín,"DF,FW",1
5261,Santi Luque,MF,1
5262,Jordan McCourt,MF,6
5263,Ángel Rodríguez,GK,1
5264,Germán Sánchez,DF,1
5265,Javi Lara,MF,1
