315,Juanmi,"FW,MF",1
316,David Concha,MF,1
317,Kévin Rodrigues,DF,3
318,Jon Guridi,MF,1
319,Adnan Januzaj,"FW,MF",27
320,Miguel Ángel Moyá,GK,1
321,Héctor Moreno,DF,20
322,Andoni Gorosabel,DF,1
323,Ander Guevara,MF,1
324,Andoni Zubiaurre,GK,1
325,Mikel Merino,MF,1
326,Luca Sangalli,MF,1
327,Aihen Muñoz,DF,1
328,Sandro Ramírez,"MF,FW",1
329,Ander Barrenetxea,MF,1
330,Robin Le Normand,DF,4
331,Alex Sola,DF,1
332,Roberto López,MF,1
333,Martín Zubimendi,MF,1
334,Martín Merquelanz,MF,1
335,Naïs Djouahra,MF,4
336,Zourdine Mouhemed Thior,FW,34
337,Martin Ødegaard,MF,21
338,Nacho Monreal,DF,1
339,Portu,"MF,FW",1
340,Álex Remiro,GK,1
341,Alexander Isak,FW,41
342,Jon Pacheco,DF,1
343,Aritz Arambarri,DF,1
344,Julen Lobete,FW,1
345,Modibo Sagnan,DF,4
346,David Silva,MF,1
347,Carlos Fernández,"FW,MF",1
348,Urko González,MF,1
349,Roberto Navarro,MF,1
350,Gaizka Ayesa,GK,1
351,Jérémy Blasco,DF,4
352,Unai Marrero,GK,1
353,Olasagasti,MF,1
354,Alexander Sørloth,FW,21
355,Diego Rico,DF,1
356,Rafinha,MF,2
357,Mathew Ryan,GK,42
358,Beñat Turrientes,MF,1
359,Ander Martin,MF,1
360,Germán Valera,"FW,MF",1
361,Cristo,DF,1
362,Jonathan Gomez,DF,20
363,Jon Karrikaburu,FW,1
364,﻿Roy Makaay,FW,11
365,Sergio,MF,1
366,Mauro Silva,MF,2
367,Enrique Romero,DF,1
368,Juanmi,GK,1
369,Fran,MF,1
370,Lionel Scaloni,"DF,MF",5
371,Víctor Sánchez,MF,1
372,Noureddine Naybet,DF,26
373,César Martín,DF,1
374,Héctor Berenguel,DF,1
375,Aldo Duscher,MF,5
376,Diego Tristán,FW,1
377,Juan Carlos Valerón,MF,1
378,Donato,"DF,MF",1
379,Joan Capdevila,DF,1
380,Jorge Andrade,DF,3
381,José Amavisca,"FW,MF",1
382,José Molina,GK,1
383,Manuel Pablo,DF,1
384,Albert Luque,"FW,MF",1
385,Dani Mallo,GK,1
386,Roberto Acuña,MF,43
387,Goran Đorović,DF,28
388,Walter Pandiani,FW,8
389,Pedro Munitis,FW,1
390,Pablo Amo,DF,1
391,Gustavo Munúa,GK,8
392,Djalminha,"FW,MF",2
393,Iván Pérez Muñoz,FW,1
394,Jacques Songo'o,GK,36
395,Fabricio Coloccini,"DF,MF",5
396,Xisco,FW,1
397,Changui,FW,1
398,Carlos Pita,"DF,MF",1
399,Juanma,DF,1
400,Julian de Guzmán,MF,44
401,Rubén Castro,"FW,MF",1
402,Javier Arizmendi,"FW,MF",1
403,Iago Iglesias,MF,1
404,Iván Carril,"FW,MF",1
405,Francisco Gallardo,MF,1
406,Momo,MF,1
407,Senel,"FW,MF",1
408,Sebastián Taborda,FW,8
409,Jesús Muñoz,MF,1
410,﻿Dudu Aouate,GK,45
411,Alberto Lopo,DF,1
412,Riki,FW,1
413,Juan Rodríguez,MF,1
414,Fabián Estoyanoff,"FW,MF",8
415,Antonio Barragán,"DF,MF",1
416,Joan Verdú,MF,1
417,Filipe Luís,DF,2
418,Adrián López,"FW,MF",1
419,Pablo Álvarez,MF,1
420,Rodolfo Bodipo,FW,10
421,Rubén Rivera,FW,1
422,Rodri,DF,1
423,Andrés Guardado,"DF,FW",20
424,Ángel Lafita,"FW,MF",1
425,Adrián López,DF,1
426,Christian Wilhelmsson,MF,41
427,Antonio Tomás,MF,1
428,Cristian Hidalgo,"FW,MF",1
429,Fabricio,GK,1
430,Aythami Artiles,DF,1
431,Laure,DF,1
432,Chapi,DF,1
433,Daniel Aranzubia,GK,1
434,Zé Castro,DF,3
435,Lassad Nouioui,FW,46
436,Diego Colotto,DF,5
437,Mista,FW,1
438,Omar Bravo,FW,20
439,Juca,MF,2
440,Juan Domínguez,MF,1
441,Raúl García,DF,1
442,Iván Pérez Maceira,MF,1
443,David Rochela,DF,1
444,Manu,GK,1
445,David Añón,FW,1
446,Diego Seoane,DF,1
447,Rubén Pérez,MF,1
448,Claudio Morel Rodríguez,DF,43
449,Yves Desmarets,MF,47
450,Saúl,MF,1
451,Míchel,MF,1
452,Jonathan Urretaviscaya,"FW,MF",8
453,Knut Olav Rindarøy,DF,21
454,José Sand,FW,5
455,Dioni,FW,1
456,﻿Álex Bergantiños,MF,1
457,Bruno Gama,"FW,MF",3
458,Ayoze Díaz Díaz,"DF,MF",1
459,Diogo Salomão,"FW,MF",3
460,Jesús Vázquez,MF,1
461,Germán Lux,GK,5
462,Juan Carlos,"FW,MF",1
463,Pizzi,"FW,MF",3
464,Abel Aguilar,MF,19
465,Carlos Marchena,"DF,MF",1
466,Sílvio,DF,3
467,Evaldo Fabiano,DF,2
468,Paulo Assunção,MF,2
469,Kaká,DF,2
470,Javier Camuñas,"FW,MF",1
471,André Santos,MF,3
472,Roderick Miranda,DF,3
473,Nélson Oliveira,FW,3
474,Pablo Insua,DF,1
475,Tiago Pinto,DF,3
476,Luisinho,DF,3
477,Borja Bastón,FW,1
478,Emmanuel Culio,MF,5
479,Bryan Rabello,MF,31
480,Cezary Wilk,MF,14
481,Luis Fernández,"FW,MF",1
482,Ibrahim Sissoko,FW,35
483,Rudy,"FW,MF",48
484,Toché,FW,1
485,David Díaz Mangano,MF,1
486,Uxío Marcos,DF,1
487,Paulo Teles,MF,3
488,Edu Sousa,GK,1
489,Sidnei,DF,2
490,Lucas Pérez,"FW,MF",1
491,Oriol Riera,FW,1
492,Celso Borges,"FW,MF",22
493,Haris Medunjanin,MF,49
494,Luis Fariña,"FW,MF",5
495,Isaac Cuenca,"FW,MF",1
496,Hélder Postiga,FW,3
497,Roberto Canella,DF,1
498,Modibo Diakité,DF,4
499,Hélder Costa,"FW,MF",48
500,David Gómez,GK,1
501,Dani Iglesias,FW,1
502,Borja López,DF,1
503,Iago López,DF,1
504,Marcos Remeseiro,MF,1
505,﻿Pedro Mosquera,MF,1
506,Fayçal Fajr,MF,26
507,Alejandro Arribas,DF,1
508,Luis Alberto,"MF,FW",1
509,Federico Cartabia,"MF,FW",5
510,Cani,MF,1
511,Jonathan Rodríguez,FW,8
512,Jonás Gutiérrez,MF,5
513,Stipe Pletikosa,GK,16
514,Rober,DF,1
515,Miguel Filipe Nunes Cardoso,"FW,MF",3
516,Pinchi,"FW,MF",1
517,Emre Çolak,MF,15
518,Raúl Albentosa,DF,1
519,Guilherme,MF,2
520,Fernando Navarro,DF,1
521,Carles Gil,MF,1
522,Przemysław Tytoń,GK,14
523,Marlos Moreno,"MF,FW",19
524,Gaël Kakuta,MF,50
525,Ryan Babel,"MF,FW",11
526,Ola John,"MF,FW",11
527,Borja Valle,MF,1
528,Davy Roef,GK,27
529,Edu Expósito,MF,1
530,Nacho Monsalve,DF,1
531,Rubén,GK,1
532,Fabian Schär,DF,39
533,Florin Andone,FW,51
534,Zakaria Bakkali,MF,27
535,Michael Krohn-Dehli,MF,7
536,Eneko Bóveda,DF,1
537,Costel Pantilimon,GK,51
538,Sulley Muntari,MF,17
539,Francis Uzoho,GK,52
540,Gerard Valentín,"DF,MF",1
541,Maksym Koval,GK,29
542,Mujaid Sadick,DF,1
543,Quique Fornos,DF,1
544,﻿Dani Giménez,GK,1
545,Domingos Duarte,DF,3
546,Pablo Marí,DF,1
547,Quique,FW,1
548,David Simón,DF,1
549,Vicente Gómez,MF,1
550,Carlos Fernández,FW,1
551,Diego Caballo Alonso,DF,1
552,Saúl García,DF,1
553,Pedro,"MF,FW",1
554,Didier Moreno,MF,19
555,Christian Santos,FW,53
556,Michele Somma,DF,9
557,Matías Nahuel,"MF,FW",1
558,Vítor,FW,3
559,Joni Montiel,MF,1
560,Íñigo López,DF,1
561,Adrián Ortolá,GK,1
562,Sebastián Dubarbier,"DF,FW",5
563,Ager Aketxe,"MF,FW",1
564,Victor Mollejo,"MF,FW",1
565,Francisco Montero,DF,1
566,Peru Nolaskoain,"MF,DF",1
567,Gaku Shibasaki,MF,54
568,Salva Ruiz,"DF,MF",1
569,Vassilis Lambropoulos,DF,55
570,Mamadou Koné,"FW,MF",35
571,Sabin Merino,FW,1
572,Luis Ruiz Sayago,DF,1
573,Samuele Longo,FW,9
574,Borja Galán,"MF,FW",1
575,Uche Henry Agbo,MF,52
576,Claudio Beauvue,"FW,MF",56
577,Saša Jovanović,"MF,FW",28
578,Hugo Vallejo,"MF,FW",1
579,Jorge Valín,"MF,DF",1
580,Keko,MF,1
581,Aleksandar Jovanović,GK,28
582,Beto da Silva,"FW,MF",57
583,Yago Gandoy,MF,1
584,David Sánchez,DF,1
585,Tomás Bourdal,DF,5
586,Álex Cobo,GK,1
587,Juan Rodríguez,DF,1
588,Alberto Sánchez,GK,1
589,Javi Sánchez,MF,1
590,Koke Vegas,GK,1
591,Luis Alberto García Pacheco,GK,19
592,José Alonso Lara,MF,1
593,Héctor Hernández,DF,1
594,Rui Costa,FW,3
595,Mosquera,MF,1
596,Borja Granero,DF,1
597,Juan Ignacio González Brazeiro,MF,8
598,Derik Osede,DF,1
599,Diego Rolán,"FW,MF",8
600,Miku,FW,53
601,Carlos Abad,GK,1
602,Iván Guerrero,DF,1
603,Yeremay Hernández,MF,1
604,﻿Diego Aguirre,DF,1
605,Josep Calavera,MF,1
606,Rafael de Vicente Hernández,MF,1
607,Trilli,DF,1
608,Noel López,FW,1
609,Pablo Trigueros,DF,1
610,Mario Soriano,MF,1
611,Pablo Brea,GK,1
612,William,MF,2
613,Ian Mackay,GK,58
614,Carlos Doncel,MF,1
615,Juan Carlos Menudo Domínguez,MF,1
616,Villares,FW,1
617,Víctor García,MF,1
618,Adrián Lapeña,DF,1
619,Alberto Benito,DF,1
620,﻿Pablo Cavallero,GK,5
621,Peter Luccin,MF,4
622,Fernando Cáceres,DF,5
623,Edu,"FW,MF",2
624,Juan Velasco Damas,DF,1
625,Gustavo López,"FW,MF",5
626,Sylvinho,DF,2
627,José Ignacio,MF,1
628,Eduardo Berizzo,DF,5
629,Aleksandr Mostovoi,MF,23
630,Catanha,FW,1
631,Juanfran,DF,1
632,Ángel López,"DF,MF",1
633,Sergio,DF,1
634,Everton Giovanella,MF,2
635,Vágner,MF,2
636,Mido,FW,59
637,Sebastián Méndez,DF,5
638,Eduardo Coudet,MF,5
639,Benni McCarthy,FW,60
640,José Manuel Pinto,GK,1
641,Pablo Coira,DF,1
642,Jorge Rodríguez,DF,1
643,Doriva,MF,2
644,Iván Kaviedes,FW,61
645,José Juan Figueras,GK,1
646,Jandro,MF,1
647,﻿Savo Milošević,FW,28
648,Saša Ilić,MF,28
649,Borja Oubiña,MF,1
650,Pablo Contreras,DF,31
651,Israel Delgado,DF,1
652,Jonathan Aspas,MF,1
653,Iago Bouzón,DF,1
654,Mauricio Pinilla,FW,31
655,Manolo Sánchez,MF,1
656,Nacho Franco,FW,1
657,Fabián Canobbio,MF,8
658,Zisis Vryzas,FW,55
659,Txomin Nagore,MF,1
660,Capucho,MF,3
661,Roger Guerreiro,MF,14
662,Facundo Sava,FW,5
663,José Jesús Perera,FW,1
664,Yago Yao,DF,10
665,Toni Moral,MF,1
666,Juan Sánchez,FW,1
667,Orlando Quintana,GK,1
668,Fernando Baiano,FW,2
669,David Silva,"FW,MF",1
670,Matías Lequi,DF,5
671,Iriney,MF,2
672,Diego Placente,DF,5
673,Jorge Larena,MF,1
674,José Enrique,DF,1
675,Daniël de Ridder,"FW,MF",11
676,Javi Guerrero,FW,1
677,Roberto Sousa,"DF,MF",2
678,Esteban,GK,1
679,﻿Nenê,"FW,MF",2
680,Gabriel Tamaș,DF,51
681,Habib Bamogo,FW,62
682,Antonio Guayre,"FW,MF",1
683,Jonathan Vila,"DF,MF",1
684,George Lucas Coser,DF,2
685,Miguel Areias,DF,3
686,Dani Abalo,"FW,MF",1
687,﻿Rubén,DF,1
688,Roberto Lago,"DF,MF",1
689,Vitolo,MF,1
690,Agus,"DF,FW",1
691,Diego Costa,FW,1
692,Quincy Owusu-Abeyie,"FW,MF",17
693,Ioannis Okkas,FW,63
694,Michu,"FW,MF",1
695,Mario Suárez,MF,1
696,Ariel Rosada,MF,5
697,Juan Manuel Peña,DF,64
698,Julián Vara,"DF,FW",1
699,Fernando Sales,MF,1
700,Vladimir Manchev,FW,65
701,Noel Alonso,DF,1
702,Petar Zanev,DF,65
703,Adrián González,MF,1
704,Richy,DF,1
705,Ferrán Tacón,MF,1
706,Goran Marić,FW,1
707,Dinei,FW,2
708,Antonio Notario,GK,1
709,Edu Moya,"DF,MF",1
710,Kamel Ghilas,FW,37
711,Roberto Trashorras,MF,1
712,David Rodríguez,FW,1
713,Óscar Díaz,"FW,MF",1
714,Francisco Noguerol,DF,1
715,Fernando Fajardo,DF,8
716,Jordi,DF,1
717,Renan Garcia,MF,2
718,Ismael Falcón,GK,1
719,Fabiano,DF,2
720,Danilo Sacramento,MF,2
721,Māris Verpakovskis,"FW,MF",66
722,Candela,MF,1
723,﻿Aritz López Garai,MF,1
724,Vasco Fernandes,DF,3
725,Cristian Bustos,MF,1
726,David Català,DF,1
727,Hugo Mallo,DF,1
728,Pedro Botelho,"DF,MF",2
729,Andrés Túñez,DF,53
730,Dimitris Papadopoulos,FW,55
731,Saulo,FW,2
732,Toni Dovale,"DF,MF",1
733,Yoel,GK,1
734,Gastón Cellerino,FW,5
735,Arthuro,FW,2
736,Aarón Ñíguez,"FW,MF",1
737,Sergio Ortega,DF,1
738,Álex López,MF,1
739,Mateo Míguez Adán,FW,1
740,Víctor Vázquez,DF,1
741,Enrique de Lucas,"FW,MF",1
742,Ander Murillo,DF,1
743,Iago Aspas,"FW,MF",1
744,Joan Tomàs,"FW,MF",1
745,Jota,MF,1
746,Sergio Álvarez,GK,1
747,Víctor Fernández,DF,1
748,David Soto Sánchez,DF,1
749,Ikechi Anya,"FW,MF",67
750,Oier Sanjurjo,"DF,MF",1
751,Fabián Orellana,"FW,MF",31
752,Mario Bermejo,FW,1
753,Natxo Insa,MF,68
754,Carlos Bellvís,DF,1
755,Augusto Fernández,MF,5
756,Javi Varas,GK,1
757,Michael Krohn-Dehli,"FW,MF",7
758,Gustavo Cabral,DF,5
759,Jonny Castro,"DF,MF",1
760,Park Chu-young,"FW,MF",30
761,Danijel Pranjić,"DF,MF",16
762,Lévy Madinda,MF,69
763,Rubén Blanco,GK,1
764,Samuel Llorca,DF,1
765,Santi Mina,FW,1
766,Andreu Fontàs,DF,1
767,Charles,FW,2
768,Nolito,"FW,MF",1
769,Jon Aurtenetxe,DF,1
770,David Costas,DF,1
771,David Goldar,DF,1
772,Welliton,FW,2
773,Joaquín Larrivey,FW,5
774,Nemanja Radoja,"DF,MF",28
775,Pablo Hernández,"FW,MF",31
776,Sergi Gómez,DF,1
777,Carles Planas,DF,1
778,Borja Fernández,MF,1
779,Theo Bongonda,"FW,MF",50
780,Borja Iglesias,FW,1
781,Diego Alende,DF,1
782,Samu Araújo,DF,1
783,Pape Cheikh Diop,MF,34
784,Kevin Vázquez,DF,1
785,Daniel Wass,MF,7
786,John Guidetti,FW,41
787,Marcelo Díaz,MF,31
788,Claudio Beauvue,"MF,FW",56
789,Josep Señé,"MF,FW",1
790,Dejan Dražić,MF,28
791,Néstor Díaz,GK,1
792,﻿Facundo Roncaglia,DF,5
793,Pione Sisto,"MF,FW",7
794,Jozabed,MF,1
795,Giuseppe Rossi,FW,9
796,Álvaro Lemos,"DF,MF",1
797,Andrew Hjulsager,MF,7
798,Iván Villar,GK,1
799,Naranjo,"FW,MF",1
800,Maxi Gómez,FW,8
801,Stanislav Lobotka,MF,70
802,Brais Méndez,"MF,FW",1
803,Emre Mor,"FW,MF",15
804,Róbert Mazáň,DF,70
805,Daniel Molina Orta,MF,1
806,Francisco Barbosa,GK,1
807,Dennis Eckert,FW,13
808,Diego Pampín,DF,1
809,Víctor Pastrana,MF,1
810,Daniel Sotres,GK,1
811,Néstor Araujo,DF,20
812,Okay Yokuşlu,MF,15
813,Sofiane Boufal,MF,26
814,David Juncà,DF,1
815,Fran Beltrán,MF,1
816,Lucas Olaza,DF,8
817,Wesley Hoedt,DF,11
818,Ryad Boudebouz,MF,37
819,Júnior Alonso,"DF,MF",43
820,Mathias Jensen,MF,7
821,Emmanuel Apeh,"FW,MF",52
822,Joseph Aidoo,DF,17
823,Denis Suárez,"MF,FW",1
824,Jeison Murillo,DF,19
825,Filip Bradarić,MF,16
826,Gabriel Fernández,"FW,MF",8
827,Jorge Sáenz,DF,1
828,Juan Hernández,"FW,MF",1
829,Jacobo,"DF,MF",1
830,Losada,"MF,FW",1
831,Sergio Bermejo,MF,1
832,Sergio Carreira,DF,1
833,Iago Domínguez,GK,1
834,José Fontán,DF,1
835,Dragan Rosić,GK,28
836,Renato Tapia,MF,57
837,Aarón Martín,DF,1
838,Miguel Baeza,"MF,FW",1
839,Carlos Dominguez,DF,1
840,Augusto Solari,MF,5
841,Facundo Ferreyra,FW,5
842,Gabriel Veiga,"MF,DF",1
843,Jordan Holsgrove,MF,67
844,Alfon,MF,1
845,Miguel Rodríguez,"FW,MF",1
846,Lauti,FW,8
847,Hugo Sotelo,MF,1
848,Gael Alonso,DF,1
849,Raúl Blanco,MF,1
850,Álvaro Fernández,GK,1
