Id,Player,Position,Nationality_Id
90830,Lion Giovannini,??,175
90831,Liam Graham,DF,126
90832,Mattia Ruzzier,??,175
90833,Davide Di Francesco,FW,9
90834,Vincenzo Silvestri,??,175
90835,Giovanni Giuseppe Di Meglio,??,9
90836,Pietro Sportillo,??,9
90837,Leo Criaco,??,175
90838,Antony Veri,??,175
90839,Alessandro Bertoni,??,9
90840,Enrico Buonocore,??,9
90841,Niccolo Guzzo,??,175
90842,Alessandro Greco,??,175
90843,Takis Gonias,MF,55
90844,Vittorio Bernardo,??,175
90845,Simone Eramo,??,175
90846,Domenico Bombara,??,9
90847,Gaetano Cala,??,175
90848,Girolamo Provenzano,??,175
90849,Antonio Schetter,??,175
90850,Giancarlo Petrocco,??,175
90851,Davide Arigo,??,175
90852,Attilio Angotti,??,175
90853,Gaetano Mastroieni,??,175
90854,Raffaele Nolè,FW,9
90855,Vincent Kouadio,??,175
90856,Antonio Tavilla,??,175
90857,Ettore Lagomarsini,GK,9
90858,Nicola Ciccone,FW,9
90859,Fabio Bossa,MF,175
90860,Sebastiano Longo,FW,9
90861,Ljubiša Dunđerski,MF,28
90862,Daniele Bellotto,??,9
90863,Daniele Lorenzini,??,175
90864,Denis Mair,??,175
90865,Damien Florian,??,175
90866,Fabio Roselli,??,175
90867,Daniel Bradaschia,FW,9
90868,Rocco Pellegrino,??,175
90869,Sergio Ercolano,??,175
90870,Nazario Pignotti,??,175
90871,Andrea Bussi,??,175
90872,Muoldij Miftah,??,175
90873,Massimo Lo,??,175
90874,Giovanni Paschetta,??,9
90875,Antonino Cardinale,??,175
90876,Andrea Suriano,??,175
90877,Christian Iannelli,??,175
90878,Federico Freire,MF,5
90879,Tino Parisi,??,175
90880,Agostino Gallo,??,175
90881,Gianmarco Papaserio,MF,9
90882,Luigi Rossitto,??,175
90883,Antonio Panebianco,MF,175
90884,Massimo Russo,??,175
90885,Vincenzo Platone,??,175
90886,Nicola Mancino,??,175
90887,Raffaele Pianese,??,175
90888,Marcello D'Angelo,??,175
90889,Raffaele Sorriso,??,175
90890,Giuseppe Vitagliano,??,175
90891,Giacomo Chini,??,175
90892,Davide Scantamburlo,??,175
90893,Andrea Basso,??,175
90894,Andrea Catalano,??,175
90895,Diego Colurcio,??,175
90896,Matteo Siligato,??,175
90897,Andrea Cardini,??,175
90898,Armando Padula,??,175
90899,Gabriele Gorlani,??,175
90900,Emanuele Volpara,??,175
90901,Luigi Rinaldi,??,175
90902,Younes Chaïb,??,4
90903,Luca Brambilla,??,175
90904,Maurizio Ruberto,??,175
90905,Domenico Creanza,??,175
90906,Giuseppe Pagana,??,175
90907,Cristian Romanelli,??,175
90908,Davide Buono,??,175
90909,Enrico Antonioni,??,175
90910,Andrea Carozza,??,9
90911,Gianluca Baldassarre,??,175
90912,Davide Desidieri,??,175
90913,Errico Altobello,??,175
90914,Anthony Partipilo,??,175
90915,Manel Minicucci,??,175
90916,Ciro Coratella,??,175
90917,Alessio Romanazzo,??,175
90918,Michele Portoghese,??,175
90919,Giuseppe Esposito,DF,9
90920,Giuseppe Polichetti,DF,175
90921,﻿Riccardo Bocchini,??,175
90922,Roberto Biserni,??,9
90923,Simone Groppi,??,175
90924,Michele Camillini,??,175
90925,Emanuele Chiaretti,??,175
90926,Mirko Drudi,??,175
90927,Andrea Moretti,??,175
90928,Zheng Jiao,??,175
90929,Alessio Petti,??,175
90930,Marco Tattini,MF,9
90931,Luca Giunchi,??,175
90932,Marco Di,??,175
90933,Mirco Severini,??,175
90934,Riccardo Carroli,GK,9
90935,Lorenzo Bardini,??,175
90936,Andrea Peverelli,DF,9
90937,Philippe Koch,DF,39
90938,Simone Caricati,FW,175
90939,Vittorio Pagani,MF,175
90940,Maurizio Caccavale,??,175
90941,Andrea Cecchini,??,175
90942,Stefano Bellè,??,9
90943,Daniele Russo,??,9
90944,Igor Marziano,??,175
90945,Luca Paponetti,??,175
90946,Davide Colacioppo,??,175
90947,Daniele Centofanti,??,175
90948,Daniele Cinelli,??,175
90949,Ivan Vellucci,??,175
90950,Simone Felci,??,175
90951,Axel Vicentini,??,175
90952,Marco Vittiglio,??,175
90953,Sebastian Lucas,??,175
90954,Cristian Ventola,??,175
90955,Andrea Testi,??,175
90956,Alberto Castioni,??,175
90957,Francesco Lovatin,??,175
90958,Luca Lomi,??,9
90959,Omar Campana,??,175
90960,Domenico De Simone,??,9
90961,Marco Fummo,??,175
90962,Alessandro Beccia,??,175
90963,Giovanni Foderaro,??,175
90964,Francesco Giraldi,??,175
90965,Bogdan Jocic,MF,28
90966,Filippo Pensalfini,??,175
90967,Stefano Pagani,??,175
90968,Roberto Candido,??,175
90969,Vincenzo Ferrara,??,175
90970,Gianmarco Celeste,GK,9
90971,Giancarlo Malcore,FW,9
90972,Dennis van der Heijden,FW,11
90973,Alberto Maroni,DF,9
90974,Sebastiano Sassi,MF,175
90975,Lorenzo Di Marco,MF,175
90976,Ciro Esposito,MF,175
90977,Lorenzo Vittucci,FW,175
90978,Paolo Antonioli,??,175
90979,Mauro Zaccagnini,??,175
90980,Fabio Prosperi,??,175
90981,Luigi Lucchese,??,175
90982,Fabio Scarsella,MF,9
90983,Loris Lorini,??,175
90984,Fabrizio Guarracino,??,175
90985,Daniele Frabotta,??,175
90986,Matteo Vaccarecci,??,175
90987,Fabio Formato,??,175
90988,Alessandro Gori,MF,9
90989,Ferdinando Giuliano,??,9
90990,Luca Scicchitano,??,175
90991,Nicola Petrilli,??,175
90992,Stefano Vallone,??,175
90993,Francesco Girillo,??,175
90994,Mathías Corujo,??,175
90995,Valerio Quondamatteo,??,175
90996,Paolino Mercurio,??,175
90997,Daniel Gramann,??,175
90998,Marco Cabeccia,??,175
90999,Jacopo Galli,??,175
91000,Giuseppe Borello,??,175
91001,Federico Panza,DF,9
91002,Gian Crespi,GK,9
91003,Giovanni Bruzzaniti,FW,9
91004,Mirco Spighi,??,175
91005,Gabriel Strefezza,"DF,MF",175
91006,Cesare Galeotti,GK,9
91007,Mikael Ellertsson,FW,40
91008,Francesco Mazzarani,DF,9
91009,Luca Calvaruso,GK,9
91010,Christian Rutjens,??,175
91011,Marco Cuccurullo,DF,9
91012,Davide Gentile,DF,9
91013,Davide Addona,??,175
91014,Ivan Rotoli,??,175
91015,Alberto Bianchi,??,175
91016,Federico Giuliano,??,175
91017,Ivan Dazzi,??,175
91018,Márcio Giovanini,??,175
91019,Samuele Buda,??,175
91020,Nicolo Barabino,??,175
91021,Amadou Konte,FW,12
91022,Gianmarco Dura,??,175
91023,Andrea Senese,??,175
91024,Nicolas Izzillo,??,175
91025,Mislav Oršić,"FW,MF",16
91026,Matija Katanec,DF,16
91027,Gabriele Corbo,??,175
91028,Samuele Mulattieri,??,175
91029,Adugna Bachini,FW,9
91030,Niccolò Pietra,MF,9
91031,Giancarlo Cinetto,??,175
91032,Giuseppe Pisani,??,175
91033,Mauro Bianchi,??,175
91034,M Garcia,??,175
91035,Jose Gonzalves,??,175
91036,Francesco Caco,??,175
91037,Riccardo Pezzato,??,175
91038,Luca Conean,??,175
91039,Andrea Villotta,??,175
91040,Abdul Meite,MF,9
91041,Yuri Senesi,FW,9
91042,Roman Lazar,GK,175
91043,Leonardo Tonello,GK,9
