Unnamed: 0,Player,Link,Player_name,Player_id,Nationality,Position,club
4362.0,﻿Carlos Llorens,/en/players/cc1c44b3/Carlos-Llorens,Carlos-Llo,cc1c44b3,es ESP,DF,Alaves
4363.0,Richard Dutruel,/en/players/b51c1e29/Richard-Dutruel,Richard-Dutru,b51c1e29,fr FRA,GK,Alaves
4364.0,Antonio Karmona,/en/players/a6bf6531/Antonio-Karmona,Antonio-Karmo,6bf6531,es ESP,DF,Alaves
4365.0,Abelardo Fernández,/en/players/fd6cdf88/Abelardo-Fernandez,Abelardo-Fernandez,fd6cdf88,es ESP,DF,Alaves
4366.0,Martín Astudillo,/en/players/fda30cfc/Martin-Astudillo,Martin-Astudillo,fda30cfc,ar ARG,MF,Alaves
4367.0,Delfí Geli,/en/players/6b058d9b/Delfi-Geli,Delfi-Geli,6b058d9b,es ESP,DF,Alaves
4368.0,Óscar Téllez,/en/players/c4b1fe41/Oscar-Tellez,Oscar-Tellez,c4b1fe41,es ESP,DF,Alaves
4369.0,Rubén Navarro,/en/players/59cc2821/Ruben-Navarro,Ruben-Navarro,59cc2821,es ESP,FW,Alaves
4370.0,Iván Alonso,/en/players/80084c87/Ivan-Alonso,Ivan-Alonso,80084c87,uy URU,FW,Alaves
4371.0,Ibon Begoña,/en/players/301f6f65/Ibon-Begona,Ibon-Bego,301f6f65,es ESP,DF,Alaves
4372.0,Pablo Gómez,/en/players/0a9e2033/Pablo-Gomez,Pablo-Gomez,0a9e2033,es ESP,MF,Alaves
4373.0,Jordi Cruyff,/en/players/7ebf561b/Jordi-Cruyff,Jordi-Cruyff,7ebf561b,nl NED,"FW,MF",Alaves
4374.0,Luis Helguera,/en/players/873ff2a7/Luis-Helguera,Luis-Helgu,873ff2a7,es ESP,MF,Alaves
4375.0,Magno Mocelin,/en/players/a5d58ff0/Magno-Mocelin,Magno-Moceli,5d58ff0,br BRA,FW,Alaves
4376.0,Edu Alonso,/en/players/911e7b8d/Edu-Alonso,Edu-Alonso,911e7b8d,es ESP,MF,Alaves
4377.0,Jesús Turiel,/en/players/7c737496/Jesus-Turiel,Jesus-Turi,7c737496,es ESP,MF,Alaves
4378.0,Hermes Desio,/en/players/1c0c23ed/Hermes-Desio,Hermes-Desio,1c0c23ed,ar ARG,MF,Alaves
4379.0,Adrian Ilie,/en/players/5ec3ec8d/Adrian-Ilie,Adrian-Ili,5ec3ec8d,ro ROU,"FW,MF",Alaves
4380.0,Ivan Tomić,/en/players/dff4f3f2/Ivan-Tomic,Ivan-Tomic,dff4f3f2,rs SRB,MF,Alaves
4381.0,Juan Pablo Colinas,/en/players/b2cab8f4/Juan-Pablo-Colinas,Juan-Pablo-Coli,b2cab8f4,es ESP,GK,Alaves
4382.0,Bogdan Mara,/en/players/5b649d53/Bogdan-Mara,Bogdan-M,5b649d53,ro ROU,"FW,MF",Alaves
4383.0,Juan Cruz Ochoa,/en/players/301ff22a/Juan-Cruz-Ochoa,Juan-Cruz-Ocho,301ff22a,es ESP,DF,Alaves
4384.0,Nacho,/en/players/dadfcbb3/Nacho,Nacho,dadfcbb3,es ESP,"DF,MF",Alaves
4385.0,Ronny Gaspercic,/en/players/bbeaf9c2/Ronny-Gaspercic,Ronny-Gaspercic,bbeaf9c2,be BEL,GK,Alaves
4386.0,Enrique de Lucas,/en/players/ae61cc61/Enrique-de-Lucas,Enrique-de-Luc,61cc61,es ESP,"FW,MF",Alaves
4387.0,Jesús Galván,/en/players/5f605a71/Jesus-Galvan,Jesus-Galv,5f605a71,es ESP,DF,Alaves
4388.0,Ángel,/en/players/4c3f3098/Angel,Ang,4c3f3098,es ESP,DF,Alaves
4389.0,Diego Trotta,/en/players/e7ec1faf/Diego-Trotta,Diego-Trott,7ec1faf,ar ARG,DF,Alaves
4390.0,Josu Sarriegi,/en/players/cca08d01/Josu-Sarriegi,Josu-Sarriegi,cca08d01,es ESP,DF,Alaves
4391.0,Pablo Coira,/en/players/7099e844/Pablo-Coira,Pablo-Coi,7099e844,es ESP,DF,Alaves
4392.0,Martín Palermo,/en/players/02aa1dbe/Martin-Palermo,Martin-Palermo,02aa1dbe,ar ARG,FW,Alaves
4393.0,Sietes,/en/players/bae8225f/Sietes,Siet,bae8225f,es ESP,DF,Alaves
4394.0,Jurica Vučko,/en/players/d12b2233/Jurica-Vucko,Jurica-Vucko,d12b2233,hr CRO,FW,Alaves
4395.0,Eneko Romo,/en/players/5c5c6fa7/Eneko-Romo,Eneko-Romo,5c5c6fa7,es ESP,MF,Alaves
4396.0,Nenê,/en/players/265ebd37/Nene,N,265ebd37,br BRA,"FW,MF",Alaves
4397.0,Rodolfo Bodipo,/en/players/6cf2bc0e/Rodolfo-Bodipo,Rodolfo-Bodipo,6cf2bc0e,gq EQG,FW,Alaves
4398.0,Roberto Bonano,/en/players/7b2d75ba/Roberto-Bonano,Roberto-Bonano,7b2d75ba,ar ARG,GK,Alaves
4399.0,Santiago Carpintero,/en/players/139b88a8/Santiago-Carpintero,Santiago-Carpintero,139b88a8,es ESP,MF,Alaves
4400.0,David Coromina,/en/players/bb603172/David-Coromina,David-Coromi,bb603172,es ESP,DF,Alaves
4401.0,Lluís Carreras,/en/players/4e1b59cf/Lluis-Carreras,Lluis-C,4e1b59cf,es ESP,DF,Alaves
4402.0,Juvenal,/en/players/b26bf947/Juvenal,Juv,b26bf947,gq EQG,MF,Alaves
4403.0,Pape Sarr,/en/players/7be00da6/Pape-Sarr,Pape-S,7be00da6,sn SEN,MF,Alaves
4404.0,Sergio Santamaría,/en/players/4795800e/Sergio-Santamaria,Sergio-Santamari,4795800e,es ESP,"FW,MF",Alaves
4405.0,David Sánchez,/en/players/bb05af1a/David-Sanchez,David-Sanchez,bb05af1a,es ESP,MF,Alaves
4406.0,Abel Valenzuela,/en/players/53db52e9/Abel-Valenzuela,Abel-Valenzu,53db52e9,es ESP,DF,Alaves
4407.0,Pape Thiaw,/en/players/a38f40e6/Pape-Thiaw,Pape-Thiaw,38f40e6,sn SEN,FW,Alaves
4408.0,Nicolas Ardouin,/en/players/be679fa0/Nicolas-Ardouin,Nicolas-Ardoui,be679fa0,fr FRA,GK,Alaves
4409.0,Maximiliano Flotta,/en/players/34bd3bd4/Maximiliano-Flotta,Maximiliano-Flott,34bd3bd4,ar ARG,"DF,MF",Alaves
4410.0,Álex Lombardero,/en/players/0253cbcf/Alex-Lombardero,Alex-Lombardero,0253cbcf,es ESP,MF,Alaves
4411.0,Aleksandr Mostovoi,/en/players/6d215bed/Aleksandr-Mostovoi,Aleksandr-Mostovoi,6d215bed,ru RUS,MF,Alaves
4412.0,Juanito,/en/players/47176127/Juanito,Juanito,47176127,es ESP,"DF,MF",Alaves
4413.0,Franco Costanzo,/en/players/56dde780/Franco-Costanzo,Franco-Costanzo,56dde780,ar ARG,GK,Alaves
4414.0,John Aloisi,/en/players/747e3a0d/John-Aloisi,John-Aloisi,747e3a0d,au AUS,FW,Alaves
4415.0,Gaspar,/en/players/75e5329b/Gaspar,G,75e5329b,es ESP,DF,Alaves
4416.0,Jandro,/en/players/453a1fcd/Jandro,Jandro,453a1fcd,es ESP,MF,Alaves
4417.0,Mauricio Pellegrino,/en/players/8b3d6528/Mauricio-Pellegrino,Mauricio-Pellegrino,8b3d6528,ar ARG,DF,Alaves
4418.0,Mehdi Lacen,/en/players/a3a306f6/Mehdi-Lacen,Mehdi-Lac,3a306f6,dz ALG,MF,Alaves
4419.0,Wesley,/en/players/35b1bd33/Wesley,W,35b1bd33,br BRA,"FW,MF",Alaves
4420.0,José María Mena,/en/players/bc2150cb/Jose-Maria-Mena,Jose-Maria-M,bc2150cb,es ESP,FW,Alaves
4421.0,Blagoy Georgiev,/en/players/d2722647/Blagoy-Georgiev,Blagoy-Georgiev,d2722647,bg BUL,MF,Alaves
4422.0,Arthuro,/en/players/af5bfaa6/Arthuro,Arthuro,f5bfaa6,br BRA,FW,Alaves
4423.0,Élton Giovanni,/en/players/8c8170c0/Elton-Giovanni,Elton-Giovanni,8c8170c0,br BRA,MF,Alaves
4424.0,Henri Antchouet,/en/players/5e54551e/Henri-Antchouet,Henri-Antchouet,5e54551e,ga GAB,FW,Alaves
