Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Miroslav Karhan,/en/players/4254af9d/Miroslav-Karhan,4254af9d,Miroslav-Karh,sk SVK,MF,Wolfsburg
1,Stefan Schnoor,/en/players/adca018f/Stefan-Schnoor,dca018f,Stefan-Schnoo,de GER,DF,Wolfsburg
2,Claus Reitmaier,/en/players/02c38c9a/Claus-Reitmaier,02c38c9a,Claus-Reitmai,de GER,GK,Wolfsburg
3,Robson Ponte,/en/players/26204e02/Robson-Ponte,26204e02,Robson-Pont,br BRA,"FW,MF",Wolfsburg
4,Thomas Rytter,/en/players/9ca35020/Thomas-Rytter,9ca35020,Thomas-Rytt,dk DEN,DF,Wolfsburg
5,Tobias Rau,/en/players/131db256/Tobias-Rau,131db256,Tobias-Rau,de GER,DF,Wolfsburg
6,Tomislav Marić,/en/players/9b798967/Tomislav-Maric,9b798967,Tomislav-Maric,hr CRO,FW,Wolfsburg
7,Diego Klimowicz,/en/players/a90e4d76/Diego-Klimowicz,90e4d76,Diego-Klimowicz,ar ARG,FW,Wolfsburg
8,Stefan Effenberg,/en/players/c0e1708c/Stefan-Effenberg,c0e1708c,Stefan-Effenberg,de GER,MF,Wolfsburg
9,Martin Petrov,/en/players/011360ce/Martin-Petrov,011360ce,Martin-Petrov,bg BUL,"FW,MF",Wolfsburg
10,Patrick Weiser,/en/players/04c958c0/Patrick-Weiser,04c958c0,Patrick-Wei,de GER,"DF,MF",Wolfsburg
11,Marino Biliškov,/en/players/9ff7f35a/Marino-Biliskov,9ff7f35a,Marino-Biliskov,hr CRO,DF,Wolfsburg
12,Pablo Thiam,/en/players/9044d2e5/Pablo-Thiam,9044d2e5,Pablo-Thiam,gn GUI,"DF,MF",Wolfsburg
13,Kim Madsen,/en/players/f5be7e43/Kim-Madsen,f5be7e43,Kim-Mad,dk DEN,DF,Wolfsburg
14,Roy Präger,/en/players/f1cb95be/Roy-Prager,f1cb95be,Roy-Prag,de GER,FW,Wolfsburg
15,Hans Sarpei,/en/players/5b447880/Hans-Sarpei,5b447880,Hans-Sarpei,gh GHA,DF,Wolfsburg
16,Maik Franz,/en/players/2755d34b/Maik-Franz,2755d34b,Maik-Franz,de GER,DF,Wolfsburg
17,Charles Akonnor,/en/players/db3a79dd/Charles-Akonnor,db3a79dd,Charles-Akonno,gh GHA,MF,Wolfsburg
18,Dorinel Munteanu,/en/players/548cf04b/Dorinel-Munteanu,548cf04b,Dorinel-Munteanu,ro ROU,MF,Wolfsburg
19,Sead Ramović,/en/players/a548c61e/Sead-Ramovic,548c61e,Sead-Ramovic,ba BIH,GK,Wolfsburg
20,Sven Müller,/en/players/406b138d/Sven-Muller,406b138d,Sven-Mu,de GER,"DF,MF",Wolfsburg
21,Pablo Quatrocchi,/en/players/9a6242ff/Pablo-Quatrocchi,9a6242ff,Pablo-Quatrocchi,ar ARG,DF,Wolfsburg
22,Peter Madsen,/en/players/a26c57f1/Peter-Madsen,26c57f1,Peter-Mad,dk DEN,FW,Wolfsburg
23,Michał Janicki,/en/players/8dc8c9b2/Michal-Janicki,8dc8c9b2,Michal-Janicki,pl POL,FW,Wolfsburg
24,Frank Greiner,/en/players/3b6420f0/Frank-Greiner,3b6420f0,Frank-Grei,de GER,"DF,MF",Wolfsburg
25,Stefan Lorenz,/en/players/e574414e/Stefan-Lorenz,574414e,Stefan-Lorenz,de GER,DF,Wolfsburg
27,Andrés D'Alessandro,/en/players/6a11048a/Andres-DAlessandro,6a11048a,Andres-DAlessandro,ar ARG,"FW,MF",Wolfsburg
28,Simon Jentzsch,/en/players/2f1318de/Simon-Jentzsch,2f1318de,Simon-Jentzsch,de GER,GK,Wolfsburg
29,Juan Carlos Menseguez,/en/players/ed7cc01c/Juan-Carlos-Menseguez,d7cc01c,Juan-Carlos-Menseguez,ar ARG,"FW,MF",Wolfsburg
30,Marko Topić,/en/players/878fa37c/Marko-Topic,878fa37c,Marko-Topic,ba BIH,FW,Wolfsburg
31,Fernando Baiano,/en/players/253f2715/Fernando-Baiano,253f2715,Fernando-Baiano,br BRA,FW,Wolfsburg
32,Mirko Hrgović,/en/players/b1e6b06e/Mirko-Hrgovic,b1e6b06e,Mirko-Hrgovic,ba BIH,MF,Wolfsburg
33,Albert Streit,/en/players/35acf792/Albert-Streit,35acf792,Albert-Streit,de GER,MF,Wolfsburg
