Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,﻿Shay Given,ie IRL,GK,38,38,0.0,0.0,2002-2003,0db918ff,Newcastle-United,"3,420",38.0,0.0,0.0,121.0,99.0,5968.0,Newcastle-United
,Aaron Hughes,nir NIR,DF,35,35,1.0,1.0,2002-2003,dccccccc,Newcastle-United,"3,139",34.9,1.0,0.0,121.0,121.0,5969.0,Newcastle-United
,Alan Shearer,eng ENG,FW,35,35,4.0,17.0,2002-2003,438b3a51,Newcastle-United,"3,062",34.0,7.0,0.0,121.0,6.0,5970.0,Newcastle-United
,Kieron Dyer,eng ENG,MF,35,33,4.0,2.0,2002-2003,90b5a2f2,Newcastle-United,"2,948",32.8,1.0,0.0,121.0,6.0,5971.0,Newcastle-United
,Nolberto Solano,pe PER,MF,31,29,6.0,7.0,2002-2003,37e7c753,Newcastle-United,"2,295",25.5,1.0,0.0,121.0,57.0,5972.0,Newcastle-United
,Andy O'Brien,ie IRL,DF,26,26,0.0,0.0,2002-2003,1719f6b2,Newcastle-United,"2,233",24.8,1.0,0.0,121.0,99.0,5973.0,Newcastle-United
,Laurent Robert,fr FRA,"FW,MF",27,25,7.0,5.0,2002-2003,2f907a4b,Newcastle-United,"2,082",23.1,3.0,1.0,121.0,4.0,,Newcastle-United
,Olivier Bernard,fr FRA,DF,30,24,0.0,2.0,2002-2003,14778f2,Newcastle-United,"2,156",24.0,5.0,0.0,121.0,4.0,5974.0,Newcastle-United
,Jermaine Jenas,eng ENG,MF,32,23,2.0,6.0,2002-2003,3149f712,Newcastle-United,"2,273",25.3,1.0,0.0,121.0,6.0,5975.0,Newcastle-United
,Gary Speed,wls WAL,MF,24,23,3.0,2.0,2002-2003,5ca13d11,Newcastle-United,"1,958",21.8,5.0,0.0,121.0,18.0,5976.0,Newcastle-United
,Andy Griffin,eng ENG,DF,27,22,1.0,1.0,2002-2003,38517dc5,Newcastle-United,"2,013",22.4,7.0,1.0,121.0,6.0,5977.0,Newcastle-United
,Craig Bellamy,wls WAL,FW,23,21,5.0,8.0,2002-2003,b9eae55b,Newcastle-United,"1,915",21.3,1.0,0.0,121.0,18.0,5978.0,Newcastle-United
,Titus Bramble,eng ENG,DF,16,13,0.0,0.0,2002-2003,83ac7c3c,Newcastle-United,"1,241",13.8,3.0,0.0,121.0,6.0,5979.0,Newcastle-United
,Nikos Dabizas,gr GRE,DF,16,13,0.0,0.0,2002-2003,f8741035,Newcastle-United,"1,145",12.7,3.0,1.0,121.0,55.0,5980.0,Newcastle-United
,Steven Caldwell,sct SCO,DF,14,12,0.0,1.0,2002-2003,6839f68e,Newcastle-United,"1,167",13.0,1.0,0.0,121.0,67.0,5981.0,Newcastle-United
,Hugo Viana,pt POR,MF,23,11,5.0,3.0,2002-2003,9a5542cc,Newcastle-United,"1,067",11.9,4.0,0.0,121.0,3.0,,Newcastle-United
,Shola Ameobi,ng NGA,FW,28,8,2.0,5.0,2002-2003,79a368b,Newcastle-United,940,10.4,2.0,0.0,121.0,52.0,5982.0,Newcastle-United
,Lomana LuaLua,cd COD,"FW,MF",10,5,0.0,2.0,2002-2003,27bd6d81,Newcastle-United,489,5.4,1.0,0.0,121.0,50.0,5983.0,Newcastle-United
,Brian Kerr,sct SCO,MF,8,4,0.0,0.0,2002-2003,13911455,Newcastle-United,309,3.4,0.0,0.0,121.0,67.0,5984.0,Newcastle-United
,Clarence Acuña,cl CHI,MF,4,2,0.0,0.0,2002-2003,cbf4c181,Newcastle-United,150,1.7,0.0,0.0,121.0,31.0,5985.0,Newcastle-United
,Robbie Elliott,eng ENG,DF,2,0,0.0,0.0,2002-2003,9ade4dc1,Newcastle-United,18,0.2,0.0,0.0,121.0,6.0,5986.0,Newcastle-United
,Darren Ambrose,eng ENG,"FW,MF",1,0,,0.0,2002-2003,6e5117de,Newcastle-United,15,0.2,0.0,0.0,121.0,6.0,5987.0,Newcastle-United
,Michael Chopra,eng ENG,FW,1,0,0.0,0.0,2002-2003,8368ec0,Newcastle-United,8,0.1,0.0,0.0,121.0,6.0,5988.0,Newcastle-United
,Carl Cort,gy GUY,FW,1,0,0.0,0.0,2002-2003,c07f2109,Newcastle-United,3,0.0,0.0,0.0,121.0,124.0,5989.0,Newcastle-United
