Unnamed: 0,Player,Link,Player_id,Player_name,Nationality,Position,club
0,﻿Filippo Porcari,/en/players/4e9ad4a3/Filippo-Porcari,4e9ad4a3,Filippo-Porcari,it ITA,MF,Carpi
1,Emanuele Pesoli,/en/players/f413fcda/Emanuele-Pesoli,f413fcda,Emanuele-Pesoli,it ITA,DF,Carpi
2,Riccardo Gagliolo,/en/players/173061c0/Riccardo-Gagliolo,173061c0,Riccardo-Gagliolo,se SWE,DF,Carpi
3,Fabio Concas,/en/players/d5bf2a1f/Fabio-Concas,d5bf2a1f,Fabio-Conc,it ITA,MF,Carpi
4,Gaetano Letizia,/en/players/3dd45b70/Gaetano-Letizia,3dd45b70,Gaetano-Letizi,it ITA,"DF,MF",Carpi
5,Ledian Memushaj,/en/players/8011fcf6/Ledian-Memushaj,8011fcf6,Ledian-Memushaj,al ALB,MF,Carpi
6,Simone Romagnoli,/en/players/09899de8/Simone-Romagnoli,09899de8,Simone-Romagnoli,it ITA,DF,Carpi
7,Lorenzo Lollo,/en/players/1272d9f4/Lorenzo-Lollo,1272d9f4,Lorenzo-Lollo,it ITA,MF,Carpi
8,Antonio Di Gaudio,/en/players/434b8c73/Antonio-Di-Gaudio,434b8c73,Antonio-Di-Gaudio,it ITA,"FW,MF",Carpi
9,Alessandro Sgrigna,/en/players/f96d5fdb/Alessandro-Sgrigna,f96d5fdb,Alessandro-Sgrig,it ITA,"FW,MF",Carpi
10,Simone Colombi,/en/players/72be9309/Simone-Colombi,72be9309,Simone-Colombi,it ITA,GK,Carpi
11,Lorenzo Pasciuti,/en/players/ef896c4b/Lorenzo-Pasciuti,f896c4b,Lorenzo-Pasciuti,it ITA,MF,Carpi
12,Jerry Mbakogu,/en/players/8196a263/Jerry-Mbakogu,8196a263,Jerry-Mbakogu,ng NGA,FW,Carpi
13,Fabrizio Poli,/en/players/0b98abf4/Fabrizio-Poli,0b98abf4,Fabrizio-Poli,it ITA,DF,Carpi
14,Matteo Ardemagni,/en/players/94a2c317/Matteo-Ardemagni,94a2c317,Matteo-Ardemagni,it ITA,FW,Carpi
