Unnamed: 0,Player,Link,Player_name,Player_id,Nationality,Position,club
3886.0,﻿Maxi Rodríguez,/en/players/4f06b1e0/Maxi-Rodriguez,Maxi-Rodriguez,4f06b1e0,ar ARG,"FW,MF",Espanyol
3887.0,Antonio Soldevilla,/en/players/6a88843a/Antonio-Soldevilla,Antonio-Soldevi,6a88843a,es ESP,DF,Espanyol
3888.0,Cyril Domoraud,/en/players/0c0ac13c/Cyril-Domoraud,Cyril-Domoraud,0c0ac13c,ci CIV,DF,Espanyol
3889.0,David García,/en/players/f47bf593/David-Garcia,David-Garci,f47bf593,es ESP,DF,Espanyol
3890.0,Roger,/en/players/78bc5697/Roger,Rog,78bc5697,es ESP,MF,Espanyol
3891.0,Savo Milošević,/en/players/bab73c39/Savo-Milosevic,Savo-Milosevic,bab73c39,rs SRB,FW,Espanyol
3892.0,Raúl Tamudo,/en/players/c026089c/Raul-Tamudo,Raul-Tamudo,c026089c,es ESP,FW,Espanyol
3893.0,Alberto Lopo,/en/players/17cd5bb7/Alberto-Lopo,Alberto-Lopo,17cd5bb7,es ESP,DF,Espanyol
3894.0,Ángel Morales,/en/players/ba7ae976/Angel-Morales,Angel-Mo,ba7ae976,es ESP,MF,Espanyol
3895.0,Toni Jiménez,/en/players/c59ba0f4/Toni-Jimenez,Toni-Jimenez,c59ba0f4,es ESP,GK,Espanyol
3896.0,Moreno Torricelli,/en/players/3103b024/Moreno-Torricelli,Moreno-Torricelli,3103b024,it ITA,DF,Espanyol
3897.0,Iván de la Peña,/en/players/96a4976d/Ivan-de-la-Pena,Ivan-de-la-P,96a4976d,es ESP,MF,Espanyol
3898.0,Mauro Navas,/en/players/97fe2167/Mauro-Navas,Mauro-Nav,97fe2167,ar ARG,DF,Espanyol
3899.0,Alfredo Argensó,/en/players/90b67cf9/Alfredo-Argenso,Alfredo-Argenso,90b67cf9,es ESP,GK,Espanyol
3900.0,Òscar,/en/players/ae93cd06/Oscar,Osc,93cd06,es ESP,"FW,MF",Espanyol
3901.0,Alex Fernández,/en/players/79a22469/Alex-Fernandez,Alex-Fernandez,79a22469,es ESP,MF,Espanyol
3902.0,Fredson,/en/players/5232d39f/Fredson,Fredso,5232d39f,br BRA,"DF,MF",Espanyol
3903.0,Marc Bertrán,/en/players/89a12cef/Marc-Bertran,Marc-Bert,89a12cef,es ESP,DF,Espanyol
3904.0,Iván Amaya,/en/players/1ed358ee/Ivan-Amaya,Ivan-Am,1ed358ee,es ESP,DF,Espanyol
3905.0,Sergio Sánchez,/en/players/2a0f94ac/Sergio-Sanchez,Sergio-Sanchez,2a0f94ac,es ESP,GK,Espanyol
3906.0,Martín Posse,/en/players/cec1d8dd/Martin-Posse,Martin-Po,cec1d8dd,ar ARG,FW,Espanyol
3907.0,Toni Velamazán,/en/players/4a6b56a2/Toni-Velamazan,Toni-Velamaz,4a6b56a2,es ESP,MF,Espanyol
3908.0,José Juan Luque,/en/players/eb874847/Jose-Juan-Luque,Jose-Juan-Luqu,b874847,es ESP,MF,Espanyol
3909.0,Daniel Jarque,/en/players/30e17646/Daniel-Jarque,Daniel-Jarqu,30e17646,es ESP,DF,Espanyol
3910.0,Ricardo Cavas,/en/players/639b2723/Ricardo-Cavas,Ricardo-Cav,639b2723,es ESP,DF,Espanyol
3911.0,Albert Crusat,/en/players/ba027002/Albert-Crusat,Albert-Crusat,ba027002,es ESP,"FW,MF",Espanyol
3912.0,Alain Boghossian,/en/players/d6c5b299/Alain-Boghossian,Alain-Boghossi,d6c5b299,fr FRA,"FW,MF",Espanyol
3913.0,Xavier Roca,/en/players/d58118a4/Xavier-Roca,Xavier-Roc,d58118a4,es ESP,DF,Espanyol
3914.0,Arteaga,/en/players/65b6e13c/Arteaga,Arteag,65b6e13c,es ESP,MF,Espanyol
3915.0,Erwin Lemmens,/en/players/a7a1a4c9/Erwin-Lemmens,Erwin-Lemm,7a1a4c9,be BEL,GK,Espanyol
3916.0,Pierre Womé,/en/players/981757db/Pierre-Wome,Pierre-Wom,981757db,cm CMR,DF,Espanyol
3917.0,Mauricio Pochettino,/en/players/92c5faee/Mauricio-Pochettino,Mauricio-Pochettino,92c5faee,ar ARG,DF,Espanyol
3918.0,Jordi Cruyff,/en/players/7ebf561b/Jordi-Cruyff,Jordi-Cruyff,7ebf561b,nl NED,"FW,MF",Espanyol
3919.0,Tayfun Korkut,/en/players/8fafc61c/Tayfun-Korkut,Tayfun-Korkut,8fafc61c,tr TUR,"DF,MF",Espanyol
3920.0,Mustapha Hadji,/en/players/0b1d0491/Mustapha-Hadji,Mustapha-Hadji,0b1d0491,ma MAR,MF,Espanyol
3921.0,Adrián Bastía,/en/players/3fa806c5/Adrian-Bastia,Adrian-Basti,3fa806c5,ar ARG,MF,Espanyol
3922.0,Raúl Molina,/en/players/91419d20/Raul-Molina,Raul-Moli,91419d20,es ESP,FW,Espanyol
3923.0,Grégory Vignal,/en/players/5027d998/Gregory-Vignal,Gregory-Vig,5027d998,fr FRA,DF,Espanyol
3924.0,Kevin Bobson,/en/players/accb244e/Kevin-Bobson,Kevin-Bobso,ccb244e,nl NED,FW,Espanyol
3925.0,Carlos García,/en/players/2f21a57c/Carlos-Garcia,Carlos-Garci,2f21a57c,es ESP,DF,Espanyol
3926.0,Héctor Simón,/en/players/6ad334dc/Hector-Simon,Hector-Simo,6ad334dc,es ESP,MF,Espanyol
3927.0,Claudiu Răducanu,/en/players/303d15fb/Claudiu-Raducanu,Claudiu-Raducanu,303d15fb,ro ROU,FW,Espanyol
