2017-2018,La-Liga
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Barcelona,38,28,9,1,93,squads/206d90db/Barcelona-Stats,206d90db,Barcelona
2,Atlético Madrid,38,23,10,5,79,squads/db3b9613/Atletico-Madrid-Stats,db3b9613,Atletico-Madrid
3,Real Madrid,38,22,10,6,76,squads/53a2f082/Real-Madrid-Stats,53a2f082,Real-Madrid
4,Valencia,38,22,7,9,73,squads/dcc91a7b/Valencia-Stats,dcc91a7b,Valencia
5,Villarreal,38,18,7,13,61,squads/2a8183b3/Villarreal-Stats,2a8183b3,Villarreal
6,Betis,38,18,6,14,60,squads/fc536746/Real-Betis-Stats,fc536746,Real-Betis
7,Sevilla,38,17,7,14,58,squads/ad2be733/Sevilla-Stats,ad2be733,Sevilla
8,Getafe,38,15,10,13,55,squads/7848bd64/Getafe-Stats,7848bd64,Getafe
9,Eibar,38,14,9,15,51,squads/bea5c710/Eibar-Stats,bea5c710,Eibar
10,Girona,38,14,9,15,51,squads/9024a00a/Girona-Stats,9024a00a,Girona
11,Espanyol,38,12,13,13,49,squads/a8661628/Espanyol-Stats,a8661628,Espanyol
12,Real Sociedad,38,14,7,17,49,squads/e31d1cd9/Real-Sociedad-Stats,e31d1cd9,Real-Sociedad
13,Celta Vigo,38,13,10,15,49,squads/f25da7fb/Celta-Vigo-Stats,f25da7fb,Celta-Vigo
14,Alavés,38,15,2,21,47,squads/8d6fd021/Alaves-Stats,8d6fd021,Alaves
15,Levante,38,11,13,14,46,squads/9800b6a1/Levante-Stats,9800b6a1,Levante
16,Athletic Club,38,10,13,15,43,squads/2b390eca/Athletic-Club-Stats,2b390eca,Athletic-Club
17,Leganés,38,12,7,19,43,squads/7c6f2c78/Leganes-Stats,7c6f2c78,Leganes
18,La Coruña,38,6,11,21,29,squads/2a60ed82/Deportivo-La-Coruna-Stats,2a60ed82,Deportivo-La-Coruna
19,Las Palmas,38,5,7,26,22,squads/0049d422/Las-Palmas-Stats,0049d422,Las-Palmas
20,Málaga,38,5,5,28,20,squads/1c896955/Malaga-Stats,1c896955,Malaga
