2007-2008,La-Liga
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Real Madrid,38,27,4,7,85,squads/53a2f082/Real-Madrid-Stats,53a2f082,Real-Madrid
2,Villarreal,38,24,5,9,77,squads/2a8183b3/Villarreal-Stats,2a8183b3,Villarreal
3,Barcelona,38,19,10,9,67,squads/206d90db/Barcelona-Stats,206d90db,Barcelona
4,Atlético Madrid,38,19,7,12,64,squads/db3b9613/Atletico-Madrid-Stats,db3b9613,Atletico-Madrid
5,Sevilla,38,20,4,14,64,squads/ad2be733/Sevilla-Stats,ad2be733,Sevilla
6,Racing Sant,38,17,9,12,60,squads/dee3bbc8/Racing-Santander-Stats,dee3bbc8,Racing-Santander
7,Mallorca,38,15,14,9,59,squads/2aa12281/Mallorca-Stats,2aa12281,Mallorca
8,Almería,38,14,10,14,52,squads/78ecf4bb/Almeria-Stats,78ecf4bb,Almeria
9,La Coruña,38,15,7,16,52,squads/2a60ed82/Deportivo-La-Coruna-Stats,2a60ed82,Deportivo-La-Coruna
10,Valencia,38,15,6,17,51,squads/dcc91a7b/Valencia-Stats,dcc91a7b,Valencia
11,Athletic Club,38,13,11,14,50,squads/2b390eca/Athletic-Club-Stats,2b390eca,Athletic-Club
12,Espanyol,38,13,9,16,48,squads/a8661628/Espanyol-Stats,a8661628,Espanyol
13,Betis,38,12,11,15,47,squads/fc536746/Real-Betis-Stats,fc536746,Real-Betis
14,Getafe,38,12,11,15,47,squads/7848bd64/Getafe-Stats,7848bd64,Getafe
15,Valladolid,38,11,12,15,45,squads/17859612/Valladolid-Stats,17859612,Valladolid
16,Recreativo,38,11,11,16,44,squads/6e1d6d95/Recreativo-Stats,6e1d6d95,Recreativo
17,Osasuna,38,12,7,19,43,squads/03c57e2b/Osasuna-Stats,03c57e2b,Osasuna
18,Zaragoza,38,10,12,16,42,squads/800303a0/Zaragoza-Stats,800303a0,Zaragoza
19,Real Murcia,38,7,9,22,30,squads/ab0dc306/Real-Murcia-Stats,ab0dc306,Real-Murcia
20,Levante,38,7,5,26,26,squads/9800b6a1/Levante-Stats,9800b6a1,Levante
