2018-2019,La-Liga
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Barcelona,38,26,9,3,87,squads/206d90db/Barcelona-Stats,206d90db,Barcelona
2,Atlético Madrid,38,22,10,6,76,squads/db3b9613/Atletico-Madrid-Stats,db3b9613,Atletico-Madrid
3,Real Madrid,38,21,5,12,68,squads/53a2f082/Real-Madrid-Stats,53a2f082,Real-Madrid
4,Valencia,38,15,16,7,61,squads/dcc91a7b/Valencia-Stats,dcc91a7b,Valencia
5,Getafe,38,15,14,9,59,squads/7848bd64/Getafe-Stats,7848bd64,Getafe
6,Sevilla,38,17,8,13,59,squads/ad2be733/Sevilla-Stats,ad2be733,Sevilla
7,Espanyol,38,14,11,13,53,squads/a8661628/Espanyol-Stats,a8661628,Espanyol
8,Athletic Club,38,13,14,11,53,squads/2b390eca/Athletic-Club-Stats,2b390eca,Athletic-Club
9,Real Sociedad,38,13,11,14,50,squads/e31d1cd9/Real-Sociedad-Stats,e31d1cd9,Real-Sociedad
10,Betis,38,14,8,16,50,squads/fc536746/Real-Betis-Stats,fc536746,Real-Betis
11,Alavés,38,13,11,14,50,squads/8d6fd021/Alaves-Stats,8d6fd021,Alaves
12,Eibar,38,11,14,13,47,squads/bea5c710/Eibar-Stats,bea5c710,Eibar
13,Leganés,38,11,12,15,45,squads/7c6f2c78/Leganes-Stats,7c6f2c78,Leganes
14,Villarreal,38,10,14,14,44,squads/2a8183b3/Villarreal-Stats,2a8183b3,Villarreal
15,Levante,38,11,11,16,44,squads/9800b6a1/Levante-Stats,9800b6a1,Levante
16,Valladolid,38,10,11,17,41,squads/17859612/Valladolid-Stats,17859612,Valladolid
17,Celta Vigo,38,10,11,17,41,squads/f25da7fb/Celta-Vigo-Stats,f25da7fb,Celta-Vigo
18,Girona,38,9,10,19,37,squads/9024a00a/Girona-Stats,9024a00a,Girona
19,Huesca,38,7,12,19,33,squads/c6c493e6/Huesca-Stats,c6c493e6,Huesca
20,Rayo Vallecano,38,8,8,22,32,squads/98e8af82/Rayo-Vallecano-Stats,98e8af82,Rayo-Vallecano
