2010-2011,La-Liga
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Barcelona,38,30,6,2,96,squads/206d90db/Barcelona-Stats,206d90db,Barcelona
2,Real Madrid,38,29,5,4,92,squads/53a2f082/Real-Madrid-Stats,53a2f082,Real-Madrid
3,Valencia,38,21,8,9,71,squads/dcc91a7b/Valencia-Stats,dcc91a7b,Valencia
4,Villarreal,38,18,8,12,62,squads/2a8183b3/Villarreal-Stats,2a8183b3,Villarreal
5,Sevilla,38,17,7,14,58,squads/ad2be733/Sevilla-Stats,ad2be733,Sevilla
6,Athletic Club,38,18,4,16,58,squads/2b390eca/Athletic-Club-Stats,2b390eca,Athletic-Club
7,Atlético Madrid,38,17,7,14,58,squads/db3b9613/Atletico-Madrid-Stats,db3b9613,Atletico-Madrid
8,Espanyol,38,15,4,19,49,squads/a8661628/Espanyol-Stats,a8661628,Espanyol
9,Osasuna,38,13,8,17,47,squads/03c57e2b/Osasuna-Stats,03c57e2b,Osasuna
10,Sporting Gijón,38,11,14,13,47,squads/bb9efd50/Sporting-Gijon-Stats,bb9efd50,Sporting-Gijon
11,Málaga,38,13,7,18,46,squads/1c896955/Malaga-Stats,1c896955,Malaga
12,Racing Sant,38,12,10,16,46,squads/dee3bbc8/Racing-Santander-Stats,dee3bbc8,Racing-Santander
13,Zaragoza,38,12,9,17,45,squads/800303a0/Zaragoza-Stats,800303a0,Zaragoza
14,Levante,38,12,9,17,45,squads/9800b6a1/Levante-Stats,9800b6a1,Levante
15,Real Sociedad,38,14,3,21,45,squads/e31d1cd9/Real-Sociedad-Stats,e31d1cd9,Real-Sociedad
16,Getafe,38,12,8,18,44,squads/7848bd64/Getafe-Stats,7848bd64,Getafe
17,Mallorca,38,12,8,18,44,squads/2aa12281/Mallorca-Stats,2aa12281,Mallorca
18,La Coruña,38,10,13,15,43,squads/2a60ed82/Deportivo-La-Coruna-Stats,2a60ed82,Deportivo-La-Coruna
19,Hércules,38,9,8,21,35,squads/4222a514/Hercules-Stats,4222a514,Hercules
20,Almería,38,6,12,20,30,squads/78ecf4bb/Almeria-Stats,78ecf4bb,Almeria
