2011-2012,La-Liga
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Real Madrid,38,32,4,2,100,squads/53a2f082/Real-Madrid-Stats,53a2f082,Real-Madrid
2,Barcelona,38,28,7,3,91,squads/206d90db/Barcelona-Stats,206d90db,Barcelona
3,Valencia,38,17,10,11,61,squads/dcc91a7b/Valencia-Stats,dcc91a7b,Valencia
4,Málaga,38,17,7,14,58,squads/1c896955/Malaga-Stats,1c896955,Malaga
5,Atlético Madrid,38,15,11,12,56,squads/db3b9613/Atletico-Madrid-Stats,db3b9613,Atletico-Madrid
6,Levante,38,16,7,15,55,squads/9800b6a1/Levante-Stats,9800b6a1,Levante
7,Osasuna,38,13,15,10,54,squads/03c57e2b/Osasuna-Stats,03c57e2b,Osasuna
8,Mallorca,38,14,10,14,52,squads/2aa12281/Mallorca-Stats,2aa12281,Mallorca
9,Sevilla,38,13,11,14,50,squads/ad2be733/Sevilla-Stats,ad2be733,Sevilla
10,Athletic Club,38,12,13,13,49,squads/2b390eca/Athletic-Club-Stats,2b390eca,Athletic-Club
11,Getafe,38,12,11,15,47,squads/7848bd64/Getafe-Stats,7848bd64,Getafe
12,Real Sociedad,38,12,11,15,47,squads/e31d1cd9/Real-Sociedad-Stats,e31d1cd9,Real-Sociedad
13,Betis,38,13,8,17,47,squads/fc536746/Real-Betis-Stats,fc536746,Real-Betis
14,Espanyol,38,12,10,16,46,squads/a8661628/Espanyol-Stats,a8661628,Espanyol
15,Rayo Vallecano,38,13,4,21,43,squads/98e8af82/Rayo-Vallecano-Stats,98e8af82,Rayo-Vallecano
16,Zaragoza,38,12,7,19,43,squads/800303a0/Zaragoza-Stats,800303a0,Zaragoza
17,Granada,38,12,6,20,42,squads/a0435291/Granada-Stats,a0435291,Granada
18,Villarreal,38,9,14,15,41,squads/2a8183b3/Villarreal-Stats,2a8183b3,Villarreal
19,Sporting Gijón,38,10,7,21,37,squads/bb9efd50/Sporting-Gijon-Stats,bb9efd50,Sporting-Gijon
20,Racing Sant,38,4,15,19,27,squads/dee3bbc8/Racing-Santander-Stats,dee3bbc8,Racing-Santander
