2015-2016,La-Liga
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Barcelona,38,29,4,5,91,squads/206d90db/Barcelona-Stats,206d90db,Barcelona
2,Real Madrid,38,28,6,4,90,squads/53a2f082/Real-Madrid-Stats,53a2f082,Real-Madrid
3,Atlético Madrid,38,28,4,6,88,squads/db3b9613/Atletico-Madrid-Stats,db3b9613,Atletico-Madrid
4,Villarreal,38,18,10,10,64,squads/2a8183b3/Villarreal-Stats,2a8183b3,Villarreal
5,Athletic Club,38,18,8,12,62,squads/2b390eca/Athletic-Club-Stats,2b390eca,Athletic-Club
6,Celta Vigo,38,17,9,12,60,squads/f25da7fb/Celta-Vigo-Stats,f25da7fb,Celta-Vigo
7,Sevilla,38,14,10,14,52,squads/ad2be733/Sevilla-Stats,ad2be733,Sevilla
8,Málaga,38,12,12,14,48,squads/1c896955/Malaga-Stats,1c896955,Malaga
9,Real Sociedad,38,13,9,16,48,squads/e31d1cd9/Real-Sociedad-Stats,e31d1cd9,Real-Sociedad
10,Betis,38,11,12,15,45,squads/fc536746/Real-Betis-Stats,fc536746,Real-Betis
11,Las Palmas,38,12,8,18,44,squads/0049d422/Las-Palmas-Stats,0049d422,Las-Palmas
12,Valencia,38,11,11,16,44,squads/dcc91a7b/Valencia-Stats,dcc91a7b,Valencia
13,Espanyol,38,12,7,19,43,squads/a8661628/Espanyol-Stats,a8661628,Espanyol
14,Eibar,38,11,10,17,43,squads/bea5c710/Eibar-Stats,bea5c710,Eibar
15,La Coruña,38,8,18,12,42,squads/2a60ed82/Deportivo-La-Coruna-Stats,2a60ed82,Deportivo-La-Coruna
16,Granada,38,10,9,19,39,squads/a0435291/Granada-Stats,a0435291,Granada
17,Sporting Gijón,38,10,9,19,39,squads/bb9efd50/Sporting-Gijon-Stats,bb9efd50,Sporting-Gijon
18,Rayo Vallecano,38,9,11,18,38,squads/98e8af82/Rayo-Vallecano-Stats,98e8af82,Rayo-Vallecano
19,Getafe,38,9,9,20,36,squads/7848bd64/Getafe-Stats,7848bd64,Getafe
20,Levante,38,8,8,22,32,squads/9800b6a1/Levante-Stats,9800b6a1,Levante
