,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Danny Murphy,/en/players/03a97c40/Danny-Murphy,03a97c40,Danny-Murph,eng ENG,MF
1,Sami Hyypiä,/en/players/087b932d/Sami-Hyypia,087b932d,Sami-Hyypi,fi FIN,DF
2,Jamie Carragher,/en/players/d0ebce19/Jamie-Carragher,d0ebce19,Jamie-Carragh,eng ENG,"DF,MF"
3,Steven Gerrard,/en/players/caeb5442/Steven-Gerrard,caeb5442,Steven-Gerrard,eng ENG,MF
4,Michael Owen,/en/players/88b3f52c/Michael-Owen,88b3f52c,Michael-Ow,eng ENG,FW
5,John Arne Riise,/en/players/9bf988c2/John-Arne-Riise,9bf988c2,John-Arne-Rii,no NOR,"DF,MF"
6,Jerzy Dudek,/en/players/1064659d/Jerzy-Dudek,1064659d,Jerzy-Dudek,pl POL,GK
7,Djimi Traoré,/en/players/b8c992d8/Djimi-Traore,b8c992d8,Djimi-Trao,ml MLI,DF
8,Dietmar Hamann,/en/players/01c05efb/Dietmar-Hamann,01c05efb,Dietmar-Ham,de GER,MF
9,Emile Heskey,/en/players/30184789/Emile-Heskey,30184789,Emile-Hesk,eng ENG,FW
10,El Hadji Diouf,/en/players/1a4542c8/El-Hadji-Diouf,1a4542c8,El-Hadji-Diouf,sn SEN,"FW,MF"
11,Stéphane Henchoz,/en/players/17476497/Stephane-Henchoz,17476497,Stephane-Henchoz,ch SUI,DF
12,Milan Baroš,/en/players/f3a9a99b/Milan-Baros,f3a9a99b,Milan-Baro,cz CZE,FW
13,Salif Diao,/en/players/acc326da/Salif-Diao,cc326da,Salif-Diao,sn SEN,MF
14,Vladimír Šmicer,/en/players/134c46b4/Vladimir-Smicer,134c46b4,Vladimir-Smic,cz CZE,"FW,MF"
15,Bruno Cheyrou,/en/players/9655ab80/Bruno-Cheyrou,9655ab80,Bruno-Cheyrou,fr FRA,MF
16,Chris Kirkland,/en/players/710265d2/Chris-Kirkland,710265d2,Chris-Kirkland,eng ENG,GK
17,Abel Xavier,/en/players/1c4eb067/Abel-Xavier,1c4eb067,Abel-Xavi,pt POR,DF
18,Igor Bišćan,/en/players/3597a728/Igor-Biscan,3597a728,Igor-Bisc,hr CRO,"DF,MF"
19,Markus Babbel,/en/players/b59f0646/Markus-Babbel,b59f0646,Markus-Babb,de GER,DF
20,Neil Mellor,/en/players/f18d8642/Neil-Mellor,f18d8642,Neil-Mello,eng ENG,FW
21,Patrik Berger,/en/players/f16325b3/Patrik-Berger,f16325b3,Patrik-Berg,cz CZE,MF
22,Grégory Vignal,/en/players/5027d998/Gregory-Vignal,5027d998,Gregory-Vig,fr FRA,DF
24,Harry Kewell,/en/players/51ef13b9/Harry-Kewell,51ef13b9,Harry-Kew,au AUS,"FW,MF"
25,Steve Finnan,/en/players/5596a89f/Steve-Finnan,5596a89f,Steve-Fi,ie IRL,DF
26,Florent Sinama Pongolle,/en/players/f222974d/Florent-Sinama-Pongolle,f222974d,Florent-Sinama-Pongo,fr FRA,FW
27,Anthony Le Tallec,/en/players/5d81fb2c/Anthony-Le-Tallec,5d81fb2c,Anthony-Le-Tallec,fr FRA,"FW,MF"
28,Patrice Luzi,/en/players/b6132aa2/Patrice-Luzi,b6132aa2,Patrice-Luzi,fr FRA,GK
29,John Welsh,/en/players/9713e675/John-Welsh,9713e675,John-Welsh,eng ENG,MF
30,Luis García,/en/players/a5c8d2b7/Luis-Garcia,5c8d2b7,Luis-Garci,es ESP,MF
31,Xabi Alonso,/en/players/dc001a06/Xabi-Alonso,dc001a06,Xabi-Alonso,es ESP,MF
32,Josemi,/en/players/e85dd0fc/Josemi,85dd0fc,Josemi,es ESP,DF
33,Fernando Morientes,/en/players/bceebb25/Fernando-Morientes,bceebb25,Fernando-Morient,es ESP,FW
34,Mauricio Pellegrino,/en/players/8b3d6528/Mauricio-Pellegrino,8b3d6528,Mauricio-Pellegrino,ar ARG,DF
35,Stephen Warnock,/en/players/07869028/Stephen-Warnock,07869028,Stephen-Warnock,eng ENG,DF
36,Djibril Cissé,/en/players/7e6917be/Djibril-Cisse,7e6917be,Djibril-Ci,fr FRA,FW
37,Antonio Núñez,/en/players/df89070b/Antonio-Nunez,df89070b,Antonio-Nunez,es ESP,MF
38,Scott Carson,/en/players/3e1550ee/Scott-Carson,3e1550ee,Scott-Carso,eng ENG,GK
39,Darren Potter,/en/players/fc561eff/Darren-Potter,fc561eff,Darren-Pott,ie IRL,MF
40,David Raven,/en/players/055ddd29/David-Raven,055ddd29,David-Rav,eng ENG,DF
41,Pepe Reina,/en/players/e358587b/Pepe-Reina,358587b,Pepe-Rei,es ESP,GK
42,Peter Crouch,/en/players/73d9bdc7/Peter-Crouch,73d9bdc7,Peter-Crouch,eng ENG,FW
43,Mohamed Sissoko,/en/players/2c1a819e/Mohamed-Sissoko,2c1a819e,Mohamed-Sissoko,ml MLI,MF
44,Robbie Fowler,/en/players/7cd34266/Robbie-Fowler,7cd34266,Robbie-Fow,eng ENG,FW
45,Jan Kromkamp,/en/players/3c970929/Jan-Kromkamp,3c970929,Jan-Kromkam,nl NED,DF
46,Boudewijn Zenden,/en/players/4e27a622/Boudewijn-Zenden,4e27a622,Boudewijn-Zend,nl NED,"DF,FW"
47,Daniel Agger,/en/players/f1ea4af0/Daniel-Agger,f1ea4af0,Daniel-Agg,dk DEN,DF
48,Dirk Kuyt,/en/players/cd53ecf4/Dirk-Kuyt,cd53ecf4,Dirk-Kuyt,nl NED,"DF,FW"
49,Craig Bellamy,/en/players/b9eae55b/Craig-Bellamy,b9eae55b,Craig-Bellam,wls WAL,FW
50,Jermaine Pennant,/en/players/c6043950/Jermaine-Pennant,c6043950,Jermaine-Pennant,eng ENG,MF
51,Fábio Aurélio,/en/players/68f0ce09/Fabio-Aurelio,68f0ce09,Fabio-Aurelio,br BRA,"DF,MF"
52,Javier Mascherano,/en/players/5070881b/Javier-Mascherano,5070881b,Javier-Mascherano,ar ARG,"DF,MF"
53,Álvaro Arbeloa,/en/players/6dc73abd/Alvaro-Arbeloa,6dc73abd,Alvaro-Arbelo,es ESP,DF
54,Gabriel Paletta,/en/players/cc3477f4/Gabriel-Paletta,cc3477f4,Gabriel-Palett,it ITA,DF
55,Emiliano Insúa,/en/players/f3cccffe/Emiliano-Insua,f3cccffe,Emiliano-Insu,ar ARG,DF
56,Daniele Padelli,/en/players/cf1c23d8/Daniele-Padelli,cf1c23d8,Daniele-Padelli,it ITA,GK
57,Nabil El Zhar,/en/players/37f96552/Nabil-El-Zhar,37f96552,Nabil-El-Zh,ma MAR,"FW,MF"
58,Danny Guthrie,/en/players/fff10a46/Danny-Guthrie,fff10a46,Danny-Guthri,eng ENG,MF
59,Fernando Torres,/en/players/bdf7b97d/Fernando-Torres,bdf7b97d,Fernando-To,es ESP,FW
60,Yossi Benayoun,/en/players/8414bb13/Yossi-Benayoun,8414bb13,Yossi-Benayou,il ISR,MF
61,Ryan Babel,/en/players/6438d426/Ryan-Babel,6438d426,Ryan-Bab,nl NED,"FW,MF"
62,Martin Škrtel,/en/players/defb905a/Martin-Skrtel,defb905a,Martin-Skrt,sk SVK,DF
63,Andriy Voronin,/en/players/e0404459/Andriy-Voronin,0404459,Andriy-Voroni,ua UKR,"FW,MF"
64,Lucas Leiva,/en/players/4c78b5ed/Lucas-Leiva,4c78b5ed,Lucas-Leiv,br BRA,MF
65,Damien Plessis,/en/players/91686eb2/Damien-Plessis,91686eb2,Damien-Plessi,fr FRA,MF
66,Jack Hobbs,/en/players/5598b655/Jack-Hobbs,5598b655,Jack-Hobb,eng ENG,DF
67,Albert Riera,/en/players/3a0a5056/Albert-Riera,3a0a5056,Albert-Ri,es ESP,"DF,FW"
68,Robbie Keane,/en/players/f45e1bb2/Robbie-Keane,f45e1bb2,Robbie-K,ie IRL,FW
69,David N'Gog,/en/players/beec2968/David-NGog,beec2968,David-NGog,fr FRA,FW
70,Glen Johnson,/en/players/8cceca90/Glen-Johnson,8cceca90,Glen-Johnso,eng ENG,DF
71,Maxi Rodríguez,/en/players/4f06b1e0/Maxi-Rodriguez,4f06b1e0,Maxi-Rodriguez,ar ARG,"FW,MF"
72,Sotirios Kyrgiakos,/en/players/2bc82fdc/Sotirios-Kyrgiakos,2bc82fdc,Sotirios-Kyrgiako,gr GRE,DF
73,Alberto Aquilani,/en/players/ad340e17/Alberto-Aquilani,d340e17,Alberto-Aquilani,it ITA,MF
74,Philipp Degen,/en/players/910443f6/Philipp-Degen,910443f6,Philipp-Deg,ch SUI,"DF,FW"
75,Daniel Ayala,/en/players/302560a0/Daniel-Ayala,302560a0,Daniel-A,es ESP,DF
76,Jay Spearing,/en/players/f26579f5/Jay-Spearing,f26579f5,Jay-Spearing,eng ENG,MF
77,Andrea Dossena,/en/players/3ae59b9c/Andrea-Dossena,3ae59b9c,Andrea-Do,it ITA,"DF,MF"
78,Daniel Pacheco,/en/players/5b2a4b8d/Daniel-Pacheco,5b2a4b8d,Daniel-Pacheco,es ESP,"FW,MF"
79,Martin Kelly,/en/players/d7492450/Martin-Kelly,d7492450,Martin-K,eng ENG,"DF,MF"
80,Nathan Eccleston,/en/players/5d83b302/Nathan-Eccleston,5d83b302,Nathan-Ecclesto,eng ENG,FW
81,Jack Robinson,/en/players/7399c7a8/Jack-Robinson,7399c7a8,Jack-Robinso,eng ENG,DF
82,Stephen Darby,/en/players/f2909779/Stephen-Darby,f2909779,Stephen-Darb,eng ENG,DF
83,Raul Meireles,/en/players/e767cd27/Raul-Meireles,767cd27,Raul-Mei,pt POR,MF
84,Paul Konchesky,/en/players/941bcf75/Paul-Konchesky,941bcf75,Paul-Konchesk,eng ENG,"DF,FW"
85,Luis Suárez,/en/players/a6154613/Luis-Suarez,6154613,Luis-Suarez,uy URU,FW
86,Joe Cole,/en/players/2c2f117b/Joe-Cole,2c2f117b,Joe-Co,eng ENG,MF
87,Christian Poulsen,/en/players/4b83b362/Christian-Poulsen,4b83b362,Christian-Pou,dk DEN,MF
88,Milan Jovanović,/en/players/bd89b75e/Milan-Jovanovic,bd89b75e,Milan-Jovanovic,rs SRB,"FW,MF"
89,Andy Carroll,/en/players/b581987a/Andy-Carroll,b581987a,Andy-Carro,eng ENG,FW
90,Danny Wilson,/en/players/9cfe9254/Danny-Wilson,9cfe9254,Danny-Wilso,sct SCO,DF
91,Jonjo Shelvey,/en/players/3727dd3c/Jonjo-Shelvey,3727dd3c,Jonjo-Shelv,eng ENG,MF
92,José Enrique,/en/players/d56364d5/Jose-Enrique,d56364d5,Jose-Enriqu,es ESP,DF
93,Jordan Henderson,/en/players/935e6b8f/Jordan-Henderson,935e6b8f,Jordan-Henderso,eng ENG,MF
94,Stewart Downing,/en/players/b13c4620/Stewart-Downing,b13c4620,Stewart-Downing,eng ENG,"FW,MF"
95,Charlie Adam,/en/players/aff418dc/Charlie-Adam,ff418dc,Charlie-Adam,sct SCO,MF
96,Jon Flanagan,/en/players/f2428fd4/Jon-Flanagan,f2428fd4,Jon-Flanag,eng ENG,DF
97,Sebastián Coates,/en/players/1fbbfbde/Sebastian-Coates,1fbbfbde,Sebastian-Coat,uy URU,DF
98,Doni,/en/players/b8be3693/Doni,b8be3693,Doni,br BRA,GK
99,Brad Jones,/en/players/ffc1c226/Brad-Jones,ffc1c226,Brad-Jo,au AUS,GK
100,Raheem Sterling,/en/players/b400bde0/Raheem-Sterling,b400bde0,Raheem-Sterling,eng ENG,"FW,MF"
101,Joe Allen,/en/players/9feb8f24/Joe-Allen,9feb8f24,Joe-A,wls WAL,MF
102,Andre Wisdom,/en/players/ab6a3628/Andre-Wisdom,b6a3628,Andre-Wisdom,eng ENG,DF
103,Philippe Coutinho,/en/players/0ef89a37/Philippe-Coutinho,0ef89a37,Philippe-Coutinho,br BRA,"FW,MF"
104,Daniel Sturridge,/en/players/1b7ec703/Daniel-Sturridge,1b7ec703,Daniel-Sturridg,eng ENG,"FW,MF"
105,Suso,/en/players/4e219ad2/Suso,4e219ad2,Suso,es ESP,"FW,MF"
