Unnamed: 0,Player,Link,Player_name,Player_id,Nationality,Position,club
3074.0,﻿Albano Bizzarri,/en/players/32b9b5fa/Albano-Bizzarri,Albano-Bizzarri,32b9b5fa,ar ARG,GK,Valladolid
3075.0,Gonzalo Colsa,/en/players/6fa12b44/Gonzalo-Colsa,Gonzalo-Co,6fa12b44,es ESP,MF,Valladolid
3076.0,Javier Torres Gómez,/en/players/677aa169/Javier-Torres-Gomez,Javier-Torres-Gomez,677aa169,es ESP,DF,Valladolid
3077.0,Fernando Sales,/en/players/24486536/Fernando-Sales,Fernando-S,24486536,es ESP,MF,Valladolid
3078.0,Juan Manuel Peña,/en/players/0f7909da/Juan-Manuel-Pena,Juan-Manuel-P,0f7909da,bo BOL,DF,Valladolid
3079.0,Alberto Marcos Rey,/en/players/7fd2179f/Alberto-Marcos-Rey,Alberto-Marcos-R,7fd2179f,es ESP,DF,Valladolid
3080.0,David Aganzo,/en/players/97e3ba49/David-Aganzo,David-Aganzo,97e3ba49,es ESP,FW,Valladolid
3081.0,Óscar,/en/players/627650df/Oscar,Osc,627650df,es ESP,MF,Valladolid
3082.0,Gaspar,/en/players/75e5329b/Gaspar,G,75e5329b,es ESP,DF,Valladolid
3083.0,Nicolás Olivera,/en/players/691fd00c/Nicolas-Olivera,Nicolas-Oliv,691fd00c,uy URU,"FW,MF",Valladolid
3084.0,Mario,/en/players/e6ede7f4/Mario,Mario,6ede7f4,es ESP,DF,Valladolid
3085.0,Óscar Sánchez,/en/players/fe4c5d4e/Oscar-Sanchez,Oscar-Sanchez,fe4c5d4e,es ESP,DF,Valladolid
3086.0,José Luis Caminero,/en/players/f9199e3b/Jose-Luis-Caminero,Jose-Luis-Caminero,f9199e3b,es ESP,"FW,MF",Valladolid
3087.0,Chema,/en/players/6c53d111/Chema,Chem,6c53d111,es ESP,MF,Valladolid
3088.0,Jonathan Martín,/en/players/79e046e0/Jonathan-Martin,Jonathan-Marti,79e046e0,es ESP,DF,Valladolid
3089.0,Sergio Pachón,/en/players/ae85fca9/Sergio-Pachon,Sergio-Pacho,85fca9,es ESP,FW,Valladolid
3090.0,Jesús Sánchez,/en/players/a92bade1/Jesus-Sanchez,Jesus-Sanchez,92bade1,es ESP,MF,Valladolid
3091.0,Javier Muñoz,/en/players/492e1cd3/Javier-Munoz,Javier-Munoz,492e1cd3,ar ARG,DF,Valladolid
3092.0,Dragan Ćirić,/en/players/680a7e96/Dragan-Ciric,Dragan-Ciric,680a7e96,rs SRB,MF,Valladolid
3093.0,Antonio López,/en/players/1fdd5ff7/Antonio-Lopez,Antonio-Lopez,1fdd5ff7,es ESP,MF,Valladolid
3094.0,Pablo Ricchetti,/en/players/69952e6a/Pablo-Ricchetti,Pablo-Ricchetti,69952e6a,ar ARG,"DF,MF",Valladolid
3095.0,David Sousa,/en/players/292a8dbe/David-Sousa,David-Sou,292a8dbe,es ESP,MF,Valladolid
3096.0,Xavier Moré,/en/players/3557d107/Xavier-More,Xavier-Mo,3557d107,es ESP,"FW,MF",Valladolid
3097.0,José Luis Santamaría,/en/players/495f0364/Jose-Luis-Santamaria,Jose-Luis-Santamari,495f0364,es ESP,DF,Valladolid
3098.0,Álvaro Antón,/en/players/90041d71/Alvaro-Anton,Alvaro-Anto,90041d71,es ESP,MF,Valladolid
3099.0,Javier Jiménez,/en/players/eba83479/Javier-Jimenez,Javier-Jimenez,ba83479,es ESP,MF,Valladolid
3100.0,Agustín Villar,/en/players/108ca6ae/Agustin-Villar,Agustin-Vi,108ca6ae,es ESP,MF,Valladolid
3101.0,Júlio César,/en/players/754ac76b/Julio-Cesar,Julio-C,754ac76b,br BRA,DF,Valladolid
3102.0,Roberto Losada,/en/players/547ccdd5/Roberto-Losada,Roberto-Losad,547ccdd5,es ESP,FW,Valladolid
3103.0,Ariza Makukula,/en/players/62ce8bd7/Ariza-Makukula,Ariza-Makuku,62ce8bd7,pt POR,FW,Valladolid
3104.0,Víctor Zapata,/en/players/889a705f/Victor-Zapata,Victor-Zapat,889a705f,ar ARG,MF,Valladolid
3105.0,Pablo Paz,/en/players/3eaddf7e/Pablo-Paz,Pablo-Paz,3eaddf7e,ar ARG,DF,Valladolid
3106.0,Diego Figueredo,/en/players/5848acb3/Diego-Figueredo,Diego-Figueredo,5848acb3,py PAR,MF,Valladolid
3107.0,Rafa,/en/players/0b89dbcc/Rafa,Raf,0b89dbcc,es ESP,"DF,MF",Valladolid
3108.0,Martín Cardetti,/en/players/e4fc03ad/Martin-Cardetti,Martin-Cardetti,4fc03ad,ar ARG,FW,Valladolid
3109.0,Catriel Orcellet,/en/players/41f308e4/Catriel-Orcellet,Catriel-Orcellet,41f308e4,ar ARG,GK,Valladolid
3110.0,José Manuel Mateo,/en/players/d7458f0a/Jose-Manuel-Mateo,Jose-Manuel-Mateo,d7458f0a,es ESP,DF,Valladolid
3111.0,Julián Robles,/en/players/a9b429a7/Julian-Robles,Julian-Rob,9b429a7,es ESP,MF,Valladolid
3112.0,Víctor,/en/players/00979380/Victor,Victo,00979380,es ESP,FW,Valladolid
3113.0,Diego Mateo,/en/players/6ff0efaa/Diego-Mateo,Diego-Mateo,6ff0efaa,ar ARG,"DF,MF",Valladolid
3114.0,Germán Hornos,/en/players/232366ec/German-Hornos,German-Horno,232366ec,uy URU,FW,Valladolid
3115.0,Jairo Castillo,/en/players/01c1b0cf/Jairo-Castillo,Jairo-Castillo,01c1b0cf,co COL,FW,Valladolid
3116.0,Iván Zarandona,/en/players/cf38c51d/Ivan-Zarandona,Ivan-Zarando,cf38c51d,gq EQG,MF,Valladolid
3117.0,Óscar,/en/players/87631dde/Oscar,Osc,87631dde,es ESP,DF,Valladolid
3118.0,Iñaki Bea Jauregi,/en/players/bbcd4ab0/Inaki-Bea-Jauregi,Inaki-Bea-Jauregi,bbcd4ab0,es ESP,DF,Valladolid
3119.0,Francisco Lledó,/en/players/4401f0c3/Francisco-Lledo,Francisco-Lledo,4401f0c3,es ESP,GK,Valladolid
3120.0,Teodoro García,/en/players/28c7dc00/Teodoro-Garcia,Teodoro-Garci,28c7dc00,es ESP,MF,Valladolid
3121.0,Angel Martínez,/en/players/c3a9e553/Angel-Martinez,Angel-Martinez,c3a9e553,py PAR,DF,Valladolid
3122.0,Joseba Llorente,/en/players/ddb98947/Joseba-Llorente,Joseba-Llorent,ddb98947,es ESP,FW,Valladolid
3123.0,Javier Baraja,/en/players/6514cd55/Javier-Baraja,Javier-Baraj,6514cd55,es ESP,"DF,MF",Valladolid
3124.0,Iván Ramis,/en/players/d2be40f2/Ivan-Ramis,Ivan-Rami,d2be40f2,es ESP,DF,Valladolid
3125.0,José Luis Capdevila,/en/players/dde616c5/Jose-Luis-Capdevila,Jose-Luis-Capdevi,dde616c5,es ESP,MF,Valladolid
3126.0,O.J. Morales,/en/players/64e731cd/OJ-Morales,OJ-Mo,64e731cd,uy URU,MF,Valladolid
3127.0,Iván Hernández,/en/players/09a1ed52/Ivan-Hernandez,Ivan-Hernandez,09a1ed52,es ESP,DF,Valladolid
3128.0,Tote,/en/players/e3e74421/Tote,Tot,3e74421,es ESP,"FW,MF",Valladolid
3129.0,Pedro López Muñoz,/en/players/a60823a4/Pedro-Lopez-Munoz,Pedro-Lopez-Munoz,60823a4,es ESP,DF,Valladolid
3130.0,Aritz Aduriz,/en/players/293211e1/Aritz-Aduriz,Aritz-Aduriz,293211e1,es ESP,FW,Valladolid
3131.0,Marcelo Broli,/en/players/383cc69a/Marcelo-Broli,Marcelo-Broli,383cc69a,uy URU,MF,Valladolid
3132.0,Jorge Curbelo,/en/players/2ea7e358/Jorge-Curbelo,Jorge-Curbelo,2ea7e358,uy URU,DF,Valladolid
3133.0,Pablo Casar,/en/players/aa6c5d2f/Pablo-Casar,Pablo-C,6c5d2f,es ESP,DF,Valladolid
3134.0,Carlos Carmona,/en/players/d161184f/Carlos-Carmona,Carlos-Carmo,d161184f,es ESP,"FW,MF",Valladolid
3135.0,Jacobo,/en/players/bb575fe7/Jacobo,Jacobo,bb575fe7,es ESP,GK,Valladolid
3136.0,Fernando Correa,/en/players/9c2c5331/Fernando-Correa,Fernando-Co,9c2c5331,uy URU,FW,Valladolid
3137.0,Sisi,/en/players/add7ec92/Sisi,Sisi,dd7ec92,es ESP,"FW,MF",Valladolid
3138.0,Alberto,/en/players/9335367b/Alberto,Alberto,9335367b,es ESP,GK,Valladolid
3139.0,Álvaro Rubio,/en/players/149770b8/Alvaro-Rubio,Alvaro-Rubio,149770b8,es ESP,"DF,MF",Valladolid
3140.0,Borja Fernández,/en/players/9127f9ce/Borja-Fernandez,Borja-Fernandez,9127f9ce,es ESP,MF,Valladolid
