,Player,Link,Player_id,Player_name,Nationality,Position
0,﻿Albano Bizzarri,/en/players/32b9b5fa/Albano-Bizzarri,32b9b5fa,Albano-Bizzarri,ar ARG,GK
1,Gonzalo Colsa,/en/players/6fa12b44/Gonzalo-Colsa,6fa12b44,Gonzalo-Co,es ESP,MF
2,Javier Torres Gómez,/en/players/677aa169/Javier-Torres-Gomez,677aa169,Javier-Torres-Gomez,es ESP,DF
3,Fernando Sales,/en/players/24486536/Fernando-Sales,24486536,Fernando-S,es ESP,MF
4,Juan Manuel Peña,/en/players/0f7909da/Juan-Manuel-Pena,0f7909da,Juan-Manuel-P,bo BOL,DF
5,Alberto Marcos Rey,/en/players/7fd2179f/Alberto-Marcos-Rey,7fd2179f,Alberto-Marcos-R,es ESP,DF
6,David Aganzo,/en/players/97e3ba49/David-Aganzo,97e3ba49,David-Aganzo,es ESP,FW
7,Óscar,/en/players/627650df/Oscar,627650df,Osc,es ESP,MF
8,Gaspar,/en/players/75e5329b/Gaspar,75e5329b,G,es ESP,DF
9,Nicolás Olivera,/en/players/691fd00c/Nicolas-Olivera,691fd00c,Nicolas-Oliv,uy URU,"FW,MF"
10,Mario,/en/players/e6ede7f4/Mario,6ede7f4,Mario,es ESP,DF
11,Óscar Sánchez,/en/players/fe4c5d4e/Oscar-Sanchez,fe4c5d4e,Oscar-Sanchez,es ESP,DF
12,José Luis Caminero,/en/players/f9199e3b/Jose-Luis-Caminero,f9199e3b,Jose-Luis-Caminero,es ESP,"FW,MF"
13,Chema,/en/players/6c53d111/Chema,6c53d111,Chem,es ESP,MF
14,Jonathan Martín,/en/players/79e046e0/Jonathan-Martin,79e046e0,Jonathan-Marti,es ESP,DF
15,Sergio Pachón,/en/players/ae85fca9/Sergio-Pachon,85fca9,Sergio-Pacho,es ESP,FW
16,Jesús Sánchez,/en/players/a92bade1/Jesus-Sanchez,92bade1,Jesus-Sanchez,es ESP,MF
17,Javier Muñoz,/en/players/492e1cd3/Javier-Munoz,492e1cd3,Javier-Munoz,ar ARG,DF
18,Dragan Ćirić,/en/players/680a7e96/Dragan-Ciric,680a7e96,Dragan-Ciric,rs SRB,MF
19,Antonio López,/en/players/1fdd5ff7/Antonio-Lopez,1fdd5ff7,Antonio-Lopez,es ESP,MF
20,Pablo Ricchetti,/en/players/69952e6a/Pablo-Ricchetti,69952e6a,Pablo-Ricchetti,ar ARG,"DF,MF"
