2017-2018,Ligue-1
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Paris S-G,38,29,6,3,93,squads/e2d8892c/Paris-Saint-Germain-Stats,e2d8892c,Paris-Saint-Germain
2,Monaco,38,24,8,6,80,squads/fd6114db/Monaco-Stats,fd6114db,Monaco
3,Lyon,38,23,9,6,78,squads/d53c0b06/Lyon-Stats,d53c0b06,Lyon
4,Marseille,38,22,11,5,77,squads/5725cc7b/Marseille-Stats,5725cc7b,Marseille
5,Rennes,38,16,10,12,58,squads/b3072e00/Rennes-Stats,b3072e00,Rennes
6,Bordeaux,38,16,7,15,55,squads/123f3efe/Bordeaux-Stats,123f3efe,Bordeaux
7,Saint-Étienne,38,15,10,13,55,squads/d298ef2c/Saint-Etienne-Stats,d298ef2c,Saint-Etienne
8,Nice,38,15,9,14,54,squads/132ebc33/Nice-Stats,132ebc33,Nice
9,Nantes,38,14,10,14,52,squads/d7a486cd/Nantes-Stats,d7a486cd,Nantes
10,Montpellier,38,11,18,9,51,squads/281b0e73/Montpellier-Stats,281b0e73,Montpellier
11,Dijon,38,13,9,16,48,squads/8dfb7350/Dijon-Stats,8dfb7350,Dijon
12,Guingamp,38,12,11,15,47,squads/d41b5f53/Guingamp-Stats,d41b5f53,Guingamp
13,Amiens,38,12,9,17,45,squads/25622401/Amiens-Stats,25622401,Amiens
14,Angers,38,9,14,15,41,squads/69236f98/Angers-Stats,69236f98,Angers
15,Strasbourg,38,9,11,18,38,squads/c0d3eab4/Strasbourg-Stats,c0d3eab4,Strasbourg
16,Caen,38,10,8,20,38,squads/74229020/Caen-Stats,74229020,Caen
17,Lille,38,10,8,20,38,squads/cb188c0c/Lille-Stats,cb188c0c,Lille
18,Toulouse,38,9,10,19,37,squads/3f8c4b5f/Toulouse-Stats,3f8c4b5f,Toulouse
19,Troyes,38,9,6,23,33,squads/54195385/Troyes-Stats,54195385,Troyes
20,Metz,38,6,8,24,26,squads/f83960ae/Metz-Stats,f83960ae,Metz
