2006-2007,Ligue-1
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Lyon,38,24,9,5,81,squads/d53c0b06/Lyon-Stats,d53c0b06,Lyon
2,Marseille,38,19,7,12,64,squads/5725cc7b/Marseille-Stats,5725cc7b,Marseille
3,Toulouse,38,17,7,14,58,squads/3f8c4b5f/Toulouse-Stats,3f8c4b5f,Toulouse
4,Rennes,38,14,15,9,57,squads/b3072e00/Rennes-Stats,b3072e00,Rennes
5,Lens,38,15,12,11,57,squads/fd4e0f7d/Lens-Stats,fd4e0f7d,Lens
6,Bordeaux,38,16,9,13,57,squads/123f3efe/Bordeaux-Stats,123f3efe,Bordeaux
7,Sochaux,38,15,12,11,57,squads/b9cd3c9a/Sochaux-Stats,b9cd3c9a,Sochaux
8,Auxerre,38,13,15,10,54,squads/5ae09109/Auxerre-Stats,5ae09109,Auxerre
9,Monaco,38,13,12,13,51,squads/fd6114db/Monaco-Stats,fd6114db,Monaco
10,Lille,38,13,11,14,50,squads/cb188c0c/Lille-Stats,cb188c0c,Lille
11,Saint-Étienne,38,14,7,17,49,squads/d298ef2c/Saint-Etienne-Stats,d298ef2c,Saint-Etienne
12,Le Mans,38,11,16,11,49,squads/cd5d7aa6/Le-Mans-Stats,cd5d7aa6,Le-Mans
13,Nancy,38,13,10,15,49,squads/e88fc6e5/Nancy-Stats,e88fc6e5,Nancy
14,Lorient,38,12,13,13,49,squads/d2c87802/Lorient-Stats,d2c87802,Lorient
15,Paris S-G,38,12,12,14,48,squads/e2d8892c/Paris-Saint-Germain-Stats,e2d8892c,Paris-Saint-Germain
16,Nice,38,9,16,13,43,squads/132ebc33/Nice-Stats,132ebc33,Nice
17,Valenciennes,38,11,10,17,43,squads/259d3345/Valenciennes-Stats,259d3345,Valenciennes
18,Troyes,38,9,12,17,39,squads/54195385/Troyes-Stats,54195385,Troyes
19,Sedan,38,7,14,17,35,squads/e4e952b9/Sedan-Stats,e4e952b9,Sedan
20,Nantes,38,7,13,18,34,squads/d7a486cd/Nantes-Stats,d7a486cd,Nantes
