2012-2013,Ligue-1
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Paris S-G,38,25,8,5,83,squads/e2d8892c/Paris-Saint-Germain-Stats,e2d8892c,Paris-Saint-Germain
2,Marseille,38,21,8,9,71,squads/5725cc7b/Marseille-Stats,5725cc7b,Marseille
3,Lyon,38,19,10,9,67,squads/d53c0b06/Lyon-Stats,d53c0b06,Lyon
4,Nice,38,18,10,10,64,squads/132ebc33/Nice-Stats,132ebc33,Nice
5,Saint-Étienne,38,16,15,7,63,squads/d298ef2c/Saint-Etienne-Stats,d298ef2c,Saint-Etienne
6,Lille,38,16,14,8,62,squads/cb188c0c/Lille-Stats,cb188c0c,Lille
7,Bordeaux,38,13,16,9,55,squads/123f3efe/Bordeaux-Stats,123f3efe,Bordeaux
8,Lorient,38,14,11,13,53,squads/d2c87802/Lorient-Stats,d2c87802,Lorient
9,Montpellier,38,15,7,16,52,squads/281b0e73/Montpellier-Stats,281b0e73,Montpellier
10,Toulouse,38,13,12,13,51,squads/3f8c4b5f/Toulouse-Stats,3f8c4b5f,Toulouse
11,Valenciennes,38,12,12,14,48,squads/259d3345/Valenciennes-Stats,259d3345,Valenciennes
12,Bastia,38,13,8,17,47,squads/6283be2c/Bastia-Stats,6283be2c,Bastia
13,Rennes,38,13,7,18,46,squads/b3072e00/Rennes-Stats,b3072e00,Rennes
14,Reims,38,10,13,15,43,squads/7fdd64e0/Reims-Stats,7fdd64e0,Reims
15,Sochaux,38,10,11,17,41,squads/b9cd3c9a/Sochaux-Stats,b9cd3c9a,Sochaux
16,Evian,38,10,10,18,40,squads/633fbb6e/Evian-Stats,633fbb6e,Evian
17,Ajaccio,38,9,15,14,40,squads/7a54bb4f/Ajaccio-Stats,7a54bb4f,Ajaccio
18,Nancy,38,9,11,18,38,squads/e88fc6e5/Nancy-Stats,e88fc6e5,Nancy
19,Troyes,38,8,13,17,37,squads/54195385/Troyes-Stats,54195385,Troyes
20,Brest,38,8,5,25,29,squads/fb08dbb3/Brest-Stats,fb08dbb3,Brest
