2018-2019,Ligue-1
Rk,Club,Mp,W,D,L,Pts,Link,Club_id,Club_name
﻿1,Paris S-G,38,29,4,5,91,squads/e2d8892c/Paris-Saint-Germain-Stats,e2d8892c,Paris-Saint-Germain
2,Lille,38,22,9,7,75,squads/cb188c0c/Lille-Stats,cb188c0c,Lille
3,Lyon,38,21,9,8,72,squads/d53c0b06/Lyon-Stats,d53c0b06,Lyon
4,Saint-Étienne,38,19,9,10,66,squads/d298ef2c/Saint-Etienne-Stats,d298ef2c,Saint-Etienne
5,Marseille,38,18,7,13,61,squads/5725cc7b/Marseille-Stats,5725cc7b,Marseille
6,Montpellier,38,15,14,9,59,squads/281b0e73/Montpellier-Stats,281b0e73,Montpellier
7,Nice,38,15,11,12,56,squads/132ebc33/Nice-Stats,132ebc33,Nice
8,Reims,38,13,16,9,55,squads/7fdd64e0/Reims-Stats,7fdd64e0,Reims
9,Nîmes,38,15,8,15,53,squads/1cbf5f9e/Nimes-Stats,1cbf5f9e,Nimes
10,Rennes,38,13,13,12,52,squads/b3072e00/Rennes-Stats,b3072e00,Rennes
11,Strasbourg,38,11,16,11,49,squads/c0d3eab4/Strasbourg-Stats,c0d3eab4,Strasbourg
12,Nantes,38,13,9,16,48,squads/d7a486cd/Nantes-Stats,d7a486cd,Nantes
13,Angers,38,10,16,12,46,squads/69236f98/Angers-Stats,69236f98,Angers
14,Bordeaux,38,10,11,17,41,squads/123f3efe/Bordeaux-Stats,123f3efe,Bordeaux
15,Amiens,38,9,11,18,38,squads/25622401/Amiens-Stats,25622401,Amiens
16,Toulouse,38,8,14,16,38,squads/3f8c4b5f/Toulouse-Stats,3f8c4b5f,Toulouse
17,Monaco,38,8,12,18,36,squads/fd6114db/Monaco-Stats,fd6114db,Monaco
18,Dijon,38,9,7,22,34,squads/8dfb7350/Dijon-Stats,8dfb7350,Dijon
19,Caen,38,7,12,19,33,squads/74229020/Caen-Stats,74229020,Caen
20,Guingamp,38,5,12,21,27,squads/d41b5f53/Guingamp-Stats,d41b5f53,Guingamp
